"interaction","name","selected","shared interaction","shared name","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::score","stringdb::textmining"
"ppp","9606.ENSP00000209718 (ppp) 9606.ENSP00000377546","false","ppp","9606.ENSP00000209718 (ppp) 9606.ENSP00000377546","0.4",,,"0.4",
"ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000300060","false","ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000300060",,,,"0.982","0.982"
"ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000371693","false","ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000371693",,,,"0.982","0.982"
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000361540","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000361540",,"0.935",,"0.95","0.261"
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000296509","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000296509",,"0.961",,"0.961",
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000287598","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000287598",,"0.457",,"0.457",
"ppp","9606.ENSP00000215980 (ppp) 9606.ENSP00000479106","false","ppp","9606.ENSP00000215980 (ppp) 9606.ENSP00000479106",,"0.8",,"0.8",
"ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000345571","false","ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000345571",,"0.465",,"0.636","0.348"
"ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000418268","false","ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000418268","0.5","0.689",,"0.948","0.696"
"ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000481380","false","ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000481380",,"0.943",,"0.974","0.575"
"ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000262105","false","ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000262105","0.5","0.523",,"0.929","0.728"
"ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000380256","false","ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000380256",,"0.421",,"0.422","0.044"
"ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000360623","false","ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000360623","0.9","0.89",,"0.993","0.468"
"ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000405726","false","ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000405726","0.5",,,"0.904","0.817"
"ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000378699","false","ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000378699",,"0.541",,"0.54",
"ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000393139","false","ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000393139","0.5",,,"0.818","0.651"
"ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000219097","false","ppp","9606.ENSP00000209728 (ppp) 9606.ENSP00000219097","0.9","0.8",,"0.997","0.89"
