"ensembl_gene_id","external_gene_name","description","gene_biotype","logFC","logCPM","F","PValue","FDR"
"ENSG00000000005","TNMD","tenomodulin ","protein_coding",-1.86161154669109,-0.237505504358633,141.957898066772,1.21031545624755e-29,1.95800594920128e-29
"ENSG00000000419","DPM1","dolichyl-phosphate mannosyltransferase subunit 1, catalytic ","protein_coding",1.04196999815397,5.56254986990188,597.569681732522,3.43219173990189e-93,1.30352623345156e-92
"ENSG00000000971","CFH","complement factor H ","protein_coding",-3.01536777607802,7.25645699571088,955.126037089552,4.20084278053118e-128,2.80628467796167e-127
"ENSG00000001461","NIPAL3","NIPA like domain containing 3 ","protein_coding",1.38422555136859,5.08600503530777,636.535854958428,1.84716993105062e-97,7.5506506235064e-97
"ENSG00000001497","LAS1L","LAS1 like ribosome biogenesis factor ","protein_coding",-1.00307412914517,5.85505301986478,879.018210445253,2.18915279144533e-121,1.31603957150528e-120
"ENSG00000001561","ENPP4","ectonucleotide pyrophosphatase/phosphodiesterase 4 ","protein_coding",1.98893698064012,4.28335781968451,804.681678767456,1.76101059190827e-114,9.44937867164409e-114
"ENSG00000001617","SEMA3F","semaphorin 3F ","protein_coding",3.87727571857188,6.5278625513474,1261.71179758736,3.18125269780885e-152,3.22065982648418e-151
"ENSG00000001626","CFTR","CF transmembrane conductance regulator ","protein_coding",6.08063552538865,3.53448858564185,484.040582480468,1.91441849158138e-80,6.01481410749157e-80
"ENSG00000001630","CYP51A1","cytochrome P450 family 51 subfamily A member 1 ","protein_coding",-5.64625408931452,4.50558879730155,5352.49082588445,9.1075235849448e-308,9.08150208898781e-306
"ENSG00000001631","KRIT1","KRIT1 ankyrin repeat containing ","protein_coding",-2.5396907517241,4.20768741050062,5361.82273287766,2.98990180366358e-309,3.02812564633002e-307
"ENSG00000002016","RAD52","RAD52 homolog, DNA repair protein ","protein_coding",-1.09589457386566,4.34532131899901,371.168769697963,2.62875597526896e-65,6.65460221694728e-65
"ENSG00000002079","MYH16","myosin heavy chain 16 (pseudogene) ","transcribed_unitary_pseudogene",2.14597049444275,-1.27424510970118,447.960197309262,7.46432510588022e-78,2.25809605463819e-77
"ENSG00000002549","LAP3","leucine aminopeptidase 3 ","protein_coding",1.88364913998348,6.55455012254884,769.875754095011,3.90324317400097e-111,1.97889984710933e-110
"ENSG00000002587","HS3ST1","heparan sulfate-glucosamine 3-sulfotransferase 1 ","protein_coding",-3.48953051561408,5.32822356787492,1876.89668686583,1.33103913320903e-190,2.64020097190909e-189
