"ensembl_gene_id","external_gene_name","description","gene_biotype","degree","betweenness","closeness","eigen_centrality","page_rank","cluster","source"
"ENSG00000000971","CFH","complement factor H ","protein_coding",41,3437.08393695723,0.000135851107186524,0.0144852853652021,0.000825822248348283,"white","STRING"
"ENSG00000001036","FUCA2","alpha-L-fucosidase 2 ","protein_coding",2,951.911939294061,0.000112183082791115,0.000452420248944789,0.000140488892094969,"white","STRING"
"ENSG00000001461","NIPAL3","NIPA like domain containing 3 ","protein_coding",1,0,8.5755938598748e-05,1.81398272671083e-05,0.000121902718727414,"royalblue","subnet"
"ENSG00000001631","KRIT1","KRIT1 ankyrin repeat containing ","protein_coding",14,2382.59102950008,0.000129366106080207,0.0117020208793037,0.000453585304178552,"tomato","subnet"
"ENSG00000002586","CD99","CD99 molecule (Xg blood group) ","protein_coding",5,614.140296632343,0.000117260787992495,0.00133191749443584,0.000222753609620619,"white","STRING"
"ENSG00000002726","AOC1","amine oxidase copper containing 1 ","protein_coding",5,4632.63752799445,9.91080277502478e-05,0.000292657829467625,0.00041968215888278,"springgreen","subnet"
"ENSG00000002822","MAD1L1","mitotic arrest deficient 1 like 1 ","protein_coding",20,1752.02268418048,0.000128353228083686,0.0246026777744186,0.000470507403741464,"gold","subnet"
"ENSG00000002834","LASP1","LIM and SH3 protein 1 ","protein_coding",3,189.360193622334,0.000108624809906583,0.000805217471443814,0.000154195906774105,"white","STRING"
"ENSG00000003402","CFLAR","CASP8 and FADD like apoptosis regulator ","protein_coding",12,2660.57204720011,0.000139489468545125,0.0799635537763401,0.000282134715118095,"white","STRING"
"ENSG00000003436","TFPI","tissue factor pathway inhibitor ","protein_coding",17,2866.93454908053,0.000130429111777749,0.00717913222725243,0.000530530688971045,"tomato","subnet"
"ENSG00000004777","ARHGAP33","Rho GTPase activating protein 33 ","protein_coding",2,132.047672756525,0.00010568590150074,0.000335248083122288,0.000132674934747964,"mediumseagreen","subnet"
"ENSG00000004866","ST7","suppression of tumorigenicity 7 ","protein_coding",1,0,8.77346902965433e-05,1.42073770904598e-05,0.000122419206520736,"white","STRING"
"ENSG00000005073","HOXA11","homeobox A11 ","protein_coding",2,6.89947159371409,0.000107100781835707,0.00258707202219427,0.000111891638757255,"white","STRING"
"ENSG00000005102","MEOX1","mesenchyme homeobox 1 ","protein_coding",7,2614.1631824003,0.000101020305081321,0.000450192892003096,0.0004218636466743,"orchid","subnet"
"ENSG00000005339","CREBBP","CREB binding protein ","protein_coding",94,22427.1420008133,0.000163826998689384,0.268467175174589,0.00171438181230656,"white","STRING"
"ENSG00000005381","MPO","myeloperoxidase ","protein_coding",29,5372.79156267104,0.000137117784176608,0.0274216752589117,0.00069726463955565,"tomato","subnet"
"ENSG00000005421","PON1","paraoxonase 1 ","protein_coding",15,864.110115084543,0.000135299688810716,0.0131368977006471,0.000357035721842557,"white","STRING"
"ENSG00000005810","MYCBP2","MYC binding protein 2 ","protein_coding",11,1005.08018420589,0.000139742873113471,0.0755764018936263,0.000281172493685027,"white","STRING"
"ENSG00000005884","ITGA3","integrin subunit alpha 3 ","protein_coding",25,469.738681069951,0.000145095763203714,0.0412564761125947,0.000458883633772632,"white","STRING"
"ENSG00000005893","LAMP2","lysosomal associated membrane protein 2 ","protein_coding",20,3580.97731262551,0.000147841513897102,0.113219023376999,0.000427738025907998,"white","STRING"
"ENSG00000006071","ABCC8","ATP binding cassette subfamily C member 8 ","protein_coding",24,317.543347401235,0.000119104335397808,0.00320708881713307,0.000521171283462811,"white","STRING"
"ENSG00000006128","TAC1","tachykinin precursor 1 ","protein_coding",19,3290.42535479747,0.000139275766016713,0.024211991614424,0.000422085011078709,"white","STRING"
"ENSG00000006210","CX3CL1","C-X3-C motif chemokine ligand 1 ","protein_coding",25,1513.77971555018,0.000134661998384056,0.0199965284675657,0.00050980847507107,"white","STRING"
"ENSG00000006451","RALA","RAS like proto-oncogene A ","protein_coding",11,738.710144003584,0.000135814206165965,0.0244332351704417,0.000255169143637145,"white","STRING"
"ENSG00000006606","CCL26","C-C motif chemokine ligand 26 ","protein_coding",19,576.9847786015,0.000122609122118686,0.00914844327719403,0.000419728258470919,"white","STRING"
"ENSG00000006638","TBXA2R","thromboxane A2 receptor ","protein_coding",25,450.397536294951,0.000129148908691722,0.0231330299671003,0.000435069733931311,"white","STRING"
"ENSG00000006747","SCIN","scinderin ","protein_coding",22,2168.35196744433,0.000144320969836917,0.0337299215282733,0.000436411819880351,"white","STRING"
"ENSG00000006788","MYH13","myosin heavy chain 13 ","protein_coding",25,0,0.000117495006462225,0.00914369875069863,0.000423737608408653,"white","STRING"
"ENSG00000006831","ADIPOR2","adiponectin receptor 2 ","protein_coding",3,135.585398998579,0.000114744693057946,0.0013591165451052,0.000141974975078001,"white","STRING"
"ENSG00000007168","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1 ","protein_coding",18,12531.0856381695,0.000137343771459964,0.0207600402841903,0.000474445161241124,"white","STRING"
"ENSG00000007372","PAX6","paired box 6 ","protein_coding",13,2226.16149318639,0.000131891321551042,0.0357603182693204,0.000360311577960361,"white","STRING"
"ENSG00000008277","ADAM22","ADAM metallopeptidase domain 22 ","protein_coding",9,414.09063112293,0.000127991808524254,0.00804472322709611,0.000257045356681521,"white","STRING"
"ENSG00000008988","RPS20","ribosomal protein S20 ","protein_coding",54,524.738851358088,0.000146886016451234,0.44785231063849,0.000733248426737432,"white","STRING"
"ENSG00000009724","MASP2","MBL associated serine protease 2 ","protein_coding",30,271.964536429049,0.000124409056979348,0.0068874728044658,0.00059890853708502,"white","STRING"
"ENSG00000009950","MLXIPL","MLX interacting protein like ","protein_coding",6,3098.77035423326,0.00013051422605064,0.0147044796300975,0.00026117961948181,"tomato","subnet"
"ENSG00000010017","RANBP9","RAN binding protein 9 ","protein_coding",22,7598.56404773971,0.000142592328532725,0.0277303466097813,0.000559681409411323,"white","STRING"
"ENSG00000010295","IFFO1","intermediate filament family orphan 1 ","protein_coding",7,743.166187900952,0.000119990400767939,0.00837935972567571,0.000237491036173723,"tomato","subnet"
"ENSG00000010438","PRSS3","serine protease 3 ","protein_coding",2,33.8555796354094,0.000124100273020601,0.00305616844481871,0.000109206353892287,"white","STRING"
"ENSG00000010610","CD4","CD4 molecule ","protein_coding",30,6107.59714585243,0.000146327187591454,0.0329191700706849,0.000671331975627388,"white","STRING"
"ENSG00000010704","HFE","homeostatic iron regulator ","protein_coding",11,158.693189959925,0.000123517786561265,0.00435488775802682,0.000285096253051131,"white","STRING"
"ENSG00000010810","FYN","FYN proto-oncogene, Src family tyrosine kinase ","protein_coding",84,17286.8044357896,0.000165043736590196,0.15912096648093,0.00152645752289367,"white","STRING"
"ENSG00000011028","MRC2","mannose receptor C-type 2 ","protein_coding",2,0,0.000101399310484689,0.00022485753377899,0.000128700925695361,"white","STRING"
"ENSG00000011052","NME1-NME2","NME1-NME2 readthrough ","protein_coding",11,487.438128370978,0.000123076923076923,0.00428479725449684,0.000335384099181828,"white","STRING"
"ENSG00000011198","ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase ","protein_coding",7,543.466931452328,0.000120845921450151,0.00393667894965992,0.000276406630434617,"white","STRING"
"ENSG00000011422","PLAUR","plasminogen activator, urokinase receptor ","protein_coding",45,12941.8278220819,0.000147037200411704,0.0318742167233854,0.000878696048543458,"white","STRING"
"ENSG00000011426","ANLN","anillin, actin binding protein ","protein_coding",20,1242.79320610565,0.000138619351261436,0.0274115813944215,0.000403142298103003,"white","STRING"
"ENSG00000011600","TYROBP","transmembrane immune signaling adaptor TYROBP ","protein_coding",17,1929.57059049202,0.000140370578326783,0.0314065797185814,0.000395830301693377,"white","STRING"
"ENSG00000012048","BRCA1","BRCA1 DNA repair associated ","protein_coding",118,25490.4179107886,0.000165016501650165,0.398043684700085,0.00194705731545631,"white","STRING"
"ENSG00000012061","ERCC1","ERCC excision repair 1, endonuclease non-catalytic subunit ","protein_coding",49,1274.54282304968,0.000141262890238734,0.22120906262121,0.000759221269427786,"white","STRING"
"ENSG00000012223","LTF","lactotransferrin ","protein_coding",28,4302.35358804178,0.000138255219134522,0.0151536150327215,0.000689375018172769,"white","STRING"
"ENSG00000013275","PSMC4","proteasome 26S subunit, ATPase 4 ","protein_coding",17,191.587770533599,0.000136109976861304,0.0872250591751251,0.000342437579985644,"white","STRING"
"ENSG00000013810","TACC3","transforming acidic coiled-coil containing protein 3 ","protein_coding",10,493.656091269261,0.000132961042414573,0.0169029648357112,0.000249617650148173,"white","STRING"
"ENSG00000015532","XYLT2","xylosyltransferase 2 ","protein_coding",3,3681.77731997865,0.000126694539465349,0.00521862887570308,0.00017097296730974,"white","STRING"
"ENSG00000017427","IGF1","insulin like growth factor 1 ","protein_coding",23,2280.90199832621,0.000148654675189535,0.0529247846387371,0.000466761326515397,"white","STRING"
"ENSG00000018236","CNTN1","contactin 1 ","protein_coding",8,617.300473321055,0.000132170235263019,0.012085789567059,0.000227721122662795,"white","STRING"
"ENSG00000018625","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2 ","protein_coding",30,3761.02263356099,0.000123563573458544,0.00519325124425426,0.000650089620979522,"saddlebrown","subnet"
"ENSG00000019582","CD74","CD74 molecule ","protein_coding",51,10571.4608811166,0.00015420200462606,0.300738918454824,0.000829400987491923,"white","STRING"
"ENSG00000021355","SERPINB1","serpin family B member 1 ","protein_coding",3,115.48150667688,0.000126646403242148,0.00591289902819219,0.00012967056155216,"white","STRING"
"ENSG00000022267","FHL1","four and a half LIM domains 1 ","protein_coding",11,323.227169146642,0.000133815067576609,0.0175472394283089,0.00026135214047093,"tomato","subnet"
"ENSG00000023171","GRAMD1B","GRAM domain containing 1B ","protein_coding",3,698.325428050426,9.33358222885944e-05,2.71834023461933e-05,0.00029630984528392,"white","STRING"
"ENSG00000025039","RRAGD","Ras related GTP binding D ","protein_coding",34,621.511250305826,0.000129282482223659,0.0265674441478937,0.00048354756976044,"white","STRING"
"ENSG00000026025","VIM","vimentin ","protein_coding",30,5569.66188363397,0.000148632580261593,0.0545883418363343,0.00064088526570366,"white","STRING"
"ENSG00000026103","FAS","Fas cell surface death receptor ","protein_coding",20,4287.13349203032,0.000143760782058654,0.0460569125390458,0.000430952271964401,"white","STRING"
"ENSG00000026508","CD44","CD44 molecule (IN blood group) ","protein_coding",76,34637.6286843525,0.000168293503870751,0.142243744193069,0.00144653078566304,"white","STRING"
"ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4 ","protein_coding",8,333.512040107466,8.6244070720138e-05,9.97664362785516e-06,0.000417834725664198,"cyan","subnet"
"ENSG00000026950","BTN3A1","butyrophilin subfamily 3 member A1 ","protein_coding",7,315.20815839248,0.000113019891500904,0.00120969527309328,0.000330958402655294,"white","STRING"
"ENSG00000028528","SNX1","sorting nexin 1 ","protein_coding",9,3446.44686799141,0.000134607618791224,0.0117992981860823,0.000322931497230648,"white","STRING"
"ENSG00000029534","ANK1","ankyrin 1 ","protein_coding",39,3711.73632492352,0.000146799765120376,0.0517053487776757,0.000750846929000937,"white","STRING"
"ENSG00000030304","MUSK","muscle associated receptor tyrosine kinase ","protein_coding",5,251.151458984443,0.000121050720251786,0.00241571434168327,0.000180390064376687,"white","STRING"
"ENSG00000033627","ATP6V0A1","ATPase H+ transporting V0 subunit a1 ","protein_coding",50,2369.89891855533,0.000124610591900312,0.0221738450402711,0.000724702757505936,"white","STRING"
"ENSG00000034152","MAP2K3","mitogen-activated protein kinase kinase 3 ","protein_coding",12,524.068643201659,0.000139664804469274,0.0323661392197142,0.00027650717707767,"white","STRING"
"ENSG00000034971","MYOC","myocilin ","protein_coding",15,4152.92409629906,0.000135446295543817,0.0122498271654131,0.000478567500539508,"yellowgreen","subnet"
"ENSG00000035403","VCL","vinculin ","protein_coding",91,17973.2361502178,0.00016202203499676,0.151504390161418,0.00154047302184834,"white","STRING"
"ENSG00000035862","TIMP2","TIMP metallopeptidase inhibitor 2 ","protein_coding",5,22.547240441257,0.000117994100294985,0.00250134638066472,0.000163298980931061,"white","STRING"
"ENSG00000036257","CUL3","cullin 3 ","protein_coding",32,4199.92727483508,0.000148610491900728,0.0871023689120159,0.000635756209107013,"white","STRING"
"ENSG00000036448","MYOM2","myomesin 2 ","protein_coding",21,2226.65305890438,0.000142511044605957,0.0201258300203097,0.00045284742930851,"white","STRING"
"ENSG00000036828","CASR","calcium sensing receptor ","protein_coding",15,1442.25608732932,0.00013259082471493,0.0121689044650618,0.000343226902994496,"white","STRING"
"ENSG00000038219","BOD1L1","biorientation of chromosomes in cell division 1 like 1 ","protein_coding",12,518.912154056414,0.000121168060099358,0.0126264513432568,0.000317962942785623,"white","STRING"
"ENSG00000039068","CDH1","cadherin 1 ","protein_coding",86,21236.9341224088,0.000163371998039536,0.454231160285933,0.00138490690575577,"white","STRING"
"ENSG00000039319","ZFYVE16","zinc finger FYVE-type containing 16 ","protein_coding",11,125.75113281068,0.000122609122118686,0.00813552885707544,0.0002727062641438,"white","STRING"
"ENSG00000040275","SPDL1","spindle apparatus coiled-coil protein 1 ","protein_coding",14,811.716109578951,0.000127599846880184,0.0247861933543126,0.00033480078082407,"white","STRING"
