ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,cluster,color
GO:0003002,regionalization,37/497,457/21288,0.0809628008752735,3.46787948698757,8.24564672363203,5.7547006952703e-11,7.2296282258319e-08,5.57170596351706e-08,ENSG00000007372/ENSG00000075891/ENSG00000078399/ENSG00000078401/ENSG00000090932/ENSG00000106004/ENSG00000106006/ENSG00000106689/ENSG00000113971/ENSG00000115844/ENSG00000120075/ENSG00000120094/ENSG00000120149/ENSG00000121068/ENSG00000122592/ENSG00000128710/ENSG00000128917/ENSG00000128918/ENSG00000130700/ENSG00000136574/ENSG00000136944/ENSG00000138696/ENSG00000139567/ENSG00000156574/ENSG00000163064/ENSG00000163093/ENSG00000163132/ENSG00000165138/ENSG00000168772/ENSG00000170166/ENSG00000170689/ENSG00000172789/ENSG00000179284/ENSG00000184937/ENSG00000198719/ENSG00000241186/ENSG00000243709,37,1,tomato
GO:0015908,fatty acid transport,19/497,122/21288,0.155737704918033,6.67071280139856,9.71171451156722,6.27150359805903e-11,7.2296282258319e-08,5.57170596351706e-08,ENSG00000069764/ENSG00000078401/ENSG00000100078/ENSG00000101188/ENSG00000117215/ENSG00000125166/ENSG00000127472/ENSG00000147872/ENSG00000153246/ENSG00000164687/ENSG00000170323/ENSG00000170890/ENSG00000174640/ENSG00000174697/ENSG00000187980/ENSG00000188257/ENSG00000197696/ENSG00000205560/ENSG00000240972,19,1,tomato
GO:0032309,icosanoid secretion,13/497,49/21288,0.26530612244898,11.363856609042,11.2292341663226,6.39180524717498e-11,7.2296282258319e-08,5.57170596351706e-08,ENSG00000069764/ENSG00000078401/ENSG00000100078/ENSG00000101188/ENSG00000117215/ENSG00000127472/ENSG00000153246/ENSG00000170890/ENSG00000174697/ENSG00000187980/ENSG00000188257/ENSG00000197696/ENSG00000240972,13,1,tomato
GO:0015909,long-chain fatty acid transport,15/497,71/21288,0.211267605633803,9.04922492702695,10.5036195986953,7.45725392443981e-11,7.2296282258319e-08,5.57170596351706e-08,ENSG00000069764/ENSG00000100078/ENSG00000101188/ENSG00000117215/ENSG00000127472/ENSG00000147872/ENSG00000153246/ENSG00000164687/ENSG00000170323/ENSG00000170890/ENSG00000187980/ENSG00000188257/ENSG00000197696/ENSG00000205560/ENSG00000240972,15,1,tomato
GO:0048562,embryonic organ morphogenesis,30/497,316/21288,0.0949367088607595,4.06642385961338,8.49089631289044,8.72300702923733e-11,7.2296282258319e-08,5.57170596351706e-08,ENSG00000006377/ENSG00000007372/ENSG00000075891/ENSG00000078399/ENSG00000078401/ENSG00000105880/ENSG00000106004/ENSG00000113971/ENSG00000115844/ENSG00000116039/ENSG00000120075/ENSG00000120094/ENSG00000121068/ENSG00000121742/ENSG00000122592/ENSG00000128710/ENSG00000136574/ENSG00000156103/ENSG00000156574/ENSG00000163093/ENSG00000163132/ENSG00000164920/ENSG00000164932/ENSG00000166831/ENSG00000170166/ENSG00000170689/ENSG00000176887/ENSG00000184254/ENSG00000196092/ENSG00000198719,30,1,tomato
GO:0002052,positive regulation of neuroblast proliferation,5/28,38/21288,0.131578947368421,100.037593984962,22.1751735704301,1.31496514508115e-09,6.57482572540577e-07,4.96918407456983e-07,ENSG00000132692/ENSG00000132702/ENSG00000145681/ENSG00000157766/ENSG00000187664,5,2,springgreen
GO:1902692,regulation of neuroblast proliferation,5/28,54/21288,0.0925925925925926,70.3968253968254,18.5299903386269,8.16635768096336e-09,2.04158942024084e-06,1.54301179340308e-06,ENSG00000132692/ENSG00000132702/ENSG00000145681/ENSG00000157766/ENSG00000187664,5,2,springgreen
GO:2000179,positive regulation of neural precursor cell proliferation,5/28,66/21288,0.0757575757575758,57.5974025974026,16.7120578018782,2.28289351923335e-08,3.80482253205558e-06,2.87564481896411e-06,ENSG00000132692/ENSG00000132702/ENSG00000145681/ENSG00000157766/ENSG00000187664,5,2,springgreen
GO:0007405,neuroblast proliferation,5/28,84/21288,0.0595238095238095,45.2551020408163,14.7485290300804,7.75911620903506e-08,9.69889526129382e-06,7.33032294485154e-06,ENSG00000132692/ENSG00000132702/ENSG00000145681/ENSG00000157766/ENSG00000187664,5,2,springgreen
GO:0006183,GTP biosynthetic process,3/28,10/21288,0.3,228.085714285714,26.0662782831077,2.43026708119108e-07,2.08080528393953e-05,1.57265073038798e-05,ENSG00000103202/ENSG00000172113/ENSG00000243678,3,2,springgreen
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,10/30,266/21288,0.037593984962406,26.6766917293233,15.8306783734103,1.88937291687809e-12,1.38302097515477e-09,8.9894374571463e-10,ENSG00000004948/ENSG00000080293/ENSG00000114812/ENSG00000120907/ENSG00000131477/ENSG00000132329/ENSG00000146469/ENSG00000148926/ENSG00000174946/ENSG00000183134,10,3,royalblue
GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,6/30,168/21288,0.0357142857142857,25.3428571428571,11.8996966510252,1.121024339421e-07,4.10294908228086e-05,2.66685790220154e-05,ENSG00000004948/ENSG00000120907/ENSG00000131477/ENSG00000132329/ENSG00000146469/ENSG00000148926,6,3,royalblue
GO:0007620,copulation,3/30,19/21288,0.157894736842105,112.042105263158,18.1906244557348,2.41015515165913e-06,0.000319669790819604,0.000207780767113116,ENSG00000146469/ENSG00000166148/ENSG00000180914,3,3,royalblue
GO:0008277,regulation of G protein-coupled receptor signaling pathway,5/30,160/21288,0.03125,22.175,10.0997557795996,2.7578804961428e-06,0.000319669790819604,0.000207780767113116,ENSG00000004948/ENSG00000131477/ENSG00000132329/ENSG00000148926/ENSG00000183134,5,3,royalblue
GO:0043950,positive regulation of cAMP-mediated signaling,3/30,20/21288,0.15,106.44,17.7220405257345,2.83278017526198e-06,0.000319669790819604,0.000207780767113116,ENSG00000004948/ENSG00000070031/ENSG00000080293,3,3,royalblue
GO:0042129,regulation of T cell proliferation,9/23,262/21288,0.0343511450381679,31.7942250248921,16.4941541552292,3.97047170345193e-12,1.6437752852291e-09,7.81556008995274e-10,ENSG00000013725/ENSG00000049249/ENSG00000106952/ENSG00000117586/ENSG00000120337/ENSG00000125726/ENSG00000134258/ENSG00000170298/ENSG00000186818,9,4,maroon1
GO:0042098,T cell proliferation,9/23,294/21288,0.0306122448979592,28.3336291038154,15.5207184376196,1.11576891407276e-11,2.3096416521306e-09,1.09815151016634e-09,ENSG00000013725/ENSG00000049249/ENSG00000106952/ENSG00000117586/ENSG00000120337/ENSG00000125726/ENSG00000134258/ENSG00000170298/ENSG00000186818,9,4,maroon1
GO:0050670,regulation of lymphocyte proliferation,9/23,328/21288,0.0274390243902439,25.3966065747614,14.6439811096349,2.96540869445703e-11,3.41937129656653e-09,1.62578803065838e-09,ENSG00000013725/ENSG00000049249/ENSG00000106952/ENSG00000117586/ENSG00000120337/ENSG00000125726/ENSG00000134258/ENSG00000170298/ENSG00000186818,9,4,maroon1
GO:0032944,regulation of mononuclear cell proliferation,9/23,332/21288,0.0271084337349398,25.0906233630173,14.5496095673112,3.30374038315607e-11,3.41937129656653e-09,1.62578803065838e-09,ENSG00000013725/ENSG00000049249/ENSG00000106952/ENSG00000117586/ENSG00000120337/ENSG00000125726/ENSG00000134258/ENSG00000170298/ENSG00000186818,9,4,maroon1
GO:0070663,regulation of leukocyte proliferation,9/23,362/21288,0.0248618784530387,23.0112899351429,13.8913714310165,7.13336500903204e-11,5.90642622747853e-09,2.80829317197682e-09,ENSG00000013725/ENSG00000049249/ENSG00000106952/ENSG00000117586/ENSG00000120337/ENSG00000125726/ENSG00000134258/ENSG00000170298/ENSG00000186818,9,4,maroon1
GO:0032412,regulation of monoatomic ion transmembrane transporter activity,12/17,239/21288,0.0502092050209205,62.8737386167856,27.1942641491869,1.78920617982988e-20,3.80003553324962e-18,1.46480242942165e-18,ENSG00000018625/ENSG00000089356/ENSG00000129244/ENSG00000130528/ENSG00000137726/ENSG00000137731/ENSG00000143153/ENSG00000170290/ENSG00000196296/ENSG00000198523/ENSG00000221946/ENSG00000266964,12,5,gold
GO:0034765,regulation of monoatomic ion transmembrane transport,13/17,364/21288,0.0357142857142857,44.7226890756303,23.7860834178733,1.93093916725179e-20,3.80003553324962e-18,1.46480242942165e-18,ENSG00000018625/ENSG00000089356/ENSG00000121361/ENSG00000129244/ENSG00000130528/ENSG00000137726/ENSG00000137731/ENSG00000143153/ENSG00000170290/ENSG00000196296/ENSG00000198523/ENSG00000221946/ENSG00000266964,13,5,gold
GO:0022898,regulation of transmembrane transporter activity,12/17,247/21288,0.048582995951417,60.8373422243391,26.7408569521906,2.6760813614434e-20,3.80003553324962e-18,1.46480242942165e-18,ENSG00000018625/ENSG00000089356/ENSG00000129244/ENSG00000130528/ENSG00000137726/ENSG00000137731/ENSG00000143153/ENSG00000170290/ENSG00000196296/ENSG00000198523/ENSG00000221946/ENSG00000266964,12,5,gold
GO:0032409,regulation of transporter activity,12/17,279/21288,0.0430107526881721,53.8595825426945,25.1252780765763,1.18318210105717e-19,1.26008893762589e-17,4.85727388855051e-18,ENSG00000018625/ENSG00000089356/ENSG00000129244/ENSG00000130528/ENSG00000137726/ENSG00000137731/ENSG00000143153/ENSG00000170290/ENSG00000196296/ENSG00000198523/ENSG00000221946/ENSG00000266964,12,5,gold
GO:1904062,regulation of monoatomic cation transmembrane transport,12/17,322/21288,0.0372670807453416,46.667153818049,23.3432772039096,6.76163654582322e-19,5.76091433704139e-17,2.22066379189142e-17,ENSG00000018625/ENSG00000089356/ENSG00000129244/ENSG00000130528/ENSG00000137726/ENSG00000137731/ENSG00000143153/ENSG00000170290/ENSG00000196296/ENSG00000198523/ENSG00000221946/ENSG00000266964,12,5,gold
GO:0006730,one-carbon metabolic process,6/16,40/21288,0.15,199.575,34.4753431239194,2.34719896718635e-13,3.89635028552934e-11,2.05071067659439e-11,ENSG00000074410/ENSG00000104267/ENSG00000107159/ENSG00000118298/ENSG00000164879/ENSG00000167434,6,6,orchid
GO:0015727,lactate transport,4/16,10/21288,0.4,532.2,46.0792841185814,4.45563136482691e-11,2.46544935520423e-09,1.2976049237917e-09,ENSG00000100156/ENSG00000118596/ENSG00000155380/ENSG00000170571,4,6,orchid
GO:0035873,lactate transmembrane transport,4/16,10/21288,0.4,532.2,46.0792841185814,4.45563136482691e-11,2.46544935520423e-09,1.2976049237917e-09,ENSG00000100156/ENSG00000118596/ENSG00000155380/ENSG00000170571,4,6,orchid
GO:0015711,organic anion transport,8/16,496/21288,0.0161290322580645,21.4596774193548,12.6445840128834,8.96984104257338e-10,3.72248403266795e-08,1.95920212245682e-08,ENSG00000050438/ENSG00000091138/ENSG00000100156/ENSG00000118596/ENSG00000155380/ENSG00000167434/ENSG00000170571/ENSG00000174326,8,6,orchid
GO:0006848,pyruvate transport,3/16,10/21288,0.3,399.15,34.5377766788652,4.16662329375861e-08,1.38331893352786e-06,7.28062596593609e-07,ENSG00000118596/ENSG00000155380/ENSG00000174326,3,6,orchid
GO:0008654,phospholipid biosynthetic process,10/15,288/21288,0.0347222222222222,49.2777777777778,21.9039458636676,4.97152662315398e-16,7.30814413603636e-14,4.34354431286085e-14,ENSG00000026652/ENSG00000123684/ENSG00000125505/ENSG00000143797/ENSG00000153395/ENSG00000155189/ENSG00000169692/ENSG00000172197/ENSG00000172954/ENSG00000176454,10,7,cyan
GO:0006650,glycerophospholipid metabolic process,10/15,355/21288,0.028169014084507,39.9774647887324,19.6652973357113,4.08901783556572e-15,3.0054281091408e-13,1.78625515974713e-13,ENSG00000026652/ENSG00000123684/ENSG00000125505/ENSG00000143797/ENSG00000153395/ENSG00000155189/ENSG00000169692/ENSG00000172197/ENSG00000172954/ENSG00000176454,10,7,cyan
GO:0006644,phospholipid metabolic process,10/15,437/21288,0.022883295194508,32.4759725400458,17.6540731458015,3.28789981487049e-14,1.61107090928654e-12,9.57528718014914e-13,ENSG00000026652/ENSG00000123684/ENSG00000125505/ENSG00000143797/ENSG00000153395/ENSG00000155189/ENSG00000169692/ENSG00000172197/ENSG00000172954/ENSG00000176454,10,7,cyan
GO:0046486,glycerolipid metabolic process,10/15,460/21288,0.0217391304347826,30.8521739130435,17.1877719977638,5.49259226414187e-14,2.01852765707214e-12,1.19969778400993e-12,ENSG00000026652/ENSG00000123684/ENSG00000125505/ENSG00000143797/ENSG00000153395/ENSG00000155189/ENSG00000169692/ENSG00000172197/ENSG00000172954/ENSG00000176454,10,7,cyan
GO:0006654,phosphatidic acid biosynthetic process,6/15,41/21288,0.146341463414634,207.687804878049,35.1760007476943,1.72021720432812e-13,5.05743858072468e-12,3.0058532201944e-12,ENSG00000026652/ENSG00000153395/ENSG00000155189/ENSG00000169692/ENSG00000172954/ENSG00000176454,6,7,cyan
GO:0070098,chemokine-mediated signaling pathway,13/15,108/21288,0.12037037037037,170.82962962963,46.9840934785111,7.2680464774223e-29,1.21614677103979e-26,3.13229291533205e-27,ENSG00000081041/ENSG00000102962/ENSG00000102970/ENSG00000108688/ENSG00000138755/ENSG00000156234/ENSG00000169245/ENSG00000169248/ENSG00000179934/ENSG00000186810/ENSG00000275152/ENSG00000276070/ENSG00000276085,13,8,yellowgreen
GO:1990868,response to chemokine,13/15,116/21288,0.112068965517241,159.048275862069,45.3237989099238,1.94065974102095e-28,1.21614677103979e-26,3.13229291533205e-27,ENSG00000081041/ENSG00000102962/ENSG00000102970/ENSG00000108688/ENSG00000138755/ENSG00000156234/ENSG00000169245/ENSG00000169248/ENSG00000179934/ENSG00000186810/ENSG00000275152/ENSG00000276070/ENSG00000276085,13,8,yellowgreen
GO:1990869,cellular response to chemokine,13/15,116/21288,0.112068965517241,159.048275862069,45.3237989099238,1.94065974102095e-28,1.21614677103979e-26,3.13229291533205e-27,ENSG00000081041/ENSG00000102962/ENSG00000102970/ENSG00000108688/ENSG00000138755/ENSG00000156234/ENSG00000169245/ENSG00000169248/ENSG00000179934/ENSG00000186810/ENSG00000275152/ENSG00000276070/ENSG00000276085,13,8,yellowgreen
GO:0060326,cell chemotaxis,15/15,375/21288,0.04,56.768,28.9321710764751,3.69307318293581e-27,1.73574439597983e-25,4.47056227408019e-26,ENSG00000081041/ENSG00000102962/ENSG00000102970/ENSG00000108688/ENSG00000138755/ENSG00000156234/ENSG00000169245/ENSG00000169248/ENSG00000179934/ENSG00000186810/ENSG00000189377/ENSG00000213927/ENSG00000275152/ENSG00000276070/ENSG00000276085,15,8,yellowgreen
GO:0071621,granulocyte chemotaxis,12/15,145/21288,0.0827586206896552,117.451034482759,37.3622082412276,2.80216576229548e-24,1.0536143266231e-22,2.71367631717036e-23,ENSG00000081041/ENSG00000102962/ENSG00000102970/ENSG00000108688/ENSG00000138755/ENSG00000156234/ENSG00000169245/ENSG00000169248/ENSG00000189377/ENSG00000275152/ENSG00000276070/ENSG00000276085,12,8,yellowgreen
GO:0030198,extracellular matrix organization,6/13,387/21288,0.0155038759689922,25.3881932021467,11.9686646474642,5.35051797765325e-08,7.41216853329496e-06,4.02888651551231e-06,ENSG00000069702/ENSG00000122707/ENSG00000141696/ENSG00000142303/ENSG00000197859/ENSG00000206561,6,9,mediumseagreen
GO:0043062,extracellular structure organization,6/13,388/21288,0.0154639175257732,25.3227597145123,11.9522506191495,5.43300459584573e-08,7.41216853329496e-06,4.02888651551231e-06,ENSG00000069702/ENSG00000122707/ENSG00000141696/ENSG00000142303/ENSG00000197859/ENSG00000206561,6,9,mediumseagreen
GO:0045229,external encapsulating structure organization,6/13,390/21288,0.0153846153846154,25.192899408284,11.9196082643598,5.60113491180979e-08,7.41216853329496e-06,4.02888651551231e-06,ENSG00000069702/ENSG00000122707/ENSG00000141696/ENSG00000142303/ENSG00000197859/ENSG00000206561,6,9,mediumseagreen
GO:0007612,learning,4/13,165/21288,0.0242424242424242,39.6979020979021,12.3351863827831,2.35621489029643e-06,0.00023385432786192,0.000127111592765991,ENSG00000100678/ENSG00000114200/ENSG00000118160/ENSG00000157103,4,9,mediumseagreen
