ensembl_gene_id,external_gene_name,description,gene_biotype,degree,betweenness,closeness,eigen_centrality,cluster,source
ENSG00000143947,RPS27A,ribosomal protein S27a ,protein_coding,498,91293.2651290275,0.00018254837531946,1,white,STRING
ENSG00000221983,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1 ,protein_coding,470,70918.2491651373,0.000179759122775481,0.942948584799618,white,STRING
ENSG00000141510,TP53,tumor protein p53 ,protein_coding,426,92512.4966696201,0.000179856115107914,0.741581645835032,white,STRING
ENSG00000150991,UBC,ubiquitin C ,protein_coding,402,56324.5022247259,0.000178062678062678,0.78093322554419,white,STRING
ENSG00000170315,UBB,ubiquitin B ,protein_coding,372,38306.802396161,0.000175716042874714,0.730293761247029,white,STRING
ENSG00000100393,EP300,E1A binding protein p300 ,protein_coding,342,52682.3128280288,0.000174947515745276,0.644464752660619,white,STRING
ENSG00000274618,H4C6,H4 clustered histone 6 ,protein_coding,338,36829.1751648675,0.000165180046250413,0.783471967391798,white,STRING
ENSG00000146648,EGFR,epidermal growth factor receptor ,protein_coding,334,94579.9461591399,0.000182681768359518,0.36466211975649,white,STRING
ENSG00000168036,CTNNB1,catenin beta 1 ,protein_coding,330,101673.203016151,0.000180570603105814,0.461560443271279,white,STRING
ENSG00000080824,HSP90AA1,heat shock protein 90 alpha family class A member 1 ,protein_coding,316,64720.9109162095,0.000181488203266788,0.483510093226641,white,STRING
ENSG00000197122,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase ",protein_coding,312,63066.782533107,0.000177085177970604,0.305832790021725,white,STRING
ENSG00000116478,HDAC1,histone deacetylase 1 ,protein_coding,294,39942.6517425467,0.00016750418760469,0.507517232923972,white,STRING
ENSG00000115414,FN1,fibronectin 1 ,protein_coding,278,84738.0811809467,0.000173550850399167,0.189512509942941,white,STRING
ENSG00000005339,CREBBP,CREB binding protein ,protein_coding,274,38254.278032437,0.000168548794876117,0.543169248695053,white,STRING
ENSG00000177885,GRB2,growth factor receptor bound protein 2 ,protein_coding,262,42610.1898239949,0.000173250173250173,0.271027270532126,white,STRING
ENSG00000012048,BRCA1,BRCA1 DNA repair associated ,protein_coding,260,32942.4892753427,0.000167000668002672,0.479551858674482,white,STRING
ENSG00000096384,HSP90AB1,heat shock protein 90 alpha family class B member 1 ,protein_coding,248,42561.8034420928,0.000178475816526861,0.36045799625053,white,STRING
ENSG00000181163,NPM1,nucleophosmin 1 ,protein_coding,248,38080.8871415571,0.00016946280291476,0.403185811634524,white,STRING
ENSG00000091831,ESR1,estrogen receptor 1 ,protein_coding,246,59201.0381367859,0.00017683465959328,0.425318568817053,white,STRING
ENSG00000141867,BRD4,bromodomain containing 4 ,protein_coding,234,30214.931088535,0.000165727543917799,0.447864426745053,white,STRING
ENSG00000168610,STAT3,signal transducer and activator of transcription 3 ,protein_coding,218,33764.3159963402,0.000173400381480839,0.31848233329078,white,STRING
ENSG00000170606,HSPA4,heat shock protein family A (Hsp70) member 4 ,protein_coding,214,36062.5584718109,0.000174978127734033,0.264667112261783,white,STRING
ENSG00000142192,APP,amyloid beta precursor protein ,protein_coding,210,71102.5001832959,0.000169664065151001,0.138145960214615,white,STRING
ENSG00000109971,HSPA8,heat shock protein family A (Hsp70) member 8 ,protein_coding,204,35765.3899082333,0.000171556013038257,0.296280515164333,white,STRING
ENSG00000135679,MDM2,MDM2 proto-oncogene ,protein_coding,204,25386.6866195782,0.000169491525423729,0.414609344591675,white,STRING
ENSG00000166949,SMAD3,SMAD family member 3 ,protein_coding,202,27500.1654222491,0.000164015089388224,0.348152314160924,white,STRING
ENSG00000197153,H3C12,H3 clustered histone 12 ,protein_coding,198,12214.6986357595,0.000159846547314578,0.56132407533973,white,STRING
ENSG00000204628,RACK1,receptor for activated C kinase 1 ,protein_coding,196,25742.801512502,0.000165070980521624,0.369972884455775,white,STRING
ENSG00000127616,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 ",protein_coding,194,20501.3799700466,0.000160642570281125,0.439332233586939,white,STRING
ENSG00000170312,CDK1,cyclin dependent kinase 1 ,protein_coding,194,27447.1241151661,0.00016498927569708,0.32764996337181,white,STRING
ENSG00000161011,SQSTM1,sequestosome 1 ,protein_coding,192,27832.874146851,0.00016986580601325,0.238963952260796,white,STRING
ENSG00000177606,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit ",protein_coding,192,25932.931546166,0.000169750466813784,0.371405517819374,white,STRING
ENSG00000183598,H3C13,H3 clustered histone 13 ,protein_coding,192,7931.43648376415,0.000156592546194801,0.541428544703216,white,STRING
ENSG00000188906,LRRK2,leucine rich repeat kinase 2 ,protein_coding,192,28807.5017183514,0.000167196121049992,0.285346014382249,white,STRING
ENSG00000145675,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 ,protein_coding,188,20249.1387189947,0.000168435236651508,0.203210593480961,white,STRING
ENSG00000162521,RBBP4,"RB binding protein 4, chromatin remodeling factor ",protein_coding,188,5266.00027352099,0.000146070698217937,0.420009324437804,white,STRING
ENSG00000123374,CDK2,cyclin dependent kinase 2 ,protein_coding,182,13636.7884036098,0.000159286396941701,0.305244318772695,white,STRING
ENSG00000105974,CAV1,caveolin 1 ,protein_coding,180,30581.9512467732,0.000166777851901268,0.162890614394037,white,STRING
ENSG00000010810,FYN,"FYN proto-oncogene, Src family tyrosine kinase ",protein_coding,178,18270.0576224839,0.000163907556138338,0.150452614146922,white,STRING
ENSG00000039068,CDH1,cadherin 1 ,protein_coding,178,23647.0506706592,0.000163238654913484,0.320441944004013,white,STRING
ENSG00000196591,HDAC2,histone deacetylase 2 ,protein_coding,178,11416.1793500925,0.000158403294788532,0.348021731010456,white,STRING
ENSG00000100387,RBX1,ring-box 1 ,protein_coding,176,17927.9237454745,0.000161890885543144,0.295948967567926,white,STRING
ENSG00000115415,STAT1,signal transducer and activator of transcription 1 ,protein_coding,172,24694.7481356316,0.000163880694854146,0.223383767475571,white,STRING
ENSG00000160691,SHC1,SHC adaptor protein 1 ,protein_coding,172,11563.5237804554,0.00016273393002441,0.159646559224839,white,STRING
ENSG00000179295,PTPN11,protein tyrosine phosphatase non-receptor type 11 ,protein_coding,172,20389.2193584569,0.000163025758069775,0.191738290320111,white,STRING
ENSG00000102054,RBBP7,"RB binding protein 7, chromatin remodeling factor ",protein_coding,170,5524.23835841648,0.00014808233377758,0.390833948945606,white,STRING
ENSG00000132475,H3-3B,H3.3 histone B ,protein_coding,170,5822.09165924722,0.000153515505066012,0.460092109644421,white,STRING
ENSG00000137486,ARRB1,arrestin beta 1 ,protein_coding,170,36755.4113383109,0.000165727543917799,0.169526788433937,white,STRING
ENSG00000141367,CLTC,clathrin heavy chain ,protein_coding,170,22638.8504603586,0.00016498927569708,0.187521918564746,white,STRING
ENSG00000035403,VCL,vinculin ,protein_coding,168,19258.934250278,0.000158931977113795,0.112363279746418,white,STRING
ENSG00000197903,H2BC12,H2B clustered histone 12 ,protein_coding,168,6641.01588696835,0.00015470297029703,0.521072418189687,white,STRING
ENSG00000067369,TP53BP1,tumor protein p53 binding protein 1 ,protein_coding,166,12662.9405605656,0.00015255530129672,0.428525041343669,white,STRING
ENSG00000160014,CALM3,calmodulin 3 ,protein_coding,164,33366.6791579594,0.000161498708010336,0.100437630037482,white,STRING
ENSG00000106462,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit ,protein_coding,162,7804.63444641582,0.000156128024980484,0.441831818973647,white,STRING
ENSG00000149806,FAU,FAU ubiquitin like and ribosomal protein S30 fusion ,protein_coding,162,36619.3907006287,0.000146972369194591,0.264722126471654,white,STRING
ENSG00000156508,EEF1A1,eukaryotic translation elongation factor 1 alpha 1 ,protein_coding,162,21926.069729976,0.000157828282828283,0.276054424898118,white,STRING
ENSG00000275714,H3C1,H3 clustered histone 1 ,protein_coding,162,6741.19280765418,0.000155714730613516,0.495567195296665,white,STRING
