"","gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000278053","ENSG00000278053",-5.70528029935506,4.88722309139414,2071.13910450505,0,0
"ENSG00000058085","ENSG00000058085",-8.48482451640247,3.85981306474398,1238.76198894772,2.29799006957819e-271,1.51540955138334e-267
"ENSG00000198087","ENSG00000198087",-4.93318560264064,4.75338018429786,874.948745577386,2.73998208695918e-192,1.20458745816349e-188
"ENSG00000172175","ENSG00000172175",-4.62410890429102,5.3558871440871,816.437493488152,1.43978999499777e-179,4.7473475610064e-176
"ENSG00000105855","ENSG00000105855",-6.05532155776938,5.27380503206031,711.386141911316,9.9940388664574e-157,2.63622757219413e-153
"ENSG00000057019","ENSG00000057019",-4.91464298290967,6.49561470041172,646.598364122393,1.22716484291256e-142,2.69751285219563e-139
"ENSG00000164171","ENSG00000164171",-6.79130195129781,3.16861915669554,622.895801467092,1.75361086914026e-137,3.30405339329869e-134
"ENSG00000114346","ENSG00000114346",-6.74276829004218,2.50723742680492,540.202067586989,1.70401395233035e-119,2.80928000216062e-116
"ENSG00000023445","ENSG00000023445",-7.14416271175268,4.09679920949112,533.477754094541,4.94708294682646e-118,7.24967522063268e-115
"ENSG00000049130","ENSG00000049130",-6.69719786962839,4.49900272975304,516.10628795649,2.97629910551923e-114,3.92544089026932e-111
"ENSG00000168672","ENSG00000168672",-6.01445893319089,3.93075313558184,487.565550516191,4.82528821188719e-108,5.78552056605275e-105
"ENSG00000134755","ENSG00000134755",-7.27587279507241,2.21587242265386,476.320710781885,1.35006644092941e-105,1.48383552411817e-102
"ENSG00000156675","ENSG00000156675",-5.1586613934468,3.72683338056136,438.414254903807,2.39644168399959e-97,2.43128225925158e-94
"ENSG00000275066","ENSG00000275066",-3.51296618345641,5.86444341023243,435.845569405081,8.68200590995374e-97,8.17906971045571e-94
"ENSG00000137845","ENSG00000137845",-3.63553200580296,6.04739728923596,427.135975233822,6.82727783605685e-95,6.00299782531692e-92
"ENSG00000139618","ENSG00000139618",-6.17152998889492,1.41300404927097,418.598444353806,4.92620665055402e-93,4.06073371963481e-90
"ENSG00000173821","ENSG00000173821",-4.42249526295498,7.75148878790114,417.425881981351,8.86620050420574e-93,6.87860696764526e-90
"ENSG00000165434","ENSG00000165434",-6.05576349561136,3.38475779082685,413.444799198278,6.52063230358563e-92,4.77781219177727e-89
"ENSG00000096696","ENSG00000096696",-7.71858085947822,5.20388001163512,403.803265477341,8.18504800908879e-90,5.68171569430905e-87
"ENSG00000119314","ENSG00000119314",-3.99078709875599,5.86579423367372,396.24327572987,3.62022730050697e-88,2.38735889331932e-85
"ENSG00000104517","ENSG00000104517",-3.36813868949283,7.43693717069146,395.002235255787,6.74376035913688e-88,4.23540263698364e-85
"ENSG00000100522","ENSG00000100522",-4.0919549796046,3.4521168536235,388.761970673264,1.53956783058444e-86,9.22970914435374e-84
"ENSG00000104450","ENSG00000104450",-5.61880935743908,2.18541961326679,388.481024029475,1.77240024461043e-86,1.01635594896378e-83
"ENSG00000123473","ENSG00000123473",-5.68670559010679,1.4900442946868,384.597276627037,1.2418738752122e-85,6.82461439173903e-83
"ENSG00000066777","ENSG00000066777",-2.83905346501269,5.88662073835826,380.944450446499,7.75068711669465e-85,4.08895249528343e-82
"ENSG00000117724","ENSG00000117724",-7.06729724665378,2.78940029814749,379.954450258785,1.27314579615499e-84,6.45827688672623e-82
"ENSG00000276234","ENSG00000276234",-3.68819265824268,4.45818058720661,377.251681102622,4.93536297365866e-84,2.41083341702163e-81
"ENSG00000067167","ENSG00000067167",-4.30765412502715,6.83097237023429,372.157394219947,6.34550445650862e-83,2.98895922417472e-80
"ENSG00000156471","ENSG00000156471",-3.82549407950641,6.08979284626622,364.508133732078,2.93742992535325e-81,1.33592287191324e-78
"ENSG00000149177","ENSG00000149177",-5.53890997069465,3.43480672980614,341.030874536759,3.80509456819367e-76,1.67284640866354e-73
