1	A1BG
2	A4GALT
3	AAGAB
4	AARD
5	AARSD1
6	AASS
7	ABAT
8	ABCA1
9	ABCA12
10	ABCA9
11	ABCB1
12	ABCB11
13	ABCB5
14	ABCB6
15	ABCC9
16	ABCD2
17	ABCD3
18	ABCF2
19	ABCG4
20	ABHD11
21	ABHD12B
22	ABHD16A
23	ABHD2
24	ABI3BP
25	ABLIM1
26	ABLIM2
27	ABLIM3
28	ABTB1
29	ACAA2
30	ACACB
31	ACAD11
32	ACADL
33	ACADS
34	ACADSB
35	ACADVL
36	ACAN
37	ACCS
38	ACE2
39	ACKR1
40	ACKR3
41	ACKR4
42	ACMSD
43	ACO1
44	ACOT4
45	ACOT7
46	ACOXL
47	ACP5
48	ACR
49	ACSL1
50	ACSL3
51	ACSL4
52	ACSL5
53	ACSL6
54	ACSM1
55	ACSS2
56	ACTA1
57	ACTA2
58	ACTC1
59	ACTG1
60	ACTG2
61	ACTL6A
62	ACTL8
63	ACTN2
64	ACTN3
65	ACTR2
66	ACVR1C
67	ACVRL1
68	ACY1
69	ACY3
70	ADA
71	ADA2
72	ADAM11
73	ADAM12
74	ADAM20
75	ADAM33
76	ADAMTS1
77	ADAMTS10
78	ADAMTS18
79	ADAMTS3
80	ADAMTS4
81	ADAMTS5
82	ADAMTSL1
83	ADAMTSL2
84	ADAMTSL4
85	ADAR
86	ADAT2
87	ADCY1
88	ADCY3
89	ADCY4
90	ADCY5
91	ADCYAP1R1
92	ADD3
93	ADGRA2
94	ADGRB2
95	ADGRB3
96	ADGRD1
97	ADGRF1
98	ADGRF5
99	ADGRG2
100	ADGRG3
101	ADGRG4
102	ADGRG5
103	ADGRL3
104	ADGRV1
105	ADH1A
106	ADH1B
107	ADH1C
108	ADH4
109	ADH6
110	ADIPOQ
111	ADIPOR1
112	ADK
113	ADM
114	ADM2
115	ADNP
116	ADO
117	ADORA1
118	ADORA2A
119	ADORA2B
120	ADRA1A
121	ADRA1D
122	ADRA2A
123	ADRA2B
124	ADRA2C
125	ADRB1
126	ADRB2
127	ADSL
128	ADSS2
129	AFAP1
130	AFAP1L1
131	AFF3
132	AFP
133	AFTPH
134	AGA
135	AGBL4
136	AGER
137	AGL
138	AGMAT
139	AGPAT2
140	AGPAT3
141	AGPAT4
142	AGPAT5
143	AGR2
144	AGRN
145	AGT
146	AGXT2
147	AHCY
148	AHRR
149	AIFM1
150	AIFM2
151	AIM2
152	AK1
153	AK8
154	AKAP12
155	AKAP17A
156	AKAP5
157	AKAP8L
158	AKNAD1
159	AKR1A1
160	AKR1B10
161	AKR1B15
162	AKR1C1
163	AKR1C2
164	AKR1C3
165	AKR7A3
166	AKT3
167	ALAS2
168	ALB
169	ALCAM
170	ALDH18A1
171	ALDH1A1
172	ALDH1A2
173	ALDH1A3
174	ALDH1B1
175	ALDH1L1
176	ALDH2
177	ALDH3B2
178	ALDH5A1
179	ALDOA
180	ALDOC
181	ALG1
182	ALG2
183	ALG3
184	ALG6
185	ALG8
186	ALKAL2
187	ALKBH6
188	ALOX15
189	ALOXE3
190	ALPK2
191	ALPK3
192	ALPL
193	ALS2CL
194	ALX4
195	ALYREF
196	AMACR
197	AMBP
198	AMFR
199	AMH
200	AMMECR1
201	AMN
202	AMOT
203	AMOTL2
204	AMT
205	AMY2B
206	AMZ1
207	ANAPC10
208	ANGPT1
209	ANGPT4
210	ANGPTL1
211	ANGPTL2
212	ANGPTL4
213	ANGPTL5
214	ANGPTL7
215	ANGPTL8
216	ANK1
217	ANK2
218	ANK3
219	ANKHD1
220	ANKRD29
221	ANKRD33B
222	ANKRD36B
223	ANKRD50
224	ANKS1B
225	ANKS6
226	ANLN
227	ANO2
228	ANOS1
229	ANP32A
230	ANP32E
231	ANTXR2
232	ANXA1
233	AOC1
234	AOC2
235	AOC3
236	AOX1
237	AP1M2
238	AP1S1
239	AP1S3
240	AP2B1
241	AP3S2
242	APBA2
243	APBB3
244	APC2
245	APCDD1
246	APEH
247	APELA
248	APEX2
249	APH1A
250	APLP1
251	APOB
252	APOBEC2
253	APOBEC3B
254	APOBEC3D
255	APOBEC3F
256	APOBEC3G
257	APOBEC3H
258	APOBR
259	APOC2
260	APOD
261	APOF
262	APOO
263	AQP1
264	AQP3
265	AQP5
266	AQP7
267	AQP8
268	AR
269	ARAP3
270	ARF1
271	ARF3
272	ARF4
273	ARF6
274	ARFGEF1
275	ARFGEF3
276	ARG1
277	ARGLU1
278	ARHGAP10
279	ARHGAP11A
280	ARHGAP20
281	ARHGAP23
282	ARHGAP24
283	ARHGAP26
284	ARHGAP32
285	ARHGAP33
286	ARHGAP35
287	ARHGAP36
