"gene_id","cluster","betweenness","degree_centrality"
"A4GALT","1",0,1
"GLA","1",0,1
"ABCA2","2",3430,2
"ANLN","2",1633,5
"APOB","2",777,4
"ASF1B","2",0,4
"ASPM","2",639,4
"ATAD2","2",0,3
"ATAD5","2",0,1
"ATP1A1","2",4150,3
"ATP1B3","2",3224,3
"AURKA","2",260,6
"AURKB","2",0,2
"BAMBI","2",130,2
"BCL6","2",260,2
"BIRC5","2",260,4
"BLM","2",0,2
"BOP1","2",0,1
"BRAT1","2",0,1
"BRCA1","2",10810,25
"BRCA2","2",769,5
"BUB1","2",519,4
"BUB1B","2",521,5
"C4B","2",0,1
"CBX2","2",4,8
"CCNA2","2",14369,7
"CCNB1","2",2056,13
"CCNB2","2",259,4
"CCNE1","2",969,6
"CCNE2","2",0,1
"CCNF","2",1,2
"CDC20","2",623,5
"CDC25A","2",5900,3
"CDC25C","2",0,1
"CDC45","2",263,3
"CDC6","2",2,2
"CDC7","2",0,2
"CDCA2","2",0,2
"CDCA5","2",0,1
"CDCA8","2",260,6
"CDH24","2",260,2
"CDH3","2",0,1
"CDK1","2",18044,16
"CDKN3","2",0,1
"CDT1","2",260,3
"CENPA","2",1242,7
"CENPE","2",0,1
"CENPF","2",0,3
"CENPH","2",858,8
"CENPI","2",1240,10
"CENPK","2",0,8
"CENPM","2",464,9
"CENPW","2",64,9
"CEP55","2",6,2
"CHAF1B","2",0,1
"CHEK1","2",260,3
"CHTF18","2",260,2
"CIT","2",0,1
"CKS2","2",0,1
"CLSPN","2",776,6
"CYBA","2",1284,3
"DBN1","2",147,2
"DEPDC1","2",0,1
"DEPDC1B","2",0,1
"DLGAP5","2",774,2
"DNA2","2",3554,5
"DNAH9","2",0,1
"DNM1","2",0,1
"DSCC1","2",0,1
"DTL","2",10,2
"E2F1","2",530,5
"E2F2","2",0,1
"E2F7","2",260,2
"E2F8","2",0,1
"EME1","2",0,1
"ENO1","2",0,1
"EPHB2","2",260,2
"ERBB2","2",4747,8
"ERCC6L","2",0,1
"ESPL1","2",0,1
"ESPN","2",0,1
"EXO1","2",251,3
"FABP1","2",0,1
"FAM83D","2",0,2
"FANCA","2",0,1
"FANCB","2",0,1
"FBXL19","2",0,1
"FGFR3","2",519,3
"FGFR4","2",0,1
"FOXM1","2",510,4
"FZD2","2",0,2
"FZD7","2",776,4
"GAPDH","2",774,2
"GAS2L1","2",0,1
"GINS1","2",0,1
"GINS2","2",0,1
"GINS4","2",0,1
"GPC1","2",1028,2
"GPI","2",260,2
"GRB7","2",0,1
"GTSE1","2",0,1
"H1-10","2",160,3
"H1-3","2",0,2
"H1-5","2",1287,5
"H2AC11","2",0,1
"H2AC12","2",0,8
"H2AC13","2",0,2
"H2AC14","2",5614,14
"H2AC15","2",0,1
"H2AC16","2",0,1
"H2AC21","2",777,7
"H2AC4","2",0,1
"H2AC8","2",5209,9
"H2AX","2",5479,14
"H2BC10","2",288,12
"H2BC11","2",233,10
"H2BC12","2",20,10
"H2BC13","2",1475,19
"H2BC14","2",766,14
"H2BC15","2",1247,18
"H2BC17","2",260,9
"H2BC18","2",34,7
"H2BC21","2",1,6
"H2BC3","2",269,11
"H2BC4","2",213,9
"H2BC6","2",4200,13
"H2BC7","2",2530,12
"H2BC8","2",801,12
"H3C1","2",1350,12
"H3C10","2",497,6
"H3C11","2",481,4
"H3C12","2",4161,8
"H3C13","2",6617,7
"H4C1","2",847,10
"H4C13","2",4,3
"H4C4","2",81,8
"HJURP","2",0,3
"HMGA1","2",0,1
"HMMR","2",0,1
"IGFBP3","2",0,1
"IL32","2",0,1
"IQGAP3","2",0,1
"JAG2","2",0,1
"JUP","2",518,2
"KIF11","2",48,4
"KIF14","2",861,5
"KIF15","2",10,2
"KIF18A","2",0,2
"KIF18B","2",0,2
"KIF1A","2",2485,9
"KIF20A","2",1070,6
"KIF20B","2",0,2
"KIF23","2",0,2
"KIF2C","2",1267,4
"KIF4A","2",0,2
"KIFC1","2",1277,4
"KNL1","2",0,7
"KPNA2","2",400,3
"LMNB1","2",260,3
"LMNB2","2",0,1
"MAD2L1","2",1535,4
"MCM10","2",412,3
"MCM2","2",0,2
"MCM4","2",366,7
"MCM6","2",529,7
"MED1","2",1287,8
"MELK","2",0,1
"MKI67","2",0,3
"MRPL12","2",0,1
"MTTP","2",0,1
"MUC16","2",260,2
"MYBL2","2",0,1
"MZT2A","2",260,2
"MZT2B","2",0,1
"NCAPG","2",0,1
"NCAPH","2",260,2
"NDC80","2",606,3
"NEB","2",518,2
"NECTIN1","2",0,1
"NEIL3","2",47,11
"NEK2","2",0,2
"NOTCH1","2",5773,6
"NR5A2","2",5443,14
"NRARP","2",0,1
"NRCAM","2",260,2
"NUF2","2",0,1
"NUSAP1","2",257,2
"OIP5","2",260,7
"ORC1","2",15590,8
"ORC6","2",0,2
"PBK","2",0,2
"PCLAF","2",0,1
"PDE3A","2",0,1
"PDLIM4","2",0,1
"PDLIM7","2",519,3
"PHF19","2",430,11
"PHLDA1","2",0,1
"PIF1","2",0,1
"PKMYT1","2",280,3
"PLEKHG2","2",260,2
"PLK1","2",2733,10
"PLK4","2",299,3
"POLD1","2",1287,5
"POLQ","2",0,1
"PPFIA3","2",0,1
"PRAME","2",0,1
"PRC1","2",0,1
"PSMD3","2",0,1
"PTGS1","2",0,1
"PTGS2","2",260,2
"PTTG1","2",726,4
"RAC3","2",2787,5
"RACGAP1","2",847,6
"RAD51","2",19,3
"RAD51AP1","2",614,5
"RAD54L","2",0,1
"RARA","2",5107,16
"RAVER1","2",0,1
"RECQL4","2",103,6
"RPL19","2",519,4
"RPL39L","2",0,1
"RRM2","2",260,2
"RUNX3","2",260,2
"S100A9","2",0,1
"SGO1","2",0,1
"SGO2","2",0,2
"SHCBP1","2",0,1
"SKA1","2",0,2
"SKA3","2",0,2
"SLC1A5","2",2988,2
"SLC3A1","2",0,1
"SLC7A5","2",260,3
"SPAG4","2",0,1
"SPAG5","2",1766,5
"SPC24","2",0,1
"SPC25","2",0,1
"SPINDOC","2",0,5
"SPRY1","2",0,1
"SPTBN2","2",518,2
"SPTBN5","2",0,1
"STIL","2",0,1
"TACC3","2",0,1
"TEAD4","2",0,1
"TGM2","2",0,1
"TICRR","2",0,1
"TK1","2",12,2
"TMOD1","2",774,2
"TONSL","2",21,4
"TOP2A","2",1844,9
"TPX2","2",518,2
"TRAIP","2",0,1
"TRIB3","2",0,1
"TRIP13","2",0,1
"TTK","2",1031,4
"UBE2C","2",18,4
"UBE2S","2",18196,9
"UBE2T","2",0,1
"UHRF1","2",270,9
"USP44","2",0,1
"WDR18","2",0,1
"WDR62","2",260,2
"WDR76","2",4995,4
"XPR1","2",0,1
"XRCC2","2",0,3
"ABCC2","3",0,2
"ABCC4","3",57,2
"ANPEP","3",76,2
"CD9","3",194,6
"CLDN15","3",60,4
"CLDN2","3",0,3
"CLDN3","3",1,3
"CLDN4","3",21,3
"CLDN7","3",76,2
"DPP4","3",107,3
"GGT1","3",0,1
"ICAM1","3",0,1
"IGSF8","3",0,1
"LGR5","3",22,2
"MME","3",112,2
"MUC17","3",0,1
"NHERF1","3",107,4
"PDZK1","3",44,4
"PITX1","3",0,1
"PODXL","3",0,1
"RTN4R","3",60,2
"SLC19A3","3",0,1
"TNFRSF19","3",42,2
"ZNRF3","3",0,1
"ABCD1","4",0,1
"SLC27A2","4",0,1
"BCAM","5",0,1
"ITGA7","5",4,3
"ITGB8","5",0,2
"LAMA5","5",3,2
"PARVB","5",1,2
"CP","6",0,1
"HEPH","6",0,1
"DNAH3","7",0,1
"DNAH7","7",0,1
"FBLN1","8",0,1
"FBLN2","8",0,1
"KHDRBS3","9",0,1
"RARRES1","9",0,1
"KRT15","10",0,1
"KRT23","10",0,1
"LDHA","11",0,1
"PFKFB3","11",1,2
"PFKFB4","11",0,1
"MDK","12",0,1
"SLC2A1","12",0,1
"PCDHGA4","13",0,1
"PCDHGA5","13",0,1
"PCDHGB1","14",0,1
"PCDHGB2","14",0,1
"PLXNA4","15",0,1
"SEMA6A","15",0,1
"RTKN","16",0,1
"S100A4","16",0,1
