"","gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000171747","ENSG00000171747",-8.55317482365345,4.84398338426378,2522.2808289409,0,0
"ENSG00000156675","ENSG00000156675",-5.61880430192415,4.66863030008041,2148.87289435256,0,0
"ENSG00000135525","ENSG00000135525",-5.13628263454977,3.10196155363816,1608.89595073707,0,0
"ENSG00000112699","ENSG00000112699",-4.77960451453706,3.71460756978358,1740.08400018422,0,0
"ENSG00000198087","ENSG00000198087",-4.38795448249893,5.15437518953534,2365.07247656678,0,0
"ENSG00000198589","ENSG00000198589",-3.80309524639092,5.94702597309744,1610.24739927551,0,0
"ENSG00000082269","ENSG00000082269",-3.64160251339499,5.14094159040691,2037.0485901161,0,0
"ENSG00000112249","ENSG00000112249",-3.59076253422202,5.38307652202458,1515.6381184712,0,0
"ENSG00000066777","ENSG00000066777",-2.85505942261724,6.062375015652,1713.00577061402,0,0
"ENSG00000100522","ENSG00000100522",-3.89699541404018,3.78332388589252,1360.29029740899,8.94376962969883e-298,1.18057759112025e-294
"ENSG00000094804","ENSG00000094804",-7.51074757132231,3.49067730531422,1327.32379440724,1.30444338568329e-290,1.56533206281995e-287
"ENSG00000164171","ENSG00000164171",-6.1698851488556,4.01816775135604,1312.96418507519,1.72160382038498e-287,1.89376420242347e-284
"ENSG00000196975","ENSG00000196975",-3.88027121439504,6.28567262860112,1298.45355747536,2.45067382705688e-284,2.4883765013193e-281
"ENSG00000021355","ENSG00000021355",-4.01469767725878,5.70821134076947,1286.22201610621,1.11527776987051e-281,1.05154761159219e-278
"ENSG00000187210","ENSG00000187210",-6.509929345378,2.98705121048435,1284.84890938886,2.21707794111568e-281,1.9510285881818e-278
"ENSG00000177570","ENSG00000177570",-5.81464414832577,2.86130917414737,1284.22326362004,3.0321020434358e-281,2.50148418583453e-278
"ENSG00000148943","ENSG00000148943",-3.96145657368104,5.42653706431353,1277.38470850924,9.28698606836195e-280,7.21107153543399e-277
"ENSG00000112297","ENSG00000112297",-4.95082338025391,4.04380220599459,1268.79453520104,6.83392394382426e-278,5.01154422547112e-275
"ENSG00000167306","ENSG00000167306",-6.18406192138911,3.43714823175758,1241.84739203341,4.9070679112929e-272,3.4091208646877e-269
"ENSG00000109586","ENSG00000109586",-3.52454543894315,4.99136765421826,1230.22420657441,1.6474165013743e-269,1.08729489090704e-266
"ENSG00000141736","ENSG00000141736",-4.84737184350826,7.35611546743318,1195.49686454199,5.8070774779209e-262,3.65016298612171e-259
"ENSG00000064651","ENSG00000064651",-5.33840004534531,6.19866754952807,1184.309160956,1.56810393878038e-259,9.40862363268228e-257
"ENSG00000102554","ENSG00000102554",-5.66510312836594,4.41530580574795,1182.90161385536,3.17159418390782e-259,1.82021927076449e-256
"ENSG00000106258","ENSG00000106258",-7.78342020540462,4.25566252658219,1181.94175334536,5.12725186872841e-259,2.81998852780062e-256
"ENSG00000134755","ENSG00000134755",-7.03986167035528,3.49989047080579,1179.12256784144,2.10174824151465e-258,1.10972307151973e-255
"ENSG00000141198","ENSG00000141198",-4.62771622892611,3.29571810515855,1171.66435459698,8.77984105087472e-257,4.45745776429024e-254
"ENSG00000141741","ENSG00000141741",-4.87615709269035,4.45950538843374,1167.0744666354,8.73009629579955e-256,4.26804707794644e-253
"ENSG00000186314","ENSG00000186314",-4.55316837519075,2.50689894676234,1157.95422078538,8.3783003988815e-254,3.94977018804414e-251
"ENSG00000076554","ENSG00000076554",-6.32563730345556,3.85024270544652,1133.36496263067,1.8505387986297e-248,8.42314211790072e-246
"ENSG00000204385","ENSG00000204385",-6.42865755717762,3.73253211389442,1125.18993994684,1.10675378187392e-246,4.86971664024523e-244
"ENSG00000139618","ENSG00000139618",-5.8128709695759,2.21217796278334,1111.3460760821,1.12951325143e-243,4.80954029641162e-241
"ENSG00000138756","ENSG00000138756",-4.45157710306702,2.96157429123461,1098.16641598514,8.26806856512154e-241,3.41057828311263e-238
"ENSG00000184992","ENSG00000184992",-5.20519895575017,3.05172081332045,1095.3273792946,3.42337236542075e-240,1.3693489461683e-237
"ENSG00000145996","ENSG00000145996",-3.64584970075173,4.53421994827146,1093.14534563401,1.02025553276801e-239,3.96099206839346e-237
"ENSG00000114346","ENSG00000114346",-5.96695056765391,3.2379869577679,1089.22736632577,7.24879162793665e-239,2.73382998539325e-236
"ENSG00000119314","ENSG00000119314",-3.50197993201293,6.10588704121243,1083.5412232964,1.24775798057272e-237,4.57511259543331e-235
"ENSG00000180776","ENSG00000180776",-3.3618630450762,5.52262631767377,1081.50046520131,3.46484616535717e-237,1.23610728061391e-234
"ENSG00000147592","ENSG00000147592",-4.06923748185367,2.76048816867439,1079.63735286717,8.8029325632617e-237,3.05786078513301e-234
"ENSG00000100744","ENSG00000100744",-4.23115588596175,3.44569641651476,1065.83352726684,8.80803628472663e-234,2.98118151175363e-231
"ENSG00000183723","ENSG00000183723",-3.55710563513973,4.1893382032689,1044.35417673562,4.10651339744172e-229,1.35514942115577e-226
"ENSG00000112305","ENSG00000112305",-3.94496547396966,2.81966492659847,1036.45490735738,2.1400471342151e-227,6.88990784674131e-225
"ENSG00000096063","ENSG00000096063",-3.15935547281382,5.10078919180333,1026.44875264631,3.20136160597832e-225,1.00614221902176e-222
"ENSG00000173166","ENSG00000173166",-6.20936580189553,2.65431593929571,1020.94348824367,5.03446378715703e-224,1.54546330210402e-221
"ENSG00000198648","ENSG00000198648",-3.84355026557736,4.34372318534884,1019.56974894801,1.00126429582317e-223,3.0037928874695e-221
"ENSG00000075539","ENSG00000075539",-3.36780203029592,5.92866585127016,1011.91779978939,4.61085033245689e-222,1.35251609752069e-219
"ENSG00000107897","ENSG00000107897",-3.41976992692084,4.54169251775205,992.668630988976,7.04445028280395e-218,2.02145095071765e-215
"ENSG00000066405","ENSG00000066405",-8.22337378632962,4.39894391420934,959.918749864322,9.26111969498205e-211,2.6009953185907e-208
"ENSG00000132849","ENSG00000132849",-3.40126754232665,5.59659572956555,943.87483738732,2.84581856748871e-207,7.82600106059396e-205
"ENSG00000108582","ENSG00000108582",-4.04336205122346,6.08368695994627,937.317759604845,7.57825364857485e-206,2.04148873798343e-203
"ENSG00000106686","ENSG00000106686",-5.15028435177209,1.48780331924489,933.383007571695,5.43126783629177e-205,1.43385470878103e-202
"ENSG00000112379","ENSG00000112379",-7.4015921089285,3.45809894021828,929.341612503288,4.10600287717212e-204,1.06273015644455e-201
"ENSG00000080031","ENSG00000080031",-6.44380988371787,2.27385854290344,922.898796128839,1.03268164112187e-202,2.62142262746322e-200
"ENSG00000110723","ENSG00000110723",-6.36442192113172,2.86069939316767,920.90632541454,2.79958896892986e-202,6.97256120563663e-200
