ensembl_gene_id,external_gene_name,description,gene_biotype,degree,betweenness,closeness,eigen_centrality,page_rank,cluster,source
ENSG00000143947,RPS27A,ribosomal protein S27a ,protein_coding,225,45301.2133296415,0.000242306760358614,0.919574146760341,0.00371492053637168,white,STRING
ENSG00000150991,UBC,ubiquitin C ,protein_coding,218,45247.8969516743,0.000240847784200385,0.904477872166803,0.0036378196102151,white,STRING
ENSG00000141510,TP53,tumor protein p53 ,protein_coding,213,70583.6412447912,0.0002460024600246,0.711053110796557,0.00381307448808106,white,STRING
ENSG00000274618,H4C6,H4 clustered histone 6 ,protein_coding,209,43813.5566797468,0.000232883092687471,1,0.00322947061379006,white,STRING
ENSG00000221983,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1 ,protein_coding,205,31622.758526605,0.000237925291458482,0.85410517820865,0.00334621274557418,white,STRING
ENSG00000170315,UBB,ubiquitin B ,protein_coding,197,24401.8524184324,0.000235737859500236,0.841264845057463,0.00317173315225224,white,STRING
ENSG00000012048,BRCA1,BRCA1 DNA repair associated ,protein_coding,181,32860.679751814,0.000229779411764706,0.833833527720122,0.0028939010969395,white,STRING
ENSG00000100393,EP300,E1A binding protein p300 ,protein_coding,151,24871.1753520372,0.000228728270814273,0.642415475298316,0.00258994981449805,white,STRING
ENSG00000146648,EGFR,epidermal growth factor receptor ,protein_coding,149,59900.6664090762,0.00023872045834328,0.26419431617448,0.00299777543544142,white,STRING
ENSG00000141867,BRD4,bromodomain containing 4 ,protein_coding,132,31780.5777939307,0.000225682690137666,0.431215857047951,0.00237204316591534,white,STRING
ENSG00000168036,CTNNB1,catenin beta 1 ,protein_coding,131,51955.4941634306,0.000238379022646007,0.347871986542728,0.00260929077351158,white,STRING
ENSG00000080824,HSP90AA1,heat shock protein 90 alpha family class A member 1 ,protein_coding,130,34656.9855226085,0.000239578342117873,0.37455908178521,0.00244682770913914,white,STRING
ENSG00000170312,CDK1,cyclin dependent kinase 1 ,protein_coding,124,24709.1220074138,0.00022456770716371,0.48964417861118,0.00220671973329904,white,STRING
ENSG00000116478,HDAC1,histone deacetylase 1 ,protein_coding,122,16116.4072257172,0.000222617987533393,0.475090161626168,0.00213464068618303,white,STRING
ENSG00000123374,CDK2,cyclin dependent kinase 2 ,protein_coding,120,16253.293329226,0.00021997360316762,0.482539519808531,0.00198995960271821,white,STRING
ENSG00000005339,CREBBP,CREB binding protein ,protein_coding,119,15475.4913892034,0.000219925225423356,0.512404447172055,0.00204513200063156,white,STRING
ENSG00000091831,ESR1,estrogen receptor 1 ,protein_coding,119,36833.2448878922,0.000233535730966838,0.432725719089833,0.00221554054451907,white,STRING
ENSG00000177885,GRB2,growth factor receptor bound protein 2 ,protein_coding,119,33142.2219979686,0.0002255299954894,0.203445638177419,0.00245253218139995,white,STRING
ENSG00000197122,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase ",protein_coding,116,29084.864871488,0.000230467849734962,0.196605827924098,0.00234099957340423,white,STRING
ENSG00000180596,H2BC4,H2B clustered histone 4 ,protein_coding,115,3728.78962255436,0.00020772746157042,0.705379297245479,0.00166244467754658,white,STRING
ENSG00000183598,H3C13,H3 clustered histone 13 ,protein_coding,115,6612.90840530177,0.000211640211640212,0.666237353059799,0.001732385590912,white,STRING
ENSG00000184678,H2BC21,H2B clustered histone 21 ,protein_coding,115,4907.39661592338,0.00021092596498629,0.689065675322751,0.00173684364556645,white,STRING
ENSG00000188486,H2AX,H2A.X variant histone ,protein_coding,113,8151.2793869471,0.000213037920749893,0.662798130904037,0.00175281920233989,white,STRING
ENSG00000096384,HSP90AB1,heat shock protein 90 alpha family class B member 1 ,protein_coding,110,23103.6960674315,0.000234907211651398,0.307396353724901,0.00213732145464747,white,STRING
ENSG00000181163,NPM1,nucleophosmin 1 ,protein_coding,110,30192.2151751212,0.000226654578422484,0.370631603424432,0.00196657675918671,white,STRING
ENSG00000067369,TP53BP1,tumor protein p53 binding protein 1 ,protein_coding,108,6867.94331348609,0.000209951711106446,0.552659971242312,0.00171268019622365,white,STRING
ENSG00000166851,PLK1,polo like kinase 1 ,protein_coding,104,16102.2545316499,0.000215796288303841,0.472514117190851,0.00178556358066308,white,STRING
ENSG00000100387,RBX1,ring-box 1 ,protein_coding,103,16131.1663426623,0.000220799293442261,0.347124995415417,0.00176144866593713,white,STRING
ENSG00000162521,RBBP4,"RB binding protein 4, chromatin remodeling factor ",protein_coding,103,4682.53105127134,0.000200642054574639,0.530166282184273,0.00155925669609709,white,STRING
ENSG00000117399,CDC20,cell division cycle 20 ,protein_coding,101,5688.4564304338,0.000209599664640537,0.547171036397839,0.00153809939579725,white,STRING
ENSG00000156970,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B ,protein_coding,95,9575.32403611677,0.000206185567010309,0.49232138156178,0.00154824706989381,white,STRING
ENSG00000275713,H2BC9,H2B clustered histone 9 ,protein_coding,95,1820.52124706622,0.000205761316872428,0.619624999297014,0.0013969424421709,white,STRING
ENSG00000121966,CXCR4,C-X-C motif chemokine receptor 4 ,protein_coding,94,25593.4736205918,0.000201409869083585,0.0445961480839062,0.00187269217901915,white,STRING
ENSG00000132475,H3-3B,H3.3 histone B ,protein_coding,94,4620.67890599038,0.00020746887966805,0.541956848365254,0.00145108155535427,white,STRING
ENSG00000138376,BARD1,BRCA1 associated RING domain 1 ,protein_coding,94,3168.72781461503,0.000205761316872428,0.64252264742602,0.00134183560624101,white,STRING
ENSG00000180573,H2AC6,H2A clustered histone 6 ,protein_coding,94,1795.34059005724,0.000203376042302217,0.643454041672123,0.00131876103002064,white,STRING
ENSG00000127616,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 ",protein_coding,93,8605.09564988738,0.000213037920749893,0.470805555525601,0.00156058756647393,white,STRING
ENSG00000179295,PTPN11,protein tyrosine phosphatase non-receptor type 11 ,protein_coding,93,21923.4387194759,0.00021137180300148,0.14866723778493,0.00203672951383771,white,STRING
ENSG00000145675,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 ,protein_coding,92,12767.6279845311,0.00021997360316762,0.150443231952354,0.00180604612564114,white,STRING
ENSG00000109971,HSPA8,heat shock protein family A (Hsp70) member 8 ,protein_coding,91,27596.1579663137,0.000226090888537192,0.244886557319311,0.00175171632326592,white,STRING
ENSG00000160791,CCR5,C-C motif chemokine receptor 5 ,protein_coding,91,15026.9858661966,0.000189250567751703,0.0256573514571227,0.00191961139750876,royalblue,subnet
ENSG00000168283,BMI1,"BMI1 proto-oncogene, polycomb ring finger ",protein_coding,91,2131.02823807916,0.000206568890725057,0.590637337798868,0.00131171068440893,white,STRING
ENSG00000102054,RBBP7,"RB binding protein 7, chromatin remodeling factor ",protein_coding,90,3284.23450264505,0.0001998001998002,0.493464058537688,0.00133043702131715,white,STRING
ENSG00000139618,BRCA2,BRCA2 DNA repair associated ,protein_coding,90,6073.02459173291,0.000208855472013367,0.52062595068022,0.00135722537022471,white,STRING
ENSG00000196591,HDAC2,histone deacetylase 2 ,protein_coding,90,5804.46735671106,0.00021043771043771,0.445655626703933,0.0014974575849796,white,STRING
ENSG00000106462,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit ,protein_coding,89,8418.73409434178,0.000211774671749259,0.532732650500929,0.00142402036319191,white,STRING
ENSG00000136997,MYC,"MYC proto-oncogene, bHLH transcription factor ",protein_coding,89,13316.1672368723,0.000222915737851092,0.36254822029545,0.00158907431895067,white,STRING
ENSG00000115414,FN1,fibronectin 1 ,protein_coding,88,25375.9322515841,0.000220118864186661,0.10574383007491,0.00189009810541194,white,STRING
ENSG00000105568,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha ,protein_coding,87,15949.3638926743,0.00021944261575598,0.208782501354743,0.0016179386379805,white,STRING
ENSG00000121481,RNF2,ring finger protein 2 ,protein_coding,87,1920.28702028187,0.000200843542880096,0.557683594537059,0.00126365211913125,white,STRING
ENSG00000132383,RPA1,replication protein A1 ,protein_coding,87,5162.54444240517,0.000206058108386565,0.359633821597566,0.00141528362735415,white,STRING
ENSG00000134057,CCNB1,cyclin B1 ,protein_coding,87,16471.9689908003,0.000213174163291409,0.359905580212527,0.00162396740931607,white,STRING
ENSG00000168610,STAT3,signal transducer and activator of transcription 3 ,protein_coding,87,12472.820681627,0.000224466891133558,0.231756097929897,0.00159238416535746,white,STRING
ENSG00000113575,PPP2CA,protein phosphatase 2 catalytic subunit alpha ,protein_coding,86,12055.4903944077,0.000216872695727608,0.229299736110805,0.00154988497197036,white,STRING
ENSG00000203812,,,,86,3306.44296591818,0.000206185567010309,0.591811611800072,0.00124660357835849,white,STRING
ENSG00000135679,MDM2,MDM2 proto-oncogene ,protein_coding,85,12329.1893167918,0.000224014336917563,0.317358582568482,0.00158547606196821,white,STRING
ENSG00000145386,CCNA2,cyclin A2 ,protein_coding,85,6601.24976696654,0.000210659363808721,0.400906926167365,0.00138782490489641,white,STRING
ENSG00000197061,H4C3,H4 clustered histone 3 ,protein_coding,85,1013.14704400771,0.000200400801603206,0.563085218817735,0.00118682994985177,white,STRING
ENSG00000270882,H4C14,H4 clustered histone 14 ,protein_coding,85,1032.1021436886,0.00020185708518369,0.567484347152488,0.00118729731408804,white,STRING
ENSG00000184260,H2AC20,H2A clustered histone 20 ,protein_coding,84,3089.36313208036,0.00020571898786258,0.557821438690629,0.00122339841520069,white,STRING
ENSG00000275126,H4C13,H4 clustered histone 13 ,protein_coding,84,998.728462590178,0.000200360649168503,0.555633419380948,0.00117425071194408,white,STRING
ENSG00000278705,H4C2,H4 clustered histone 2 ,protein_coding,84,998.728462590178,0.000200360649168503,0.555633419380948,0.00117425071194503,white,STRING
ENSG00000170606,HSPA4,heat shock protein family A (Hsp70) member 4 ,protein_coding,83,22900.9673768827,0.000230255583697905,0.206062664897602,0.00168438711465975,white,STRING
ENSG00000276180,H4C9,H4 clustered histone 9 ,protein_coding,83,986.221890382809,0.000200682319887618,0.545334962663562,0.00116601821432968,white,STRING
ENSG00000105325,FZR1,fizzy and cell division cycle 20 related 1 ,protein_coding,82,2361.04929487477,0.000200601805416249,0.489312278747781,0.00126440334090582,white,STRING
ENSG00000117748,RPA2,replication protein A2 ,protein_coding,82,3483.2157451452,0.00020271639975674,0.344153585008961,0.00131855179269223,white,STRING
ENSG00000139687,RB1,RB transcriptional corepressor 1 ,protein_coding,82,7324.44013446885,0.000214041095890411,0.373539496514518,0.00137137946514851,white,STRING
ENSG00000177606,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit ",protein_coding,82,13858.2161496015,0.000224416517055655,0.362055348044099,0.00152832572917777,white,STRING
ENSG00000004897,CDC27,cell division cycle 27 ,protein_coding,81,4357.54951368272,0.000206355757325629,0.501945309117747,0.00124657265587716,white,STRING
ENSG00000055130,CUL1,cullin 1 ,protein_coding,81,6273.82076826333,0.000214270409256482,0.275727499760537,0.00144187701481269,white,STRING
ENSG00000158406,H4C8,H4 clustered histone 8 ,protein_coding,81,851.072074295071,0.000199840127897682,0.542223255887478,0.00113241475236341,white,STRING
ENSG00000197238,H4C11,H4 clustered histone 11 ,protein_coding,81,851.072074295071,0.000199840127897682,0.542223255887478,0.00113241475236485,white,STRING
ENSG00000197837,H4C16,H4 histone 16 ,protein_coding,81,851.072074295071,0.000199840127897682,0.542223255887478,0.00113241475236397,white,STRING
ENSG00000270276,H4C15,H4 clustered histone 15 ,protein_coding,81,851.072074295071,0.000199840127897682,0.542223255887478,0.00113241475236386,white,STRING
ENSG00000273542,H4C12,H4 clustered histone 12 ,protein_coding,81,851.072074295071,0.000199840127897682,0.542223255887478,0.00113241475236367,white,STRING
ENSG00000276966,H4C5,H4 clustered histone 5 ,protein_coding,81,851.072074295071,0.000199840127897682,0.542223255887478,0.00113241475236345,white,STRING
ENSG00000277157,H4C4,H4 clustered histone 4 ,protein_coding,81,851.072074295071,0.000199840127897682,0.542223255887478,0.00113241475236371,white,STRING
ENSG00000278637,H4C1,H4 clustered histone 1 ,protein_coding,81,851.072074295071,0.000199840127897682,0.542223255887478,0.00113241475236375,white,STRING
ENSG00000113558,SKP1,S-phase kinase associated protein 1 ,protein_coding,80,10180.8030618479,0.0002154243860405,0.298724043709308,0.00144204206851447,white,STRING
ENSG00000051180,RAD51,RAD51 recombinase ,protein_coding,79,3130.11014507756,0.000204582651391162,0.481607762054792,0.00118072928840437,white,STRING
ENSG00000106399,RPA3,replication protein A3 ,protein_coding,79,3128.51572863195,0.0002000400080016,0.318384115517834,0.00129261875921507,white,STRING
ENSG00000167552,TUBA1A,tubulin alpha 1a ,protein_coding,79,24320.2149748844,0.000204373594931535,0.0742070450280746,0.00140223487058542,white,STRING
ENSG00000185130,H2BC13,H2B clustered histone 13 ,protein_coding,79,1949.05669968919,0.000205930807248764,0.483161707546116,0.00121458255762992,white,STRING
ENSG00000204227,RING1,ring finger protein 1 ,protein_coding,79,969.65014527924,0.000198846689202625,0.537429888414374,0.00112109861805163,white,STRING
ENSG00000172977,KAT5,lysine acetyltransferase 5 ,protein_coding,78,5177.21262332223,0.000209161263334031,0.386139239004566,0.00130942207731978,white,STRING
ENSG00000175792,RUVBL1,RuvB like AAA ATPase 1 ,protein_coding,78,5909.99954076613,0.000206058108386565,0.359786379637961,0.00121934598469309,white,STRING
ENSG00000141582,CBX4,chromobox 4 ,protein_coding,77,1022.79381071795,0.000195045835771406,0.513889616430256,0.00110439329576843,white,STRING
ENSG00000160691,SHC1,SHC adaptor protein 1 ,protein_coding,77,6612.71915715377,0.000209467951403435,0.109314912363877,0.0015320814414374,white,STRING
ENSG00000026508,CD44,CD44 molecule (IN blood group) ,protein_coding,75,19109.0243749287,0.000211193241816262,0.0810751488232724,0.00171082196789807,white,STRING
ENSG00000137486,ARRB1,arrestin beta 1 ,protein_coding,75,27824.0744578538,0.000216450216450216,0.143611062788271,0.00153379771191827,white,STRING
ENSG00000167986,DDB1,damage specific DNA binding protein 1 ,protein_coding,75,3173.64747069133,0.000206228088265622,0.36651750652166,0.00121407179004724,white,STRING
ENSG00000010810,FYN,"FYN proto-oncogene, Src family tyrosine kinase ",protein_coding,74,8850.63280607945,0.000206825232678387,0.0809546486195472,0.00160550063894687,white,STRING
ENSG00000145604,SKP2,S-phase kinase associated protein 2 ,protein_coding,74,4160.63412846967,0.000207900207900208,0.35977396415888,0.00121421014425611,white,STRING
ENSG00000082701,GSK3B,glycogen synthase kinase 3 beta ,protein_coding,73,13559.4432097992,0.000219298245614035,0.216284378539135,0.00140137561796579,white,STRING
ENSG00000130177,CDC16,cell division cycle 16 ,protein_coding,73,1376.88376219797,0.000198570293884035,0.480605020134061,0.00108223284718609,white,STRING
ENSG00000173894,CBX2,chromobox 2 ,protein_coding,73,494.152471639315,0.000190331176246669,0.508735515432032,0.00102752729853972,white,STRING
ENSG00000183625,CCR3,C-C motif chemokine receptor 3 ,protein_coding,73,6985.14071357696,0.00018254837531946,0.0199679129518686,0.00146349480445602,royalblue,subnet
ENSG00000188229,TUBB4B,tubulin beta 4B class IVb ,protein_coding,73,19093.9019800294,0.000201045436268597,0.083094309147853,0.00126058371639566,white,STRING
ENSG00000073111,MCM2,minichromosome maintenance complex component 2 ,protein_coding,71,4704.5585080755,0.0002000400080016,0.271214232240096,0.00114402261105227,white,STRING
ENSG00000094880,CDC23,cell division cycle 23 ,protein_coding,71,1153.35323509898,0.000198137507430157,0.476915055401087,0.00104794190752156,white,STRING
ENSG00000108106,UBE2S,ubiquitin conjugating enzyme E2 S ,protein_coding,71,1325.19715237895,0.000199441563621859,0.47020689164899,0.00104770987780624,white,STRING
ENSG00000111752,PHC1,polyhomeotic homolog 1 ,protein_coding,71,357.755932204811,0.000190114068441065,0.496072856961358,0.00099805084577014,white,STRING
ENSG00000141570,CBX8,chromobox 8 ,protein_coding,71,563.928272260735,0.000191424196018377,0.495605851004747,0.0010020433031559,white,STRING
ENSG00000196510,ANAPC7,anaphase promoting complex subunit 7 ,protein_coding,71,751.871301562773,0.000199720391451967,0.485209535557455,0.00103208578338845,white,STRING
ENSG00000204843,DCTN1,dynactin subunit 1 ,protein_coding,71,12671.0858138989,0.000201897839693115,0.0668347183563591,0.00148717606128583,white,STRING
ENSG00000044090,CUL7,cullin 7 ,protein_coding,70,9247.39500553886,0.000203873598369011,0.397766650567526,0.00114435514762898,white,STRING
ENSG00000070831,CDC42,cell division cycle 42 ,protein_coding,70,18086.1412932325,0.000213675213675214,0.123498580323585,0.00157445078030814,white,STRING
ENSG00000089053,ANAPC5,anaphase promoting complex subunit 5 ,protein_coding,70,620.361513847674,0.000196811651249754,0.473719917080584,0.00101615943725819,white,STRING
ENSG00000100644,HIF1A,hypoxia inducible factor 1 subunit alpha ,protein_coding,70,13445.8506456637,0.000220896841175171,0.278599176138698,0.00130510794453526,white,STRING
ENSG00000121807,CCR2,C-C motif chemokine receptor 2 ,protein_coding,70,2541.85154653666,0.000181422351233672,0.0192415756704536,0.00125450979014314,white,STRING
ENSG00000121879,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha ",protein_coding,70,5629.355564379,0.000208681135225376,0.103954919930736,0.0013948604373664,white,STRING
ENSG00000134686,PHC2,polyhomeotic homolog 2 ,protein_coding,70,506.796076889597,0.000192418703097941,0.495297099953431,0.000987265399235879,white,STRING
ENSG00000153107,ANAPC1,anaphase promoting complex subunit 1 ,protein_coding,70,648.230951369043,0.000198767640628106,0.480569664111112,0.00101494010126971,white,STRING
ENSG00000173889,PHC3,polyhomeotic homolog 3 ,protein_coding,70,343.520398229969,0.000190041809198024,0.491740487181614,0.000983503279836662,white,STRING
ENSG00000188906,LRRK2,leucine rich repeat kinase 2 ,protein_coding,70,18007.7911828768,0.00022271714922049,0.153609398898564,0.00143308179537934,white,STRING
ENSG00000203811,H3C14,H3 clustered histone 14 ,protein_coding,70,2891.56586426366,0.00019790223629527,0.46820710352657,0.00105194297668648,white,STRING
ENSG00000053900,ANAPC4,anaphase promoting complex subunit 4 ,protein_coding,69,854.622755413281,0.000197667523225934,0.461747159960062,0.00101231885666881,white,STRING
ENSG00000072401,UBE2D1,ubiquitin conjugating enzyme E2 D1 ,protein_coding,69,1830.16200100473,0.000209511837418814,0.379543744180482,0.00111190797125858,white,STRING
ENSG00000164162,ANAPC10,anaphase promoting complex subunit 10 ,protein_coding,69,2498.77819650689,0.000195503421309873,0.462064719282727,0.00104547394836427,white,STRING
ENSG00000175063,UBE2C,ubiquitin conjugating enzyme E2 C ,protein_coding,69,3169.65317594256,0.000198176773682124,0.460574104942006,0.00104410635378853,white,STRING
ENSG00000175104,TRAF6,TNF receptor associated factor 6 ,protein_coding,69,11586.7609766178,0.000214868929952729,0.172713745781514,0.00141252545703462,white,STRING
ENSG00000277258,PCGF2,polycomb group ring finger 2 ,protein_coding,69,481.051705962469,0.000190114068441065,0.485233807809772,0.000975032142938149,white,STRING
ENSG00000104695,PPP2CB,protein phosphatase 2 catalytic subunit beta ,protein_coding,68,5627.78865506252,0.0002106149957877,0.170270761949531,0.00121719724222294,white,STRING
ENSG00000130726,TRIM28,tripartite motif containing 28 ,protein_coding,68,7343.01510179271,0.00021308331557639,0.246809344091344,0.00125594940994701,white,STRING
ENSG00000141480,ARRB2,arrestin beta 2 ,protein_coding,68,24353.9104474799,0.000212947189097104,0.12875861207179,0.0013326577969998,white,STRING
ENSG00000169083,AR,androgen receptor ,protein_coding,68,4246.66549284003,0.000215889464594128,0.325339321893356,0.00119210879030995,white,STRING
ENSG00000178999,AURKB,aurora kinase B ,protein_coding,68,8192.57733236109,0.000207641196013289,0.306548999919859,0.00123674669721612,white,STRING
ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A ,protein_coding,67,3595.51030069032,0.000213583938487826,0.296932313195603,0.00114892178694636,white,STRING
ENSG00000143799,PARP1,poly(ADP-ribose) polymerase 1 ,protein_coding,67,3886.10535289598,0.000207253886010363,0.334175478276486,0.00115924403059749,white,STRING
ENSG00000163823,CCR1,C-C motif chemokine receptor 1 ,protein_coding,67,2219.49365232811,0.000178539546509552,0.0170590198644781,0.00119577262130673,white,STRING
ENSG00000166295,ANAPC16,anaphase promoting complex subunit 16 ,protein_coding,67,659.151446380003,0.000194212468440474,0.4572182540548,0.000979775851986169,white,STRING
ENSG00000100811,YY1,YY1 transcription factor ,protein_coding,66,2530.05132914531,0.000202675314146737,0.398431091741026,0.00104443742373366,white,STRING
ENSG00000110200,ANAPC15,anaphase promoting complex subunit 15 ,protein_coding,66,373.01677708154,0.0001941370607649,0.456655843413774,0.000953318452733494,white,STRING
ENSG00000115163,CENPA,centromere protein A ,protein_coding,66,1898.19026278229,0.000190367409099562,0.379703523673512,0.000983642210179815,white,STRING
ENSG00000115415,STAT1,signal transducer and activator of transcription 1 ,protein_coding,66,8768.74337277386,0.000215007525263384,0.157092672940336,0.00125347185109214,white,STRING
ENSG00000133101,CCNA1,cyclin A1 ,protein_coding,66,1300.06628406796,0.000198886237072395,0.332556226199741,0.00106016326674628,white,STRING
ENSG00000135446,CDK4,cyclin dependent kinase 4 ,protein_coding,66,4154.81332759709,0.000205803663305207,0.296259967200311,0.00106489331308543,white,STRING
ENSG00000160014,CALM3,calmodulin 3 ,protein_coding,66,10365.0444214006,0.000207813798836243,0.0672621312607465,0.00146023722756547,white,STRING
ENSG00000161011,SQSTM1,sequestosome 1 ,protein_coding,66,17805.4428602847,0.000221631205673759,0.173628921850016,0.00139015890650433,white,STRING
