1	ENSP00000004531
2	ENSP00000005284
3	ENSP00000005340
4	ENSP00000005587
5	ENSP00000007390
6	ENSP00000007414
7	ENSP00000007735
8	ENSP00000009041
9	ENSP00000009530
10	ENSP00000010299
11	ENSP00000011473
12	ENSP00000012443
13	ENSP00000013125
14	ENSP00000013222
15	ENSP00000013807
16	ENSP00000033079
17	ENSP00000054668
18	ENSP00000054950
19	ENSP00000061240
20	ENSP00000085068
21	ENSP00000156471
22	ENSP00000157812
23	ENSP00000158166
24	ENSP00000158771
25	ENSP00000159060
26	ENSP00000161006
27	ENSP00000161863
28	ENSP00000164305
29	ENSP00000166139
30	ENSP00000170447
31	ENSP00000171757
32	ENSP00000172229
33	ENSP00000173527
34	ENSP00000176195
35	ENSP00000178640
36	ENSP00000180166
37	ENSP00000180173
38	ENSP00000181383
39	ENSP00000181839
40	ENSP00000182290
41	ENSP00000190165
42	ENSP00000196061
43	ENSP00000197268
44	ENSP00000199320
45	ENSP00000199389
46	ENSP00000199936
47	ENSP00000200557
48	ENSP00000200652
49	ENSP00000200676
50	ENSP00000201586
51	ENSP00000202677
52	ENSP00000202816
53	ENSP00000202967
54	ENSP00000204517
55	ENSP00000204549
56	ENSP00000204566
57	ENSP00000204961
58	ENSP00000205061
59	ENSP00000205402
60	ENSP00000206020
61	ENSP00000206474
62	ENSP00000206513
63	ENSP00000206542
64	ENSP00000209728
65	ENSP00000210313
66	ENSP00000215071
67	ENSP00000215531
68	ENSP00000215631
69	ENSP00000215637
70	ENSP00000215743
71	ENSP00000215781
72	ENSP00000215793
73	ENSP00000215812
74	ENSP00000215862
75	ENSP00000215912
76	ENSP00000215941
77	ENSP00000215957
78	ENSP00000216036
79	ENSP00000216038
80	ENSP00000216101
81	ENSP00000216115
82	ENSP00000216121
83	ENSP00000216129
84	ENSP00000216144
85	ENSP00000216177
86	ENSP00000216180
87	ENSP00000216181
88	ENSP00000216218
89	ENSP00000216237
90	ENSP00000216254
91	ENSP00000216286
92	ENSP00000216297
93	ENSP00000216341
94	ENSP00000216367
95	ENSP00000216373
96	ENSP00000216392
97	ENSP00000216416
98	ENSP00000216446
99	ENSP00000216452
100	ENSP00000216455
101	ENSP00000216500
102	ENSP00000216714
103	ENSP00000216780
104	ENSP00000217246
105	ENSP00000217909
106	ENSP00000218006
107	ENSP00000218089
108	ENSP00000218104
109	ENSP00000218316
110	ENSP00000218548
111	ENSP00000218721
112	ENSP00000219022
113	ENSP00000219066
114	ENSP00000219139
115	ENSP00000219204
116	ENSP00000219207
117	ENSP00000219240
118	ENSP00000219252
119	ENSP00000219299
120	ENSP00000219301
121	ENSP00000219302
122	ENSP00000219315
123	ENSP00000219345
124	ENSP00000219368
125	ENSP00000219439
126	ENSP00000219454
127	ENSP00000219476
128	ENSP00000219596
129	ENSP00000219599
130	ENSP00000219660
131	ENSP00000219833
132	ENSP00000219837
133	ENSP00000219905
134	ENSP00000219919
135	ENSP00000220058
136	ENSP00000220429
137	ENSP00000220478
138	ENSP00000220509
139	ENSP00000220531
140	ENSP00000220562
141	ENSP00000221086
142	ENSP00000221114
143	ENSP00000221200
144	ENSP00000221403
145	ENSP00000221418
146	ENSP00000221455
147	ENSP00000221462
148	ENSP00000221466
149	ENSP00000221476
150	ENSP00000221485
151	ENSP00000221498
152	ENSP00000221538
153	ENSP00000221573
154	ENSP00000221665
155	ENSP00000221856
156	ENSP00000221973
157	ENSP00000221978
158	ENSP00000222002
159	ENSP00000222008
160	ENSP00000222115
161	ENSP00000222145
162	ENSP00000222284
163	ENSP00000222286
164	ENSP00000222329
165	ENSP00000222345
166	ENSP00000222399
167	ENSP00000222553
168	ENSP00000222573
169	ENSP00000222674
170	ENSP00000222803
171	ENSP00000222823
172	ENSP00000223273
173	ENSP00000223324
174	ENSP00000223357
175	ENSP00000224140
176	ENSP00000225296
177	ENSP00000225573
178	ENSP00000225576
179	ENSP00000225609
180	ENSP00000225665
181	ENSP00000225724
182	ENSP00000225728
183	ENSP00000225729
184	ENSP00000225823
185	ENSP00000225927
186	ENSP00000226207
187	ENSP00000226218
188	ENSP00000227471
189	ENSP00000227474
190	ENSP00000227756
191	ENSP00000228347
192	ENSP00000228476
193	ENSP00000229002
194	ENSP00000229030
195	ENSP00000229447
196	ENSP00000229554
197	ENSP00000230256
198	ENSP00000230301
199	ENSP00000230640
200	ENSP00000230658
201	ENSP00000230671
202	ENSP00000230792
203	ENSP00000231368
204	ENSP00000231461
205	ENSP00000231512
206	ENSP00000231524
207	ENSP00000231721
208	ENSP00000232501
209	ENSP00000232974
210	ENSP00000233078
211	ENSP00000233596
212	ENSP00000233710
213	ENSP00000233809
214	ENSP00000233813
215	ENSP00000234371
216	ENSP00000234488
217	ENSP00000234701
218	ENSP00000234961
219	ENSP00000235310
220	ENSP00000235329
