"uniprot_gn_id","external_gene_name","description","gene_biotype","druggability","struct_score","Fpocket_method","CP_score","PocketMiner_method","highest_score","source"
"A0A024RBG1","NUDT4B","nudix hydrolase 4B ","protein_coding",0.973,85.1845929018789,"AF",0.933519047619048,"AF",0.973,"AF"
"A0A075B6I1","IGLV4-60","immunoglobulin lambda variable 4-60 ","IG_V_gene",0.452,89.4188170865279,"AF",0.947421052631579,"AF",0.947421052631579,"AF"
"A0A075B6N2","TRBV20-1","T cell receptor beta variable 20-1 ","TR_V_gene",0.391,93.1894131455399,"AF",0.986266666666667,"AF",0.986266666666667,"AF"
"A0A075B6T7","TRAV6","T cell receptor alpha variable 6 ","TR_V_gene",0.122,82.6769124423963,"AF",0.918514285714286,"AF",0.918514285714286,"AF"
"A0A087WVF3","TBC1D3D","TBC1 domain family member 3D ","protein_coding",0.99,60.0601599268906,"AF",0.271804761904762,"AF",0.99,"AF"
"A0A087X1G2","TBC1D3K","TBC1 domain family member 3K ","protein_coding",0.909,60.2564191042048,"AF",0.657309090909091,"AF",0.909,"AF"
"A0A0A0MS02","TRGV1","T cell receptor gamma variable 1 (non-functional) ","TR_V_gene",0.589,85.6232513368984,"AF",0.9219,"AF",0.9219,"AF"
"A0A0A6YYK4","TRBV7-1","T cell receptor beta variable 7-1 (non-functional) ","TR_V_gene",0.951,81.6173167981962,"AF",0.696309523809524,"AF",0.951,"AF"
"A0A0B4J1W7","NPIPA9","nuclear pore complex interacting protein family, member A9 ","protein_coding",0.991,50.9968292682927,"AF",0.824023076923077,"AF",0.991,"AF"
"A0A0B4J240","TRAV10","T cell receptor alpha variable 10 ","TR_V_gene",0.78,91.2447065337763,"AF",0.927425,"AF",0.927425,"AF"
"A0A0B4J275","TRAV17","T cell receptor alpha variable 17 ","TR_V_gene",0.026,89.2141552511415,"AF",0.914441666666667,"AF",0.914441666666667,"AF"
"A0A0B4J280","TRAV40","T cell receptor alpha variable 40 ","TR_V_gene",0.268,85.9159012345679,"AF",0.981015789473684,"AF",0.981015789473684,"AF"
"A0A0C4DH29","IGHV1-3","immunoglobulin heavy variable 1-3 ","IG_V_gene",0.792,91.3548633879781,"AF",0.946009523809524,"AF",0.946009523809524,"AF"
"A0A0G2JMD5","PRAMEF33","PRAME family member 33 ","protein_coding",0.948,77.0541281322656,"AF",0.375463636363636,"AF",0.948,"AF"
"A0A0J9YWL9","TEX13C","TEX13 family member C ","protein_coding",0.986,50.6594932256384,"AF",0.63642380952381,"AF",0.986,"AF"
"A0A0J9YX35","IGHV3-64D","immunoglobulin heavy variable 3-64D ","IG_V_gene",0.917,90.9869256381798,"AF",0.524214285714286,"AF",0.917,"AF"
"A0A0K0K1E9","TRBV7-7","T cell receptor beta variable 7-7 ","TR_V_gene",0.024,90.3346273637375,"AF",0.91057619047619,"AF",0.91057619047619,"AF"
"A0A0K2S4Q6","CD300H","CD300H molecule (gene/pseudogene) ","protein_coding",0.984,73.4753272251309,"AF",0.380919047619048,"AF",0.984,"AF"
"A0A0X1KG70","OR4M2B","olfactory receptor family 4 subfamily M member 2B ","protein_coding",0.97,88.6270498392283,"AF",0.581685714285714,"AF",0.97,"AF"
"A0A183","LCE6A","late cornified envelope 6A ","protein_coding",0.106,62.7767145135566,"AF",0.915252380952381,"AF",0.915252380952381,"AF"
"A0A1B0GTH9","ZNF475","zinc finger protein 475 ","protein_coding",0.445,87.1094682080925,"AF",0.919319047619048,"AF",0.919319047619048,"AF"
"A0A1B0GTL2","C20orf204","chromosome 20 open reading frame 204 ","protein_coding",0.707,71.7778789938817,"AF",0.968742857142857,"AF",0.968742857142857,"AF"
"A0A1B0GUI7","BRD3OS","BRD3 opposite strand ","protein_coding",0.562,65.7294444444444,"AF",0.958557142857143,"AF",0.958557142857143,"AF"
"A0A1B0GUT2","C10orf143","chromosome 10 open reading frame 143 ","protein_coding",0.661,59.3433658536585,"AF",0.95652380952381,"AF",0.95652380952381,"AF"
"A0A1B0GVT2","SMIM36","small integral membrane protein 36 ","protein_coding",0.209,64.7608286516854,"AF",0.916,"AF",0.916,"AF"
"A0A1B0GWB2","PRRT1B","proline rich transmembrane protein 1B ","protein_coding",0.995,57.8399894235854,"AF",0.267628571428571,"AF",0.995,"AF"
"A0A1W2PP81","TAF11L5","TATA-box binding protein associated factor 11 like 5 ","protein_coding",0.428,71.916200265252,"AF",0.939733333333333,"AF",0.939733333333333,"AF"
"A0A1W2PPE2","TAF11L4","TATA-box binding protein associated factor 11 like 4 ","protein_coding",0.917,72.5677335984095,"AF",0.766495238095238,"AF",0.917,"AF"
"A0A1W2PPL8","TAF11L14","TATA-box binding protein associated factor 11 like 14 ","protein_coding",0.94,70.7494532279315,"AF",0.832880952380952,"AF",0.94,"AF"
"A0A1W2PPW3","TAF11L12","TATA-box binding protein associated factor 11 like 12 ","protein_coding",0.447,72.7050328947368,"AF",0.91052380952381,"AF",0.91052380952381,"AF"
"A0A1W2PR95","IGBP1C","IGBP1 family member C ","protein_coding",0.475,80.9744008714597,"AF",0.974085714285714,"AF",0.974085714285714,"AF"
"A0A1W2PRP0","FOXL3","forkhead box L3 ","protein_coding",0.941,69.3819956379498,"AF",0.66847619047619,"AF",0.941,"AF"
"A0A286YF58","TMEM271","transmembrane protein 271 ","protein_coding",0.872,61.7393841107872,"AF",0.963785714285714,"AF",0.963785714285714,"AF"
"A0A2R8Y2Y2","C8orf90","chromosome 8 open reading frame 90 ","protein_coding",0.966,57.6131685236769,"AF",0.849028571428571,"AF",0.966,"AF"
"A0A2R8Y7D0","TINCR","TINCR ubiquitin domain containing ","protein_coding",0.379,77.317117948718,"AF",0.94647619047619,"AF",0.94647619047619,"AF"
"A0A2R8YFL7","OOSP4A","oocyte secreted protein family member 4A ","protein_coding",0.858,70.7605826558266,"AF",0.914452380952381,"AF",0.914452380952381,"AF"
"A0A494C071","PWWP4","PWWP domain containing 4 ","protein_coding",0.994,50.8363851483854,"AF",0.625152380952381,"AF",0.994,"AF"
"A0A494C0N9","FAM246B","family with sequence similarity 246 member B ","protein_coding",0.933,65.4716598480421,"AF",0.88312380952381,"AF",0.933,"AF"
"A0A494C0Y3","FAM246A","family with sequence similarity 246 member A ","protein_coding",0.948,65.4538804220399,"AF",0.0765014285714286,"AF",0.948,"AF"
"A0A578","TRBV5-1","T cell receptor beta variable 5-1 ","TR_V_gene",0.913,82.4887417218543,"SM",0.84281875,"SM",0.913,"SM"
"A0A590UK83","SMIM45","small integral membrane protein 45 ","protein_coding",0.919,53.9803055229142,"AF",0.387233333333333,"AF",0.919,"AF"
"A0A5A2","","T cell receptor beta variable 5-8","TR_V_gene",0.389,92.0488752783964,"AF",0.922327272727273,"SM",0.922327272727273,"SM"
"A0A5B6","TRBV28","T cell receptor beta variable 28 ","TR_V_gene",0.2,90.406568946797,"AF",0.918866666666667,"SM",0.918866666666667,"SM"
"A0AVI2","FER1L5","fer-1 like family member 5 ","protein_coding",0.966,75.1894844010479,"AF",0.506009090909091,"AF",0.966,"AF"
"A0FGR8","ESYT2","extended synaptotagmin 2 ","protein_coding",0.998,83.9481481481481,"SM",0.954528571428571,"SM",0.998,"SM"
"A0FGR9","ESYT3","extended synaptotagmin 3 ","protein_coding",0.918,72.1320215786485,"AF",0.858885714285714,"AF",0.918,"AF"
"A0JNW5","BLTP3B","bridge-like lipid transfer protein family member 3B ","protein_coding",0.996,67.7696321041215,"AF",0.803085714285714,"AF",0.996,"AF"
"A0PK00","TMEM120B","transmembrane protein 120B ","protein_coding",0.942,72.5447625951432,"SM",0.0297880952380952,"SM",0.942,"SM"
"A0PK11","CLRN2","clarin 2 ","protein_coding",0.898,91.3791708402894,"AF",0.957780952380952,"AF",0.957780952380952,"AF"
"A1A4Y4","IRGM","immunity related GTPase M ","protein_coding",0.929,84.3802700781805,"AF",0.595595238095238,"AF",0.929,"AF"
"A1L157","TSPAN11","tetraspanin 11 ","protein_coding",0.938,87.442516356316,"AF",0.133414285714286,"AF",0.938,"AF"
"A1L3X0","ELOVL7","ELOVL fatty acid elongase 7 ","protein_coding",0.939,89.2159991532599,"AF",0.597261904761905,"SM",0.939,"AF"
"A1L429","GAGE12C","G antigen 12C ","protein_coding",0.384,63.2830011074197,"AF",0.91341875,"AF",0.91341875,"AF"
"A1L429","GAGE12D","G antigen 12D ","protein_coding",0.384,63.2830011074197,"AF",0.91341875,"AF",0.91341875,"AF"
"A1L429","GAGE12E","G antigen 12E ","protein_coding",0.384,63.2830011074197,"AF",0.91341875,"AF",0.91341875,"AF"
"A1X283","SH3PXD2B","SH3 and PX domains 2B ","protein_coding",0.914,57.493946081855,"AF",0.7097,"AF",0.914,"AF"
"A1Z1Q3","MACROD2","mono-ADP ribosylhydrolase 2 ","protein_coding",0.946,86.2847790507365,"SM",0.725863636363636,"SM",0.946,"SM"
"A2A288","ZC3H12D","zinc finger CCCH-type containing 12D ","protein_coding",0.516,80.5316780821918,"SM",0.944119047619048,"AF",0.944119047619048,"AF"
"A2A368","MAGEB16","MAGE family member B16 ","protein_coding",0.988,74.5859110586383,"AF",0.123309047619048,"AF",0.988,"AF"
"A2IDD5","CCDC78","coiled-coil domain containing 78 ","protein_coding",0.941,66.539926943308,"AF",0.846442857142857,"AF",0.941,"AF"
"A2RU14","TMEM218","transmembrane protein 218 ","protein_coding",0.955,87.3443453724605,"AF",0.872,"AF",0.955,"AF"
"A2RUB6","CCDC66","coiled-coil domain containing 66 ","protein_coding",0.844,57.9488157036651,"AF",0.966366666666667,"AF",0.966366666666667,"AF"
"A2RUC4","TYW5","tRNA-yW synthesizing protein 5 ","protein_coding",0.848,88.1691640378549,"SM",0.968571428571429,"SM",0.968571428571429,"SM"
"A3KFT3","OR2M5","olfactory receptor family 2 subfamily M member 5 ","protein_coding",0.999,85.1275864875865,"AF",0.452318181818182,"AF",0.999,"AF"
"A4D0S4","LAMB4","laminin subunit beta 4 ","protein_coding",0.914,73.3317756039721,"AF",0.0953014285714286,"AF",0.914,"AF"
"A4D1E9","GTPBP10","GTP binding protein 10 ","protein_coding",0.98,74.6653860929697,"SM",0.458992857142857,"AF",0.98,"SM"
"A4D256","CDC14C","cell division cycle 14C ","protein_coding",0.925,86.0257669048928,"AF",0.300842857142857,"SM",0.925,"AF"
"A4D2G3","OR2A25","olfactory receptor family 2 subfamily A member 25 ","protein_coding",0.843,84.5982151690025,"AF",0.915414285714286,"AF",0.915414285714286,"AF"
"A4D2P6","GRID2IP","Grid2 interacting protein ","protein_coding",0.97,67.5091517041178,"AF",0.610652380952381,"AF",0.97,"AF"
"A4GXA9","EME2","essential meiotic structure-specific endonuclease subunit 2 ","protein_coding",0.937,80.9574421815671,"AF",0.276557142857143,"SM",0.937,"AF"
"A4IF30","SLC35F4","solute carrier family 35 member F4 ","protein_coding",0.974,67.067512902433,"AF",0.42171,"AF",0.974,"AF"
"A5D8V7","ODAD3","outer dynein arm docking complex subunit 3 ","protein_coding",0.776,78.4071084585306,"AF",0.927004761904762,"AF",0.927004761904762,"AF"
"A5PLK6","RGSL1","regulator of G protein signaling like 1 ","protein_coding",0.93,66.9605129076087,"AF",0.664090476190476,"AF",0.93,"AF"
"A5PLL7","PEDS1","plasmanylethanolamine desaturase 1 ","protein_coding",0.996,91.0462658802178,"AF",0.389428571428571,"AF",0.996,"AF"
"A6NC42","DPPA5","developmental pluripotency associated 5 ","protein_coding",0.709,88.2210337552743,"AF",0.978395238095238,"AF",0.978395238095238,"AF"
"A6NC86","PINLYP","phospholipase A2 inhibitor and LY6/PLAUR domain containing ","protein_coding",0.932,90.4626305353602,"AF",0.922009523809524,"AF",0.932,"AF"
"A6NCK2","TRIM43B","tripartite motif containing 43B ","protein_coding",0.545,88.5855891156463,"AF",0.932780952380952,"AF",0.932780952380952,"AF"
"A6NCS6","C2orf72"," chromosome 2 open reading frame 72  ","protein_coding",0.454,65.2041549953315,"AF",0.96567619047619,"AF",0.96567619047619,"AF"
"A6NCV1","OR6C74","olfactory receptor family 6 subfamily C member 74 ","protein_coding",0.787,88.0963055780113,"AF",0.908985714285714,"AF",0.908985714285714,"AF"
"A6ND01","IZUMO1R","IZUMO1 receptor, JUNO ","protein_coding",0.917,82.2786683107275,"SM",0.475663636363636,"SM",0.917,"SM"
"A6ND48","OR14I1","olfactory receptor family 14 subfamily I member 1 ","protein_coding",0.782,81.4072242424242,"AF",0.917714285714286,"AF",0.917714285714286,"AF"
"A6NDB9","PALM3","paralemmin 3 ","protein_coding",0.931,51.4521057864387,"AF",0.263704761904762,"AF",0.931,"AF"
"A6NDE8","GAGE12H","G antigen 12H ","protein_coding",0.114,63.5338981173865,"AF",0.96842,"AF",0.96842,"AF"
"A6NDK9","GOLGA6C","golgin A6 family member C ","protein_coding",0.696,74.5770287141074,"AF",0.942228571428571,"AF",0.942228571428571,"AF"
"A6NDL8","OR6C68","olfactory receptor family 6 subfamily C member 68 ","protein_coding",0.938,85.9023443815683,"AF",0.381571428571429,"AF",0.938,"AF"
"A6NDP7","MYADML2","myeloid associated differentiation marker like 2 ","protein_coding",1,86.323099137931,"AF",0.686954545454545,"AF",1,"AF"
"A6NDS4","TBC1D3B","TBC1 domain family member 3B ","protein_coding",0.915,60.776362599772,"AF",0.6369,"AF",0.915,"AF"
"A6NDZ8","MBD3L4","methyl-CpG binding domain protein 3 like 4 ","protein_coding",0.262,66.9360754017305,"AF",0.972828571428571,"AF",0.972828571428571,"AF"
"A6NE02","BTBD17","BTB domain containing 17 ","protein_coding",0.958,85.9152179763186,"AF",0.448509090909091,"AF",0.958,"AF"
"A6NE52","WDR97","WD repeat domain 97 ","protein_coding",0.809,62.7797109325772,"AF",0.968057142857143,"AF",0.968057142857143,"AF"
"A6NEH6","TMEM247","transmembrane protein 247 ","protein_coding",0.511,67.6366098807496,"AF",0.944923809523809,"AF",0.944923809523809,"AF"
"A6NF89","OR6C6","olfactory receptor family 6 subfamily C member 6 ","protein_coding",0.993,89.824598019802,"AF",0.4497,"AF",0.993,"AF"
"A6NFE2","SMCO2","single-pass membrane protein with coiled-coil domains 2 ","protein_coding",0.997,59.1900217312568,"AF",0.907983333333333,"AF",0.997,"AF"
"A6NFN9","ANKUB1","ankyrin repeat and ubiquitin domain containing 1 ","protein_coding",0.617,74.855561134823,"AF",0.939595238095238,"AF",0.939595238095238,"AF"
"A6NFX1","MFSD2B","MFSD2 lysolipid transporter B, sphingolipid ","protein_coding",0.908,79.2077443211833,"AF",0.498404761904762,"AF",0.908,"AF"
"A6NFY4","NEMP2","nuclear envelope integral membrane protein 2 ","protein_coding",0.941,80.2365231306372,"AF",0.719619047619048,"AF",0.941,"AF"
"A6NGB0","TMEM191C","transmembrane protein 191C ","protein_coding",0.639,76.3029228540384,"AF",0.93147619047619,"AF",0.93147619047619,"AF"
"A6NGJ6","TRIM64","tripartite motif containing 64 ","protein_coding",0.925,86.4496871539313,"AF",0.974938095238095,"AF",0.974938095238095,"AF"
"A6NGZ8","SMIM9","small integral membrane protein 9 ","protein_coding",0.983,68.2695105820106,"AF",0.463519047619048,"AF",0.983,"AF"
"A6NH11","GLTPD2","glycolipid transfer protein domain containing 2 ","protein_coding",0.984,83.078802690583,"AF",0.181038095238095,"AF",0.984,"AF"
"A6NH21","SERINC4","serine incorporator 4 ","protein_coding",0.99,71.6463263263263,"AF",0.499765,"AF",0.99,"AF"
"A6NHA9","OR4C46","olfactory receptor family 4 subfamily C member 46 ","protein_coding",0.962,89.0120148944973,"AF",0.613304761904762,"AF",0.962,"AF"
"A6NHC0","CAPN8","calpain 8 ","protein_coding",0.613,89.4861355081556,"AF",0.937280952380952,"SM",0.937280952380952,"SM"
"A6NHS7","MANSC4","MANSC domain containing 4 ","protein_coding",0.99,62.5516666666667,"AF",0.1368,"AF",0.99,"AF"
"A6NI86","GOLGA6L10","golgin A6 family like 10 ","protein_coding",0.633,75.9407146204311,"AF",0.914891666666667,"AF",0.914891666666667,"AF"
"A6NIJ9","OR6C70","olfactory receptor family 6 subfamily C member 70 ","protein_coding",0.968,89.5624769539078,"AF",0.827747619047619,"AF",0.968,"AF"
"A6NIM6","SLC15A5","solute carrier family 15 member 5 ","protein_coding",0.593,75.4704395126197,"AF",0.938990476190476,"AF",0.938990476190476,"AF"
"A6NJ64","NPIPB2","nuclear pore complex interacting protein family member B2 ","protein_coding",0.65,55.206183635228,"AF",0.9218,"AF",0.9218,"AF"
"A6NJJ6","C19orf67","chromosome 19 open reading frame 67 ","protein_coding",0.944,73.3739180035651,"AF",0.906438095238095,"AF",0.944,"AF"
"A6NJL1","ZSCAN5B","zinc finger and SCAN domain containing 5B ","protein_coding",0.448,60.3238681655595,"AF",0.9685,"AF",0.9685,"AF"
"A6NJV1","CIMIP2C","ciliary microtubule inner protein 2C ","protein_coding",0.958,81.2547041062802,"AF",0.523866666666667,"AF",0.958,"AF"
"A6NJZ3","OR6C65","olfactory receptor family 6 subfamily C member 65 ","protein_coding",0.951,89.2185407377381,"AF",0.115833333333333,"AF",0.951,"AF"
"A6NK75","ZNF98","zinc finger protein 98 ","protein_coding",0.991,73.7368773072747,"AF",0.48697619047619,"AF",0.991,"AF"
"A6NKB5","PCNX2","pecanex 2 ","protein_coding",0.993,57.649168214778,"AF",0.352490476190476,"AF",0.993,"AF"
"A6NKG5","RTL1","retrotransposon Gag like 1 ","protein_coding",0.922,59.1817070938215,"AF",0.565976190476191,"AF",0.922,"AF"
"A6NL08","OR6C75","olfactory receptor family 6 subfamily C member 75 ","protein_coding",0.979,89.940435483871,"AF",0.765372727272727,"AF",0.979,"AF"
"A6NL26","OR5B21","olfactory receptor family 5 subfamily B member 21 ","protein_coding",0.992,87.6695802161263,"AF",0.165441666666667,"AF",0.992,"AF"
"A6NL82","CFAP144","cilia and flagella associated protein 144 ","protein_coding",0.82,67.9970178926441,"SM",0.973981818181818,"SM",0.973981818181818,"SM"
"A6NM10","AQP12B","aquaporin 12B ","protein_coding",0.975,77.0233273219116,"AF",0.305695238095238,"AF",0.975,"AF"
"A6NM45","CLDN24","claudin 24 ","protein_coding",0.567,85.3435993011066,"AF",0.975454545454545,"AF",0.975454545454545,"AF"
"A6NM76","OR6C76","olfactory receptor family 6 subfamily C member 76 ","protein_coding",0.958,89.8560753341434,"AF",0.616733333333333,"AF",0.958,"AF"
"A6NML5","TMEM212","transmembrane protein 212 ","protein_coding",0.997,73.2038349834984,"AF",0.534933333333333,"AF",0.997,"AF"
"A6NMS3","OR5K4","olfactory receptor family 5 subfamily K member 4 ","protein_coding",0.983,87.4146225680934,"AF",0.73357619047619,"AF",0.983,"AF"
"A6NMZ5","OR4C45","olfactory receptor family 4 subfamily C member 45 (gene/pseudogene) ","protein_coding",0.944,82.187056694813,"AF",0.563815384615385,"AF",0.944,"AF"
"A6NNY8","USP27X","ubiquitin specific peptidase 27 X-linked ","protein_coding",0.124,79.2382983615982,"AF",0.936161904761905,"AF",0.936161904761905,"AF"
"A6NP11","ZNF716","zinc finger protein 716 ","protein_coding",0.946,70.0219533600802,"AF",0.580023809523809,"AF",0.946,"AF"
"A6PVS8","LRRIQ3","leucine rich repeats and IQ motif containing 3 ","protein_coding",0.975,70.0841539942252,"AF",0.627152380952381,"AF",0.975,"AF"
"A7E2F4","GOLGA8A","golgin A8 family member A ","protein_coding",0.909,68.1134344462541,"AF",0.882871428571429,"AF",0.909,"AF"
"A7E2Y1","MYH7B","myosin heavy chain 7B ","protein_coding",0.937,73.1336392884179,"AF",0.164766666666667,"AF",0.937,"AF"
"A7MBM2","DISP2","dispatched RND transporter family member 2 ","protein_coding",0.806,68.3160631834751,"AF",0.945580952380952,"AF",0.945580952380952,"AF"
"A8K0Z3","WASHC1","WASH complex subunit 1 ","protein_coding",0.482,66.362437235543,"AF",0.920838095238095,"AF",0.920838095238095,"AF"
"A8K4G0","CD300LB","CD300 molecule like family member b ","protein_coding",0.962,80.2862962962963,"AF",0.392927272727273,"AF",0.962,"AF"
"A8K5M9","C15orf62","chromosome 15 open reading frame 62 ","protein_coding",0.117,62.0843948126801,"AF",0.938833333333333,"AF",0.938833333333333,"AF"
"A8K830","POU2AF3","POU class 2 homeobox associating factor 3 ","protein_coding",0.426,53.8363060016906,"AF",0.959533333333333,"AF",0.959533333333333,"AF"
"A8K855","EFCAB7","EF-hand calcium binding domain 7 ","protein_coding",0.957,81.2967782841292,"AF",0.128938571428571,"AF",0.957,"AF"
"A8K8P3","SFI1","SFI1 centrin binding protein ","protein_coding",0.3,67.6819493719436,"AF",0.955071428571429,"AF",0.955071428571429,"AF"
"A8K8V0","ZNF785","zinc finger protein 785 ","protein_coding",0.989,63.2485019993848,"AF",0.685714285714286,"AF",0.989,"AF"
"A8MQT2","GOLGA8B","golgin A8 family member B ","protein_coding",0.922,70.4823181336161,"AF",0.694547619047619,"AF",0.922,"AF"
"A8MTL3","RNF212B","ring finger protein 212B ","protein_coding",0.739,67.4178238780694,"AF",0.935685714285714,"AF",0.935685714285714,"AF"
"A8MUM7","LGALS16","galectin 16 ","protein_coding",0.118,94.5036900684932,"AF",0.966172727272727,"SM",0.966172727272727,"SM"
"A8MUP2","CSKMT","citrate synthase lysine methyltransferase ","protein_coding",0.961,88.1067197802198,"AF",0.285442857142857,"AF",0.961,"AF"
"A8MXD5","GRXCR1","glutaredoxin and cysteine rich domain containing 1 ","protein_coding",0.915,74.9379476950355,"AF",0.543218181818182,"AF",0.915,"AF"
"A8MXE2","B3GALT9","beta-1,3-galactosyltransferase 9 ","protein_coding",0.919,88.0978065802592,"AF",0.733609523809524,"AF",0.919,"AF"
"A8MXT2","MAGEB17","MAGE family member B17 ","protein_coding",0.185,75.3224867524603,"AF",0.965990476190476,"AF",0.965990476190476,"AF"
"A8MXV6","CDRT15L2","CMT1A duplicated region transcript 15 like 2 ","protein_coding",0.941,54.0352574397733,"AF",0.319133333333333,"AF",0.941,"AF"
"A8MYP8","CIMAP1B","ciliary microtubule associated protein 1B ","protein_coding",0.554,58.8141993957704,"SM",0.929185714285714,"AF",0.929185714285714,"AF"
"A8MYU2","KCNU1","potassium calcium-activated channel subfamily U member 1 ","protein_coding",0.996,74.5034605263158,"AF",0.676157142857143,"AF",0.996,"AF"
"A8MYZ6","FOXO6","forkhead box O6 ","protein_coding",0.03,58.1871031968592,"AF",0.933747619047619,"AF",0.933747619047619,"AF"
"A8MZA4","GOLGA6L6","golgin A6 family like 6 ","protein_coding",0.825,72.2544834093411,"AF",0.960766666666667,"AF",0.960766666666667,"AF"
"B1AKI9","ISM1","isthmin 1 ","protein_coding",0.924,64.2533151283452,"AF",0.758704761904762,"AF",0.924,"AF"
"B1AL88","NALF1","NALCN channel auxiliary factor 1 ","protein_coding",0.984,63.7961395735253,"AF",0.788928571428571,"AF",0.984,"AF"
"B2RU33","POTEC","POTE ankyrin domain family member C ","protein_coding",0.438,66.6299789078978,"AF",0.981461904761905,"AF",0.981461904761905,"AF"
"B2RV13","CFAP97D1","CFAP97 domain containing 1 ","protein_coding",0.825,63.5761531766754,"SM",0.958533333333333,"AF",0.958533333333333,"AF"
"B2RXF0","TMEM229A","transmembrane protein 229A ","protein_coding",0.998,81.5380860286762,"AF",0.706390476190476,"AF",0.998,"AF"
"B3EWG5","FAM25C","family with sequence similarity 25 member C ","protein_coding",0.957,62.3503987730061,"AF",0.222985714285714,"AF",0.957,"AF"
"B3EWG6","FAM25G","family with sequence similarity 25 member G ","protein_coding",0.912,59.4966257668712,"AF",0.709104761904762,"AF",0.912,"AF"
"B4DJY2","TMEM233","transmembrane protein 233 ","protein_coding",0.964,59.5764504716981,"AF",0.0743533333333333,"AF",0.964,"AF"
"B4DS77","SHISA9","shisa family member 9 ","protein_coding",0.987,56.9548785670917,"AF",0.784827272727273,"AF",0.987,"AF"
"B5MCN3","SEC14L6","SEC14 like lipid binding 6 ","protein_coding",0.987,85.0392529281418,"SM",0.9847,"AF",0.987,"SM"
