"","gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000056736","ENSG00000056736",-5.46727444665328,2.7534211880239,1060.89931760807,1.04072221772378e-232,1.37354518295185e-228
"ENSG00000143324","ENSG00000143324",-3.77069816113362,5.07429957433004,958.219727229028,2.16763153390205e-210,1.43042004922196e-206
"ENSG00000173166","ENSG00000173166",-7.22153786014924,2.4963443759088,925.626665822045,2.63619522522552e-203,1.15975015275088e-199
"ENSG00000066777","ENSG00000066777",-3.05391024703476,5.94966606632912,922.477924217829,1.27484230178307e-202,4.20634217473323e-199
"ENSG00000187210","ENSG00000187210",-6.90547550603615,2.42477911544327,893.713174076165,2.28300276134814e-196,6.02621408885455e-193
"ENSG00000171747","ENSG00000171747",-7.34344489845925,2.84390846290966,874.326964335129,3.74041529389257e-192,8.22766684146568e-189
"ENSG00000106258","ENSG00000106258",-7.97116393997458,3.37867159009581,830.42130465893,1.3124243224406e-182,2.4744823153673e-179
"ENSG00000138756","ENSG00000138756",-5.10221801066621,2.77635816571389,824.182986761746,2.98085790262071e-181,4.91767032484852e-178
"ENSG00000198589","ENSG00000198589",-3.86401121776874,5.71551302926651,764.224158154546,3.24037918774647e-168,4.75183605776422e-165
"ENSG00000198087","ENSG00000198087",-3.89078517919943,4.73977535491722,746.248697024118,2.62465734159052e-164,3.46402275943117e-161
"ENSG00000196074","ENSG00000196074",-6.28533401104613,2.37684533909745,721.495460074773,6.33103742562869e-159,7.59609381304068e-156
"ENSG00000138759","ENSG00000138759",-7.06574524726997,3.19486005883259,691.322198279528,2.30550406643965e-152,2.53567022240587e-149
"ENSG00000132849","ENSG00000132849",-4.01260653227629,5.48794761508878,683.821972664815,9.85782436205398e-151,1.00079666100299e-147
"ENSG00000184992","ENSG00000184992",-5.57766860806844,2.68586496435106,679.263292737471,9.66349143368664e-150,9.10991142441402e-147
"ENSG00000123473","ENSG00000123473",-5.66918263728151,1.76415600215738,670.041361351347,9.78612039543454e-148,8.61048113192967e-145
"ENSG00000119888","ENSG00000119888",-9.29969634082459,3.92071899124541,646.72729520191,1.15043666573751e-142,9.4896644465023e-140
"ENSG00000143179","ENSG00000143179",-4.99691557816996,2.87910664655243,639.721621215454,3.84134465799813e-141,2.98223922330937e-138
"ENSG00000175305","ENSG00000175305",-5.10493734717439,0.917949663272154,635.971929484381,2.51183471527207e-140,1.84173303178671e-137
"ENSG00000166224","ENSG00000166224",-3.47610919060664,5.72476110926451,631.587563871169,2.25705134960404e-139,1.56781914274074e-136
"ENSG00000167306","ENSG00000167306",-6.06435607940736,2.68188333550531,621.397138052122,3.71437086031709e-137,2.45111333072325e-134
"ENSG00000162174","ENSG00000162174",-6.51452864851192,2.18640847309307,565.655244756409,4.94793533716302e-125,3.10965955142274e-122
"ENSG00000134755","ENSG00000134755",-6.63434008418355,2.39048333639975,559.536006313676,1.06060416133835e-123,6.3626607824289e-121
"ENSG00000197961","ENSG00000197961",-3.65106321475798,4.92272934933058,548.705280922159,2.40793482768345e-121,1.38173581981592e-118
"ENSG00000117724","ENSG00000117724",-6.79831422128943,3.14202247499941,545.265476821608,1.34880547249593e-120,7.41730609416723e-118
"ENSG00000141198","ENSG00000141198",-4.55983858830798,2.91338965421179,541.530153424259,8.76096053176947e-120,4.62508628393174e-117
"ENSG00000164715","ENSG00000164715",-3.06869196075274,5.23050805698295,540.49073526791,1.47459981630886e-119,7.48529552909398e-117
"ENSG00000105357","ENSG00000105357",-7.61926971507731,2.50080491024166,533.10880876487,5.95133396961534e-118,2.90910021225864e-115
"ENSG00000102931","ENSG00000102931",-4.59383497162919,1.12898170657373,531.32227403611,1.45640316310512e-117,6.86486033809335e-115
"ENSG00000112249","ENSG00000112249",-3.27980615900258,5.13970271869248,507.244267167383,2.52223982705708e-112,1.14788004267239e-109
"ENSG00000006453","ENSG00000006453",-5.50992851605033,2.4556737725957,500.259943873163,8.34472029846495e-111,3.67112061663801e-108
"ENSG00000156675","ENSG00000156675",-4.48554338097977,3.77891744940103,496.92434945987,4.43786272820044e-110,1.88938426731579e-107
"ENSG00000123836","ENSG00000123836",-4.16267457671639,4.62760808114356,491.565073526745,6.50535563269673e-109,2.68305261376036e-106
"ENSG00000278053","ENSG00000278053",-3.07400864130259,4.64250858587596,490.945163448995,8.87474162539819e-109,3.54935878703046e-106
"ENSG00000144426","ENSG00000144426",-4.40331153231156,4.31884488821592,487.663711253018,4.59371861702766e-108,1.78317347963327e-105
"ENSG00000105855","ENSG00000105855",-4.61691807231732,5.16082309732444,481.208741186469,1.16607093674996e-106,4.3970869209217e-104
"ENSG00000183723","ENSG00000183723",-3.60163280490281,3.99103869513226,479.781373296955,2.38405557407426e-106,8.74021262962003e-104
"ENSG00000137845","ENSG00000137845",-3.0249786886254,6.06805211150502,476.631057329868,1.15564221172888e-105,4.12220700281019e-103
"ENSG00000162775","ENSG00000162775",-3.77084314284685,3.30431806866164,475.907061686691,1.66098524913256e-105,5.7688640310662e-103
"ENSG00000171316","ENSG00000171316",-4.68147734069854,3.67722860300211,474.918581104713,2.7255943527084e-105,9.22369083770395e-103
"ENSG00000100207","ENSG00000100207",-3.08778499972571,5.45520267839618,474.051912013708,4.20776035747543e-105,1.38835052994902e-102
"ENSG00000134215","ENSG00000134215",-6.90717020073619,2.14476688146986,471.17044194407,1.78267699976662e-104,5.73848074217558e-102
"ENSG00000039068","ENSG00000039068",-6.92156689838587,4.14639543104247,459.487404683876,6.21499800065976e-102,1.95298913363589e-99
"ENSG00000134709","ENSG00000134709",-6.88478553217393,2.56827522997195,453.515568658546,1.23890242543847e-100,3.80256609556672e-98
"ENSG00000186314","ENSG00000186314",-4.3488907304095,2.12036244021438,453.060534763102,1.55619311792202e-100,4.66787199325792e-98
"ENSG00000124486","ENSG00000124486",-2.95718773899053,7.10323419132309,451.128876721995,4.09676872785467e-100,1.20153674822724e-97
"ENSG00000084674","ENSG00000084674",-6.88646860210874,2.15547482211741,451.049814417603,4.26233422592211e-100,1.22291928508087e-97
"ENSG00000114346","ENSG00000114346",-5.51575770904717,2.42433245551545,447.791840285291,2.18109626020442e-99,6.12470392386764e-97
"ENSG00000123191","ENSG00000123191",-3.53482423879932,3.98757028267142,444.878711590963,9.38995879382425e-99,2.58184742001859e-96
"ENSG00000076554","ENSG00000076554",-5.77571402507325,2.88365298705657,444.147219944511,1.35475520229575e-98,3.64899166528556e-96
"ENSG00000139618","ENSG00000139618",-5.34089133456715,1.4614537658551,442.536272609058,3.03710015412892e-98,8.01672956683869e-96
"ENSG00000177054","ENSG00000177054",-3.30094393665925,3.5338599900831,438.188731734095,2.68318010940555e-97,6.943649232144e-95
"ENSG00000075539","ENSG00000075539",-3.32867016314093,5.74222988568756,437.767977012058,3.31301360098011e-97,8.40868336648759e-95
"ENSG00000058085","ENSG00000058085",-5.86869170654621,2.99936144463548,436.121237960852,7.56175728211439e-97,1.88302023791218e-94
"ENSG00000130338","ENSG00000130338",-3.33088830468828,4.89607435492085,436.039616776558,7.87747452455676e-97,1.89434340245839e-94
"ENSG00000167232","ENSG00000167232",-3.48367535511979,4.90090773608918,436.0353608715,7.89429361533651e-97,1.89434340245839e-94
"ENSG00000110723","ENSG00000110723",-6.07812352550933,2.00702643945005,435.930646901091,8.31962100351133e-97,1.96075639293469e-94
"ENSG00000082269","ENSG00000082269",-2.83174061285255,4.84720726017509,433.88796420594,2.31569691061449e-96,5.36185400461229e-94
"ENSG00000144893","ENSG00000144893",-5.68709221443189,0.93353603502307,433.801678886607,2.41802800153867e-96,5.5022644076392e-94
"ENSG00000165209","ENSG00000165209",-3.5626273381253,3.55040589189547,432.706220237642,4.1868141989585e-96,9.36569047421259e-94
"ENSG00000112893","ENSG00000112893",-4.27757612907381,4.38110333659748,428.499829704605,3.44668258002525e-95,7.58155278186222e-93
"ENSG00000154639","ENSG00000154639",-7.03866006358762,2.43882726693493,427.807277368431,4.87682014304689e-95,1.05515200406447e-92
"ENSG00000113569","ENSG00000113569",-3.01713829252055,4.95469058145815,424.201054701959,2.97199259410761e-94,6.32650939629553e-92
"ENSG00000146426","ENSG00000146426",-4.06704445741814,1.17662299715498,418.383382455333,5.48685885812821e-93,1.14945338427899e-90
"ENSG00000183091","ENSG00000183091",-6.9512487884616,3.05277066567212,417.87347431939,7.08455364497776e-93,1.46096779697526e-90
"ENSG00000143674","ENSG00000143674",-5.12878307369282,2.03996868239173,409.360888758636,5.04945881533486e-91,1.0252731914583e-88
"ENSG00000155850","ENSG00000155850",-4.27110514602263,4.53345038449121,407.936367534485,1.03116695928352e-90,2.0620214437309e-88
"ENSG00000016391","ENSG00000016391",-4.416115977605,3.14112599795726,406.955153354572,1.68623205481519e-90,3.32162547155983e-88
"ENSG00000115760","ENSG00000115760",-2.92924092751947,7.08405084723846,403.78055565869,8.27874981717968e-90,1.6068079424579e-87
"ENSG00000149177","ENSG00000149177",-4.91073715478682,3.51215539040068,402.488267324729,1.58224700224696e-89,3.02644868632687e-87
"ENSG00000102554","ENSG00000102554",-5.03423569375251,3.62600182432876,399.332247923936,7.69655158519346e-89,1.45112982601976e-86
"ENSG00000135525","ENSG00000135525",-4.21367550959834,2.42930192724514,395.51563211281,5.21361284185763e-88,9.69144539251225e-86
"ENSG00000108984","ENSG00000108984",-5.35416483305911,1.64254777940363,390.287675152984,7.16555923683356e-87,1.31348681677402e-84
"ENSG00000065361","ENSG00000065361",-6.88704353505714,3.6581403105722,385.715116044307,7.09111860701363e-86,1.28203538870364e-83
"ENSG00000225470","ENSG00000225470",-3.89561850742937,1.67454332472866,384.745062999673,1.15319590279044e-85,2.05674047635517e-83
"ENSG00000012048","ENSG00000012048",-4.41674978871945,2.68344915745035,382.08652964093,4.37214126196417e-85,7.69380271672041e-83
"ENSG00000081026","ENSG00000081026",-3.26699011085708,4.77364004169313,380.84763091606,8.13615492562003e-85,1.41290753563596e-82
"ENSG00000187699","ENSG00000187699",-4.9910929018362,2.96858844258811,380.048306626353,1.21463036676285e-84,2.08190799747222e-82
"ENSG00000112297","ENSG00000112297",-4.34593883506366,3.47376841260206,379.672145157024,1.46669724147159e-84,2.48172694781309e-82
"ENSG00000184445","ENSG00000184445",-3.56589816979274,4.71354071480536,379.367609281391,1.70860997762808e-84,2.85446006135891e-82
"ENSG00000119314","ENSG00000119314",-3.17016543871516,5.87332850936882,376.130984714004,8.65601256723549e-84,1.42802567327967e-81
"ENSG00000106789","ENSG00000106789",-6.80007399435619,1.8562766734953,376.090898686656,8.83172363849329e-84,1.43902578494857e-81
"ENSG00000139323","ENSG00000139323",-3.02234642834042,4.13269874104577,375.700837017083,1.07391629788714e-83,1.72848137798956e-81
"ENSG00000172831","ENSG00000172831",-3.18360259060437,5.71068545006945,375.49677676188,1.18959439527123e-83,1.89159841310719e-81
"ENSG00000122482","ENSG00000122482",-2.79688088655569,5.59106628809813,373.616346040917,3.05361077639704e-83,4.79780416986763e-81
"ENSG00000086205","ENSG00000086205",-6.29973442944305,1.36876936161193,372.51195161615,5.3121375232075e-83,8.24818718015206e-81
"ENSG00000112305","ENSG00000112305",-3.67562501735379,2.53123212044351,370.975662522225,1.14752691187728e-82,1.76105350964609e-80
"ENSG00000171940","ENSG00000171940",-3.98880101949221,5.24134618022376,363.893440602525,3.99770685426478e-81,6.06456724857317e-79
"ENSG00000102743","ENSG00000102743",-4.01751413309275,1.44564008809537,360.335499010891,2.37974327949619e-80,3.56907406849895e-78
"ENSG00000176890","ENSG00000176890",-5.53718359882642,2.04089163128263,358.575461976362,5.75141494004296e-80,8.52889599760527e-78
"ENSG00000165650","ENSG00000165650",-3.36770512516205,5.61053632932565,355.904985413934,2.19419693042452e-79,3.21766789863809e-77
"ENSG00000137880","ENSG00000137880",-4.15354976817176,0.60787236768223,355.473394353386,2.72430943948409e-79,3.95114681124297e-77
"ENSG00000021826","ENSG00000021826",-4.51321208009499,3.74207778478806,354.873539896129,3.68025473535216e-79,5.27956543447585e-77
"ENSG00000177082","ENSG00000177082",-3.22330148914766,2.59051226292781,351.042091484848,2.513103484662e-78,3.56644513877086e-76
"ENSG00000180530","ENSG00000180530",-3.72520090630962,5.43144105903985,349.970238680241,4.30150622098821e-78,6.03949777708536e-76
"ENSG00000129003","ENSG00000129003",-3.01119940191466,7.39885952816528,348.619814813124,8.46634877644982e-78,1.17619864370089e-75
"ENSG00000161533","ENSG00000161533",-2.92465396231502,5.59596078799997,348.170216828139,1.06072732430205e-77,1.45827908605609e-75
"ENSG00000145734","ENSG00000145734",-2.5414259515857,5.74767612294588,346.535068078887,2.40817590609647e-77,3.27660882563517e-75
"ENSG00000197603","ENSG00000197603",-2.91757280654578,5.60832566146521,345.863723066861,3.37200037935339e-77,4.54118989864348e-75
"ENSG00000137819","ENSG00000137819",-5.8493788204377,1.38540558949967,342.617181758551,1.71751805096572e-76,2.28967709461066e-74
"ENSG00000108510","ENSG00000108510",-2.70891987423171,6.40521338183349,341.517847817556,2.9806603273332e-76,3.93387550001436e-74
"ENSG00000109586","ENSG00000109586",-2.95307119352611,4.73624354249626,339.902807263735,6.69942390733861e-76,8.75435611178762e-74
"ENSG00000141446","ENSG00000141446",-2.6773238516907,4.49774909826772,338.111604174719,1.64487512889661e-75,2.12833940697818e-73
"ENSG00000137960","ENSG00000137960",-4.34332297862468,2.6689734563093,336.356831030865,3.96552223048661e-75,5.08125848523905e-73
"ENSG00000138778","ENSG00000138778",-6.06681423513421,1.27226421360941,335.53751758853,5.98051409071631e-75,7.58950240089172e-73
"ENSG00000124171","ENSG00000124171",-4.8795070107554,2.35763368394675,335.073866233661,7.54601441984827e-75,9.46669045792248e-73
"ENSG00000117155","ENSG00000117155",-4.64302912059933,2.80163709186484,335.058813822409,7.60319130580226e-75,9.46669045792248e-73
"ENSG00000100038","ENSG00000100038",-4.13456162143413,0.429786604557959,334.891166163087,8.27005090414824e-75,1.02007599843877e-72
"ENSG00000151693","ENSG00000151693",-3.93007375656351,4.14113667519238,331.913869676204,3.6808454600129e-74,4.4981294797454e-72
"ENSG00000163935","ENSG00000163935",-3.99139176164598,2.68060857704691,330.408613464313,7.8305265154792e-74,9.48140265608206e-72
"ENSG00000168528","ENSG00000168528",-5.97898245195502,1.51594370819013,329.818179604913,1.05290239831411e-73,1.26329144117723e-71
"ENSG00000051382","ENSG00000051382",-2.68580724665751,4.63041799097752,328.35144553789,2.19708776246412e-73,2.61235714315328e-71
"ENSG00000140987","ENSG00000140987",-4.1289108764002,0.554183962277071,327.58030056074,3.23449824522933e-73,3.81150962861935e-71
"ENSG00000167880","ENSG00000167880",-5.94243271244587,1.44814801457033,326.998068156205,4.33132776968286e-73,5.05883751365261e-71
"ENSG00000196712","ENSG00000196712",-2.46884010328222,6.6270593817124,325.61698830266,8.65829236902952e-73,1.00238721654782e-70
"ENSG00000105983","ENSG00000105983",-2.55911414489309,5.68164931135717,325.360110108052,9.84879221804889e-73,1.13029877994617e-70
"ENSG00000117593","ENSG00000117593",-3.36280630092032,3.47444286179028,325.156217678798,1.09092011813678e-72,1.2412037688939e-70
"ENSG00000163399","ENSG00000163399",-3.04877323818804,8.41824614179782,324.472904192158,1.53683284023944e-72,1.73359998508377e-70
"ENSG00000112851","ENSG00000112851",-2.54270799285,6.32450960365247,322.821156289707,3.51884883667714e-72,3.93574296156482e-70
"ENSG00000171466","ENSG00000171466",-2.42354115968757,5.0179964354252,321.945875713637,5.45822371759805e-72,6.05358290965202e-70
"ENSG00000160190","ENSG00000160190",-3.14481643359338,3.6473894021544,320.229551156245,1.29092224374978e-71,1.41979931441746e-69
"ENSG00000137842","ENSG00000137842",-3.30768179840327,3.25829478781518,320.012500427148,1.43938965492467e-71,1.57000534427238e-69
"ENSG00000108582","ENSG00000108582",-3.65987642249235,5.7541585755621,318.747150198872,2.71519296204501e-71,2.92558889093467e-69
"ENSG00000104133","ENSG00000104133",-2.3734840959932,6.22939705188063,318.73884264805,2.72653003170908e-71,2.92558889093467e-69
"ENSG00000176920","ENSG00000176920",-4.72976690527742,1.57057964363118,318.092309585155,3.77086809021763e-71,4.01354169795905e-69
"ENSG00000152332","ENSG00000152332",-2.51769098432943,6.10494342094881,314.425329219005,2.37256519612287e-70,2.50504923667437e-68
"ENSG00000248905","ENSG00000248905",-6.55994007067775,2.05925418976488,311.854578535561,8.61432127251687e-70,9.02315969481568e-68
"ENSG00000144674","ENSG00000144674",-2.70781804586893,6.79527050811517,311.507279111024,1.02536056569791e-69,1.06556761780166e-67
"ENSG00000203667","ENSG00000203667",-4.08181494826094,1.88554768286027,311.07082827508,1.27630137544881e-69,1.31598637134167e-67
"ENSG00000113810","ENSG00000113810",-4.05279405605057,4.36438983172718,310.912241081868,1.38197453309688e-69,1.41389921610951e-67
"ENSG00000142197","ENSG00000142197",-3.44463814584053,3.47891901750115,309.53864963077,2.75249793364095e-69,2.79442059447641e-67
"ENSG00000100522","ENSG00000100522",-3.06260738487778,3.44228430852107,305.999664511135,1.62438456314101e-68,1.63653644765916e-66
"ENSG00000153561","ENSG00000153561",-2.7949994083993,5.63453823191299,305.916485660904,1.69359501293444e-68,1.69333840762945e-66
