"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A075B6I4","IGLV10-54","1",14132,9,1.25031935210562,"AF-A0A075B6I4-F1-model_v4","A0A075B6I4-F1",0.308,0.039,0,88.1472215843858
"2","A0A075B6S2","IGKV2D-29","1",0,2,3.25442183105111,"AF-A0A075B6S2-F1-model_v4","A0A075B6S2-F1",0.191,0.524,1,90.5475297941495
"3","A0A0B4J1V0","IGHV3-15","1",0,4,3.05241469049834,"AF-A0A0B4J1V0-F1-model_v4","A0A0B4J1V0-F1",0.406,0.656,1,91.1667511013216
"4","A0A0B4J1Y9","IGHV3-72","1",28907,8,3.22545093785747,"AF-A0A0B4J1Y9-F1-model_v4","A0A0B4J1Y9-F1",0.303,0.642,1,91.4700969827586
"5","A0A0C4DH29","IGHV1-3","1",0,4,3.96593525298645,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781
"6","A0A2R8Y7D0","TINCR","1",7,2,3.72014631433836,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"7","A0AV96","RBM47","1",0,1,1.04398713705474,"AF-A0AV96-F1-model_v4","A0AV96-F1",0.043,0.442,2,64.3097206208426
"8","A0AVF1","IFT56","1",0,2,1.05018562015141,"AF-A0AVF1-F1-model_v4","A0AVF1-F1",0.226,0.217,0,91.2754913678619
"9","A0AVK6","E2F8","1",0,1,5.17060658307528,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.187,0.562,1,53.6931614756577
"10","A0MZ66","SHTN1","1",0,1,1.16099728209901,"AF-A0MZ66-F1-model_v4","A0MZ66-F1",0.312,0.763,1,72.9323872255489
"11","A0PJW8","DAPL1","1",0,1,2.38998133973056,"AF-A0PJW8-F1-model_v4","A0PJW8-F1",0.337,0.242,0,67.8983333333333
"12","A1KZ92","PXDNL","1",0,1,1.95444215198116,"AF-A1KZ92-F1-model_v4","A1KZ92-F1",0.227,0.709,2,81.4823542191709
"13","A1L020","MEX3A","1",14,2,5.34884348285514,"AF-A1L020-F1-model_v4","A1L020-F1",0.429,0.2,0,65.3357206733298
"14","A1L190","SYCE3","1",0,4,1.98088580072131,"AF-A1L190-F1-model_v4","A1L190-F1",0.353,0.661,2,92.3110204081633
"15","A2RU30","TESPA1","1",2801,2,1.71017352235691,"AF-A2RU30-F1-model_v4","A2RU30-F1",0.232,0.816,1,54.3880423280423
"16","A4D1S0","KLRG2","1",0,1,4.67865751672017,"AF-A4D1S0-F1-model_v4","A4D1S0-F1",0.13,0.552,1,59.8099303251493
"17","A4D1S5","RAB19","1",0,1,4.50273101481828,"AF-A4D1S5-F1-model_v4","A4D1S5-F1",0.119,0.372,0,84.7372653061225
"18","A5A3E0","POTEF","1",2306,6,1.09354238287964,"AF-A5A3E0-F1-model_v4","A5A3E0-F1",0.139,0.866,2,70.63273155786
"19","A6NF83","NUPR2","1",0,1,1.51080525241286,"AF-A6NF83-F1-model_v4","A6NF83-F1",-0.003,0.082,0,73.1222403003755
"20","A6NGB9","WIPF3","1",1,2,1.44191773953524,"AF-A6NGB9-F1-model_v4","A6NGB9-F1",0.239,0.026,0,60.3086073777524
"21","A6NGQ2","OOEP","1",0,1,1.15153907735341,"AF-A6NGQ2-F1-model_v4","A6NGQ2-F1",0.249,0.71,1,83.6915099009901
"22","A6NHJ4","ZNF860","1",0,1,1.69662393897488,"AF-A6NHJ4-F1-model_v4","A6NHJ4-F1",0.144,0.738,2,65.190955967555
"23","A6NHL2","TUBAL3","1",0,2,2.46155268017899,"AF-A6NHL2-F1-model_v4","A6NHL2-F1",0.166,0.622,1,91.2046776953793
"24","A6NHQ4","EPOP","1",0,2,2.31615077195248,"AF-A6NHQ4-F1-model_v4","A6NHQ4-F1",0.199,0.886,1,58.526321299639
"25","A6NHX0","CASTOR2","1",0,2,3.56402362856033,"AF-A6NHX0-F1-model_v4","A6NHX0-F1",0.332,0.396,0,89.1860590551181
"26","A6NJW9","CD8B2","1",0,6,2.03257515918235,"AF-A6NJW9-F1-model_v4","A6NJW9-F1",0.408,0.587,1,82.0145120481928
"27","A6NK53","ZNF233","1",0,1,1.00879199953883,"AF-A6NK53-F1-model_v4","A6NK53-F1",0.098,0.82,2,51.8170092764379
"28","A6NK89","RASSF10","24",0,1,1.8981333831131,"AF-A6NK89-F1-model_v4","A6NK89-F1",0.264,0.856,1,73.2395758032129
"29","A6NKG5","RTL1","1",0,1,1.48906454859532,"AF-A6NKG5-F1-model_v4","A6NKG5-F1",0.099,0.922,2,59.1817070938215
"30","A6NMK7","CPSF4L","1",0,1,1.51311086545414,"AF-A6NMK7-F1-model_v4","A6NMK7-F1",0.251,0.609,1,84.9497859116022
"31","A6NNF4","ZNF726","1",0,2,2.09559371726253,"AF-A6NNF4-F1-model_v4","A6NNF4-F1",0.407,0.377,0,70.9869224353628
"32","A6NNY8","USP27X","1",2801,2,1.19796165536842,"AF-A6NNY8-F1-model_v4","A6NNY8-F1",0.103,0.124,0,79.2382983615982
"33","A6NNZ2","TUBB8B","1",0,1,1.57975636464479,"AF-A6NNZ2-F1-model_v4","A6NNZ2-F1",0.247,0.168,0,91.3548848589522
"34","A8MT69","CENPX","1",21403,13,1.05453567360645,"AF-A8MT69-F1-model_v4","A8MT69-F1",0.337,0.313,0,93.9695873015873
"35","A8MTY0","ZNF724","1",0,1,2.02719506452699,"AF-A8MTY0-F1-model_v4","A8MTY0-F1",0.151,0.255,0,75.6864801444043
"36","A8MUV8","ZNF727","1",0,1,2.74188321525692,"AF-A8MUV8-F1-model_v4","A8MUV8-F1",0.146,0.425,1,69.7221179955567
"37","A8MVS5","C19orf38","1",0,1,1.61304334747521,"AF-A8MVS5-F1-model_v4","A8MVS5-F1",0.374,0.359,0,74.6288002296211
"38","A8MX76","CAPN14","1",0,1,1.25520975040468,"AF-A8MX76-F1-model_v4","A8MX76-F1",0.086,0.18,0,85.9836480228001
"39","A8MXV4","NUDT19","1",0,1,2.01808469817428,"AF-A8MXV4-F1-model_v4","A8MXV4-F1",0.138,0.636,1,88.401418534627
"40","A8MYZ6","FOXO6","1",0,2,1.65304506854257,"AF-A8MYZ6-F1-model_v4","A8MYZ6-F1",0.052,0.03,0,58.1871031968592
"41","A9QM74","KPNA7","1",2801,3,3.20918111162443,"AF-A9QM74-F1-model_v4","A9QM74-F1",0.185,0.397,0,85.3285657071339
"42","B0I1T2","MYO1G","1",0,2,1.31090821577457,"AF-B0I1T2-F1-model_v4","B0I1T2-F1",0.238,0.696,3,88.062904837334
"43","B4DS77","SHISA9","1",9,4,2.53840002656433,"AF-B4DS77-F1-model_v4","B4DS77-F1",0.291,0.987,1,56.9548785670917
"44","B4DXR9","ZNF732","1",0,1,1.83912332104672,"AF-B4DXR9-F1-model_v4","B4DXR9-F1",0.091,0.444,1,68.8254324097397
"45","C9JRZ8","AKR1B15","1",2801,2,2.68029419323189,"AF-C9JRZ8-F1-model_v4","C9JRZ8-F1",0.393,0.992,1,97.7242989930287
"46","D6RGH6","MCIDAS","1",0,1,2.34009866745038,"AF-D6RGH6-F1-model_v4","D6RGH6-F1",0.198,0.536,1,63.5375025623505
"47","H0UI37","TSTD3","1",0,1,4.06852033851281,"AF-H0UI37-F1-model_v4","H0UI37-F1",0.321,0.667,1,83.1267088607595
"48","H3BMG3","SMKR1","1",0,2,3.61395020748876,"AF-H3BMG3-F1-model_v4","H3BMG3-F1",0.229,0.43,1,70.6435470941884
"49","O00115","DNASE2","1",0,8,1.6315060731988,"AF-O00115-F1-model_v4","O00115-F1",0.356,0.402,1,91.58797282803
"50","O00139","KIF2A","1",60199,11,1.47962187475791,"AF-O00139-F1-model_v4","O00139-F1",0.091,0.501,1,80.0740442225392
"51","O00144","FZD9","1",8399,4,3.13153959229266,"AF-O00144-F1-model_v4","O00144-F1",0.196,0.715,1,81.8912881131242
"52","O00148","DDX39A","1",2801,3,1.13680428841057,"AF-O00148-F1-model_v4","O00148-F1",0.263,0.142,0,85.2259489262914
"53","O00154","ACOT7","2",0,1,2.10822150284983,"AF-O00154-F1-model_v4","O00154-F1",0.303,0.96,1,84.9933880903491
"54","O00165","HAX1","1",371,3,1.2684717406342,"AF-O00165-F1-model_v4","O00165-F1",0.051,0.517,1,59.8730906654757
"55","O00175","CCL24","1",116,4,1.35886892288259,"AF-O00175-F1-model_v4","O00175-F1",0.227,0.183,0,82.9207960741549
"56","O00180","KCNK1","1",1,4,2.80518857777667,"AF-O00180-F1-model_v4","O00180-F1",0.38,0.943,2,83.7794213649852
"57","O00182","LGALS9","1",14157,4,1.34964225810841,"AF-O00182-F1-model_v4","O00182-F1",0.247,0.914,3,85.1284844141885
"58","O00198","HRK","1",0,1,3.53194460149138,"AF-O00198-F1-model_v4","O00198-F1",0.244,0.27,0,73.0296676300578
"59","O00212","RHOD","1",10351,5,1.49269466231588,"AF-O00212-F1-model_v4","O00212-F1",0.14,0.627,1,89.3291135397693
"60","O00221","NFKBIE","1",0,1,2.30368380835139,"AF-O00221-F1-model_v4","O00221-F1",0.087,0.385,0,62.4135319493125
"61","O00222","GRM8","1",0,2,3.37640690228978,"AF-O00222-F1-model_v4","O00222-F1",0.162,0.921,2,84.3809931458945
"62","O00231","PSMD11","1",354,2,1.066152930231,"AF-O00231-F1-model_v4","O00231-F1",0.179,0.758,1,83.2228335832084
"63","O00232","PSMD12","1",0,2,1.40864987613903,"AF-O00232-F1-model_v4","O00232-F1",0.32,0.135,0,79.0830677828787
"64","O00238","BMPR1B","1",16703,5,2.32182450221023,"AF-O00238-F1-model_v4","O00238-F1",0.206,0.225,0,85.1282622868606
"65","O00254","F2RL2","1",0,3,1.2712792144964,"AF-O00254-F1-model_v4","O00254-F1",0.106,0.998,4,76.8267676431425
"66","O00257","CBX4","1",58937,5,1.1372406456658,"AF-O00257-F1-model_v4","O00257-F1",0.098,0.621,1,54.7085965317919
"67","O00300","TNFRSF11B","1",0,1,1.53502985021769,"AF-O00300-F1-model_v4","O00300-F1",0.349,0.688,1,87.0087337057728
"68","O00311","CDC7","1",3571,4,2.58396596365129,"AF-O00311-F1-model_v4","O00311-F1",0.307,0.427,1,72.3620397232761
"69","O00322","UPK1A","1",92,2,1.27694281045335,"AF-O00322-F1-model_v4","O00322-F1",0.359,0.584,1,86.8512987654321
"70","O00337","SLC28A1","1",0,1,2.70811811150741,"AF-O00337-F1-model_v4","O00337-F1",0.173,0.974,4,81.9012810327706
"71","O00425","IGF2BP3","1",476,3,5.14350958264532,"AF-O00425-F1-model_v4","O00425-F1",0.251,0.604,4,78.127839767909
"72","O00444","PLK4","1",32288,8,3.22838748638672,"AF-O00444-F1-model_v4","O00444-F1",0.133,0.199,0,66.9229360313316
"73","O00445","SYT5","1",0,1,2.93582368664398,"AF-O00445-F1-model_v4","O00445-F1",0.113,0.038,0,84.4734060846561
"74","O00469","PLOD2","1",16350,15,1.24811710154438,"AF-O00469-F1-model_v4","O00469-F1",0.199,0.575,1,92.5138956696205
"75","O00479","HMGN4","1",23,4,1.77839809238347,"AF-O00479-F1-model_v4","O00479-F1",0.412,0.101,0,66.0866068759342
"76","O00487","PSMD14","1",5595,3,1.68128056657762,"AF-O00487-F1-model_v4","O00487-F1",0.245,0.409,1,82.5457172385283
"77","O00526","UPK2","1",5285,2,4.13308883966876,"AF-O00526-F1-model_v4","O00526-F1",0.179,0.456,1,75.5850844966936
"78","O00541","PES1","1",42,4,1.20673179525851,"AF-O00541-F1-model_v4","O00541-F1",0.175,0.323,0,79.7354771351013
"79","O00574","CXCR6","1",21498,9,2.85571906964602,"AF-O00574-F1-model_v4","O00574-F1",0.27,0.809,1,82.1103575297941
"80","O00591","GABRP","1",0,4,3.03251977856315,"AF-O00591-F1-model_v4","O00591-F1",0.164,0.393,0,79.5052339590922
"81","O00626","CCL22","1",0,2,2.42717155370914,"AF-O00626-F1-model_v4","O00626-F1",0.417,0.236,0,88.7317876344086
"82","O00629","KPNA4","1",96544,6,1.04013704572306,"AF-O00629-F1-model_v4","O00629-F1",0.141,0.604,1,85.6837321867322
