"gene_id","cluster","betweenness","degree_centrality"
"TRIM28","1",321027,61
"BRCA1","1",728168,46
"HSP90AA1","1",230314,44
"TP53","1",169009,37
"WDR76","1",1055403,32
"SRC","1",77034,29
"HSP90AB1","1",33680,28
"H2BC17","1",727722,27
"RFC5","1",389531,26
"SEC13","1",399526,26
"ACTB","1",105848,25
"CALML5","1",145741,25
"PCNA","1",170952,25
"RFC3","1",185711,25
"CTNNB1","1",321514,24
"RBX1","1",272460,24
"SH3GL2","1",685226,24
"HAUS8","1",80485,23
"P4HB","1",151146,23
"CD74","1",35833,22
"LYN","1",141833,22
"RFC2","1",19375,22
"AP1S3","1",91514,21
"CLTC","1",107082,21
"COMMD2","1",123318,21
"COMMD5","1",74269,21
"AP1B1","1",29092,20
"HSPA4","1",85173,20
"PSMG1","1",22029,20
"RMI2","1",100212,20
"RUVBL1","1",181500,20
"AP1M2","1",58377,19
"CD247","1",349303,19
"FN1","1",165191,19
"H2AX","1",33435,19
"HAUS6","1",485894,19
"P3H2","1",15126,19
"SOX2","1",81739,19
"TFG","1",201610,19
"APP","1",29797,18
"DCTN5","1",673112,18
"GNB4","1",219217,18
"HAUS1","1",28426,18
"HDAC1","1",109867,18
"RPL26L1","1",4613,18
"RPL8","1",13333,18
"CANX","1",240752,17
"CAPZA1","1",35583,17
"CCR4","1",167006,17
"CDH1","1",100058,17
"HSPA8","1",142380,17
"KIF26B","1",87833,17
"KIF6","1",45616,17
"RPA3","1",78204,17
"YWHAE","1",21887,17
"YWHAZ","1",60467,17
"DNAAF2","1",353067,16
"H2BC7","1",196997,16
"HLA-DQB2","1",12295,16
"IGHV3-11","1",6964,16
"IGKV1D-33","1",23199,16
"KIF1A","1",24129,16
"NCBP2","1",105381,16
"PIK3CB","1",129362,16
"RBBP7","1",11148,16
"CCT3","1",159411,15
"CCT5","1",48379,15
"CDK1","1",23491,15
"COL26A1","1",0,15
"COL9A1","1",19054,15
"DCUN1D5","1",42840,15
"GNG4","1",49832,15
"HLA-DPB1","1",234914,15
"KIF18B","1",998,15
"NCL","1",51562,15
"PARP1","1",72814,15
"PLOD2","1",16350,15
"RMI1","1",9780,15
"SPRTN","1",47266,15
"XCR1","1",14510,15
"YWHAQ","1",42423,15
"COL19A1","1",145,14
"COL22A1","1",28704,14
"FBL","1",93419,14
"HLA-DQA2","1",25667,14
"HSPA5","1",64265,14
"KRT6C","1",5121,14
"KRT7","1",322,14
"KRT77","1",148,14
"KRT78","1",119,14
"KRT8","1",43508,14
"KRT80","1",2,14
"KRT81","1",0,14
"KRT83","1",0,14
"KRT86","1",6886,14
"MAPRE1","1",41388,14
"MRPS21","1",115291,14
"OIP5","1",6050,14
"P3H1","1",13336,14
"PABPC1","1",18284,14
"PLK1","1",898378,14
"PLOD1","1",1135,14
"PLOD3","1",22883,14
"PRKDC","1",160620,14
"SMC2","1",97621,14
"SPAG1","1",33387,14
"STAT1","1",34320,14
"STAU1","1",184844,14
"SYK","1",11312,14
"TMED2","1",105813,14
"TUBB4B","1",53790,14
"CBX3","1",28943,13
"CCT7","1",162223,13
"CENPX","1",21403,13
"CFTR","1",21622,13
"CHCHD1","1",4146,13
"COL9A2","1",510,13
"CXCR4","1",24753,13
"DCLRE1C","1",3052,13
"DYNLL1","1",27201,13
"EZR","1",44278,13
"HLA-DQA1","1",115773,13
"IGKV2D-40","1",39526,13
"KRT6A","1",3,13
"KRT6B","1",11,13
"KRT72","1",2757,13
"KRT79","1",5580,13
"MED1","1",147064,13
"MIS18A","1",21052,13
"MRPL14","1",15623,13
"MRPL36","1",3242,13
"MRPL51","1",7647,13
"MRPS23","1",19486,13
"RECQL4","1",234142,13
"SUMO1","1",17913,13
"TFRC","1",66843,13
"TUBB4A","1",10707,13
"XRCC5","1",412886,13
"YKT6","1",64441,13
"ANLN","1",22761,12
"CBX1","1",349194,12
"CCT8","1",103548,12
"CD44","1",29644,12
"CHML","1",14838,12
"CNIH2","1",32105,12
"COL9A3","1",52622,12
"ESRP1","1",152504,12
"HDAC2","1",12039,12
"HSPD1","1",21342,12
"KPNA2","1",19574,12
"KRT4","1",0,12
"KRT5","1",22,12
"LCK","1",39522,12
"POLE3","1",14588,12
