"","gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000000971","ENSG00000000971",-3.08353069326797,7.24609406880359,1008.74194700641,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022599036705926,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000191241710949105
"ENSG00000001617","ENSG00000001617",3.71798322755797,6.54656360859411,1108.80853051039,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000402168305030641,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000399575343682926
"ENSG00000001631","ENSG00000001631",-2.59697013865327,4.19283989912029,4581.60886220275,0,0
"ENSG00000002587","ENSG00000002587",-3.60165617736593,5.3553920982302,1892.66127476944,0,0
"ENSG00000002726","ENSG00000002726",8.25922113534359,4.77644060516644,745.342422783697,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000413171858063543,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000228125343345009
"ENSG00000003147","ENSG00000003147",2.7282317778046,4.01625831171378,827.230653553058,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000648260084448956,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000413309387726869
"ENSG00000003249","ENSG00000003249",3.01117870335786,5.07893732051448,1000.49773160862,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000139983552577332,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116728709156747
"ENSG00000003436","ENSG00000003436",-2.65337938565818,3.98274280206,861.381584115916,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000243896261993909,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000164483212136811
"ENSG00000003756","ENSG00000003756",-2.38303395954619,6.96592525580459,2170.75135382407,0,0
"ENSG00000003989","ENSG00000003989",-3.67284654748963,7.5476754771851,753.431423173134,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000719927704843353,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000401668571022305
"ENSG00000004468","ENSG00000004468",2.60360528293125,2.45597266674834,286.571988525508,0.000000000000000000000000000000000000000000000000000000000000000277654085313261,0.000000000000000000000000000000000000000000000000000000000000000665834026560434
"ENSG00000004534","ENSG00000004534",-2.76851242401106,7.1724964776242,2650.0033048588,0,0
"ENSG00000004776","ENSG00000004776",-3.2318250744431,5.91076030319786,851.12309495781,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000414384329210455,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000274770331890409
"ENSG00000004799","ENSG00000004799",-4.66587016789597,7.46849214157016,2510.09007575426,0,0
"ENSG00000004838","ENSG00000004838",2.89999008894568,3.16038390716142,332.55558507779,0.0000000000000000000000000000000000000000000000000000000000000000000000000266798829620508,0.0000000000000000000000000000000000000000000000000000000000000000000000000702678168595458
"ENSG00000004848","ENSG00000004848",-5.66358291422969,5.52117293422047,619.882793055881,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000792956277022862,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035306143394748
