"interaction","name","selected","shared interaction","shared name","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::score","stringdb::textmining"
"ppp","9606.ENSP00000002829 (ppp) 9606.ENSP00000368314","false","ppp","9606.ENSP00000002829 (ppp) 9606.ENSP00000368314",,,,"0.551","0.551"
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000249071","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000249071","0.5","0.138",,"0.55",
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000304283","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000304283","0.5","0.138",,"0.55",
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000496593","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000496593",,"0.425",,"0.424",
"ppp","9606.ENSP00000005178 (ppp) 9606.ENSP00000306253","false","ppp","9606.ENSP00000005178 (ppp) 9606.ENSP00000306253",,,,"0.786","0.786"
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000261623","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000261623",,,,"0.422","0.422"
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000494689","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000494689",,"0.564",,"0.564",
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000293441","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000293441",,"0.188",,"0.405","0.298"
"ppp","9606.ENSP00000004982 (ppp) 9606.ENSP00000340989","false","ppp","9606.ENSP00000004982 (ppp) 9606.ENSP00000340989",,"0.9",,"0.9",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000384952","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000384952",,"0.363",,"0.403","0.102"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000498019","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000498019",,"0.5",,"0.499",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000364080","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000364080","0.54","0.8",,"0.935","0.356"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000359643","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000359643",,"0.488",,"0.487",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000296674","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000296674",,"0.496",,"0.542","0.129"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000363976","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000363976","0.9","0.405",,"0.937",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000396330","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000396330","0.54","0.358",,"0.692",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000393566","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000393566","0.9","0.292",,"0.926","0.045"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000408146","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000408146","0.9","0.458",,"0.943",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000386884","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000386884",,"0.292",,"0.987","0.983"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000378786","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000378786","0.9","0.934",,"0.993",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000353099","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000353099","0.54","0.919",,"0.971","0.291"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000339398","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000339398","0.9","0.55",,"0.955","0.095"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000398890","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000398890","0.9","0.073",,"0.903",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000229829","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000229829","0.9",,,"0.9","0.045"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000292586","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000292586",,"0.376",,"0.403","0.083"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000454370","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000454370",,"0.314",,"0.403","0.166"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000364261","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000364261",,"0.359",,"0.409","0.117"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000379891","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000379891","0.5",,,"0.499",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000364076","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000364076","0.9",,,"0.905","0.095"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000465685","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000465685","0.5",,,"0.499",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000364114","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000364114","0.9","0.345",,"0.931",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000364076","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000364076","0.9",,,"0.9",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000428924","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000428924",,,,"0.409","0.41"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000229829","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000229829","0.9",,,"0.9",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000364114","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000364114","0.9",,,"0.9",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000323280","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000323280",,,,"0.414","0.415"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000398890","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000398890","0.9",,,"0.9",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000227507","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000227507",,,,"0.6","0.6"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000339398","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000339398","0.9",,,"0.911","0.152"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000364898","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000364898","0.9","0.292",,"0.926",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000358165","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000358165",,,,"0.602","0.602"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000477713","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000477713","0.9","0.943",,"0.999","0.982"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000396330","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000396330","0.5",,,"0.499",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000364080","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000364080","0.5",,,"0.803","0.623"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000292303","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000292303",,"0.935",,"0.999","0.988"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000378786","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000378786","0.9","0.9",,"0.989",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000353099","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000353099","0.5","0.9",,"0.96","0.282"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000386559","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000386559","0.9",,,"0.9",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000482259","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000482259",,,,"0.538","0.538"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000371958","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000371958",,,,"0.585","0.585"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000354566","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000354566","0.9",,,"0.9",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000363976","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000363976","0.9",,,"0.9",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000408146","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000408146","0.9",,,"0.9",
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000358490","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000358490",,,,"0.936","0.936"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000386884","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000386884",,"0.457",,"0.989","0.982"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000393566","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000393566","0.9",,,"0.9",
"ppp","9606.ENSP00000013222 (ppp) 9606.ENSP00000363832","false","ppp","9606.ENSP00000013222 (ppp) 9606.ENSP00000363832",,,,"0.408","0.409"
"ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000312027","false","ppp","9606.ENSP00000011653 (ppp) 9606.ENSP00000312027",,,,"0.483","0.484"
"ppp","9606.ENSP00000155840 (ppp) 9606.ENSP00000373648","false","ppp","9606.ENSP00000155840 (ppp) 9606.ENSP00000373648","0.9",,,"0.9",
"ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000300060","false","ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000300060",,,,"0.982","0.982"
"ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000347451","false","ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000347451",,"0.457",,"0.989","0.982"
"ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000376048","false","ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000376048",,,,"0.982","0.982"
"ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000281043","false","ppp","9606.ENSP00000043402 (ppp) 9606.ENSP00000281043",,,,"0.447","0.447"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000398698","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000398698",,"0.292",,"0.836","0.778"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267101","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267101","0.9",,,"0.9",
"ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000264933","false","ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000264933",,"0.421",,"0.42",
"ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000498577","false","ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000498577",,,,"0.568","0.568"
"ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000236850","false","ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000236850",,,,"0.615","0.615"
"ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000256637","false","ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000256637",,"0.457",,"0.895","0.816"
"ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000313437","false","ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000313437",,,,"0.426","0.426"
"ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000342082","false","ppp","9606.ENSP00000053867 (ppp) 9606.ENSP00000342082",,"0.292",,"0.682","0.57"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264498","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264498",,"0.236",,"0.637","0.545"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000317272","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000317272","0.9","0.292",,"0.976","0.695"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000274625","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000274625",,,,"0.893","0.893"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000243077","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000243077",,,,"0.784","0.784"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000342235","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000342235","0.9",,,"0.9",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000265077","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000265077",,,,"0.778","0.778"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000370542","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000370542",,,,"0.701","0.701"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000297848","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000297848",,"0.292",,"0.856","0.806"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000260227","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000260227",,,,"0.422","0.422"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000325527","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000325527",,,,"0.5","0.501"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267843","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267843",,,,"0.893","0.893"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000264734","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000264734","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000398017","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000398017","0.65",,,"0.668","0.093"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000347379","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000347379","0.65",,,"0.876","0.661"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000295522","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000295522","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000385477","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000385477","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000378577","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000378577","0.65",,,"0.758","0.338"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000380131","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000380131","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000353475","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000353475","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000465419","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000465419","0.65",,,"0.675","0.11"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000409544","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000409544","0.65",,,"0.651","0.044"
"ppp","9606.ENSP00000155840 (ppp) 9606.ENSP00000281830","false","ppp","9606.ENSP00000155840 (ppp) 9606.ENSP00000281830","0.5",,,"0.499",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000299339","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000299339","0.65",,,"0.65",
"ppp","9606.ENSP00000085219 (ppp) 9606.ENSP00000354901","false","ppp","9606.ENSP00000085219 (ppp) 9606.ENSP00000354901",,,,"0.562","0.562"
"ppp","9606.ENSP00000155840 (ppp) 9606.ENSP00000496939","false","ppp","9606.ENSP00000155840 (ppp) 9606.ENSP00000496939","0.9",,,"0.9",
"ppp","9606.ENSP00000085219 (ppp) 9606.ENSP00000311035","false","ppp","9606.ENSP00000085219 (ppp) 9606.ENSP00000311035",,,,"0.903","0.903"
"ppp","9606.ENSP00000155840 (ppp) 9606.ENSP00000463778","false","ppp","9606.ENSP00000155840 (ppp) 9606.ENSP00000463778","0.9",,,"0.9",
"ppp","9606.ENSP00000155840 (ppp) 9606.ENSP00000264552","false","ppp","9606.ENSP00000155840 (ppp) 9606.ENSP00000264552",,,,"0.465","0.466"
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000296509","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000296509",,"0.961",,"0.961",
"ppp","9606.ENSP00000085219 (ppp) 9606.ENSP00000364898","false","ppp","9606.ENSP00000085219 (ppp) 9606.ENSP00000364898",,"0.457",,"0.805","0.657"
"ppp","9606.ENSP00000085219 (ppp) 9606.ENSP00000428924","false","ppp","9606.ENSP00000085219 (ppp) 9606.ENSP00000428924",,"0.457",,"0.725","0.515"
"ppp","9606.ENSP00000085219 (ppp) 9606.ENSP00000391592","false","ppp","9606.ENSP00000085219 (ppp) 9606.ENSP00000391592","0.9","0.457",,"0.974","0.568"
"ppp","9606.ENSP00000166139 (ppp) 9606.ENSP00000379204","false","ppp","9606.ENSP00000166139 (ppp) 9606.ENSP00000379204",,,,"0.412","0.413"
"ppp","9606.ENSP00000166139 (ppp) 9606.ENSP00000295228","false","ppp","9606.ENSP00000166139 (ppp) 9606.ENSP00000295228","0.7",,,"0.7",
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000282026","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000282026",,"0.49",,"0.489",
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000350833","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000350833",,"0.42",,"0.42",
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000361540","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000361540",,"0.935",,"0.95","0.261"
"ppp","9606.ENSP00000155926 (ppp) 9606.ENSP00000312150","false","ppp","9606.ENSP00000155926 (ppp) 9606.ENSP00000312150",,"0.671",,"0.671",
