"","gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000003249","ENSG00000003249",1.1163937157451,3.04366442131482,9.69557321229425,0.00184712453610782,0.0315603519876353
"ENSG00000006118","ENSG00000006118",1.41391040685645,4.37878962919769,9.04083403446222,0.00264015163563359,0.039938197661128
"ENSG00000006210","ENSG00000006210",1.67218379400425,3.36355038457629,9.23288610718807,0.00237706669713334,0.0373126678488777
"ENSG00000007174","ENSG00000007174",3.10971793258756,3.45210562609055,10.9662339565015,0.000927871395930084,0.0201649244159367
"ENSG00000007306","ENSG00000007306",2.93946230489543,5.409890105437,10.0256330662893,0.00154376607391156,0.0279173755336926
"ENSG00000007516","ENSG00000007516",1.79381757286474,2.80230230081027,11.2107169488395,0.000813262936201162,0.0184849442609026
"ENSG00000007968","ENSG00000007968",1.71630949554964,2.90916217202138,13.2540531703304,0.000271991130652701,0.00944660784381403
"ENSG00000008300","ENSG00000008300",1.54996321240991,3.84428907493681,10.5291175569859,0.00117508307837765,0.0231973571847061
"ENSG00000008517","ENSG00000008517",1.53999190076225,4.46601240200888,16.6076065331486,4.59662974252476e-05,0.00341644505613152
"ENSG00000009950","ENSG00000009950",2.74712866351605,3.02710730920938,12.4208325398528,0.000424570923506488,0.0124237141297716
"ENSG00000010278","ENSG00000010278",1.19763020928596,7.17944600110731,10.055756227486,0.00151872663246818,0.0276326455222026
"ENSG00000011347","ENSG00000011347",2.30636121002245,2.63703740203396,14.6702199465587,0.000128053556713554,0.00620037824282406
"ENSG00000011426","ENSG00000011426",1.59791723094277,6.18566915283179,18.5689374543189,1.63869115732086e-05,0.00225391559381776
"ENSG00000012048","ENSG00000012048",1.27161931363305,5.33544405076909,17.3041631388078,3.18488326084564e-05,0.0030154961574822
"ENSG00000012779","ENSG00000012779",1.47734230653605,5.01551287788563,9.41003927527873,0.00215800604429597,0.0349283674614929
"ENSG00000013810","ENSG00000013810",1.25561596096484,4.52624032363546,11.54201637442,0.000680408052718644,0.0165907725473608
"ENSG00000016490","ENSG00000016490",-2.78855253928112,8.02839091670231,10.9078428177353,0.000957579713958223,0.0206595391117402
"ENSG00000020633","ENSG00000020633",1.96682328289111,2.77456202592992,11.7892785666361,0.000595728169458369,0.0152681021362046
"ENSG00000023839","ENSG00000023839",1.50530666465772,2.07555469985762,9.71801667176123,0.00182470322424557,0.0312490938115327
"ENSG00000024526","ENSG00000024526",1.83227674169336,4.03934908856939,17.4758251153578,2.90984369998194e-05,0.00288365510668211
"ENSG00000029993","ENSG00000029993",1.13679287131696,4.46159022779426,9.38741597431332,0.00218479936987948,0.0351863950522844
"ENSG00000035499","ENSG00000035499",2.44818717844634,4.2127928620061,28.9913395943942,7.27026027832442e-08,8.86328710153979e-05
"ENSG00000040608","ENSG00000040608",2.20499457651546,1.75786174272297,17.4943335080617,2.88165273254296e-05,0.00287488374961416
"ENSG00000047457","ENSG00000047457",3.71585264600511,6.93025293112234,9.39021616119484,0.00218146482776924,0.0351707968164748
"ENSG00000049769","ENSG00000049769",1.20654592515073,1.32125950052469,9.58530734617855,0.00196140602908092,0.0329077885127403
"ENSG00000051180","ENSG00000051180",1.16949931143739,2.47149065297821,10.9873507310122,0.000917358504309711,0.0199949181327916
"ENSG00000051341","ENSG00000051341",1.68932933893685,4.79027939915609,16.5787634006965,4.66707107085271e-05,0.0034515428591157
"ENSG00000051523","ENSG00000051523",1.27298668433821,6.37044246258858,11.1078017538741,0.000859653233705872,0.0191298582620326
"ENSG00000054967","ENSG00000054967",1.52437499517708,2.47320002381006,13.2129717843135,0.000278018194397024,0.00958872496452844
"ENSG00000055118","ENSG00000055118",2.19155047746088,2.29191375887667,14.8034622504755,0.000119316242887733,0.00597183821725976
"ENSG00000056736","ENSG00000056736",1.53675436457678,4.70845905032157,11.5647509244712,0.000672138933677407,0.016487368397879
"ENSG00000061656","ENSG00000061656",1.51783508097878,2.05836675808338,11.1005967033584,0.000862999477129595,0.0191469958619872
"ENSG00000062038","ENSG00000062038",1.55720215250689,6.04500269879115,9.70842765411497,0.00183424883330843,0.0313764199161447
