"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","pocket","druggability","num_drug_pockets","struct_score","logFC.x","regulation.x","citation_score","logFC.y","regulation.y"
"1","ABAT","P80404","1",0,1,0.258,0.621,2,94.0412953629032,2.035249625424,"up_reg",337,2.035249625424,"up_reg"
"2","AFF3","P51826","2",0,1,0.285,0.879,1,52.23966994232,2.34694605151674,"up_reg",122,2.34694605151674,"up_reg"
"3","AGR2","O95994","3",1867,4,0.263,0.901,1,87.4194598436389,5.22381114486098,"up_reg",450,5.22381114486098,"up_reg"
"4","ALB","P02768","3",934,2,0.156,0.318,0,92.6397694524496,4.29414550675953,"up_reg",8654,4.29414550675953,"up_reg"
"5","ALCAM","Q13740","4",0,1,0.062,0.159,0,86.3027727968511,2.08534639688131,"up_reg",822,2.08534639688131,"up_reg"
"6","ANK1","P16157","3",264,2,0.092,0.544,1,69.7517586587553,2.81690839700164,"up_reg",338,2.81690839700164,"up_reg"
"7","ANLN","Q9NQW6","3",527,4,0.121,0.76,1,59.8741904323827,5.13685676072933,"up_reg",230,5.13685676072933,"up_reg"
"8","AP1M2","Q9Y6Q5","3",524,3,0.188,0.268,0,93.091293078056,2.97304553298531,"up_reg",40,2.97304553298531,"up_reg"
"9","AP1S3","Q96PC3","3",0,2,0.308,0.385,0,93.2561723602484,2.72021010449861,"up_reg",40,2.72021010449861,"up_reg"
"10","APOO","Q9BUR5","5",0,1,0.261,0.478,1,72.0614340101523,2.04100768245821,"up_reg",39,2.04100768245821,"up_reg"
"11","ASF1B","Q9NVP2","3",0,1,0.391,0.346,0,85.6471954314721,4.88835760672699,"up_reg",114,4.88835760672699,"up_reg"
"12","ASPN","Q9BXN1","3",0,1,0.224,0.49,1,85.6342885245902,2.70396750995313,"up_reg",740,2.70396750995313,"up_reg"
"13","ATAD2","Q6PL18","3",0,2,0.186,0.513,1,62.5212744745824,3.29051752135874,"up_reg",168,3.29051752135874,"up_reg"
"14","AURKA","O14965","3",26,4,0.139,0.431,1,75.9057868649318,4.65466167095838,"up_reg",2492,4.65466167095838,"up_reg"
"15","AZIN1","O14977","3",0,1,0.237,0.441,1,88.2212934751365,2.00923986764738,"up_reg",88,2.00923986764738,"up_reg"
"16","BAMBI","Q13145","6",0,1,0.346,0.648,1,64.8537543167242,3.09478692341405,"up_reg",577,3.09478692341405,"up_reg"
"17","BIK","Q13323","7",0,1,0.409,0.883,2,62.542898089172,2.08956492911105,"up_reg",1278,2.08956492911105,"up_reg"
"18","BLM","P54132","3",344,3,0.161,0.616,1,60.9577520838935,2.96156297545426,"up_reg",5459,2.96156297545426,"up_reg"
"19","BLNK","Q8WV28","3",0,1,0.308,0.447,1,64.7174023053135,2.2135042731335,"up_reg",284,2.2135042731335,"up_reg"
"20","BMP7","P18075","3",264,2,0.232,0.814,2,76.7069445242886,2.02473788559246,"up_reg",3279,2.02473788559246,"up_reg"
"21","BMPR1B","O00238","3",0,1,0.206,0.225,0,85.1282622868606,7.30203529979125,"up_reg",532,7.30203529979125,"up_reg"
"22","BRCA2","P51587","3",2288,7,0.27,0.607,2,50.7637532832171,2.76292829013429,"up_reg",14395,2.76292829013429,"up_reg"
"23","BRCA2","P51587","3",2288,7,0.066,0.783,2,62.0825062859195,2.76292829013429,"up_reg",14395,2.76292829013429,"up_reg"
"24","BRCA2","P51587","3",2288,7,0.083,0.796,1,65.838077675904,2.76292829013429,"up_reg",14395,2.76292829013429,"up_reg"
"25","BRCA2","P51587","3",2288,7,0.092,0.678,3,62.8549091072714,2.76292829013429,"up_reg",14395,2.76292829013429,"up_reg"
"26","BRCA2","P51587","3",2288,7,0.072,0.246,0,55.0772757624977,2.76292829013429,"up_reg",14395,2.76292829013429,"up_reg"
"27","BRIP1","Q9BX63","3",0,6,0.061,0.665,1,64.8641492265696,3.88105814437647,"up_reg",560,3.88105814437647,"up_reg"
"28","BUB1","O43683","3",264,2,0.138,0.403,1,64.124272589836,5.25917290987815,"up_reg",1290,5.25917290987815,"up_reg"
"29","BUB1B","O60566","3",281,5,0.211,0.846,2,64.7205771748185,4.1370078928689,"up_reg",478,4.1370078928689,"up_reg"
"30","C4A","P0C0L4","8",0,1,0.343,0.596,1,83.5416452991453,2.05669011631643,"up_reg",1930,2.05669011631643,"up_reg"
"31","C4B","P0C0L5","8",0,1,0.182,0.325,0,83.4692528185101,2.11893082367888,"up_reg",3359,2.11893082367888,"up_reg"
"32","CA2","P00918","9",0,1,0.327,0.193,0,97.4029908345393,3.05208751852056,"up_reg",225389,3.05208751852056,"up_reg"
"33","CACNG4","Q9UBN1","3",264,2,0.125,0.712,1,65.7244111931597,3.49471424811836,"up_reg",37,3.49471424811836,"up_reg"
"34","CASTOR2","A6NHX0","10",0,1,0.332,0.396,0,89.1860590551181,3.48999060281599,"up_reg",7,3.48999060281599,"up_reg"
"35","CBX2","Q14781","3",0,3,0.412,0.367,0,57.1826386768448,2.879430043345,"up_reg",193,2.879430043345,"up_reg"
"36","CBX4","O00257","3",0,4,0.083,0.562,1,54.7085965317919,2.11266612335432,"up_reg",172,2.11266612335432,"up_reg"
"37","CCL5","P13501","3",1384,3,0.141,0.432,1,89.3350500715308,2.30684008962471,"up_reg",8543,2.30684008962471,"up_reg"
"38","CCNA2","P20248","3",5508,6,0.256,0.547,2,74.7478724026924,3.51517943154662,"up_reg",784,3.51517943154662,"up_reg"
"39","CCNB1","P14635","3",889,6,0.078,0.699,1,77.7724150162578,4.31271314474817,"up_reg",2300,4.31271314474817,"up_reg"
"40","CCNB2","O95067","3",1051,5,0.089,0.073,0,80.3833301857098,4.39668473513019,"up_reg",456,4.39668473513019,"up_reg"
"41","CCND1","P24385","3",9016,5,0.313,0.616,2,88.5515780518928,3.00497363912607,"up_reg",6429,3.00497363912607,"up_reg"
"42","CCNE1","P24864","3",1255,5,0.101,0.284,0,79.9765767949106,3.00276407865414,"up_reg",1065,3.00276407865414,"up_reg"
"43","CCNE2","O96020","3",955,3,0.296,0.527,1,77.7639902676399,3.66902735451004,"up_reg",308,3.66902735451004,"up_reg"
"44","CCNF","P41002","3",0,1,0.276,0.059,0,72.4470043909579,2.87801021507116,"up_reg",185,2.87801021507116,"up_reg"
"45","CCNO","P22674","3",266,3,0.405,0.838,2,79.7310232383808,3.15158862556356,"up_reg",142,3.15158862556356,"up_reg"
"46","CCNP","Q9H8S5","3",522,2,0.137,0.063,0,71.2770618120237,3.30372068525986,"up_reg",54,3.30372068525986,"up_reg"
"47","CCR5","P51681","3",0,1,0.253,0.774,1,85.2943881118881,3.35724468907141,"up_reg",10850,3.35724468907141,"up_reg"
"48","CCT3","P49368","3",688,3,0.164,0.823,1,89.0905656804734,2.01838035003732,"up_reg",111,2.01838035003732,"up_reg"
"49","CD2","P06729","3",788,3,0.375,0.633,2,78.2975917926566,2.85439787330855,"up_reg",18167,2.85439787330855,"up_reg"
"50","CD3D","P04234","3",0,1,0.491,0.711,1,77.4809330323552,2.06320954629812,"up_reg",191,2.06320954629812,"up_reg"
"51","CD3E","P07766","3",264,2,0.191,0.884,1,73.5128017241379,2.11742765807821,"up_reg",545,2.11742765807821,"up_reg"
"52","CDC20","Q12834","3",91,2,0.319,0.217,0,84.8543494038362,4.42098897310567,"up_reg",1658,4.42098897310567,"up_reg"
"53","CDC25A","P30304","3",476,2,0.261,0.229,0,63.5796743849493,3.6319601722925,"up_reg",1245,3.6319601722925,"up_reg"
"54","CDC6","Q99741","3",264,2,0.244,0.922,2,69.8394804010939,4.97502988313318,"up_reg",1062,4.97502988313318,"up_reg"
"55","CDCA5","Q96FF9","3",0,1,0.258,0.376,0,63.5050515995872,4.56459795859751,"up_reg",158,4.56459795859751,"up_reg"
"56","CDCA8","Q53HL2","3",264,4,0.388,0.483,1,68.7891859936335,4.1062457754107,"up_reg",209,4.1062457754107,"up_reg"
"57","CDCP1","Q9H5V8","3",0,1,0.276,0.901,1,78.3538725490196,2.1421319407256,"up_reg",238,2.1421319407256,"up_reg"
"58","CDH1","P12830","3",2156,6,0.076,0.224,0,79.8905516739447,3.03582612114663,"up_reg",5727,3.03582612114663,"up_reg"
"59","CDH2","P19022","3",1067,5,0.099,0.215,0,79.1765300313123,3.91223663196723,"up_reg",1223,3.91223663196723,"up_reg"
"60","CDK1","P06493","3",4025,11,0.514,0.471,1,89.3155051975052,4.47675595891464,"up_reg",5994,4.47675595891464,"up_reg"
"61","CDK5","Q00535","3",264,3,0.253,0.522,1,91.4416410912191,2.02929400795993,"up_reg",3077,2.02929400795993,"up_reg"
"62","CDK5R1","Q15078","3",0,1,0.302,0.55,1,74.1145131633932,2.33270679989977,"up_reg",249,2.33270679989977,"up_reg"
"63","CDKN3","Q16667","3",0,1,0.472,0.413,1,91.0594891826923,3.43919746974342,"up_reg",184,3.43919746974342,"up_reg"
"64","CDT1","Q9H211","3",0,1,0.393,0.234,0,74.9077927289896,3.71105025943785,"up_reg",659,3.71105025943785,"up_reg"
"65","CENPE","Q02224","3",314,4,0.135,0.997,5,72.5524854202401,4.50401225064024,"up_reg",439,4.50401225064024,"up_reg"
"66","CENPE","Q02224","3",314,4,0.235,0.575,2,73.0695095601475,4.50401225064024,"up_reg",439,4.50401225064024,"up_reg"
"67","CENPE","Q02224","3",314,4,0.304,0.741,2,72.4408738281586,4.50401225064024,"up_reg",439,4.50401225064024,"up_reg"
"68","CENPE","Q02224","3",314,4,0.416,0.949,1,70.8415997235899,4.50401225064024,"up_reg",439,4.50401225064024,"up_reg"
"69","CENPE","Q02224","3",314,4,0.191,0.88,2,74.1531594148887,4.50401225064024,"up_reg",439,4.50401225064024,"up_reg"
"70","CENPE","Q02224","3",314,4,0.308,0.67,2,71.0705068277311,4.50401225064024,"up_reg",439,4.50401225064024,"up_reg"
"71","CENPE","Q02224","3",314,4,0.168,0.487,1,72.3195598895409,4.50401225064024,"up_reg",439,4.50401225064024,"up_reg"
"72","CENPE","Q02224","3",314,4,0.126,0.96,2,70.7644444444445,4.50401225064024,"up_reg",439,4.50401225064024,"up_reg"
"73","CENPF","P49454","3",0,2,0.173,0.336,0,71.950278588485,5.89654726363508,"up_reg",391,5.89654726363508,"up_reg"
"74","CENPF","P49454","3",0,2,0.122,0.906,1,71.418744961032,5.89654726363508,"up_reg",391,5.89654726363508,"up_reg"
"75","CENPF","P49454","3",0,2,0.219,0.384,0,70.8340929025329,5.89654726363508,"up_reg",391,5.89654726363508,"up_reg"
"76","CENPF","P49454","3",0,2,0.416,0.452,1,70.5056078431373,5.89654726363508,"up_reg",391,5.89654726363508,"up_reg"
"77","CENPF","P49454","3",0,2,0.399,0.524,2,72.4119894505495,5.89654726363508,"up_reg",391,5.89654726363508,"up_reg"
"78","CENPF","P49454","3",0,2,0.416,0.769,3,73.1536007249142,5.89654726363508,"up_reg",391,5.89654726363508,"up_reg"
"79","CENPF","P49454","3",0,2,0.307,0.792,6,71.5561330839123,5.89654726363508,"up_reg",391,5.89654726363508,"up_reg"
"80","CENPF","P49454","3",0,2,0.372,0.826,1,72.0016993930739,5.89654726363508,"up_reg",391,5.89654726363508,"up_reg"
"81","CENPF","P49454","3",0,2,0.437,0.484,2,70.995527633697,5.89654726363508,"up_reg",391,5.89654726363508,"up_reg"
"82","CENPF","P49454","3",0,2,0.328,0.243,0,70.3329779477147,5.89654726363508,"up_reg",391,5.89654726363508,"up_reg"
"83","CENPH","Q9H3R5","3",1044,4,0.285,0.649,1,83.391973816717,2.04879659610702,"up_reg",90,2.04879659610702,"up_reg"
"84","CENPI","Q92674","3",2250,6,0.058,0.915,3,72.7981596597415,3.43037533072955,"up_reg",68,3.43037533072955,"up_reg"
"85","CENPK","Q9BS16","3",0,3,0.253,0.599,1,81.7073108108108,3.05093024696742,"up_reg",51,3.05093024696742,"up_reg"
"86","CENPL","Q8N0S6","3",0,3,0.229,0.746,2,83.6504654545455,2.03042186429317,"up_reg",23,2.03042186429317,"up_reg"
