"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A075B6S2","IGKV2D-29","1",1,2,1.72247615701843,"AF-A0A075B6S2-F1-model_v4","A0A075B6S2-F1",0.191,0.524,1,90.5475297941495
"2","A0A0B4J1V0","IGHV3-15","1",0,3,2.25126312743376,"AF-A0A0B4J1V0-F1-model_v4","A0A0B4J1V0-F1",0.406,0.656,1,91.1667511013216
"3","A0A0C4DH29","IGHV1-3","1",99,3,3.2840488351519,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781
"4","A0A2R8Y7D0","TINCR","1",4135,3,2.66610177432588,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"5","A0AVF1","IFT56","33",5,2,1.62924267759903,"AF-A0AVF1-F1-model_v4","A0AVF1-F1",0.226,0.217,0,91.2754913678619
"6","A0AVK6","E2F8","1",0,1,5.18749737709895,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.187,0.562,1,53.6931614756577
"7","A0MZ66","SHTN1","1",2625,2,2.03720880011127,"AF-A0MZ66-F1-model_v4","A0MZ66-F1",0.312,0.763,1,72.9323872255489
"8","A1KZ92","PXDNL","1",0,1,4.14147658505749,"AF-A1KZ92-F1-model_v4","A1KZ92-F1",0.227,0.709,2,81.4823542191709
"9","A1L020","MEX3A","1",0,1,3.73417916462005,"AF-A1L020-F1-model_v4","A1L020-F1",0.429,0.2,0,65.3357206733298
"10","A1L162","ERICH2","1",0,1,1.28429801763408,"AF-A1L162-F1-model_v4","A1L162-F1",0.327,0.297,0,74.389731925264
"11","A1L190","SYCE3","1",0,5,3.16208585753086,"AF-A1L190-F1-model_v4","A1L190-F1",0.353,0.661,2,92.3110204081633
"12","A2RRD8","ZNF320","1",0,1,1.11303734000233,"AF-A2RRD8-F1-model_v4","A2RRD8-F1",0.192,0.872,2,70.4567644936252
"13","A2RU30","TESPA1","1",0,1,1.03128595990228,"AF-A2RU30-F1-model_v4","A2RU30-F1",0.232,0.816,1,54.3880423280423
"14","A4D1S5","RAB19","1",0,2,6.40342413342803,"AF-A4D1S5-F1-model_v4","A4D1S5-F1",0.119,0.372,0,84.7372653061225
"15","A5A3E0","POTEF","1",3171,7,2.31845023618126,"AF-A5A3E0-F1-model_v4","A5A3E0-F1",0.139,0.866,2,70.63273155786
"16","A5D8V6","VPS37C","1",0,2,1.20520317160161,"AF-A5D8V6-F1-model_v4","A5D8V6-F1",0.32,0.688,1,69.469068914956
"17","A6ND36","FAM83G","1",0,1,1.55076411365412,"AF-A6ND36-F1-model_v4","A6ND36-F1",0.106,0.807,1,57.3405046875
"18","A6NHJ4","ZNF860","1",0,1,2.71715080302019,"AF-A6NHJ4-F1-model_v4","A6NHJ4-F1",0.144,0.738,2,65.190955967555
