"external_gene_name","description","count","counts_when_betweeness_0","counts_when_centrality_0","counts_when_druggability_0","counts_when_cryptic_pockets_0"
"H2BC17","H2B clustered histone 17",177,13,16,8,0
"EDEM3","ER degradation enhancing alpha-mannosidase like protein 3",156,2,4,7,0
"ESR1","estrogen receptor 1",156,5,22,32,0
"HAUS8","HAUS augmin like complex subunit 8",138,2,4,7,0
"WDR76","WD repeat domain 76",129,3,4,6,0
"ASCC3","activating signal cointegrator 1 complex subunit 3",122,2,3,4,0
"TRIM28","tripartite motif containing 28",105,3,4,9,0
"F2RL2","coagulation factor II thrombin receptor like 2",84,3,5,3,0
"COMMD5","COMM domain containing 5",76,1,2,2,0
"MBOAT2","membrane bound O-acyltransferase domain containing 2",75,3,4,1,0
"BRCA2","BRCA2 DNA repair associated",73,15,6,7,0
"CCT5","chaperonin containing TCP1 subunit 5",70,8,10,0,0
"CANX","calnexin",67,31,28,0,0
"CETN2","centrin 2",60,23,21,0,0
"GBA1","glucosylceramidase beta 1",55,9,14,0,0
"USP7","ubiquitin specific peptidase 7",42,27,38,0,6
"NOX1","NADPH oxidase 1",41,16,10,0,0
"UGCG","UDP-glucose ceramide glucosyltransferase",39,9,12,0,0
"AP2B1","adaptor related protein complex 2 subunit beta 1",38,11,15,0,0
"H2BC7","H2B clustered histone 7",37,18,21,0,0
"RFC2","replication factor C subunit 2",36,17,18,0,0
"TP53","tumor protein p53",35,15,16,0,1
"CYP4X1","cytochrome P450 family 4 subfamily X member 1",34,11,12,0,0
"ANLN","anillin, actin binding protein",33,9,10,0,0
"CLTC","clathrin heavy chain",31,1,1,0,0
"HSP90AA1","heat shock protein 90 alpha family class A member 1",31,3,5,0,0
"SULT1C2","sulfotransferase family 1C member 2",31,7,7,0,0
"CAMK4","calcium/calmodulin dependent protein kinase IV",29,1,2,0,0
"RAC3","Rac family small GTPase 3",29,2,2,0,1
"CCR2","C-C motif chemokine receptor 2",28,2,3,0,4
"GRB2","growth factor receptor bound protein 2",27,3,3,0,7
"CEP97","centrosomal protein 97",26,2,3,0,4
"KIF18B","kinesin family member 18B",24,1,2,0,2
"RBP1","retinol binding protein 1",24,1,2,0,2
"BPIFB1","BPI fold containing family B member 1",22,3,3,0,6
"CCT3","chaperonin containing TCP1 subunit 3",21,5,0,10,0
"MMP13","matrix metallopeptidase 13",21,2,3,0,5
"PLK1","polo like kinase 1",21,4,4,10,0
"BTRC","beta-transducin repeat containing E3 ubiquitin protein ligase",20,3,3,0,7
"HM13","histocompatibility minor 13",20,2,0,0,0
"RFC5","replication factor C subunit 5",18,20,35,42,61
"FANCC","FA complementation group C",17,7,0,0,17
"SYK","spleen associated tyrosine kinase",17,2,0,0,5
"YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta",16,3,0,0,4
"HSD17B10","hydroxysteroid 17-beta dehydrogenase 10",13,13,0,13,0
"NBN","nibrin",12,3,0,9,0
"TKFC","triokinase and FMN cyclase",12,29,23,47,20
"YKT6","YKT6 v-SNARE homolog",11,13,0,5,0
"TEKT2","tektin 2",10,18,0,0,0
"DNAJC12","DnaJ heat shock protein family (Hsp40) member C12",9,28,0,3,10
"GAPDH","glyceraldehyde-3-phosphate dehydrogenase",9,8,5,0,26
"H2AX","H2A.X variant histone",9,5,0,0,6
"CENPE","centromere protein E",8,3,0,0,5
"EZR","ezrin",8,11,0,24,2
"CLPB","ClpB family mitochondrial disaggregase",7,17,0,16,1
"MSX2","msh homeobox 2",7,3,0,5,0
"TRAM1","translocation associated membrane protein 1",7,11,0,0,0
"XRCC5","X-ray repair cross complementing 5",7,9,0,0,0
"AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3",6,1,0,0,0
"FBXO45","F-box protein 45",6,3,0,0,5
"RRH","retinal pigment epithelium-derived rhodopsin homolog",6,1,0,1,0
"SEPTIN3","septin 3",6,3,4,0,21
"TNR","tenascin R",6,11,25,30,58
"CCT8","chaperonin containing TCP1 subunit 8",5,11,0,3,3
"CD9","CD9 molecule",5,12,0,0,7
"PRKDC","protein kinase, DNA-activated, catalytic subunit",5,1,0,0,0
"RFC4","replication factor C subunit 4",5,3,15,35,0
"SIDT1","SID1 transmembrane family member 1",5,23,3,36,42
"ACAN","aggrecan",4,12,0,8,19
"HSPA8","heat shock protein family A (Hsp70) member 8",4,2,0,0,2
"KIF11","kinesin family member 11",4,11,3,32,20
"SPDYE2","speedy/RINGO cell cycle regulator family member E2",4,14,28,45,50
"STT3B","STT3 oligosaccharyltransferase complex catalytic subunit B",4,5,0,9,2
"DDB1","damage specific DNA binding protein 1",3,0,7,0,22
"MAPK9","mitogen-activated protein kinase 9",3,6,1,20,21
"ABCA12","ATP binding cassette subfamily A member 12",2,0,0,0,0
"DHCR7","7-dehydrocholesterol reductase",2,0,0,0,0
"FZD3","frizzled class receptor 3",2,0,32,33,38
"IL4I1","interleukin 4 induced 1",2,0,1,3,0
"LASP1","LIM and SH3 protein 1",2,0,30,38,40
"MAPK15","mitogen-activated protein kinase 15",2,0,4,9,0
"YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta",2,0,1,3,4
"ATP6V0A4","ATPase H+ transporting V0 subunit a4",1,0,14,0,4
"CDC45","cell division cycle 45",1,0,5,4,16
"CHEK1","checkpoint kinase 1",1,0,4,0,0
"HSPA4","heat shock protein family A (Hsp70) member 4",1,0,13,25,15
"OIP5","Opa interacting protein 5",1,0,25,16,29
