"gene_id","cluster","betweenness","degree_centrality"
"ESR1","2",10905,16
"H2BC11","2",13238,16
"H2BC5","2",2260,15
"H2BC9","2",1599,15
"H2BC12","2",2514,14
"PLK1","2",17329,14
"CDK1","2",4469,12
"H2AJ","2",384,12
"H2AC6","2",4,11
"H2BC21","2",4898,11
"GATA3","2",263,10
"H2BC4","2",3687,10
"KIF12","2",657,10
"KIF26B","2",1932,10
"KIFC2","2",317,10
"FN1","2",4410,9
"HDAC11","2",311,9
"CCNB1","2",2690,8
"FOXA1","2",6711,8
"H2BC8","2",1547,8
"KIF14","2",796,8
"KIF18B","2",266,8
"NEIL3","2",64,8
"PAGR1","2",17,8
"UBE2S","2",6858,8
"CCNA2","2",5568,7
"CCNB2","2",5794,7
"H4C8","2",727,7
"IGF1R","2",6913,7
"KIF11","2",2981,7
"KIF20A","2",734,7
"RAD51","2",2751,7
"RARA","2",263,7
"RET","2",2015,7
"SYCP2","2",2239,7
"TOP2A","2",430,7
"UHRF1","2",263,7
"AURKA","2",0,6
"AURKB","2",1560,6
"CBX4","2",0,6
"CCND1","2",1810,6
"H3C10","2",6824,6
"KIFC1","2",1645,6
"MAPT","2",4059,6
"AGR2","2",1020,5
"CDCA8","2",263,5
"HJURP","2",27,5
"KIF15","2",21,5
"KIF2C","2",280,5
"SYT1","2",2322,5
"ASPM","2",835,4
"BCL9","2",6375,4
"BUB1","2",1045,4
"BUB1B","2",525,4
"CBX8","2",0,4
"CCNO","2",263,4
"CDH2","2",1302,4
"CENPM","2",238,4
"CENPP","2",240,4
"CENPU","2",263,4
"DLGAP5","2",825,4
"E2F1","2",1219,4
"EPN3","2",1739,4
"GRIK4","2",547,4
"H3C6","2",101,4
"HSPA2","2",2166,4
"ISG15","2",786,4
"KDM4B","2",0,4
"KIF23","2",186,4
"KNL1","2",0,4
"MUC1","2",4746,4
"NHERF1","2",3065,4
"PAK1","2",525,4
"PKMYT1","2",11733,4
"PTTG1","2",780,4
"RACGAP1","2",1337,4
"UBE2C","2",263,4
"ANLN","2",525,3
"AP1M2","2",524,3
"BGN","2",525,3
"BRIP1","2",0,3
"CACNA1D","2",1190,3
"CACNA1H","2",706,3
"CACNA2D2","2",263,3
"CBLC","2",353,3
"CENPK","2",0,3
"CLSPN","2",263,3
"COL11A1","2",976,3
"COL1A1","2",1218,3
"COL22A1","2",548,3
"COL2A1","2",0,3
"COL5A2","2",488,3
"DCAF10","2",1043,3
"E2F7","2",525,3
"ERBB3","2",4589,3
"ESPN","16",5,3
"EXO1","2",269,3
"F12","2",1104,3
"FAM83D","2",263,3
"FGFR3","2",802,3
"GJA1","2",525,3
"GNG4","2",653,3
"H2BC18","2",0,3
"KCNQ5","2",524,3
"KPNA2","2",1619,3
"KRT18","2",525,3
"LEF1","2",6051,3
"LMNB1","2",1112,3
"MKI67","2",15,3
"NEB","4",11,3
"NRCAM","4",11,3
"PGR","2",0,3
"PPP2R2C","2",525,3
"RECQL4","2",783,3
"RMI2","2",0,3
"ROBO2","2",785,3
"SERPINA1","2",862,3
"TACC3","2",1080,3
"TFF1","2",525,3
"TLE3","2",263,3
"ABCC8","2",263,2
"ANK1","4",12,2
"ARTN","2",0,2
"BIK","7",1,2
"BIRC5","2",263,2
"C4A","11",3,2
"C4B","11",3,2
"CCNP","2",0,2
"CDC6","2",0,2
"CDYL2","2",0,2
"CENPE","2",1,2
"CENPF","2",0,2
"CEP55","2",1173,2
"CERS2","2",263,2
"CFAP45","15",0,2
"CFAP53","15",0,2
"CHAD","11",4,2
"CNIH2","2",111,2
"COL12A1","2",260,2
"COL8A1","2",210,2
"COMP","2",263,2
"CREB3L1","18",1,2
"ECT2","2",0,2
"EEF1A2","2",1040,2
"FKBP4","2",162,2
"FOXM1","2",0,2
"GFRA1","2",0,2
"GINS4","2",524,2
"HPX","2",263,2
"HSPB1","2",3077,2
"KCNE4","2",263,2
"KCNJ11","2",524,2
"KCNK1","24",0,2
"KCNK15","24",0,2
"KCNK6","24",0,2
"KLK4","2",1312,2
"LLGL2","17",1,2
"MCM10","2",263,2
"MFAP2","2",783,2
"MISP","2",783,2
"MMP10","2",263,2
"MUC5B","2",4,2
"MUC6","2",25,2
"NEK2","2",502,2
"NELL2","2",263,2
"NPNT","19",1,2
"PIERCE1","15",0,2
"PPFIA4","2",783,2
"PRKACB","2",1040,2
"RAB3A","2",524,2
"SLC7A11","2",263,2
"SPAG5","2",0,2
"SPDEF","26",1,2
"SYNGR3","2",524,2
"SYP","2",263,2
"SYTL5","2",263,2
"TFR2","8",1,2
"TK1","2",225,2
"TPD52","2",263,2
"TPRN","16",3,2
"TPX2","2",263,2
"TTK","2",263,2
"TTN","4",12,2
"WDR90","2",660,2
"WFDC2","2",263,2
"ZWINT","2",207,2
"ABAT","1",0,1
"AGT","3",0,1
"AGTR1","3",0,1
"AKAP5","2",0,1
"ALDOA","2",0,1
"ARNT2","5",0,1
"ASF1B","2",0,1
"ASPN","2",0,1
"ATP1A4","2",0,1
"ATP2A1","6",0,1
"ATP2A3","6",0,1
"BBC3","7",0,1
"BMPR1B","8",0,1
"BPIFB1","9",0,1
"BPIFB2","9",0,1
"C15orf48","10",0,1
"C4orf48","2",0,1
"C5AR2","11",0,1
"CA12","12",0,1
"CA14","12",0,1
"CA2","13",0,1
"CACNB3","2",0,1
"CACNG4","2",0,1
"CAPS","2",0,1
"CCDC40","2",0,1
"CCDC74A","14",0,1
"CCDC74B","14",0,1
"CCN4","2",0,1
"CCNE2","2",0,1
"CDC25C","2",0,1
"CDCA5","2",0,1
"CDHR3","2",0,1
"CDKN3","2",0,1
"CERS6","2",0,1
"CFB","11",0,1
"CHRD","2",0,1
"CHTF18","2",0,1
"CISH","2",0,1
"CIT","2",0,1
"CKS2","2",0,1
"CLIC6","16",0,1
"COL10A1","2",0,1
"COX6C","10",0,1
"CRABP2","2",0,1
"CRB3","17",0,1
"CREB3L4","18",0,1
"CYFIP2","2",0,1
"CYP2B7P","19",0,1
"CYSRT1","20",0,1
"DACH1","2",0,1
"DTL","2",0,1
"E2F8","2",0,1
"ECM1","2",0,1
"ENO2","21",0,1
"ENO3","21",0,1
"EPS8L1","16",0,1
"ERCC6L","2",0,1
"ESPL1","2",0,1
"EVL","2",0,1
"F7","2",0,1
"FGF14","22",0,1
"FLVCR1","2",0,1
"FREM2","19",0,1
"GADD45G","2",0,1
"GDF15","2",0,1
"GINS1","2",0,1
"GINS2","2",0,1
"GJB2","2",0,1
"GREB1","2",0,1
"H2AC11","2",0,1
"H4C9","2",0,1
"HMMR","2",0,1
"HOXB5","23",0,1
"HOXC4","23",0,1
"IFI27","2",0,1
"IFIT1","2",0,1
"IQGAP3","2",0,1
"JPH1","2",0,1
"KCNH2","2",0,1
"KCNJ3","2",0,1
"KIF4A","2",0,1
"KLHL38","2",0,1
"KRT19","2",0,1
"KRT8","2",0,1
"LDB3","16",0,1
"LRGUK","25",0,1
"MACIR","26",0,1
"MAL2","2",0,1
"MAPK8IP2","22",0,1
"MATN3","2",0,1
"MCCC2","2",0,1
"MELK","2",0,1
"MMP11","2",0,1
"MORN3","27",0,1
"MRPS30","28",0,1
"MRPS34","28",0,1
"MYB","2",0,1
"NDC80","2",0,1
"NECTIN2","2",0,1
"NKX3-1","26",0,1
"NPAS1","5",0,1
"NUF2","2",0,1
"OASL","2",0,1
"OLR1","2",0,1
"PACSIN1","2",0,1
"PARD6B","17",0,1
"PBK","2",0,1
"PCLAF","2",0,1
"PDZK1","2",0,1
"PMAIP1","7",0,1
"POSTN","2",0,1
"PRRT2","2",0,1
"PRSS23","2",0,1
"PTK6","2",0,1
"RAMP1","29",0,1
"RHOH","2",0,1
"RRM2","2",0,1
"RSPH1","27",0,1
"S100P","2",0,1
"SCGB1D2","30",0,1
"SCGB2A2","30",0,1
"SCIN","2",0,1
"SEMA3B","4",0,1
"SEMA3F","4",0,1
"SGO1","2",0,1
"SHISA9","2",0,1
"SIAH2","2",0,1
"SIX2","2",0,1
"SKA1","2",0,1
"SKA3","2",0,1
"SLC19A2","31",0,1
"SLC30A8","18",0,1
"SLC4A8","13",0,1
"SLC7A8","2",0,1
"SMIM22","32",0,1
"SMYD3","2",0,1
"SORD","1",0,1
"SPAG17","25",0,1
"SPC24","2",0,1
"SPC25","2",0,1
"SQLE","32",0,1
"STXBP2","2",0,1
"SYT9","2",0,1
"TFF3","2",0,1
"TMEM63C","2",0,1
"TMPRSS6","8",0,1
"TNFRSF18","33",0,1
"TNFSF4","33",0,1
"TNNI1","4",0,1
"TNNT1","4",0,1
"TRIM3","2",0,1
"TRIP13","2",0,1
"TRPS1","2",0,1
"TSPAN1","31",0,1
"TTLL12","2",0,1
"TUBA3D","2",0,1
"UNC5B","2",0,1
"USP35","2",0,1
"VAV3","2",0,1
"VIPR2","29",0,1
"WDR62","2",0,1
"ZNF239","2",0,1
"ZNF587","20",0,1
