"gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000231367",-3.49527656751445,2.00867270385523,1094.73106283363,4.61382003917576e-240,7.05822189593107e-236
"ENSG00000154928",-2.94183156625899,2.62047548173439,1050.68458144849,1.72795944168395e-230,1.32171617694405e-226
"ENSG00000167614",-3.23722048922041,2.31244198392469,912.630410825917,1.76255346371231e-200,8.9878476292903e-197
"ENSG00000138131",-2.68926494789634,3.28914652949301,872.628019737411,8.75512505185533e-192,3.34839757608207e-188
"ENSG00000165795",-2.23512293708432,7.10060308662718,867.225257802273,1.30858740618634e-190,4.00375402796773e-187
"ENSG00000006210",-2.78527407033154,6.92772627167557,845.198078592967,8.04484461943112e-186,2.05116721646762e-182
"ENSG00000198768",-3.10079185377815,2.78938869264125,825.96284499625,1.22287668346908e-181,2.67250964338713e-178
"ENSG00000198885",-2.4218567497755,2.0293253810512,805.98211341526,2.7005237272213e-177,5.16407649737893e-174
"ENSG00000187699",-2.62985685718247,2.48324113360348,794.092437365609,1.03866979300621e-174,1.765507832601e-171
"ENSG00000149090",-2.83342632655984,4.32426583541609,790.223311412188,7.2061861655681e-174,1.10240235960861e-170
"ENSG00000198838",-2.33024647978043,1.82908823396765,788.03150923126,2.1589912485214e-173,3.00256801089821e-170
"ENSG00000158125",-3.82177131141935,4.28213381580167,786.500082050346,4.64747869971957e-173,5.92476076235917e-170
"ENSG00000184384",-2.09067450446011,5.05488452378431,749.837817136055,4.35177039365183e-165,5.12102949862198e-162
"ENSG00000154678",-2.91130476307228,3.15572833943159,749.505251710897,5.14017271745569e-165,5.61674015940265e-162
"ENSG00000130176",-2.82914018614036,5.91614555188137,748.73922645751,7.54291893787066e-165,7.69277159410303e-162
"ENSG00000046653",-2.25176005514295,4.39744038966349,737.898942715874,1.71646728692266e-162,1.64115728470893e-159
"ENSG00000077264",-2.83381280369063,2.388397379598,713.519455930303,3.43438820407282e-157,3.09054533799447e-154
"ENSG00000140545",-1.8146741649353,7.40516313923554,712.511684076791,5.68840253172637e-157,4.83451010724167e-154
"ENSG00000136158",-2.11303008816316,4.54252634922481,703.605094801098,4.91762552428257e-155,3.95946501423551e-152
"ENSG00000157404",-3.14607434796494,6.4286275012364,700.992951724216,1.81878136004459e-154,1.3911858622981e-151
"ENSG00000203727",-2.94677797812184,3.70387099101034,696.938046607228,1.38531364773169e-153,1.00916800871426e-150
"ENSG00000103044",-3.03655815319782,3.84214702973854,693.118288274115,9.37968155438135e-153,6.52228947358754e-150
"ENSG00000277639",-3.07603547396055,2.14864074123184,686.068972653438,3.19993332590895e-151,2.12837304433718e-148
"ENSG00000145936",-2.5125214594572,3.77418122582491,682.880524013144,1.57947350938284e-150,1.00678273943911e-147
"ENSG00000182253",-3.20386687964779,6.8782834323409,676.957560225395,3.06586981215488e-149,1.87606705545381e-146
"ENSG00000169991",-1.84204243600424,5.40685802229453,672.047142297298,3.58437643223469e-148,2.10899194847409e-145
"ENSG00000196549",-2.92472181649095,6.0643097403076,656.369247730233,9.20313088100947e-145,5.21442578584011e-142
"ENSG00000090530",-1.89694604738722,3.59934947992136,654.370929186838,2.50337012563091e-144,1.36773414935363e-141
"ENSG00000249669",-2.73170002327331,4.62089239140924,649.345039679444,3.10136043495885e-143,1.63602110117243e-140
"ENSG00000065534",-2.15599710832929,7.61132960723346,648.113053356803,5.74759013598309e-143,2.93088779667564e-140
"ENSG00000187824",-1.894435508132,2.34599019907569,646.23519152135,1.47192762773335e-142,7.26372543518219e-140
"ENSG00000135046",-2.08337540855999,7.89407273064981,644.826750887226,2.97987315154758e-142,1.42456560851171e-139
"ENSG00000198947",-2.68852039534718,5.11350951688105,638.16189678715,8.38883330763352e-141,3.88885975576296e-138
"ENSG00000171867",-1.58313021206642,6.76479633322986,635.133121039076,3.8231531556032e-140,1.72019402865935e-137
"ENSG00000151914",-2.08113938051395,8.60927099162746,621.418087034504,3.67560600794855e-137,1.60655487741706e-134
"ENSG00000174607",-2.94914138833452,1.70211783458753,618.639354247107,1.47806376279933e-136,6.28094984536227e-134
"ENSG00000204767",-3.59405193742345,2.72952503218672,614.844485702517,9.8871298174074e-136,4.08792734991077e-133
"ENSG00000180914",-3.56053699698687,5.87145845752518,612.738749242101,2.83836118681209e-135,1.14266445883819e-132
"ENSG00000116711",-2.04866964617228,2.65538944959578,606.867812180422,5.37043252066388e-134,2.1065865820799e-131
"ENSG00000119771",-2.27495298761512,3.22224628799142,606.234420051577,7.37521409738898e-134,2.82065063154641e-131
