"","ensembl_peptide_id","avg_seg_mean"
"1","ENSP00000333037",0.329567083333333
"2","ENSP00000428010",0.324050625
"3","ENSP00000286355",0.324050625
"4","ENSP00000367161",0.324050625
"5","ENSP00000429614",0.329790625
"6","ENSP00000428629",0.329790625
"7","ENSP00000428463",0.329790625
"8","ENSP00000430917",0.329790625
"9","ENSP00000429391",0.329790625
"10","ENSP00000428936",0.329790625
"11","ENSP00000429900",0.329790625
"12","ENSP00000350297",0.329790625
"13","ENSP00000429829",0.329790625
"14","ENSP00000427744",0.307102708333333
"15","ENSP00000429185",0.307102708333333
"16","ENSP00000220856",0.307102708333333
"17","ENSP00000367093",0.307102708333333
"18","ENSP00000250160",0.307102708333333
"19","ENSP00000064724",0.30539025
"20","ENSP00000429499",0.33247775
"21","ENSP00000430433",0.33247775
"22","ENSP00000430674",0.33247775
"23","ENSP00000429074",0.33247775
"24","ENSP00000430127",0.33247775
"25","ENSP00000429659",0.33247775
"26","ENSP00000427994",0.33247775
"27","ENSP00000430434",0.33247775
"28","ENSP00000511587",0.33247775
"29","ENSP00000515265",0.33247775
"30","ENSP00000430806",0.33247775
"31","ENSP00000430694",0.33247775
"32","ENSP00000429802",0.33247775
"33","ENSP00000384880",0.33247775
"34","ENSP00000514126",0.33247775
"35","ENSP00000428117",0.33247775
"36","ENSP00000429051",0.33247775
"37","ENSP00000429150",0.33247775
"38","ENSP00000429078",0.33247775
"39","ENSP00000429860",0.33247775
"40","ENSP00000429978",0.33247775
"41","ENSP00000430412",0.33247775
"42","ENSP00000430695",0.324529625
"43","ENSP00000410594",0.324529625
"44","ENSP00000428155",0.324529625
"45","ENSP00000429533",0.324529625
"46","ENSP00000429780",0.324529625
"47","ENSP00000428641",0.324529625
"48","ENSP00000428276",0.324529625
"49","ENSP00000428714",0.324529625
"50","ENSP00000430625",0.324529625
"51","ENSP00000429725",0.324529625
"52","ENSP00000262585",0.324529625
"53","ENSP00000430786",0.324529625
"54","ENSP00000430912",0.324529625
"55","ENSP00000429811",0.31353075
"56","ENSP00000428610",0.31353075
"57","ENSP00000250173",0.31353075
"58","ENSP00000428015",0.31353075
"59","ENSP00000429158",0.31353075
"60","ENSP00000484634",0.31353075
"61","ENSP00000429791",0.31353075
"62","ENSP00000428086",0.316301541666667
"63","ENSP00000428844",0.316301541666667
"64","ENSP00000254624",0.316301541666667
"65","ENSP00000490312",0.316301541666667
"66","ENSP00000430512",0.316301541666667
"67","ENSP00000418370",0.300823708333333
"68","ENSP00000418305",0.300823708333333
"69","ENSP00000295822",0.300823708333333
"70","ENSP00000417133",0.300823708333333
"71","ENSP00000488269",0.318721041666667
"72","ENSP00000499217",0.318721041666667
"73","ENSP00000378535",0.318721041666667
"74","ENSP00000478790",0.318721041666667
"75","ENSP00000373565",0.318721041666667
"76","ENSP00000395344",0.300085291666667
"77","ENSP00000241256",0.300085291666667
"78","ENSP00000420751",0.31467925
"79","ENSP00000348161",0.31467925
"80","ENSP00000419400",0.31467925
"81","ENSP00000418531",0.31467925
"82","ENSP00000419546",0.31467925
"83","ENSP00000496548",0.331657583333333
"84","ENSP00000494855",0.331657583333333
"85","ENSP00000482343",0.331657583333333
"86","ENSP00000276708",0.331657583333333
"87","ENSP00000500443",0.31448275
"88","ENSP00000388322",0.31448275
"89","ENSP00000490151",0.318721041666667
"90","ENSP00000489685",0.318721041666667
"91","ENSP00000491165",0.314009
"92","ENSP00000428790",0.314009
"93","ENSP00000491940",0.314009
"94","ENSP00000373648",0.314009
"95","ENSP00000429799",0.314009
"96","ENSP00000492691",0.314009
"97","ENSP00000482510",0.314009
"98","ENSP00000498944",0.325097125
"99","ENSP00000302578",0.325097125
"100","ENSP00000264676",0.320671916666667
"101","ENSP00000325978",0.320671916666667
"102","ENSP00000429145",0.320671916666667
"103","ENSP00000436883",0.323179041666667
"104","ENSP00000414635",0.323179041666667
"105","ENSP00000429278",0.323179041666667
"106","ENSP00000429593",0.323179041666667
"107","ENSP00000508855",0.322061833333333
"108","ENSP00000342188",0.322061833333333
"109","ENSP00000479586",0.300157833333333
"110","ENSP00000428713",0.300157833333333
"111","ENSP00000418828",0.328707458333333
"112","ENSP00000417899",0.328707458333333
"113","ENSP00000418689",0.328707458333333
"114","ENSP00000420466",0.328707458333333
"115","ENSP00000420048",0.328707458333333
"116","ENSP00000419770",0.328707458333333
"117","ENSP00000420072",0.328707458333333
"118","ENSP00000418046",0.328707458333333
"119","ENSP00000486104",0.328707458333333
"120","ENSP00000419995",0.328707458333333
