"","ensembl_peptide_id","avg_seg_mean"
"1","ENSP00000333037",0.329567083333333
"2","ENSP00000429900",0.313000867260665
"3","ENSP00000429829",0.313000867260665
"4","ENSP00000428936",0.313000867260665
"5","ENSP00000429614",0.313000867260665
"6","ENSP00000430917",0.313000867260665
"7","ENSP00000350297",0.313000867260665
"8","ENSP00000429391",0.313000867260665
"9","ENSP00000428463",0.313000867260665
"10","ENSP00000428629",0.313000867260665
"11","ENSP00000427744",0.305881008470982
"12","ENSP00000220856",0.305881008470982
"13","ENSP00000250160",0.305881008470982
"14","ENSP00000367093",0.305881008470982
"15","ENSP00000429185",0.305881008470982
"16","ENSP00000064724",0.302120572714801
"17","ENSP00000429978",0.322538924995158
"18","ENSP00000429078",0.322538924995158
"19","ENSP00000430806",0.322538924995158
"20","ENSP00000430674",0.322538924995158
"21","ENSP00000429150",0.322538924995158
"22","ENSP00000430433",0.322538924995158
"23","ENSP00000515265",0.322538924995158
"24","ENSP00000514126",0.322538924995158
"25","ENSP00000428117",0.322538924995158
"26","ENSP00000511587",0.322538924995158
"27","ENSP00000384880",0.322538924995158
"28","ENSP00000429860",0.322538924995158
"29","ENSP00000430412",0.322538924995158
"30","ENSP00000429499",0.322538924995158
"31","ENSP00000430694",0.322538924995158
"32","ENSP00000429074",0.322538924995158
"33","ENSP00000430127",0.322538924995158
"34","ENSP00000429051",0.322538924995158
"35","ENSP00000429802",0.322538924995158
"36","ENSP00000430434",0.322538924995158
"37","ENSP00000429659",0.322538924995158
"38","ENSP00000427994",0.322538924995158
"39","ENSP00000428015",0.309441929751023
"40","ENSP00000484634",0.309441929751023
"41","ENSP00000429811",0.309441929751023
"42","ENSP00000428610",0.309441929751023
"43","ENSP00000250173",0.309441929751023
"44","ENSP00000429791",0.309441929751023
"45","ENSP00000429158",0.309441929751023
"46","ENSP00000254624",0.307993026083168
"47","ENSP00000428086",0.307993026083168
"48","ENSP00000490312",0.307993026083168
"49","ENSP00000430512",0.307993026083168
"50","ENSP00000428844",0.307993026083168
"51","ENSP00000373565",0.316113814276033
"52","ENSP00000499217",0.316113814276033
"53","ENSP00000378535",0.316113814276033
"54","ENSP00000478790",0.316113814276033
"55","ENSP00000488269",0.316113814276033
"56","ENSP00000241256",0.300085291666667
"57","ENSP00000395344",0.300085291666667
"58","ENSP00000420751",0.31164344365655
"59","ENSP00000419546",0.31164344365655
"60","ENSP00000419400",0.31164344365655
"61","ENSP00000418531",0.31164344365655
"62","ENSP00000348161",0.31164344365655
"63","ENSP00000496548",0.32621778811274
"64","ENSP00000494855",0.32621778811274
"65","ENSP00000482343",0.32621778811274
"66","ENSP00000276708",0.32621778811274
"67","ENSP00000500443",0.313095409181444
"68","ENSP00000388322",0.313095409181444
"69","ENSP00000491165",0.307615337479324
"70","ENSP00000373648",0.307615337479324
"71","ENSP00000428790",0.307615337479324
"72","ENSP00000491940",0.307615337479324
"73","ENSP00000492691",0.307615337479324
"74","ENSP00000429799",0.307615337479324
"75","ENSP00000482510",0.307615337479324
"76","ENSP00000302578",0.325097125
"77","ENSP00000498944",0.325097125
"78","ENSP00000264676",0.316278044633158
"79","ENSP00000429145",0.316278044633158
"80","ENSP00000325978",0.316278044633158
"81","ENSP00000429278",0.321261092264519
"82","ENSP00000414635",0.321261092264519
"83","ENSP00000429593",0.321261092264519
"84","ENSP00000436883",0.321261092264519
"85","ENSP00000508855",0.319807464087618
"86","ENSP00000342188",0.319807464087618
"87","ENSP00000479586",0.300331392232271
"88","ENSP00000428713",0.300331392232271
"89","ENSP00000493139",0.348738726508779
"90","ENSP00000478887",0.348738726508779
"91","ENSP00000367207",0.348738726508779
"92","ENSP00000259523",0.348738726508779
"93","ENSP00000430235",0.348738726508779
"94","ENSP00000516744",0.348738726508779
"95","ENSP00000516742",0.348738726508779
"96","ENSP00000493145",0.348738726508779
"97","ENSP00000499182",0.348738726508779
"98","ENSP00000516745",0.348738726508779
"99","ENSP00000429441",0.348738726508779
"100","ENSP00000516743",0.348738726508779
"101","ENSP00000499105",0.348738726508779
"102","ENSP00000349150",0.322723943115607
"103","ENSP00000473654",0.322723943115607
"104","ENSP00000473335",0.322723943115607
"105","ENSP00000326240",0.322723943115607
"106","ENSP00000440637",0.322723943115607
"107","ENSP00000501650",0.305465107168491
"108","ENSP00000502656",0.305465107168491
"109","ENSP00000429272",0.305465107168491
"110","ENSP00000501584",0.305465107168491
"111","ENSP00000502226",0.305465107168491
"112","ENSP00000429380",0.305465107168491
"113","ENSP00000501631",0.305465107168491
"114","ENSP00000502800",0.305465107168491
"115","ENSP00000427894",0.305465107168491
"116","ENSP00000428384",0.305465107168491
"117","ENSP00000430171",0.305465107168491
"118","ENSP00000502297",0.305465107168491
"119","ENSP00000501604",0.305465107168491
"120","ENSP00000428991",0.305465107168491
"121","ENSP00000428802",0.305465107168491
"122","ENSP00000429994",0.305465107168491
"123","ENSP00000404854",0.305465107168491
"124","ENSP00000428345",0.305465107168491
"125","ENSP00000429007",0.305465107168491
"126","ENSP00000429840",0.305465107168491
"127","ENSP00000429524",0.305465107168491
"128","ENSP00000501738",0.305465107168491
"129","ENSP00000501949",0.305465107168491
"130","ENSP00000502209",0.305465107168491
"131","ENSP00000502695",0.305465107168491
"132","ENSP00000501657",0.305465107168491
"133","ENSP00000437443",0.305465107168491
"134","ENSP00000501764",0.305465107168491
"135","ENSP00000319977",0.305465107168491
"136","ENSP00000431057",0.305465107168491
"137","ENSP00000501905",0.305465107168491
"138","ENSP00000501624",0.305465107168491
"139","ENSP00000429172",0.305465107168491
"140","ENSP00000254627",0.313544321324729
"141","ENSP00000490070",-0.32811175
"142","ENSP00000490099",-0.32811175
"143","ENSP00000331086",-0.32811175
"144","ENSP00000461942",-0.32811175
"145","ENSP00000420294",0.307864570600466
"146","ENSP00000420271",0.307864570600466
"147","ENSP00000417540",0.307864570600466
"148","ENSP00000419089",0.307864570600466
"149","ENSP00000420454",0.307864570600466
"150","ENSP00000420713",0.307864570600466
"151","ENSP00000419899",0.307864570600466
"152","ENSP00000417633",0.307864570600466
"153","ENSP00000417860",0.307864570600466
"154","ENSP00000418835",0.307864570600466
"155","ENSP00000418039",0.307864570600466
"156","ENSP00000417360",0.307864570600466
"157","ENSP00000220847",0.308922584993132
"158","ENSP00000378777",0.308922584993132
"159","ENSP00000338269",0.308922584993132
"160","ENSP00000482945",0.308922584993132
"161","ENSP00000428091",0.308922584993132
"162","ENSP00000487068",0.308922584993132
"163","ENSP00000378784",0.308922584993132
"164","ENSP00000433524",0.308922584993132
"165","ENSP00000378775",0.308922584993132
"166","ENSP00000378788",0.308922584993132
"167","ENSP00000433125",0.308922584993132
"168","ENSP00000430688",0.308922584993132
"169","ENSP00000295797",0.304542129907644
"170","ENSP00000420039",0.301087375
"171","ENSP00000419713",0.301087375
"172","ENSP00000418909",0.301087375
"173","ENSP00000419041",0.301087375
"174","ENSP00000346080",0.301087375
"175","ENSP00000420460",0.316080790445631
"176","ENSP00000391299",0.316080790445631
"177","ENSP00000334668",0.316080790445631
"178","ENSP00000418342",0.313856401627296
"179","ENSP00000420304",0.313856401627296
"180","ENSP00000419319",0.313856401627296
"181","ENSP00000337688",0.313856401627296
"182","ENSP00000420331",0.313856401627296
"183","ENSP00000400193",0.304763779064077
"184","ENSP00000415243",0.304763779064077
"185","ENSP00000418237",0.304763779064077
"186","ENSP00000259119",0.304763779064077
"187","ENSP00000417670",0.304763779064077
"188","ENSP00000406520",0.304763779064077
"189","ENSP00000516712",0.304763779064077
"190","ENSP00000430184",0.305264934319095
"191","ENSP00000429681",0.305264934319095
"192","ENSP00000429844",0.305264934319095
"193","ENSP00000378759",0.305264934319095
"194","ENSP00000428971",0.305264934319095
"195","ENSP00000429143",0.305264934319095
"196","ENSP00000337548",0.305264934319095
"197","ENSP00000427928",0.305264934319095
"198","ENSP00000428559",0.305264934319095
