"gene_id","cluster","betweenness","degree_centrality"
"BRCA1","3",55104,28
"H2AX","3",50317,24
"PCNA","3",13243,18
"ESR1","3",14374,17
"H2BC15","3",13223,16
"RBBP7","3",1637,16
"H2BC5","3",35685,15
"H2AZ1","3",2742,14
"H2BC11","3",3051,14
"H2BC12","3",197,14
"H4C8","3",25660,14
"CDK1","3",15730,13
"H2AJ","3",4059,13
"KIF12","3",373,13
"KIFC2","3",6042,13
"PCGF2","3",1199,13
"RARA","3",1145,13
"KIF22","3",3541,12
"MIS18A","3",175,12
"PLK1","3",14562,12
"PPP1CA","3",16299,12
"RFC4","3",14043,12
"CCNB1","3",7724,11
"DNA2","3",31657,11
"GATA3","3",22108,11
"H2BC21","3",12168,11
"H2BC9","3",422,11
"KIF18B","3",18,11
"KIF21A","3",546,11
"KNL1","3",33,11
"NEIL3","3",27,11
"PAGR1","3",0,11
"RAD21","3",15042,11
"WDR76","3",5236,11
"H2BC4","3",108,10
"PARP1","3",18353,10
"POLR2K","3",7412,10
"RMI2","3",8766,10
"SYCP2","3",47308,10
"UBE2S","3",30259,10
"ZNF217","3",6258,10
"CBX2","3",899,9
"CBX3","3",3750,9
"CBX4","3",0,9
"CCNA2","3",32620,9
"CENPS","3",12138,9
"CENPX","3",289,9
"FOXA1","3",6170,9
"H2AC6","3",595,9
"HJURP","3",4476,9
"KIF20A","3",3085,9
"AGR2","3",13380,8
"AURKA","3",543,8
"AURKB","3",3105,8
"E2F1","3",2325,8
"EZR","3",6070,8
"FANCD2","3",1269,8
"KDM4B","3",5798,8
"KIF11","3",932,8
"MAPT","3",22737,8
"MED1","3",2673,8
"PRKDC","3",2439,8
"TOP2A","3",2661,8
"YWHAZ","3",21959,8
"ANAPC11","3",285,7
"BRCA2","3",3434,7
"BRIP1","3",3052,7
"BUB1B","3",1313,7
"CLSPN","3",1311,7
"CLTC","3",8183,7
"CTTN","3",3170,7
"ELOC","3",2941,7
"EME2","3",1626,7
"FN1","3",4185,7
"ISG15","3",12793,7
"KIF14","3",1148,7
"KIF2C","3",542,7
"KIFC1","3",266,7
"ORC1","3",33740,7
"RECQL4","3",716,7
"RMI1","3",466,7
"CCNE1","3",1684,6
"CCT3","3",5329,6
"CDCA8","3",543,6
"CENPI","3",1656,6
"CHEK1","3",0,6
"EZH2","3",3036,6
"FANCI","3",939,6
"FRS2","3",2704,6
"KIF15","3",994,6
"KIF18A","3",0,6
"KIF23","3",29823,6
"MCM4","3",3590,6
"RAC3","3",2879,6
"RACGAP1","3",5192,6
"RAD51","3",9839,6
"RAD51AP1","3",15,6
"SYT1","3",4965,6
"UBE2C","3",543,6
"XRCC2","3",14,6
"ALB","3",3207,5
"ANLN","3",1085,5
"BARD1","3",0,5
"BUB1","3",1626,5
"BUB3","3",1232,5
"CCNB2","3",3236,5
"CCND1","3",3229,5
"CCNO","3",831,5
"CCT2","3",1151,5
"CDH2","3",7316,5
"CENPL","3",0,5
"CENPM","3",0,5
"CENPP","3",0,5
"IGF1R","3",2804,5
"KIF20B","3",0,5
"MACROH2A1","3",9448,5
"MAD2L1","3",1911,5
"MRPL13","3",1085,5
"MUC1","3",5606,5
"NME1","3",3239,5
"OAS2","3",3239,5
"RAB3A","3",1626,5
"SNRPE","3",2166,5
"SPAG5","3",1454,5
"TFRC","3",2088,5
"TPM3","3",9618,5
"TRIM36","3",1626,5
"UHRF1","3",1938,5
"ASH2L","3",1625,4
"BIRC5","3",543,4
"BLM","3",0,4
"CACNG4","10",20,4
"CCNE2","3",1084,4
"CDC20","3",568,4
"CDK5","3",1085,4
"CENPA","3",1625,4
"CENPE","3",2163,4
"CENPK","3",0,4
"CENPN","3",0,4
"CENPO","3",0,4
"CENPU","3",0,4
"CXCL10","3",1247,4
"E2F5","3",5332,4
"EME1","3",0,4
"EXO1","3",145,4
"FOXM1","3",561,4
"H2AC11","3",2160,4
"IFIT3","3",6386,4
"KPNA2","3",0,4
"MARVELD2","3",2608,4
"MCM10","3",1466,4
"MCM6","3",0,4
"MKI67","3",239,4
"MRPL58","3",3761,4
"NDUFB9","3",3773,4
"NEK2","3",2,4
"NSD2","3",543,4
"OCLN","3",1185,4
"PKMYT1","3",7908,4
"POLE2","3",1193,4
"PPFIA1","3",1080,4
"PPFIA4","3",1614,4
"PPP2R2C","3",1626,4
"PTTG1","3",343,4
"RET","3",2181,4
"RIBC2","3",2900,4
"SPAG1","3",3709,4
"STIP1","3",1196,4
"TPD52","3",3350,4
"ALYREF","3",4935,3
"AP1M2","3",543,3
"ASPM","3",543,3
"BAIAP2","3",8671,3
"CACNA1H","10",20,3
"CACNA2D2","10",8,3
"CCDC74A","3",1085,3
"CDC45","3",1625,3
"CDC7","3",1422,3
"CDCA2","3",620,3
"CDT1","3",544,3
"CENPH","3",0,3
"CFAP90","3",6886,3
"CGN","3",3032,3
"CKS1B","3",3692,3
"COL10A1","2",9,3
"COMP","3",1085,3
"COX6C","3",1623,3
"CXCL11","3",1442,3
"DLGAP5","3",581,3
"DSN1","3",825,3
"E2F7","3",1085,3
"ECT2","3",6,3
"EEF1A2","3",15526,3
"ERBB3","3",3028,3
"ESPN","3",609,3
"EXOSC4","3",41,3
"FEN1","3",543,3
"GJA1","3",1853,3
"H3C10","3",2179,3
"LIN9","3",1085,3
"LMNB1","3",543,3
"LPCAT1","26",3,3
"MISP","3",5251,3
"MRPL24","3",0,3
"MRPS23","3",0,3
"MRPS30","3",2155,3
"MRPS34","3",0,3
"MUC5B","3",3564,3
"NECTIN2","3",1085,3
"NTAQ1","3",1085,3
"OAS1","3",543,3
"PLK4","3",1109,3
"RAB3IP","3",1085,3
"RAD54B","3",3727,3
"RIMS1","3",3759,3
"SIAH2","3",1990,3
"STMN1","3",1085,3
"STX1A","3",0,3
"SYP","3",952,3
"TFF1","3",1085,3
"TIMM17B","29",2,3
"TJP3","3",1598,3
"TPRN","3",755,3
"TTK","3",543,3
"UBE2L6","3",2502,3
"UTP18","3",1093,3
"WDHD1","3",3633,3
"ZWINT","3",1085,3
"AFF3","3",543,2
"AGT","3",543,2
"AGTR1","3",1084,2
"ALDOA","3",543,2
"ANK1","3",1084,2
"BCL9","3",543,2
"BMPR1B","3",1084,2
"BRF2","3",543,2
"C15orf48","3",542,2
"CACNA1D","10",8,2
"CACNA1I","10",14,2
"CCNB3","3",0,2
"CCNP","3",0,2
"CDC25A","3",0,2
"CDC6","3",543,2
"CDYL2","3",509,2
"CENPF","3",0,2
"CEP85","3",543,2
"CERS2","3",1084,2
"CFAP45","3",0,2
"CMPK2","11",1,2
"COA6","3",0,2
"COL22A1","2",9,2
"CRB3","3",1084,2
"CTNND2","3",1938,2
"CXCL9","3",0,2
"CYC1","3",1,2
"DBF4","3",240,2
"DCAF10","3",2160,2
"DCAF13","3",0,2
"DDX39A","3",4288,2
"DIAPH3","3",3159,2
"DNAJA4","3",543,2
"DNMT3B","3",543,2
"DTL","3",0,2
"EXOC2","3",1623,2
"F12","2",5,2
"FAAP24","3",0,2
"FADD","3",528,2
"FAM83D","3",0,2
"FANCA","3",0,2
"FANCB","3",0,2
"FANCF","3",0,2
"FBXO5","3",1042,2
"FGFR3","3",543,2
"GABRB3","18",0,2
"GABRD","18",0,2
"GINS2","3",28,2
"GINS4","3",0,2
"GNG4","3",543,2
"H2BC18","3",0,2
"H2BC6","3",543,2
"H2BC8","3",543,2
"H3C6","3",0,2
"HELZ2","3",0,2
"HMMR","3",0,2
"HPX","3",543,2
"HSD17B6","22",1,2
"HSPB1","3",0,2
"HSPE1","3",0,2
"KCNK1","24",0,2
"KCNK15","24",0,2
"KCNK6","24",0,2
"KIF4A","3",0,2
"KRT18","3",0,2
"LEF1","3",1203,2
"LLGL2","3",543,2
"LRRC46","3",543,2
"MSMB","3",0,2
"MUC6","3",88,2
"MX1","3",3759,2
"MZT2A","3",422,2
"NAXE","3",28,2
"NDC80","3",841,2
"NDUFAF6","3",543,2
"NELL2","4",2,2
"NHERF1","3",7656,2
"NLK","3",543,2
"NME3","3",0,2
"NME4","3",0,2
"NOD2","3",543,2
"NPNT","13",1,2
"NRCAM","3",543,2
"NSF","18",0,2
"NUF2","3",543,2
"OAS3","3",0,2
"OASL","3",543,2
"ORC6","3",0,2
"PARP9","3",1084,2
"PBK","3",0,2
"PBX1","3",543,2
"PDRG1","3",318,2
"PIERCE1","3",0,2
"POMK","3",543,2
"PRIM1","3",0,2
"PSMB3","3",543,2
"PSMD3","3",1623,2
"PTK6","3",42,2
"PYCR1","28",1,2
"RAD54L","3",0,2
"RAE1","3",543,2
"RBL1","3",543,2
"RGS11","3",0,2
"ROBO2","4",2,2
"ROMO1","29",0,2
"RRM2","3",503,2
"SCNN1G","10",18,2
"SGO1","3",0,2
"SGO2","3",0,2
"SHTN1","3",543,2
"SLC7A11","3",543,2
"SMC4","3",964,2
"SPDEF","3",543,2
"SPP1","3",543,2
"SRP9","30",1,2
"STAT1","3",543,2
"SYNGR3","3",40,2
"SYTL5","3",543,2
"TFR2","3",543,2
"TICRR","3",543,2
"TIMELESS","3",1129,2
"TIMM17A","29",1,2
"TK1","3",0,2
"TONSL","3",0,2
"TPX2","3",2,2
"TRIM37","3",220,2
"TRIP13","3",543,2
"TRPS1","3",1084,2
"TUBA1C","3",27,2
"TUBG1","3",0,2
"TYMS","3",0,2
"UNC5B","3",4001,2
"WDR90","2",8,2
"ABAT","1",0,1
"ABHD11","2",0,1
"ADIPOR1","3",0,1
"AKAP5","4",0,1
"ARFGEF1","3",0,1
"ARFGEF3","3",0,1
"ARL11","3",0,1
"ARTN","3",0,1
"ASB13","3",0,1
"ASB16","3",0,1
"ASF1B","3",0,1
"ASPN","3",0,1
"ATAD2","3",0,1
"ATAD5","3",0,1
"AUNIP","3",0,1
"BIK","5",0,1
"BMP8A","6",0,1
"BMP8B","6",0,1
"BOP1","3",0,1
"BPIFB1","7",0,1
"BPIFB2","7",0,1
"BSN","3",0,1
"C4orf48","4",0,1
"CA12","8",0,1
"CA14","8",0,1
"CA2","9",0,1
"CABLES2","3",0,1
"CACNB3","10",0,1
"CACYBP","3",0,1
"CAPS","3",0,1
"CBX8","3",0,1
"CCDC117","3",0,1
"CCDC74B","3",0,1
"CCNF","3",0,1
"CDC25C","3",0,1
"CDCA5","3",0,1
"CDK5R1","3",0,1
"CDKN3","3",0,1
"CECR2","3",0,1
"CEP55","3",0,1
"CERS6","3",0,1
"CHAF1B","3",0,1
"CHTF18","3",0,1
"CIP2A","3",0,1
"CIT","3",0,1
"CKAP2","3",0,1
"CKAP5","3",0,1
"CKS2","3",0,1
"CLIC6","3",0,1
"CNIH2","10",0,1
"COL11A1","12",0,1
"COL12A1","2",0,1
"COL2A1","12",0,1
"CRABP2","3",0,1
"CSE1L","3",0,1
"CYFIP2","3",0,1
"CYP27B1","3",0,1
"CYP2B7P","13",0,1
"CYRIB","3",0,1
"CYSRT1","14",0,1
"DACH1","3",0,1
"DCDC1","3",0,1
"DCTPP1","11",0,1
"DEPDC1","3",0,1
"DEPDC1B","3",0,1
"DNAH14","15",0,1
"DNAI1","15",0,1
"DONSON","3",0,1
"DPP3","3",0,1
"DSCC1","3",0,1
"E2F2","3",0,1
"E2F8","3",0,1
"ECM1","3",0,1
"EIF4EBP1","3",0,1
"ELOVL2","16",0,1
"ELP2","3",0,1
"ENO2","3",0,1
"ENTPD8","11",0,1
"EPCAM","3",0,1
"EPHA10","17",0,1
"EPHA3","17",0,1
"EPN3","3",0,1
"ERCC6L","3",0,1
"ERLIN2","3",0,1
"ESCO2","3",0,1
"ESPL1","3",0,1
"ESRP1","3",0,1
"ESRP2","3",0,1
"EVL","3",0,1
"F7","2",0,1
"FAM83H","3",0,1
"FBN2","3",0,1
"FBXO45","3",0,1
"FKBP4","3",0,1
"FLVCR1","3",0,1
"FREM2","13",0,1
"GALNT6","3",0,1
"GAS2L3","3",0,1
"GATA2","3",0,1
"GDF15","3",0,1
"GDPD1","19",0,1
"GDPD3","19",0,1
"GEN1","3",0,1
"GFRA1","3",0,1
"GGH","20",0,1
"GINS1","3",0,1
"GJB2","3",0,1
"GREB1","3",0,1
"GRHL2","3",0,1
