"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A075B6I4","IGLV10-54","1",36750,10,3.97101372766113,"AF-A0A075B6I4-F1-model_v4","A0A075B6I4-F1",0.308,0.039,0,88.1472215843858
"2","A0A075B6P5","IGKV2-28","1",68282,11,3.39300302701684,"AF-A0A075B6P5-F1-model_v4","A0A075B6P5-F1",0.173,0.577,1,90.942904290429
"3","A0A075B6S2","IGKV2D-29","1",0,3,3.07011922348962,"AF-A0A075B6S2-F1-model_v4","A0A075B6S2-F1",0.191,0.524,1,90.5475297941495
"4","A0A0B4J1V0","IGHV3-15","1",0,7,3.2059873971391,"AF-A0A0B4J1V0-F1-model_v4","A0A0B4J1V0-F1",0.406,0.656,1,91.1667511013216
"5","A0A0B4J1Y9","IGHV3-72","1",1874,12,3.89351613361938,"AF-A0A0B4J1Y9-F1-model_v4","A0A0B4J1Y9-F1",0.303,0.642,1,91.4700969827586
"6","A0A0C4DH29","IGHV1-3","1",0,7,2.2308309374513,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781
"7","A0A1B0GUS4","UBE2L5","1",0,1,1.79172092108867,"AF-A0A1B0GUS4-F1-model_v4","A0A1B0GUS4-F1",0.181,0.14,0,94.1993963463066
"8","A0A2R8YEV3","OR2A42","1",0,1,1.92710961693626,"AF-A0A2R8YEV3-F1-model_v4","A0A2R8YEV3-F1",0.276,0.928,3,86.3625815778604
"9","A0PJW8","DAPL1","1",0,3,2.99645158323473,"AF-A0PJW8-F1-model_v4","A0PJW8-F1",0.337,0.242,0,67.8983333333333
"10","A1A4S6","ARHGAP10","1",0,2,1.73729306615889,"AF-A1A4S6-F1-model_v4","A1A4S6-F1",0.17,0.492,1,80.1481860095389
"11","A2A2Y4","FRMD3","1",0,1,2.71349466948821,"AF-A2A2Y4-F1-model_v4","A2A2Y4-F1",0.148,0.819,2,75.288783811687
"12","A4D0S4","LAMB4","1",22053,6,1.03275926670619,"AF-A4D0S4-F1-model_v4","A4D0S4-F1",0.136,0.914,2,73.3317756039721
"13","A6NCL7","ANKRD33B","1",0,1,2.04651479204511,"AF-A6NCL7-F1-model_v4","A6NCL7-F1",0.046,0.092,0,69.1845077856954
"14","A6NGB9","WIPF3","1",1719,2,1.46935560810013,"AF-A6NGB9-F1-model_v4","A6NGB9-F1",0.384,0.379,0,60.3086073777524
"15","A6NIH7","UNC119B","12",0,1,1.18984245812984,"AF-A6NIH7-F1-model_v4","A6NIH7-F1",0.199,0.812,1,81.8094351991931
"16","A6NIX2","WTIP","1",3437,3,2.17815422899309,"AF-A6NIX2-F1-model_v4","A6NIX2-F1",0.162,0.568,1,65.4043862987631
"17","A6NJW9","CD8B2","1",0,1,2.93292338623896,"AF-A6NJW9-F1-model_v4","A6NJW9-F1",0.408,0.587,1,82.0145120481928
"18","A6NK89","RASSF10","39",0,1,3.30936337318038,"AF-A6NK89-F1-model_v4","A6NK89-F1",0.264,0.856,1,73.2395758032129
"19","A6NKL6","TMEM200C","1",0,1,2.02260146232922,"AF-A6NKL6-F1-model_v4","A6NKL6-F1",0.351,0.548,1,50.0929563668744
"20","A6NMZ7","COL6A6","1",0,5,4.46355316212114,"AF-A6NMZ7-F1-model_v4","A6NMZ7-F1",0.156,0.506,1,76.0110109902756
"21","A8MVW5","HEPACAM2","1",0,1,3.22700049603725,"AF-A8MVW5-F1-model_v4","A8MVW5-F1",0.161,0.376,0,78.4666970450152
"22","A8MW99","MEI4","45",4,2,1.98657295181149,"AF-A8MW99-F1-model_v4","A8MW99-F1",0.176,0.857,1,70.9593872944211
"23","B7ZBB8","PPP1R3G","1",0,2,2.12717269931275,"AF-B7ZBB8-F1-model_v4","B7ZBB8-F1",0.048,0.224,0,68.4424053952791
"24","B9A064","IGLL5","1",22607,6,2.68510312254857,"AF-B9A064-F1-model_v4","B9A064-F1",0.416,0.123,0,74.6703516347933
"25","O00141","SGK1","1",3437,3,1.61033569800846,"AF-O00141-F1-model_v4","O00141-F1",0.162,0.362,0,80.6269224088014
"26","O00142","TK2","1",13696,2,1.38193410126153,"AF-O00142-F1-model_v4","O00142-F1",0.256,0.254,0,84.9687844036697
"27","O00144","FZD9","1",3276,3,2.72531890663954,"AF-O00144-F1-model_v4","O00144-F1",0.196,0.715,1,81.8912881131242
"28","O00151","PDLIM1","1",20083,8,1.44426000545931,"AF-O00151-F1-model_v4","O00151-F1",0.426,0.336,0,70.208261556697
"29","O00175","CCL24","1",0,3,4.07329913023265,"AF-O00175-F1-model_v4","O00175-F1",0.227,0.183,0,82.9207960741549
"30","O00187","MASP2","1",26,3,2.125767383134,"AF-O00187-F1-model_v4","O00187-F1",0.185,0.375,0,89.8747390161472
"31","O00198","HRK","1",0,1,2.60649311434671,"AF-O00198-F1-model_v4","O00198-F1",0.244,0.27,0,73.0296676300578
"32","O00206","TLR4","1",28367,11,1.40930053408884,"AF-O00206-F1-model_v4","O00206-F1",0.283,0.845,1,89.1131117376465
"33","O00213","APBB1","1",1719,2,1.16121289767291,"AF-O00213-F1-model_v4","O00213-F1",0.095,0.686,1,60.8572233474498
"34","O00219","HAS3","1",0,1,4.10727225168307,"AF-O00219-F1-model_v4","O00219-F1",0.19,0.986,1,91.446054467702
"35","O00292","LEFTY2","1",215,2,3.97663527351556,"AF-O00292-F1-model_v4","O00292-F1",0.272,0.266,0,78.3898818624045
"36","O00294","TULP1","1",1721,3,1.27052330640636,"AF-O00294-F1-model_v4","O00294-F1",0.082,0.611,3,65.843449003517
"37","O00300","TNFRSF11B","1",0,1,1.01349671308961,"AF-O00300-F1-model_v4","O00300-F1",0.349,0.688,1,87.0087337057728
"38","O00305","CACNB4","1",0,1,2.11026968101113,"AF-O00305-F1-model_v4","O00305-F1",0.179,0.608,1,72.2588948655257
"39","O00329","PIK3CD","1",54968,8,1.28990610151015,"AF-O00329-F1-model_v4","O00329-F1",0.154,0.555,1,87.9849618866127
"40","O00408","PDE2A","1",0,1,3.69910845758924,"AF-O00408-F1-model_v4","O00408-F1",0.25,0.867,1,83.4517420051275
"41","O00451","GFRA2","1",4093,5,3.53603085044475,"AF-O00451-F1-model_v4","O00451-F1",0.196,0.197,0,75.7310637705375
"42","O00470","MEIS1","1",8579,3,1.69410862527975,"AF-O00470-F1-model_v4","O00470-F1",0.113,0.868,1,66.0762263524726
"43","O00482","NR5A2","1",0,1,1.79138149899817,"AF-O00482-F1-model_v4","O00482-F1",0.203,0.936,2,72.8614365541327
"44","O00499","BIN1","1",66428,11,2.02412891737843,"AF-O00499-F1-model_v4","O00499-F1",0.061,0.358,0,68.7491092584467
"45","O00501","CLDN5","1",418,6,4.19051104020358,"AF-O00501-F1-model_v4","O00501-F1",0.193,0.538,1,83.2790628853268
"46","O00533","CHL1","1",0,2,4.39732549614837,"AF-O00533-F1-model_v4","O00533-F1",0.157,0.637,2,77.9826843100189
"47","O00534","VWA5A","1",3437,3,1.4462971580856,"AF-O00534-F1-model_v4","O00534-F1",0.084,0.961,3,83.7797349357919
"48","O00548","DLL1","1",1884,2,1.87844495185326,"AF-O00548-F1-model_v4","O00548-F1",0.337,0.376,0,75.8205614874816
"49","O00585","CCL21","1",0,2,4.53272355634548,"AF-O00585-F1-model_v4","O00585-F1",0.054,0.522,1,74.7487194525904
"50","O00590","ACKR2","1",0,2,2.66271645416312,"AF-O00590-F1-model_v4","O00590-F1",0.22,0.621,2,80.0169468882372
"51","O00591","GABRP","1",1395,4,7.70646716679448,"AF-O00591-F1-model_v4","O00591-F1",0.164,0.393,0,79.5052339590922
"52","O00592","PODXL","1",0,1,1.15575488530015,"AF-O00592-F1-model_v4","O00592-F1",0.288,0.644,1,53.9282365853659
"53","O00602","FCN1","1",128,8,2.34898610243902,"AF-O00602-F1-model_v4","O00602-F1",0.359,0.338,0,86.2383346839546
