"interaction","name","selected","shared interaction","shared name","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::score","stringdb::textmining"
"ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000325120","false","ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000325120","0.8","0.089",,"0.926","0.627"
"ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000378199","false","ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000378199","0.5",,,"0.52","0.081"
"ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000343925","false","ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000343925","0.5",,,"0.499",
"ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000340820","false","ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000340820",,"0.236",,"0.447","0.306"
"ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000444810","false","ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000444810","0.9",,,"0.97","0.72"
"ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000405330","false","ppp","9606.ENSP00000001008 (ppp) 9606.ENSP00000405330","0.5","0.329",,"0.836","0.551"
"ppp","9606.ENSP00000005178 (ppp) 9606.ENSP00000498864","false","ppp","9606.ENSP00000005178 (ppp) 9606.ENSP00000498864",,"0.664",,"0.664",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000296526","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000296526",,,,"0.679","0.679"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000259607","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000259607",,,,"0.507","0.507"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000310405","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000310405","0.65",,,"0.766","0.361"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000326432","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000326432","0.65",,,"0.762","0.349"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000474412","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000474412",,,,"0.643","0.643"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000248564","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000248564",,,,"0.406","0.406"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000469613","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000469613",,"0.053",,"0.717","0.714"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000362795","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000362795","0.65",,,"0.969","0.916"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000354901","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000354901",,,,"0.56","0.56"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000225474","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000225474",,,,"0.853","0.853"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000332504","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000332504","0.65",,,"0.65",
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000497260","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000497260",,"0.8",,"0.8",
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000332659","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000332659","0.65",,,"0.65",
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000441600","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000441600","0.65",,,"0.762","0.349"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000351059","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000351059","0.9","0.618",,"0.999","0.983"
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000308452","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000308452","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000167588","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000167588","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000167586","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000167586","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000264651","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000264651","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000251645","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000251645","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000377558","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000377558","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000355124","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000355124","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000373489","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000373489","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000225550","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000225550","0.4",,,"0.4",
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000302234","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000302234",,,,"0.957","0.957"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000252723","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000252723",,,,"0.526","0.526"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000292301","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000292301","0.65",,,"0.993","0.982"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000369581","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000369581",,,,"0.495","0.496"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000292303","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000292303","0.65",,,"0.918","0.778"
"ppp","9606.ENSP00000011292 (ppp) 9606.ENSP00000222481","false","ppp","9606.ENSP00000011292 (ppp) 9606.ENSP00000222481","0.9",,,"0.9",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000275493","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000275493",,,,"0.572","0.572"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000256103","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000256103",,,,"0.63","0.63"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000369129","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000369129",,,,"0.63","0.63"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262150","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262150","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000371710","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000371710","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000219022","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000219022",,,,"0.775","0.775"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000269571","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000269571",,,,"0.473","0.473"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000381058","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000381058","0.54",,,"0.54",
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000346839","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000346839",,"0.292",,"0.618","0.483"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000269571","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000269571",,,,"0.412","0.412"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000345192","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000345192",,"0.292",,"0.952","0.936"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000335196","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000335196",,,,"0.43","0.43"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262738","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262738",,,,"0.502","0.502"
"ppp","9606.ENSP00000039007 (ppp) 9606.ENSP00000315693","false","ppp","9606.ENSP00000039007 (ppp) 9606.ENSP00000315693","0.5",,,"0.499",
