"gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000119771",-3.48602622110317,4.09360882068143,713.116169444062,4.20285452362816e-157,9.52534949235087e-153
"ENSG00000148053",-5.03678873917321,7.85516079037483,688.890674023666,7.78982269903122e-152,8.82742708254218e-148
"ENSG00000177098",-3.41333187658575,4.88830116280881,670.864984890365,6.47883633180344e-148,4.89454488746644e-144
"ENSG00000184500",-2.44548166519692,5.80090292918936,602.957357221268,3.80673739488044e-133,2.15689740793926e-129
"ENSG00000154065",-3.51555503114478,3.76022845357036,584.535173023993,3.86896546121603e-129,1.50469998084587e-125
"ENSG00000138685",-4.26770109420301,4.86962558413358,584.476925975391,3.98349800788705e-129,1.50469998084587e-125
"ENSG00000166265",-2.42416056150209,5.47580152770547,565.68032577429,4.88616521066668e-125,1.58200069049357e-121
"ENSG00000182253",-4.58003672628429,8.06717359502677,552.530745649629,3.5436628318749e-122,1.00391968027016e-118
"ENSG00000126785",-2.00852004876973,4.88276669203992,547.539050223678,4.31865843647926e-121,1.08753416449295e-117
"ENSG00000187824",-2.81843495996203,3.07014090822196,547.179544885311,5.17078589060749e-121,1.17190691424728e-117
"ENSG00000158966",-2.89376765657026,5.33080069392503,536.492321057076,1.09276110277744e-118,2.25148523939527e-115
"ENSG00000182463",-3.09301081809139,5.81332512608046,535.841438266341,1.51399786530744e-118,2.85943730161065e-115
"ENSG00000145777",-4.68843090899061,1.3407710173111,531.360799834054,1.42856549735091e-117,2.49053911015084e-114
"ENSG00000149090",-4.04028179224202,5.40316803847794,527.293124366231,1.09609227576258e-116,1.77441680984879e-113
"ENSG00000249669",-4.04951435743392,5.66160248164499,516.805546874147,2.09672536392259e-114,3.16801224319611e-111
"ENSG00000152583",-2.20795000639967,9.19091120450252,509.189051738697,9.52037507484602e-113,1.34856112935194e-109
"ENSG00000144642",-2.6100088075225,5.20047791703253,507.33597513799,2.40897971852414e-112,3.21159507886065e-109
"ENSG00000198932",-2.77786719640734,4.25721861472302,499.262313310635,1.37554962749398e-110,1.73196981986242e-107
"ENSG00000154678",-4.33828969286583,4.25069813162928,496.981232982997,4.3131742898085e-110,5.14493590022209e-107
"ENSG00000144857",-2.50598895389546,5.72702002079897,492.025515977099,5.16517155280525e-109,5.85317240363891e-106
"ENSG00000119147",-5.90738230421851,4.39532766017803,491.213257158176,7.75928743376015e-109,8.37411859041619e-106
"ENSG00000136158",-2.77333278441126,5.38274188267675,490.550566511265,1.08147193121818e-108,1.11411272041495e-105
"ENSG00000013297",-3.55583738926541,4.62611412477837,487.909269188129,4.06193800140155e-108,4.00259838538107e-105
"ENSG00000253250",-2.72510377806423,0.0843101118212547,487.421295364254,5.18694762072046e-108,4.89820753650035e-105
"ENSG00000240583",-2.6145828875466,8.23164818330529,484.482400884837,2.2614791437912e-107,2.05016653259535e-104
"ENSG00000184271",-1.84943986768744,3.761592960095,482.181909835652,7.1608929975981e-107,6.24209534221398e-104
"ENSG00000168497",-4.78019895589112,5.95253961562553,475.678766598819,1.86227229471664e-105,1.56320515879474e-102
"ENSG00000149451",-3.74396917972799,4.22551494707678,470.664665154533,2.29685160313596e-104,1.85913731190977e-101
"ENSG00000241684",-4.31114211032159,1.97183215207142,468.948369196426,5.42764968977784e-104,4.24180181272845e-101
"ENSG00000155970",-3.03320242149218,2.33080256110984,466.090452835062,2.27259608975219e-103,1.71687059260478e-100
"ENSG00000100307",-2.22494193442138,5.64085322973237,457.935439010819,1.35262548815208e-101,9.88900131079957e-99
"ENSG00000054598",-2.66222071465665,4.52737109698261,450.82751927888,4.76458251866646e-100,3.37451556884552e-97
"ENSG00000154263",-4.43106030368231,3.53645364942436,443.591553383232,1.7897522489762e-98,1.2291801506302e-95
"ENSG00000143867",-4.7289754806448,4.37849900810511,443.17526643664,2.20491293901364e-98,1.46976902499427e-95
"ENSG00000165795",-3.20983213364743,7.96988084403277,441.937523020509,4.09985614344346e-98,2.65483256100008e-95
"ENSG00000285051",-4.80816117559649,-0.82844947710817,441.292151496178,5.66532958013673e-98,3.5666397112283e-95
"ENSG00000114698",-2.56012879457866,5.64146040833947,439.478457179003,1.4058992099644e-97,8.61170262017111e-95
"ENSG00000255248",-2.1629101597965,4.82119305555716,439.268740050375,1.56169731147734e-97,9.3142915440322e-95
"ENSG00000105974",-3.48013790724621,8.54805468378799,438.045132287585,2.88338677023953e-97,1.67561737847971e-94
"ENSG00000141741",3.62138744025151,7.05769721082737,435.41004772617,1.07996210569991e-96,6.11906529089566e-94
"ENSG00000154721",-2.27109120429784,5.35856877597247,435.08118710831,1.27345328601208e-96,7.03940128638481e-94
"ENSG00000133392",-4.29097906176123,8.44458388273548,434.28141615218,1.90129185265359e-96,1.02597329877478e-93
"ENSG00000228649",-3.20954235238464,2.05720413838932,432.337031497245,5.03774880177357e-96,2.65524508938131e-93
"ENSG00000226329",-3.36393413381098,0.59374188538704,430.195117705196,1.47373946558872e-95,7.59109801093246e-93
"ENSG00000198838",-2.94959566358015,2.75238567042239,430.075276086181,1.56496349979952e-95,7.88185172432363e-93
"ENSG00000165197",-5.85351047218328,4.08212020024723,427.472706140442,5.76709441598278e-95,2.84142234443117e-92
"ENSG00000248994",-3.91408939361827,2.22381883814616,426.189252529903,1.0972495112918e-94,5.29107721785477e-92
"ENSG00000066382",-3.11874680611666,2.65703476249354,424.420778303894,2.66209424216762e-94,1.25695216467681e-91
"ENSG00000185950",-2.73860320554623,5.94453877780917,424.150974385027,3.04753037889126e-94,1.4095760919835e-91
"ENSG00000179796",-5.75131678400079,0.632391650488522,423.25681564606,4.77054792416033e-94,2.1623939630634e-91
"ENSG00000069702",-3.75105941391864,7.31550621213247,421.835928587778,9.72381635803904e-94,4.32118772428621e-91
