"interaction","name","selected","shared interaction","shared name","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::score","stringdb::textmining"
"ppp","9606.ENSP00000001146 (ppp) 9606.ENSP00000224356","false","ppp","9606.ENSP00000001146 (ppp) 9606.ENSP00000224356","0.9",,,"0.9",
"ppp","9606.ENSP00000005995 (ppp) 9606.ENSP00000265016","false","ppp","9606.ENSP00000005995 (ppp) 9606.ENSP00000265016",,"0.421",,"0.42",
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000259607","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000259607",,,,"0.507","0.507"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000334448","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000334448",,"0.8",,"0.8",
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000452786","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000452786",,"0.549",,"0.549",
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000326432","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000326432","0.65",,,"0.762","0.349"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000248564","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000248564",,,,"0.406","0.406"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000229135","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000229135",,,,"0.746","0.746"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000362795","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000362795","0.65",,,"0.969","0.916"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000354901","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000354901",,,,"0.56","0.56"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000225474","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000225474",,,,"0.853","0.853"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000319635","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000319635","0.65",,,"0.823","0.517"
