"","uniprotswissprot","logFC"
"1","O43657",1.03568901395224
"2","Q8IZE3",-1.4462824598645
"3","Q9NSG2",-1.91593316103169
"4","P09769",1.88394918200407
"5","P08603",3.13922154324016
"6","Q9BTY2",-1.08930222125584
"7","P48506",-1.70419492385084
"8","Q6P499",-2.29957092147866
"9","Q9Y4W2",1.51524580791276
"10","Q9Y6X5",-3.06872639299173
"11","Q9P2G1",-1.47271104259947
"12","Q16850",-1.97877382059985
"13","P43351",1.41267857263133
"14","P28838",-1.80021163968093
"15","P14209",2.48113779809957
"16","O14792",2.59797358565846
"17","Q14847",-1.56197917440807
"18","P20645",-1.34213805710429
"19","Q9P2N7",-1.29711507027168
"20","Q05084",-5.48123126503416
"21","Q96Q42",-1.54303461976233
"22","Q92851",-3.33214473284482
"23","P10646",-2.21274589985824
"24","P52569",3.2643405929507
"25","P78332",2.03421383714827
"26","Q8N5S9",2.44465187177883
"27","P46063",-1.6755971886214
"28","Q96JG6",-1.99190733847133
"29","O14559",5.63133747524673
"30","Q16654",3.23569511872691
"31","Q96QS3",6.3823112790398
"32","Q9UJS0",-1.85923052126568
"33","P30260",-1.27379775078376
"34","P53701",-1.51369464668685
"35","O14641",2.2360187660079
"36","O75563",-1.46198293665179
"37","P05141",-1.57776158307751
"38","P52435",1.0527620111978
"39","P49916",-1.07194178875017
"40","Q53FZ2",3.74710962443719
"41","Q8TCT7",2.34950958725246
"42","Q9P299",2.06810457464091
"43","P31323",4.80591012769639
"44","O95153",5.61116619220148
"45","Q9H977",1.16782015966555
"46","Q6NTF9",1.42766066100713
"47","Q9P2D0",-1.98114794222325
"48","O14628",-2.4518086279099
"49","O75592",-1.2619936486721
"50","P26006",-1.34474609579285
"51","Q9NZC3",-1.77755416851687
"52","Q96EN9",1.57131202438651
"53","Q9Y2Y6",1.37986751570799
"54","Q24JP5",2.04638193967956
"55","P78423",2.02547893064041
"56","Q8TB22",1.56107254146242
"57","Q9NP84",-2.01912924762477
"58","P80192",-2.50236727320267
"59","P11233",-1.57950082296935
"60","Q9UHR4",-5.16113281381105
"61","Q6ZMT4",-3.28071004420122
"62","P50549",-3.26707415308602
"63","P43353",-2.81869660658906
"64","O94887",-2.29485227310078
"65","Q9UBU7",-1.38342398919888
"66","Q12887",-1.24207627568878
"67","Q8N7H5",1.46372305057998
"68","P49754",-1.15565198983821
"69","Q9Y6U3",-6.22621695152606
"70","P51689",-2.02697632775738
"71","Q96L34",2.28605209602635
"72","Q96CT7",2.13174897956926
"73","Q14667",-1.64045952453346
"74","O60861",2.86587887134447
"75","Q96CC6",2.34940581936248
"76","Q9NQ29",1.60832807191094
"77","Q9BRB3",2.26669382712251
"78","Q96RY5",2.86545354124455
"79","Q99594",2.295512732606
"80","Q9UQ88",4.89674073556013
"81","Q9Y238",1.93155228533548
"82","Q9P0K1",1.58696223504329
"83","Q16563",-1.14754603949049
"84","P49447",-2.00652433498459
"85","Q9UDR5",3.46987429794246
"86","P10620",-3.42227289624806
"87","Q14938",2.77395262261604
"88","P24001",-1.31531415714879
"89","P98161",3.91411148186103
"90","Q9BYZ6",2.45394477307401
"91","Q9P2D3",-1.67826127526695
"92","P60866",2.0210888029343
"93","Q15386",-1.39837133599233
"94","O60673",-1.69503976490773
"95","Q9UKY4",1.0240368436218
"96","Q9NP79",-2.14366125183501
"97","Q9Y603",-2.23359532653003
"98","Q9H040",-1.71123987699257
"99","P31930",-1.08771872944934
"100","P21926",-1.71202221429959
"101","Q15021",-2.07011570923343
"102","Q0D2I5",4.24896850069186
"103","Q9Y2I1",2.87823825142731
"104","Q9NY15",1.33535200777064
"105","Q9BT04",1.81448660816266
"106","P22304",2.51307357662506
"107","P98182",-1.1967996124815
"108","Q53EV4",1.54708529225514
"109","Q96GD3",1.23577079785436
"110","P06241",1.47456289161878
"111","Q01740",1.90610460293633
"112","P51797",2.20326690127223
"113","Q9UBG0",3.80113064089569
"114","O75954",3.27979257834775
"115","O96018",1.47375569988493
"116","Q8WTS1",-1.66618384589087
"117","P23352",-1.7515045511693
"118","Q9ULX6",1.62894129110732
"119","O43581",-1.26602961282626
"120","Q15031",-1.12679642000266
"121","O00443",-1.81348552157944
"122","Q03405",-1.23252447761789
"123","Q9NQW6",-5.64607595119693
"124","O95785",2.16622363992677
"125","P07585",4.81140422487891
"126","P38398",-3.92957418708784
"127","P20273",7.26000583246664
"128","Q13214",1.03655620909875
"129","P09917",-3.10137909631545
"130","Q9P1Z2",2.17562381781561
"131","Q9NZN3",1.08694340364864
"132","O75508",4.18756530867397
"133","O95394",-1.31494718467833
"134","Q9NW08",-1.64292216222429
"135","P49184",-1.23634846367775
"136","Q96FC9",1.20111806595493
"137","Q9NRV9",1.84301677837067
