1	5591	0.087647
5497	5591	0.087647
2627	5592	0.0232947
2936	5592	0.0232947
4161	5593	0.152914
178	5593	0.152914
4058	5594	0.0319841
4946	5594	0.0319841
1127	5595	0.0479218
3112	5595	0.0479218
1000	5596	0.046843
5595	5596	0.046843
2620	5597	0.0865712
3947	5597	0.0865712
5597	5598	0.0513142
5490	5598	0.0513142
1293	5599	0.0437382
5598	5599	0.0437382
2585	5600	0.0266855
5599	5600	0.0266855
5251	5601	0.0409583
5442	5601	0.0409583
5523	5602	0.181729
1041	5602	0.181729
69	5603	0.0645399
5477	5603	0.0645399
3940	5604	0.0608371
1018	5604	0.0608371
4968	5605	0.0323181
920	5605	0.0323181
4224	5606	0.16426
3256	5606	0.16426
5606	5607	0.162742
4238	5607	0.162742
5607	5608	0.118303
832	5608	0.118303
4899	5609	0.219219
4938	5609	0.219219
5609	5610	0.138393
3373	5610	0.138393
5610	5611	0.0689613
1795	5611	0.0689613
5608	5612	0.0658135
1855	5612	0.0658135
5612	5613	0.0599982
2993	5613	0.0599982
1756	5614	0.0568651
5613	5614	0.0568651
14	5615	0.0465037
5611	5615	0.0465037
5614	5616	0.05318
5002	5616	0.05318
5615	5617	0.0363918
5616	5617	0.0363918
557	5618	0.0357184
5617	5618	0.0357184
5618	5619	0.0341575
3100	5619	0.0341575
5619	5620	0.0229856
1348	5620	0.0229856
4448	5621	0.122454
671	5621	0.122454
5621	5622	0.0815805
2636	5622	0.0815805
4237	5622	0.0815805
5622	5623	0.0559649
523	5623	0.0559649
5623	5624	0.0509231
1049	5624	0.0509231
2331	5625	0.0608485
5230	5625	0.0608485
5625	5626	0.0530341
5327	5626	0.0530341
665	5627	0.0410819
532	5627	0.0410819
3029	5628	0.170308
1237	5628	0.170308
5628	5629	0.0424211
3811	5629	0.0424211
3925	5630	0.282802
774	5630	0.282802
5630	5631	0.173366
2166	5631	0.173366
4183	5632	0.0346139
583	5632	0.0346139
5084	5633	0.0414537
1480	5633	0.0414537
5633	5634	0.0253967
3740	5634	0.0253967
2607	5635	0.581807
4646	5635	0.581807
2918	5636	0.0674167
4292	5636	0.0674167
3702	5637	0.0585721
5636	5637	0.0585721
3467	5638	0.0618003
1113	5638	0.0618003
