"gene","avg_rank","rank_variance"
"UBA52",5.52214452214452,2809.66598180855
"EGFR",8.05727605727606,3860.01537259099
"HSP90AA1",8.30935730935731,361.494872438244
"CTNNB1",8.95071595071595,1849.55852963381
"ESR1",10.3916083916084,17.3316017759722
"H4C6",10.8421578421578,252.150294076343
"UBC",12.4348984348984,9175.72219275284
"HDAC1",15.6430236430236,53.2675953848505
"UBB",16.1588411588412,9217.78188966264
"RPS27A",18.6070596070596,25965.0953798589
"HSPA4",19.8621378621379,342.216164248809
"SRC",20.1568431568432,8302.08631807899
"BRD4",23.5747585747586,63.6049189540196
"STAT3",26.0679320679321,2899.13862153835
"LRRK2",26.8754578754579,171.958501414198
"MDM2",27.3573093573094,346.185745189743
"EP300",32.4009324009324,21876.9624508292
"CREBBP",32.6856476856477,11136.4228019371
"JUN",32.7582417582418,1316.45385859976
"CD44",34.6819846819847,529.395501456128
"GRB2",35.3496503496503,20828.5259384187
"TRAF6",37.1351981351981,208.611961877785
"AKT1",38.019647019647,8071.52493032173
"APP",38.2550782550783,4743.28334778701
"H3C12",38.7965367965368,695.086170547197
"TP53",38.8564768564769,52590.041686051
"FYN",40.4145854145854,351.688488060906
"FN1",41.1078921078921,32621.0989483534
"NPM1",41.7795537795538,10550.157250034
"H3C13",47.3929403929404,1318.17599278359
"SMAD3",49.8008658008658,7794.2294862588
"H2AX",51.5674325674326,1751.9090922402
"ARRB1",53.1645021645022,5617.5525436145
"HIF1A",53.2071262071262,842.80118837414
"HDAC2",53.9124209124209,468.928703097924
"KAT2B",58.961371961372,640.465529362931
"H2BC12",63.014319014319,1800.95082754243
"TP53BP1",64.7932067932068,3562.4592209922
"MAPK1",65.8717948717949,567.112472027196
"CLTC",66.6943056943057,7115.95648655142
"H3C1",67.4895104895105,1655.99814109941
"PTPN11",69.6743256743257,30613.0824418752
"PIK3R1",72.7179487179487,46148.3977690087
"ARRB2",72.7196137196137,9328.56892563355
"ITGB1",74.1078921078921,1881.65990771387
"CHUK",74.9347319347319,519.957097754566
"CXCR4",75.6380286380286,3262.5801256261
"CDC42",76.9087579087579,18362.9750165446
"GNB1",77.2877122877123,12379.3449089219
"CALM3",77.5427905427905,9073.77989720695
"H2AC8",78.1365301365301,3498.26383166023
"ERBB2",78.3756243756244,10462.1080265504
"SMAD4",78.7119547119547,1013.24178575145
"CDK2",78.7958707958708,4141.04059586871
"PIK3CA",81.3742923742924,7483.65399579324
"PLK1",82.7928737928738,518.655285642627
"ACTB",85.0739260739261,45642.7726810165
"SYK",85.1405261405261,1279.75706128204
"EZR",87.3563103563104,1537.49525247127
"SQSTM1",87.8195138195138,47058.33050516
"JAK2",87.994671994672,5232.82275641303
"RBBP4",91.4079254079254,4034.77524696046
"TGFB1",96.6393606393606,1471.629722709
"TGFBR1",98.3486513486513,1140.55428448966
"YWHAZ",98.5457875457875,15758.2892918762
"HSPA8",98.7012987012987,93641.7984893188
"PTK2",99.5850815850816,5302.89507383578
"TLR4",99.7216117216117,14729.6499891403
"LARP7",102.800865800866,1710.02029238805
"H3-4",102.825174825175,11251.7725572229
"KDM1A",103.090909090909,2106.66761552904
"HSPA5",104.704295704296,4371.93185029494
"PLCG1",106.423576423576,1565.42611951673
"STAT1",108.443889443889,42361.246267612
"DCTN1",108.866466866467,3038.34625356877
"NR3C1",110.327339327339,1856.14164738215
"LYN",110.453879453879,2445.69299210672
"TRIM28",110.997335997336,1162.75948657161
"H3-3B",112.758241758242,27599.8862370142
"SHC1",114.130536130536,59049.5399166678
"PARP1",115.614052614053,2551.30369319776
"RB1",117.31635031635,4034.98916295785
"SIRT1",117.596736596737,12269.8962851494
"JAK1",117.903762903763,2526.36015572258
"ITGB3",122.111555111555,2509.87529281733
"PIK3R2",122.486513486513,3707.20126708734
"DDB1",130.974025974026,16283.8487588361
"H4C14",131.008325008325,10086.0808767071
"LCK",131.702297702298,2294.55358232707
"TNFRSF1A",132.892440892441,1900.37383691148
"RHOA",133.127539127539,72072.5750008375
"SKP1",134.221112221112,4643.12431095442
"IQGAP1",135.131202131202,8469.38251377758
"EEF1A1",137.028971028971,22346.9088872487
"CCND1",138.181152181152,2131.36024424166
"BTRC",138.425241425241,1113.5749389407
"H4C3",139.390609390609,10967.6351816072
"H4C9",139.683316683317,10323.1345217075
"IGF1R",139.910755910756,12432.2005604877
"H4C16",143.334665334665,10394.2720390868
"H4C2",144.537462537463,11135.6870537857
"RUVBL1",144.65700965701,13498.9182944526
"H4C13",144.866466866467,11138.4861602976
"CDK1",146.301032301032,97808.1325339107
"CHD4",146.726606726607,6216.11277285894
"HSP90AB1",147.758907758908,202710.414206935
"CALML4",149.359973359973,15965.3896964683
"H4C11",150.571761571762,11341.0797086547
"H3C14",150.744921744922,7635.12678549521
"NTRK1",151.025641025641,2208.31613112626
"H4C1",151.571761571762,11348.5054248439
"H4C15",151.905760905761,11340.2146336897
"H4C12",153.571761571762,11348.5054248439
"H4C4",153.573426573427,11342.8849298603
"IKBKB",153.759240759241,14452.1482115486
"DLG4",154.110889110889,7107.62094401268
"H4C5",155.240093240093,11344.9133553544
"HTT",155.648684648685,2403.13269896881
"H4C8",156.240426240426,11345.2759534492
"PML",157.83016983017,3286.99779700646
"STAT5A",158,4940.5636242505
"BRCA1",160.251082251082,210125.922279808
"YWHAE",162.590742590743,12741.3397810273
"ALB",162.864801864802,12245.6585974541
"RANBP2",163.156843156843,9003.24154792576
"HRAS",163.666666666667,11250.9591383522
"RBBP7",164.182484182484,29300.9560288701
"CCNA2",165.036963036963,8097.92901302561
"KAT5",165.223443223443,34610.0536540963
"CFTR",167.209124209124,4484.08483344326
"AURKB",177.555111555112,1601.84398035897
"RPS3A",179.267732267732,7408.98359202423
"GJA1",180.230103230103,8100.31845392005
"CALML5",183.53712953713,55290.6770852953
"BIRC2",183.780885780886,2258.32905491133
"ACTG1",184.694305694306,8544.56807882324
"PRKCA",185.374958374958,6183.92731408055
"DNMT1",185.915750915751,34666.9945652837
"CD74",186.27972027972,2035.19688040141
"SOX2",187.330336330336,68091.6443392273
"VWF",188.241425241425,6121.56694427048
"FBXW7",188.344322344322,3165.5782713844
"TLN1",190.951048951049,4444.6428395056
"H3-5",193.75357975358,11378.4995499726
"TLR2",194.312354312354,5414.10893126416
"PPARG",194.584082584083,4030.66406367339
"CCNB1",195.602397602398,36377.0137450824
"AURKA",195.767232767233,4965.88883934187
"BECN1",200.055611055611,31569.6328157741
"CDKN1A",204.648018648019,44040.8863943074
"STRN",208.801531801532,15206.7080989186
"SOCS1",211.288045288045,3516.42299827643
"RACK1",212.151182151182,192506.061080381
"CD9",214.098235098235,9914.56363112792
"RUNX1",215.101565101565,26210.2758236656
"VCP",215.878454878455,120090.242716866
"CCT8",217.240093240093,6590.60556055093
"MAPK8",217.868131868132,7092.91598275143
"C3",223.447219447219,24064.40785619
"H3C15",225.893106893107,20678.4359384786
"EZH2",227.556776556777,145540.00168874
"KAT2A",229.090243090243,19985.9768634652
"PRKACA",229.619047619048,6757.7795437962
"SMAD2",231.434898434898,137509.694211407
"IKBKG",231.857142857143,79807.1697915675
"SMARCA4",235.266067266067,240648.714994089
"FANCC",235.959040959041,10719.2764696995
"CALML3",239.40293040293,100423.571770224
"CASP8",240.845154845155,4426.5666212535
"AR",241.409923409923,174982.277276576
"LGALS3",246.104562104562,26468.2782036973
"ESR2",246.707292707293,6489.99790482669
"GAPDH",249.15984015984,9467.022410634
"RXRA",249.773226773227,14220.5644794912
"APOB",251.889110889111,19460.1579193624
"KLC1",251.906093906094,8525.26099882795
"CDK4",254.48285048285,7070.56091498996
"RPS6",255.064935064935,36952.1273609801
"RPS3",255.152181152181,50765.6300643616
"TGFBR2",255.774891774892,28685.8873507128
"CUL1",261.868464868465,135500.376763365
"VHL",261.895104895105,17244.8654090746
"VDAC1",265.373293373293,12238.1487468783
"GNAQ",265.84681984682,32211.5354887174
"PLAUR",265.975024975025,21086.4793893648
"CD81",267.536796536797,9671.50655695626
"CCR5",270.421578421578,24231.0860365484
"BUB1B",272.023643023643,28571.4048372236
"SMARCA5",273.664002664003,16501.3864019614
"APOA1",277.084915084915,14558.5081101444
"MAP3K7",279.116217116217,6646.12939381294
"BCL11A",279.245421245421,8613.28718339178
"NEDD4L",279.597402597403,6348.88682869429
"RAF1",280.991674991675,30375.9809433294
"RPS16",285.57708957709,38566.1981691415
"LRP1",285.991341991342,13835.129838405
"RPA2",286.302031302031,40696.2175408425
"NUDCD1",287.560772560773,133756.064509996
"YWHAB",289.63702963703,183062.102052733
"CD47",294.545121545122,21414.1534430482
"VIM",295.541458541459,9590.54749780533
"CDK9",296.002331002331,26890.7664835719
"TUBB",297.194805194805,8283.61393702899
"XRCC5",298.969696969697,15621.1286617003
"KMT2A",299.071928071928,61004.1054175671
"CDH1",299.623043623044,328558.34819633
"WWP2",302.101565101565,7891.53964778282
"EHMT2",302.38628038628,17622.2158276988
"A2M",302.71694971695,19708.6660250698
"MSN",302.781218781219,108191.701952278
"SMURF1",306.908091908092,6991.20474129468
"TNF",307.890442890443,200895.231497572
"RPS15A",307.95337995338,16400.1190783456
"RPS20",308.654345654346,18545.3788177179
"BRAF",311.309357309357,31715.6954054163
"CASP3",313.074259074259,10050.3272619009
"XRCC6",318.873792873793,155007.280868587
"KMT2C",319.449217449217,32716.9383763028
"CCR3",321.451548451548,34159.3316789806
"CREB1",321.798201798202,63816.9885777114
"P4HB",323.468864468864,40743.792084886
"ERBB3",324.087579087579,21881.8833999667
"EEF2",324.658008658009,59147.7254413364
"RNF4",324.660006660007,16600.4796358427
"HBA2",325.299034299034,14670.4761716187
"SLC9A1",326.09324009324,21682.1505305709
"RBX1",326.57375957376,341383.246639658
"IGKV1D-33",330.224775224775,12359.3035565367
"CALM1",330.397269397269,40077.4593796166
"NOTCH1",330.530136530137,183580.387749049
"RPA3",331.21312021312,58024.3076625795
"H2AC4",332.072261072261,38360.6806526807
"RPS9",332.972360972361,36794.1434730049
"IL6",333.685314685315,15801.754704323
"CDH2",333.894771894772,8113.34202129205
"TRAF2",335.310023310023,296915.277271252
"CRK",337.141192141192,77033.7522100373
"PARK7",338.639693639694,17607.3045131639
"PLCG2",340.297036297036,10296.6126061369
"CDC27",340.808524808525,21374.2947707411
"CDKN1B",341.413253413253,27593.9181054344
"IRS1",341.842157842158,80709.0850042696
"RPS26",342.078921078921,32578.9941024998
"PSMD2",343.357309357309,25029.0051988873
"BUB1",344.193473193473,23259.0268461274
"PRKN",347.011655011655,303322.459890764
"RDX",347.34632034632,26302.7161315256
"MYH9",347.374625374625,14924.0264978193
"HSPG2",347.809856809857,12638.9555057423
"BSG",349.628704628705,35959.6125934913
"SHARPIN",349.755244755245,18113.3974366739
"SMURF2",350.202464202464,15519.1701871302
"MAPK3",350.205794205794,87837.8197265759
"FGF4",350.323343323343,15279.2701644347
"STX1A",351.519480519481,31049.7034011957
"BRCA2",352.086247086247,66035.2800339789
"CCR2",352.365301365301,36003.4804345111
"VAMP2",355.517815517816,34850.1318443937
"SCARB2",357.519813519814,29193.7300370072
"NGF",361.945387945388,7750.95571073386
"BIRC6",363.200799200799,26402.0546029587
"CEBPB",363.923076923077,9428.29354789115
"RAC1",363.932733932734,203519.166026734
"CXCR2",364.157176157176,48356.3996711705
"YY1",364.523476523477,151100.582643206
"H3-7",364.593406593407,113282.639090423
"RIPK1",364.782550782551,54891.0562976885
"RPTOR",365.935730935731,88584.4858747737
"JARID2",366.364635364635,19820.4382825702
"DVL2",367.140859140859,9379.44284363205
"SUZ12",369.731934731935,58367.0930071483
"FLNA",370.738261738262,265157.441130488
"PIK3R3",371.298701298701,31702.0902947818
"G3BP1",372.842490842491,9660.08077887025
"VASP",375.338328338328,15674.7762353125
"CD36",375.350649350649,32086.1951253277
"MYC",377.860805860806,504067.416328065
"ERCC1",378.412254412254,21223.7933474476
"NTRK2",381.385281385281,20332.605339586
"VTN",382.2664002664,52908.6598533601
"DAXX",383.049284049284,182578.844339094
"DNAJA1",385.737595737596,37095.1249918192
"CAPZB",387.331668331668,28270.1571147041
"CAV1",387.648351648352,557234.568507442
"ATR",387.89010989011,30427.5062412604
"SERPINH1",388.267732267732,29322.6591416578
"TPR",388.480852480852,44978.5754993397
"SCARB1",389.635031635032,34482.7528296709
"TFG",389.77022977023,21662.5994199006
"SKP2",393.733932733933,177156.918191957
"TYK2",394.470196470196,44510.303824978
"ITPR1",394.970362970363,38099.4098475364
"CETN2",396.680652680653,19082.2467508064
"IGKV1-33",397.182151182151,10964.6673428725
"ITPR3",398.496836496837,32733.0128980502
"CUL2",399.12987012987,11394.2282980178
"YBX1",399.225108225108,84375.6082034776
"YES1",400.651348651349,17366.1019193997
"EGF",401.525474525475,371457.102865156
"CD4",405.151182151182,18560.2049844448
"APC",407.656343656344,34490.131028199
"ADRB2",410.610056610057,15086.1553551933
"HBA1",411.855810855811,23890.329968721
"MTOR",411.89676989677,221365.804130136
"PLEC",413.334998334998,38835.3747473934
"SNCA",413.967032967033,291581.907307216
"TAF1",414.298368298368,68928.3426588956
"ANK3",415.381951381951,17683.6132251049
"FANCA",415.889443889444,45535.0503981916
"DNMT3A",416.578088578089,44262.0128042067
"RPS2",417.775890775891,84364.790198032
"GNB5",422.964368964369,21812.8764781743
