"","gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000123500","ENSG00000123500",-7.42895544935787,6.79035091498586,636.569098368205,1.86257734374998e-140,3.98833686617183e-136
"ENSG00000165072","ENSG00000165072",3.030290603534,4.62665929321102,488.65175058198,2.80012002850725e-108,2.99794850852128e-104
"ENSG00000155886","ENSG00000155886",-6.20295678685448,2.31513346429276,417.150424568263,1.01787636098956e-92,7.26526217262313e-89
"ENSG00000099953","ENSG00000099953",-5.75921963046775,7.95347566888878,409.651406504971,4.36522263913592e-91,2.33681280929544e-87
"ENSG00000167641","ENSG00000167641",3.10689798339791,3.53346515370405,408.479348747014,7.8547917354651e-91,3.36389310863028e-87
"ENSG00000198947","ENSG00000198947",3.23006191898982,6.20660044308652,400.451461266641,4.3919495973616e-89,1.5674136121384e-85
"ENSG00000136158","ENSG00000136158",2.54801766789529,5.43734659635521,380.856872743528,8.0985474353424e-85,2.47734566047124e-81
"ENSG00000119771","ENSG00000119771",2.97507751480505,4.22538919482682,377.742879674169,3.85811892093755e-84,1.03267375567545e-80
"ENSG00000286289","ENSG00000286289",3.11295950367457,2.29791576577255,368.501387244529,3.96725685379565e-82,9.43898566781403e-79
"ENSG00000122641","ENSG00000122641",-3.55053637144685,5.73062953291497,365.789236785774,1.54533196842095e-81,3.30901934397978e-78
"ENSG00000154736","ENSG00000154736",3.07679477903887,6.17665268704363,346.390210457244,2.5896073162723e-77,5.04102376939442e-74
"ENSG00000165795","ENSG00000165795",2.67636523574325,8.03775890410797,340.792685043978,4.28783915630706e-76,7.65129165450026e-73
"ENSG00000228649","ENSG00000228649",3.02283797306027,2.09862597411154,331.213900351125,5.22877182251284e-74,8.61259161811287e-71
"ENSG00000132561","ENSG00000132561",2.99946339315257,7.01683530740279,330.514764598497,7.42456822368308e-74,1.13558770981233e-70
"ENSG00000149090","ENSG00000149090",3.4289826662868,5.53019622833252,330.293827207314,8.29452432345811e-74,1.18407099558806e-70
"ENSG00000106123","ENSG00000106123",2.49811828698919,3.47925428619982,320.382672255023,1.19549314967496e-71,1.59994342587437e-68
