1	12018
1	2168
1	4398
1	1348
1	2405
1	10773
1	12465
1	4849
1	5974
1	4163
1	10795
1	11208
1	2139
1	12545
1	8492
1	2284
1	13100
1	12867
1	1677
1	12017
1	7910
1	5662
1	2540
1	12120
1	13101
1	4582
1	11299
1	5897
1	2123
1	8204
1	5110
1	5894
1	12278
1	7858
1	1037
1	1799
2	976
2	2195
2	566
2	8792
2	9875
2	2378
2	2539
2	12565
2	3203
2	2961
2	8367
2	7192
2	42
2	4963
2	11620
2	13102
2	12509
2	9773
2	1759
2	11174
2	7126
2	13103
2	1122
2	10681
2	581
2	1095
2	6273
2	11378
2	10262
2	84
2	394
2	9625
2	12841
2	12728
2	9
2	9494
2	5802
2	8715
2	9936
2	4594
2	11370
2	11949
2	1387
2	8693
2	9974
2	9253
2	10729
2	12120
2	4234
2	7318
2	11229
2	9419
2	10840
2	12086
2	11683
2	12499
2	4715
2	9394
3	11929
3	502
3	12585
3	8267
3	4445
3	9854
3	5667
3	8974
3	6532
3	12473
3	6083
3	534
3	12217
3	11283
3	8430
3	12068
3	733
3	6235
3	7521
3	2206
3	10073
3	12811
3	6733
3	8975
3	366
3	2219
3	13104
3	2454
3	4388
3	8103
3	45
3	872
3	8864
3	11168
3	7299
3	1549
3	3283
3	8261
3	9534
3	12325
3	11952
3	7230
3	8976
4	660
4	13105
5	3128
5	11563
5	5173
5	1817
5	10844
5	2813
5	922
5	3246
5	277
5	11333
5	8094
5	7544
5	12146
5	8751
5	5557
5	175
5	9243
5	1466
5	7892
5	3098
5	11759
5	11615
5	4793
5	11640
5	12870
5	4124
5	12824
5	12419
5	1435
5	8410
5	10217
5	2365
5	4281
5	11630
5	2714
6	2092
6	5516
6	8841
7	1195
7	11684
8	9969
8	7384
8	11029
8	8278
8	9322
8	2616
8	7433
8	8147
8	11841
8	2614
9	42
9	118
9	12646
9	6630
9	11229
9	976
9	10945
9	10819
9	6973
9	9397
9	5401
9	12565
9	11952
9	9803
9	6999
9	11355
9	3608
9	13106
9	6997
9	1302
9	5293
9	11408
9	1272
9	6235
9	4816
9	11949
9	7041
9	2959
9	13107
9	1014
9	7126
9	8601
9	10599
9	8792
9	8183
9	940
9	7724
9	6880
9	4594
9	6398
9	4604
9	4388
9	9253
9	366
9	12153
9	1850
9	8430
9	7017
9	12700
9	5189
9	11966
9	7085
9	5774
9	9875
9	2407
9	11781
9	3413
9	4732
9	10729
9	7318
9	11347
9	1539
9	9886
9	13014
9	177
9	10203
9	7308
9	7474
9	10681
9	9904
9	4504
9	6800
9	6503
9	478
9	2895
9	12841
9	2072
9	12068
9	13108
9	3445
9	2189
9	5802
9	8912
9	12401
9	6303
9	9407
9	5427
9	12088
9	2993
9	8693
9	10300
9	11854
9	622
9	4234
9	9751
9	12282
9	9081
9	2539
9	7971
9	6423
9	4600
9	2990
9	1764
9	13109
10	2404
10	13110
10	3135
10	1648
10	7503
10	423
10	13111
11	11767
11	10496
11	9657
11	2847
11	5028
11	12700
11	9697
11	12703
11	12153
11	12621
11	9991
11	386
11	11301
11	10246
11	2959
11	10819
12	1424
12	8071
12	6547
12	1442
12	3281
12	4604
12	10203
12	12325
12	1302
13	797
13	7256
13	3557
13	11713
13	13112
13	8254
13	4716
13	3999
13	4598
13	9897
13	8820
13	11131
13	1798
13	13113
13	10115
13	9400
14	10587
14	9871
14	13114
14	4766
14	662
14	10476
14	1457
14	13115
14	11383
14	12754
14	13116
14	10335
14	7532
14	10721
14	4577
14	8772
15	11691
15	757
15	9729
15	13096
15	3223
15	13057
15	2796
15	11340
15	11638
15	9570
15	8183
15	11794
15	6168
15	845
15	1645
15	3050
