"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A075B6S2","IGKV2D-29","1",451,3,1.12412159134677,"AF-A0A075B6S2-F1-model_v4","A0A075B6S2-F1",0.191,0.524,1,90.5475297941495
"2","A0A0B4J1V0","IGHV3-15","1",0,3,1.12488114252289,"AF-A0A0B4J1V0-F1-model_v4","A0A0B4J1V0-F1",0.406,0.656,1,91.1667511013216
"3","A0A0C4DH29","IGHV1-3","1",0,3,1.58613792095051,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781
"4","A0A2R8Y7D0","TINCR","1",452,2,1.64033214469769,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"5","A0AVK6","E2F8","1",0,1,2.76023281934786,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.14,0.562,1,53.6931614756577
"6","A4D1S5","RAB19","8",0,1,1.24496722083769,"AF-A4D1S5-F1-model_v4","A4D1S5-F1",0.119,0.372,0,84.7372653061225
"7","A4QMS7","CFAP90","1",2690,4,1.07509339436885,"AF-A4QMS7-F1-model_v4","A4QMS7-F1",0.256,0.204,0,75.3620233139051
"8","A6NHQ4","EPOP","1",0,1,2.25573193002881,"AF-A6NHQ4-F1-model_v4","A6NHQ4-F1",0.18,0.182,0,58.526321299639
"9","A8MT69","CENPX","1",14342,9,1.4261639310035,"AF-A8MT69-F1-model_v4","A8MT69-F1",0.337,0.313,0,93.9695873015873
"10","B4DS77","SHISA9","1",0,3,1.60372279505446,"AF-B4DS77-F1-model_v4","B4DS77-F1",0.277,0.654,1,56.9548785670917
"11","C9JRZ8","AKR1B15","1",0,1,2.17468842546395,"AF-C9JRZ8-F1-model_v4","C9JRZ8-F1",0.393,0.992,1,97.7242989930287
"12","K7EJ46","SMIM22","28",0,1,1.2339858781079,"AF-K7EJ46-F1-model_v4","K7EJ46-F1",0.255,0.386,0,75.8180834621329
"13","O00148","DDX39A","1",0,1,1.13970672563606,"AF-O00148-F1-model_v4","O00148-F1",0.263,0.142,0,85.2259489262914
"14","O00231","PSMD11","1",47,3,1.1565969871392,"AF-O00231-F1-model_v4","O00231-F1",0.179,0.758,1,83.2228335832084
"15","O00232","PSMD12","1",1162,6,1.10769280509423,"AF-O00232-F1-model_v4","O00232-F1",0.32,0.135,0,79.0830677828787
"16","O00238","BMPR1B","1",3560,2,1.01065726857752,"AF-O00238-F1-model_v4","O00238-F1",0.206,0.225,0,85.1282622868606
"17","O00311","CDC7","1",153,2,1.21297857547042,"AF-O00311-F1-model_v4","O00311-F1",0.307,0.427,1,72.3620397232761
"18","O00444","PLK4","1",456,3,1.68270683335623,"AF-O00444-F1-model_v4","O00444-F1",0.133,0.199,0,66.9229360313316
"19","O00487","PSMD14","1",380,4,1.08224912617698,"AF-O00487-F1-model_v4","O00487-F1",0.245,0.409,1,82.5457172385283
