"","gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000066405","ENSG00000066405",-9.214729578803,7.86779984911748,1549.43157142978,0,0
"ENSG00000124614","ENSG00000124614",8.40751249784476,9.77190106247477,3734.47442773503,0,0
"ENSG00000171747","ENSG00000171747",-8.2653650538765,7.07895443011557,2179.56538869453,0,0
"ENSG00000177954","ENSG00000177954",8.12234583846494,10.5633087269071,1997.49036094819,0,0
"ENSG00000106258","ENSG00000106258",-8.02107094099918,6.93962679892992,1748.7586219538,0,0
"ENSG00000147604","ENSG00000147604",7.74967035597478,10.4875029505098,3496.6655153956,0,0
"ENSG00000265681","ENSG00000265681",7.29049123298596,10.3083076317609,2998.15791578546,0,0
"ENSG00000112379","ENSG00000112379",-7.14690460967329,5.61700153214968,1745.91294696851,0,0
"ENSG00000122026","ENSG00000122026",7.07451862206508,9.87311149097587,2897.80500348163,0,0
"ENSG00000105640","ENSG00000105640",6.98470881372167,9.54912447502715,2540.69514119726,0,0
"ENSG00000187210","ENSG00000187210",-6.91689144033405,5.61026922516342,2284.98423225951,0,0
"ENSG00000039068","ENSG00000039068",-6.66920631954275,7.08512188170463,1534.25778453468,0,0
"ENSG00000204385","ENSG00000204385",-6.57746228766164,6.0817569334902,2455.44032863323,0,0
"ENSG00000134755","ENSG00000134755",-6.55094377988281,5.37374781702507,2049.84375403053,0,0
"ENSG00000170296","ENSG00000170296",6.52556778584592,7.95959095217224,3992.19851326709,0,0
"ENSG00000173166","ENSG00000173166",-6.41066833982742,5.01064866422692,2643.06488993213,0,0
"ENSG00000080031","ENSG00000080031",-6.31231093498036,4.36991916394156,1658.76238665472,0,0
"ENSG00000167306","ENSG00000167306",-6.24150982747756,5.6424117721453,2766.19296808845,0,0
"ENSG00000196878","ENSG00000196878",-6.24119107279857,5.52047055233631,1630.04275823619,0,0
"ENSG00000168528","ENSG00000168528",-6.20386393017134,4.47341220164498,1486.70621246679,0,0
"ENSG00000058085","ENSG00000058085",-6.20385599721698,6.0049279197175,2284.3778907888,0,0
"ENSG00000239264","ENSG00000239264",6.109898031231,7.62682651310184,1611.75289871175,0,0
"ENSG00000115884","ENSG00000115884",-5.98791437956085,5.64644940004469,1524.66710782382,0,0
"ENSG00000145425","ENSG00000145425",5.94855517252731,10.0593306481115,1974.8816914245,0,0
"ENSG00000076554","ENSG00000076554",-5.927521401718,5.66723021764268,1962.4404847407,0,0
"ENSG00000103067","ENSG00000103067",-5.92227213949965,3.85728911377716,1999.65471707998,0,0
"ENSG00000188993","ENSG00000188993",-5.91317443894378,4.01571905857059,1724.0466188979,0,0
"ENSG00000241343","ENSG00000241343",5.90975247191651,8.92398930156713,2052.01865125068,0,0
"ENSG00000164078","ENSG00000164078",-5.86376301147745,4.73053209827521,2560.32536491,0,0
"ENSG00000120875","ENSG00000120875",-5.83394675983871,4.4793597975685,1591.41180060165,0,0
"ENSG00000139354","ENSG00000139354",-5.76091117643062,4.79883384929035,1828.02851481649,0,0
"ENSG00000229117","ENSG00000229117",5.56297042098794,9.06652053974386,1925.4365755102,0,0
"ENSG00000161960","ENSG00000161960",5.55246691278415,8.80005159293886,1812.34369386588,0,0
"ENSG00000164171","ENSG00000164171",-5.49351339447736,5.54540910080927,2143.69368108601,0,0
"ENSG00000006453","ENSG00000006453",-5.44380414624535,4.89081458772526,2392.65259901984,0,0
"ENSG00000156675","ENSG00000156675",-5.36133845000678,6.41276256216207,4123.47432507744,0,0
"ENSG00000177570","ENSG00000177570",-5.30646533458562,4.44837103089269,2797.83061157906,0,0
"ENSG00000131781","ENSG00000131781",-5.20116445882851,5.51435687570223,1888.61706560409,0,0
"ENSG00000177076","ENSG00000177076",-5.19599474739793,3.6271812037911,1624.01425090024,0,0
"ENSG00000110723","ENSG00000110723",-5.15043279522692,3.96493905043309,1483.69315975075,0,0
"ENSG00000102554","ENSG00000102554",-5.08453700024935,5.88860035110332,2096.22183030575,0,0
"ENSG00000176920","ENSG00000176920",-5.04207893934247,3.85966110829945,1924.15514051974,0,0
"ENSG00000101213","ENSG00000101213",-4.99342925162651,3.1831250092263,1602.44759950571,0,0
"ENSG00000184992","ENSG00000184992",-4.96627335213641,4.67784018435195,2721.2601814418,0,0
"ENSG00000106686","ENSG00000106686",-4.96548199450192,3.16283129434155,2007.02264792135,0,0
"ENSG00000114346","ENSG00000114346",-4.93804597247427,4.41207435052961,1904.46197918349,0,0
"ENSG00000091490","ENSG00000091490",-4.87102931769738,6.28576424572452,1625.6820933416,0,0
"ENSG00000185900","ENSG00000185900",-4.85090300128776,2.8403465403925,2399.01101087642,0,0
"ENSG00000152422","ENSG00000152422",-4.82832100114326,4.00061024380617,1963.23240076031,0,0
"ENSG00000136379","ENSG00000136379",-4.78796164463953,4.38246761470208,2323.32513711896,0,0
"ENSG00000174483","ENSG00000174483",4.75510207830132,6.22891617673961,2207.98346748477,0,0
"ENSG00000198478","ENSG00000198478",-4.7539682941018,6.37532824822001,1701.30078900149,0,0
"ENSG00000204316","ENSG00000204316",4.74288900284831,5.50637343197592,2690.73449028715,0,0
"ENSG00000108582","ENSG00000108582",-4.72560025061329,7.96967054027759,3095.22696015469,0,0
"ENSG00000102931","ENSG00000102931",-4.71402152751886,3.16148618024256,4132.82863594176,0,0
"ENSG00000147403","ENSG00000147403",4.68608007496966,11.3598510126969,1660.33938305408,0,0
"ENSG00000168028","ENSG00000168028",4.64553278895645,10.0932861747176,1630.42112483614,0,0
"ENSG00000112699","ENSG00000112699",-4.63095653542701,5.25150935650481,2485.3792652635,0,0
"ENSG00000188167","ENSG00000188167",-4.62619648157911,2.30790539964211,3287.32162022682,0,0
"ENSG00000124171","ENSG00000124171",-4.6206257651531,4.25893640283757,1836.91240899867,0,0
"ENSG00000178075","ENSG00000178075",-4.60820882134265,3.16044823226242,1536.66640264131,0,0
"ENSG00000135048","ENSG00000135048",-4.58430712470334,6.36083337578711,1539.29963580883,0,0
"ENSG00000175538","ENSG00000175538",-4.57409539448651,5.90861027890157,1614.89960713946,0,0
"ENSG00000100288","ENSG00000100288",4.57092911564487,5.56034975247394,1655.61474410435,0,0
"ENSG00000135525","ENSG00000135525",-4.56891786768107,4.42454621040216,3017.59728881583,0,0
"ENSG00000083857","ENSG00000083857",-4.53775949950999,8.31036851438038,2102.88617353318,0,0
"ENSG00000239697","ENSG00000239697",4.52894316028512,5.76036035818108,1801.1651859491,0,0
"ENSG00000149177","ENSG00000149177",-4.52888999448358,5.33472863598028,1937.33919668748,0,0
"ENSG00000131941","ENSG00000131941",-4.48685305706508,4.58636486815582,1525.16013452779,0,0
"ENSG00000106992","ENSG00000106992",4.43481004327569,6.10493125626594,1604.46973277462,0,0
"ENSG00000128203","ENSG00000128203",-4.39033328064391,2.58060025983407,1893.34788255629,0,0
"ENSG00000144426","ENSG00000144426",-4.36552515607564,6.12122852723301,3317.00658209728,0,0
"ENSG00000145703","ENSG00000145703",-4.354573578259,6.20260938556895,1818.27230905304,0,0
"ENSG00000168000","ENSG00000168000",4.34827151620397,5.78951110041053,1793.7893859089,0,0
"ENSG00000146426","ENSG00000146426",-4.34454126250298,2.99773359718691,2776.05904431367,0,0
"ENSG00000220205","ENSG00000220205",4.31832795474033,7.89253520493023,1890.71367288539,0,0
"ENSG00000133195","ENSG00000133195",-4.2935430097637,4.43371945739244,1566.33450287278,0,0
"ENSG00000112297","ENSG00000112297",-4.28812815367968,5.22254014712203,2198.76151697517,0,0
"ENSG00000139618","ENSG00000139618",-4.27968148035824,2.95103113436605,1547.85495282363,0,0
"ENSG00000266967","ENSG00000266967",4.24693697159806,4.91296250775854,2264.62101679847,0,0
"ENSG00000141198","ENSG00000141198",-4.21999051691457,4.56457866626766,2721.59685720781,0,0
"ENSG00000140526","ENSG00000140526",-4.16239203358186,8.38286519284038,2552.64990448514,0,0
"ENSG00000136052","ENSG00000136052",-4.15333516306068,5.14787999239649,2873.33194791763,0,0
"ENSG00000138756","ENSG00000138756",-4.14229772973964,4.23635136503038,3286.97111072926,0,0
"ENSG00000100038","ENSG00000100038",-4.12823813257026,2.05228082171072,2558.59722056847,0,0
"ENSG00000223551","ENSG00000223551",-4.12767948397749,2.07911038588694,1837.53065066184,0,0
"ENSG00000143674","ENSG00000143674",-4.11457396530344,3.4662911756068,1542.31437138088,0,0
"ENSG00000198087","ENSG00000198087",-4.10647303403192,6.42243030640312,4316.70352124754,0,0
"ENSG00000140987","ENSG00000140987",-4.10094610578275,2.16005225382584,2880.06491111664,0,0
"ENSG00000072201","ENSG00000072201",-4.04221936823323,3.06714834724832,1751.72034011866,0,0
"ENSG00000204427","ENSG00000204427",4.02486988178377,5.40152910320498,2985.32260079202,0,0
"ENSG00000205413","ENSG00000205413",-4.02254548138428,5.57170166845256,1706.65169575548,0,0
"ENSG00000106526","ENSG00000106526",-4.01972985870742,2.19428618308906,1948.16971009786,0,0
"ENSG00000186314","ENSG00000186314",-4.01363153144616,3.64683078301732,2042.2328143449,0,0
"ENSG00000136059","ENSG00000136059",-4.01169942667227,6.02270896261941,1540.57659610028,0,0
"ENSG00000171316","ENSG00000171316",-3.99226196837429,5.12873440662372,2179.44140745985,0,0
"ENSG00000277534","ENSG00000277534",-3.9667871776685,2.05922817669099,1600.20902688978,0,0
"ENSG00000123473","ENSG00000123473",-3.94523015140938,2.88737775221693,1575.46580904586,0,0
"ENSG00000196975","ENSG00000196975",-3.91396587978163,7.57260836201848,2187.92932650864,0,0
"ENSG00000176597","ENSG00000176597",-3.91384948486802,4.5403295271701,1661.2067144364,0,0
"ENSG00000163463","ENSG00000163463",3.91078441699291,5.95195952746214,1670.33465216357,0,0
"ENSG00000183723","ENSG00000183723",-3.88429208124455,5.54053288530381,3998.71356254628,0,0
"ENSG00000100926","ENSG00000100926",3.87492317467402,5.50484120742025,2295.8975710612,0,0
"ENSG00000030419","ENSG00000030419",-3.85603884549169,4.4071092010681,1577.0065186195,0,0
"ENSG00000109586","ENSG00000109586",-3.83354550290046,6.31283948817038,2820.12999636421,0,0
"ENSG00000151693","ENSG00000151693",-3.79703865554487,5.58316873771077,2355.92410075119,0,0
"ENSG00000198589","ENSG00000198589",-3.79641060313087,7.16878033856288,5568.46423729246,0,0
"ENSG00000112893","ENSG00000112893",-3.78508604252688,5.7593353428296,2353.40586661736,0,0
"ENSG00000142197","ENSG00000142197",-3.77254303045021,4.96161922415911,2195.66993196673,0,0
"ENSG00000197142","ENSG00000197142",-3.75819793658009,6.34244760398498,1656.87920314671,0,0
"ENSG00000196586","ENSG00000196586",-3.75746721144926,6.57488155899043,2368.84180004228,0,0
"ENSG00000131503","ENSG00000131503",3.71255466931704,7.38233901088181,2616.29323776818,0,0
"ENSG00000104880","ENSG00000104880",3.68748921240355,5.27040908727721,1514.42285407791,0,0
"ENSG00000135052","ENSG00000135052",-3.67871593301717,7.82968482866478,1771.97556745434,0,0
"ENSG00000116406","ENSG00000116406",-3.67675772971066,6.72011396073871,2069.24693838326,0,0
"ENSG00000197969","ENSG00000197969",-3.67230643177402,7.01816529101836,1816.72813754338,0,0
"ENSG00000106392","ENSG00000106392",-3.65124687136444,5.57275880755795,2194.12947037758,0,0
"ENSG00000196418","ENSG00000196418",-3.64380415033998,3.63415843328867,1484.13502149174,0,0
"ENSG00000177694","ENSG00000177694",-3.62611540241427,4.5661250474459,1945.2785978384,0,0
"ENSG00000112305","ENSG00000112305",-3.61303816498794,3.86763868873234,3278.39158115067,0,0
"ENSG00000143179","ENSG00000143179",-3.59964898136771,3.96339089333932,2083.90603267188,0,0
"ENSG00000136153","ENSG00000136153",-3.59223131839524,6.83132782063749,1536.96508093783,0,0
"ENSG00000203667","ENSG00000203667",-3.57378973427177,3.13222604662204,1862.52275262001,0,0
"ENSG00000198018","ENSG00000198018",-3.5663713064143,3.37015695197399,1843.54935192899,0,0
"ENSG00000225470","ENSG00000225470",-3.55663943641527,2.93373937216899,2587.86442309952,0,0
"ENSG00000198648","ENSG00000198648",-3.5440441201835,5.3726470712917,2304.68109300925,0,0
"ENSG00000117308","ENSG00000117308",-3.49859970094222,4.84410354649656,1787.52152229064,0,0
"ENSG00000237298","ENSG00000237298",-3.49174541764849,4.46071283844785,2527.48524320504,0,0
"ENSG00000172292","ENSG00000172292",-3.47295158663048,6.21650893114823,1783.05361199024,0,0
"ENSG00000140650","ENSG00000140650",-3.4523846667761,3.44620939465438,1741.0827300642,0,0
"ENSG00000082269","ENSG00000082269",-3.40088342009407,6.12584771143268,2045.87362132554,0,0
"ENSG00000021355","ENSG00000021355",-3.36717104249024,6.56525767794351,1733.01446752638,0,0
"ENSG00000204524","ENSG00000204524",-3.33387915467325,2.70324762677792,2429.20320530227,0,0
"ENSG00000129007","ENSG00000129007",-3.33006565278239,3.42914548804028,1693.13159677063,0,0
"ENSG00000145247","ENSG00000145247",-3.32158079993555,4.1864202294945,1504.16443321079,0,0
"ENSG00000080200","ENSG00000080200",-3.31475982001502,5.29011596948389,1543.93885794575,0,0
"ENSG00000123191","ENSG00000123191",-3.30952081229475,5.13845753580352,1934.35795939277,0,0
"ENSG00000127334","ENSG00000127334",-3.3072660925755,6.00994691949394,2373.89823440952,0,0
"ENSG00000168615","ENSG00000168615",-3.27684031714696,7.23638821786811,1803.37073245086,0,0
"ENSG00000123836","ENSG00000123836",-3.26698791440455,5.6649007868169,1722.27364913864,0,0
"ENSG00000132849","ENSG00000132849",-3.26569228674448,6.54917121869621,3269.84946044412,0,0
"ENSG00000156026","ENSG00000156026",-3.24287556399253,5.43442540998674,1612.78838669878,0,0
"ENSG00000250903","ENSG00000250903",-3.19114266110867,3.89661583757266,1990.6004268762,0,0
"ENSG00000075539","ENSG00000075539",-3.17801425826542,6.83177668896252,2908.41379398872,0,0
"ENSG00000134899","ENSG00000134899",-3.16070011950125,3.14524103021362,1997.03737752781,0,0
"ENSG00000197892","ENSG00000197892",-3.14874625930913,6.58805135101237,1859.6173082184,0,0
"ENSG00000142867","ENSG00000142867",-3.14676653423658,4.35204190989606,1864.92713564588,0,0
"ENSG00000203950","ENSG00000203950",3.13949586382612,5.6179259500131,1993.95624602803,0,0
"ENSG00000163935","ENSG00000163935",-3.11958345541481,3.64311715256102,1582.45238308312,0,0
"ENSG00000162775","ENSG00000162775",-3.08142231200963,4.27682222964716,2588.15463659703,0,0
"ENSG00000198380","ENSG00000198380",-3.08113054034804,7.26499936613058,1921.27523033281,0,0
"ENSG00000177082","ENSG00000177082",-3.06825851863876,3.61177574988414,3012.04791191052,0,0
"ENSG00000100522","ENSG00000100522",-3.06023635477402,4.47731230612192,2410.18830568512,0,0
"ENSG00000147592","ENSG00000147592",-3.05984297128038,3.40488404993036,1552.86156287156,0,0
"ENSG00000139163","ENSG00000139163",-3.02664186931623,7.3049347690256,1724.81238997416,0,0
"ENSG00000182606","ENSG00000182606",-3.01672000237252,6.43928010624738,1968.4174093169,0,0
"ENSG00000213047","ENSG00000213047",-3.00476631688411,4.74307272469402,1951.47438112059,0,0
"ENSG00000167232","ENSG00000167232",-2.9968012331527,5.85924163874679,2315.04226449817,0,0
"ENSG00000138434","ENSG00000138434",-2.94508336511684,7.1343294723101,1756.75543661711,0,0
"ENSG00000161533","ENSG00000161533",-2.94481521823973,6.57538456915355,2219.60324554765,0,0
"ENSG00000100596","ENSG00000100596",-2.91428522928718,6.49848250448196,1805.83091254873,0,0
"ENSG00000119314","ENSG00000119314",-2.9127894089797,6.81298569801233,2487.33065429285,0,0
"ENSG00000160190","ENSG00000160190",-2.90792593881101,4.58264609657675,1812.65707541847,0,0
"ENSG00000180530","ENSG00000180530",-2.9002992888313,6.30314871369758,1587.36397033922,0,0
"ENSG00000180776","ENSG00000180776",-2.89170988347854,6.2492479156786,2399.31978952767,0,0
"ENSG00000188559","ENSG00000188559",-2.890706605382,6.73820543728109,1627.36684777386,0,0
"ENSG00000091317","ENSG00000091317",-2.88895335296176,6.24135800902432,1555.19548807264,0,0
"ENSG00000196505","ENSG00000196505",-2.88823606268333,4.88934085014701,2255.43105503856,0,0
"ENSG00000112249","ENSG00000112249",-2.8879005941348,6.05350991851095,3139.4889002458,0,0
"ENSG00000104093","ENSG00000104093",-2.8671359747986,6.17971340879284,1764.61974261431,0,0
"ENSG00000165209","ENSG00000165209",-2.85877407728389,4.4138137735028,1893.04150230531,0,0
"ENSG00000205323","ENSG00000205323",2.84225385126668,5.33074826779472,2111.83318797133,0,0
"ENSG00000182768","ENSG00000182768",2.84207415707723,6.98626859086963,1509.56088285815,0,0
"ENSG00000145375","ENSG00000145375",-2.83997729708488,4.11598593199142,1697.79275572226,0,0
"ENSG00000130119","ENSG00000130119",-2.83384438005101,3.72562219246016,1640.35095185001,0,0
"ENSG00000149084","ENSG00000149084",-2.8300412679854,5.20751853048361,1559.67535160036,0,0
"ENSG00000164187","ENSG00000164187",-2.82735312553444,4.95015537205954,1504.32221032626,0,0
"ENSG00000109654","ENSG00000109654",-2.8270047143836,6.77520924284283,2057.3162252184,0,0
"ENSG00000067208","ENSG00000067208",-2.82537263159839,5.3817185054922,2057.97409580564,0,0
"ENSG00000064012","ENSG00000064012",-2.80160020694752,4.53215208322694,1536.94671653163,0,0
"ENSG00000117620","ENSG00000117620",-2.79949261642481,5.8435647881178,1590.54302719133,0,0
"ENSG00000139517","ENSG00000139517",-2.79118256944903,4.37701435607522,1806.2778867666,0,0
"ENSG00000134982","ENSG00000134982",-2.77697583807793,5.65581475608165,1795.06535891033,0,0
"ENSG00000175073","ENSG00000175073",-2.77367866280291,5.30664578021239,2322.72320482579,0,0
"ENSG00000177576","ENSG00000177576",2.77303325474632,5.3265848220542,1719.7819886665,0,0
"ENSG00000109572","ENSG00000109572",-2.76635528138165,6.6991048460059,1979.19445651826,0,0
"ENSG00000153214","ENSG00000153214",-2.76069947673862,5.72406288561625,1547.23429210042,0,0
"ENSG00000137842","ENSG00000137842",-2.75955208626281,4.08974615286878,1580.73533586079,0,0
"ENSG00000177054","ENSG00000177054",-2.75579638054702,4.36506094860041,2238.27998423459,0,0
"ENSG00000102471","ENSG00000102471",-2.74858246723749,4.86140004337036,1706.55189127397,0,0
"ENSG00000066777","ENSG00000066777",-2.74402546963837,6.80054428469693,4660.07366223879,0,0
"ENSG00000161956","ENSG00000161956",2.72897140494132,5.53469702747926,1717.81365627378,0,0
"ENSG00000204435","ENSG00000204435",2.71626313388277,6.74365681919429,1854.68343563495,0,0
"ENSG00000115760","ENSG00000115760",-2.7109055933464,7.92672144819271,3336.71211715326,0,0
"ENSG00000112419","ENSG00000112419",-2.71074945091673,5.99946497570579,1627.34903670978,0,0
"ENSG00000165650","ENSG00000165650",-2.69607650764818,6.40469890224376,1800.34181445175,0,0
"ENSG00000137845","ENSG00000137845",-2.67752595963446,6.883759244337,2657.74631950158,0,0
"ENSG00000100330","ENSG00000100330",-2.65266797020895,5.3001433588269,1823.81009843487,0,0
"ENSG00000096063","ENSG00000096063",-2.64056331314838,5.72505671402487,2450.94684650172,0,0
"ENSG00000185947","ENSG00000185947",-2.6380399070178,4.14938267693514,1699.81593793003,0,0
"ENSG00000112851","ENSG00000112851",-2.63097499639348,7.14880731018056,3148.07272021399,0,0
"ENSG00000107897","ENSG00000107897",-2.62760093052347,5.10366454354565,1711.05478678133,0,0
"ENSG00000152127","ENSG00000152127",-2.62082096468518,6.67030229180321,1936.88236618188,0,0
"ENSG00000172954","ENSG00000172954",-2.61427617539574,4.37356274858589,1572.90494030324,0,0
"ENSG00000165322","ENSG00000165322",-2.60677416302407,6.56812703846176,1784.71704459488,0,0
"ENSG00000244687","ENSG00000244687",2.58376565501987,6.30989627623985,1527.11818507969,0,0
"ENSG00000152332","ENSG00000152332",-2.55890092471612,6.89118698399331,2495.04510464793,0,0
"ENSG00000143776","ENSG00000143776",-2.55546625806998,7.41131525067014,2663.114776436,0,0
"ENSG00000105723","ENSG00000105723",2.53914212518084,6.00622003760841,1934.2702478323,0,0
"ENSG00000136731","ENSG00000136731",-2.53793449246134,6.42887776829162,1679.18009013108,0,0
"ENSG00000156958","ENSG00000156958",-2.53596759443924,4.53733536153309,1944.1729260534,0,0
"ENSG00000123684","ENSG00000123684",-2.53380930369109,6.23485771819181,1640.34831371911,0,0
"ENSG00000130338","ENSG00000130338",-2.5235879594731,5.59850090657279,2107.42208528659,0,0
"ENSG00000092978","ENSG00000092978",-2.52203501213719,4.48781299326104,1515.4412171748,0,0
"ENSG00000165813","ENSG00000165813",-2.50444319192007,5.83308730270141,1625.593289864,0,0
"ENSG00000113282","ENSG00000113282",-2.49548753594055,6.93067392696024,1938.874124741,0,0
"ENSG00000058063","ENSG00000058063",-2.48590126445343,6.73978923929501,1887.48732897971,0,0
"ENSG00000102699","ENSG00000102699",-2.47845715629837,6.86475841828929,1886.5376486261,0,0
"ENSG00000162819","ENSG00000162819",-2.47170073073281,5.83433704397596,1574.93494848664,0,0
"ENSG00000115159","ENSG00000115159",-2.45407578729636,5.82790450225375,2021.51541809796,0,0
"ENSG00000162695","ENSG00000162695",-2.44198254407428,5.74640097556603,1710.16898864299,0,0
"ENSG00000119004","ENSG00000119004",-2.44174293677768,4.63059953742756,2257.03790699213,0,0
"ENSG00000077147","ENSG00000077147",-2.43445737398166,8.62058434663078,1614.97296848692,0,0
"ENSG00000196233","ENSG00000196233",-2.42971407095066,6.49337240717617,1815.25334055026,0,0
"ENSG00000113318","ENSG00000113318",-2.42558331272129,4.50916774444757,1770.82854522278,0,0
"ENSG00000115084","ENSG00000115084",-2.40865992260231,6.26284741605425,2275.86524991274,0,0
"ENSG00000081026","ENSG00000081026",-2.40756811152003,5.42137305501158,1571.67718642548,0,0
"ENSG00000103061","ENSG00000103061",-2.40693128822362,3.33486264155535,1990.04452391399,0,0
"ENSG00000006607","ENSG00000006607",-2.39168200108818,5.85231868220314,1843.98116233166,0,0
"ENSG00000144674","ENSG00000144674",-2.38778110667617,7.47972600569677,2074.19494558609,0,0
"ENSG00000153561","ENSG00000153561",-2.38748678829067,6.31219745352794,1814.64219330637,0,0
"ENSG00000109133","ENSG00000109133",-2.37664354413596,5.84992925569297,1766.02668729364,0,0
"ENSG00000165240","ENSG00000165240",-2.37649491257954,4.84664606906594,1689.3846834711,0,0
"ENSG00000172869","ENSG00000172869",-2.37636391056351,6.55679242101462,2077.62121577488,0,0
"ENSG00000083223","ENSG00000083223",-2.36678169941864,5.62410820807599,1902.99573677069,0,0
"ENSG00000197961","ENSG00000197961",-2.35863840800759,5.50386253508905,1703.43748474176,0,0
"ENSG00000175826","ENSG00000175826",2.35675318771415,6.62097823809482,1598.18624462644,0,0
"ENSG00000100354","ENSG00000100354",-2.35241549616,6.63621361793372,1910.21618964694,0,0
"ENSG00000129003","ENSG00000129003",-2.35178364549206,8.04252533477917,1585.2010214684,0,0
"ENSG00000108510","ENSG00000108510",-2.33887046966834,7.06466112161408,2271.81070218306,0,0
"ENSG00000115464","ENSG00000115464",-2.31938442125906,7.52791122277186,2297.18982209625,0,0
"ENSG00000139323","ENSG00000139323",-2.31538771651504,4.75459623699121,1926.9200038732,0,0
"ENSG00000116747","ENSG00000116747",-2.31226174163817,6.14774951101874,1505.73424728127,0,0
"ENSG00000175054","ENSG00000175054",-2.30030064585124,5.76291678277871,1719.60436648446,0,0
"ENSG00000143970","ENSG00000143970",-2.29659732570937,5.62117406440471,1832.16371593455,0,0
"ENSG00000148943","ENSG00000148943",-2.26851297835153,5.65749719756247,1652.92713737293,0,0
"ENSG00000128585","ENSG00000128585",-2.25262197164469,6.62679504395417,1509.84491343092,0,0
"ENSG00000119912","ENSG00000119912",-2.24653135270474,5.53302591755227,1487.13913411304,0,0
"ENSG00000090061","ENSG00000090061",-2.22649768006274,3.97527037010662,1867.013871136,0,0
"ENSG00000122482","ENSG00000122482",-2.21467272191306,6.18283206131094,2049.20098880778,0,0
"ENSG00000104133","ENSG00000104133",-2.20215481078524,6.84207103436748,2487.63399661864,0,0
