"gene_id","mean_cn","normalised"
"ENSG00000134698",3.33333333333333,0.00588730025231301
"ENSG00000092847",3.38918918918919,0.0319596299411271
"ENSG00000271164",3.33333333333333,0.00588730025231301
"ENSG00000286899",3.3981981981982,0.0361648444070648
"ENSG00000271914",3.3981981981982,0.0361648444070648
"ENSG00000126070",3.40900900900901,0.0412111017661901
"ENSG00000271554",3.40900900900901,0.0412111017661901
"ENSG00000232862",3.41081081081081,0.0420521446593776
"ENSG00000092850",3.41081081081081,0.0420521446593776
"ENSG00000116863",3.41081081081081,0.0420521446593776
"ENSG00000171812",3.42882882882883,0.0504625735912533
"ENSG00000054116",3.43063063063063,0.0513036164844408
"ENSG00000116871",3.43063063063063,0.0513036164844408
"ENSG00000264592",3.43063063063063,0.0513036164844408
"ENSG00000054118",3.43603603603604,0.0538267451640034
"ENSG00000231849",3.43423423423423,0.0529857022708159
"ENSG00000214193",3.44324324324324,0.0571909167367536
"ENSG00000142694",3.44324324324324,0.0571909167367536
"ENSG00000286379",3.44324324324324,0.0571909167367536
"ENSG00000196182",3.44324324324324,0.0571909167367536
"ENSG00000181817",3.44504504504504,0.0580319596299411
"ENSG00000222821",3.44324324324324,0.0571909167367536
"ENSG00000116885",3.44324324324324,0.0571909167367536
"ENSG00000201448",3.44324324324324,0.0571909167367536
"ENSG00000116898",3.44324324324324,0.0571909167367536
"ENSG00000119535",3.43963963963964,0.0555088309503785
"ENSG00000230214",3.46126126126126,0.0656013456686293
"ENSG00000284705",3.47927927927928,0.0740117746005047
"ENSG00000284720",3.47747747747748,0.0731707317073171
"ENSG00000234481",3.47747747747748,0.0731707317073171
"ENSG00000163873",3.48468468468468,0.0765349032800673
"ENSG00000284650",3.46666666666667,0.0681244743481919
"ENSG00000223944",3.48108108108108,0.0748528174936922
"ENSG00000264698",3.46666666666667,0.0681244743481919
"ENSG00000207328",3.47282608695652,0.0709995611950124
"ENSG00000252368",3.48108108108108,0.0748528174936922
"ENSG00000230451",3.47747747747748,0.0731707317073171
"ENSG00000233621",3.49189189189189,0.0798990748528175
"ENSG00000163874",3.48828828828829,0.0782169890664424
"ENSG00000283724",3.46209386281588,0.065989986427936
"ENSG00000163875",3.49369369369369,0.080740117746005
"ENSG00000263675",3.49369369369369,0.080740117746005
"ENSG00000163877",3.49369369369369,0.080740117746005
"ENSG00000232273",3.49369369369369,0.080740117746005
"ENSG00000237749",3.49369369369369,0.080740117746005
"ENSG00000163879",3.49369369369369,0.080740117746005
"ENSG00000134697",3.49369369369369,0.080740117746005
"ENSG00000284748",3.49369369369369,0.080740117746005
"ENSG00000169218",3.49369369369369,0.080740117746005
"ENSG00000116922",3.4972972972973,0.0824222035323801
"ENSG00000134690",3.4954954954955,0.0815811606391926
"ENSG00000183317",3.49189189189189,0.0798990748528175
"ENSG00000200421",3.49189189189189,0.0798990748528175
"ENSG00000214141",3.44324324324324,0.0571909167367536
"ENSG00000227416",3.44324324324324,0.0571909167367536
"ENSG00000185090",3.44684684684685,0.0588730025231287
"ENSG00000233728",3.44684684684685,0.0588730025231287
"ENSG00000196449",3.44684684684685,0.0588730025231287
"ENSG00000197982",3.44684684684685,0.0588730025231287
"ENSG00000188786",3.45405405405405,0.0622371740958789
"ENSG00000235673",3.45405405405405,0.0622371740958789
"ENSG00000230955",3.45585585585586,0.0630782169890664
"ENSG00000204084",3.46306306306306,0.0664423885618168
"ENSG00000252448",3.45585585585586,0.0630782169890664
"ENSG00000222282",3.45585585585586,0.0630782169890664
"ENSG00000277168",3.47207207207207,0.0706476030277545
"ENSG00000183431",3.47207207207207,0.0706476030277545
"ENSG00000212541",3.47207207207207,0.0706476030277545
"ENSG00000183386",3.47207207207207,0.0706476030277545
"ENSG00000183520",3.47207207207207,0.0706476030277545
"ENSG00000185668",3.47927927927928,0.0740117746005047
"ENSG00000224592",3.50990990990991,0.0883095037846931
"ENSG00000223589",3.50990990990991,0.0883095037846931
"ENSG00000265596",3.51351351351351,0.0899915895710682
"ENSG00000284623",3.54954954954955,0.106812447434819
"ENSG00000286552",3.55315315315315,0.108494533221194
"ENSG00000287987",3.55315315315315,0.108494533221194
"ENSG00000237290",3.55495495495496,0.109335576114382
"ENSG00000275350",3.57297297297297,0.117746005046257
"ENSG00000200796",3.57297297297297,0.117746005046257
"ENSG00000238063",3.64504504504505,0.15138772077376
"ENSG00000215895",3.63603603603604,0.147182506307822
"ENSG00000284632",3.67207207207207,0.164003364171573
"ENSG00000116954",3.67567567567568,0.165685449957948
"ENSG00000273637",3.67567567567568,0.165685449957948
"ENSG00000228436",3.66486486486486,0.160639192598823
"ENSG00000214114",3.66306306306306,0.159798149705635
"ENSG00000274944",3.66306306306306,0.159798149705635
"ENSG00000131233",3.66306306306306,0.159798149705635
"ENSG00000158315",3.66486486486486,0.160639192598823
"ENSG00000199963",3.66486486486486,0.160639192598823
"ENSG00000207466",3.66666666666667,0.16148023549201
"ENSG00000235549",3.66666666666667,0.16148023549201
"ENSG00000174574",3.67567567567568,0.165685449957948
"ENSG00000168653",3.67567567567568,0.165685449957948
"ENSG00000127603",3.6972972972973,0.175777964676199
"ENSG00000206654",3.68288288288288,0.169049621530698
"ENSG00000222378",3.69189189189189,0.173254835996636
"ENSG00000287422",3.6972972972973,0.175777964676199
"ENSG00000226438",3.6972972972973,0.175777964676199
"ENSG00000217897",3.6972972972973,0.175777964676199
"ENSG00000183682",3.70810810810811,0.180824222035324
"ENSG00000237624",3.70810810810811,0.180824222035324
"ENSG00000243970",3.70810810810811,0.180824222035324
"ENSG00000090621",3.70990990990991,0.181665264928511
"ENSG00000228060",3.70990990990991,0.181665264928511
"ENSG00000201457",3.70990990990991,0.181665264928511
"ENSG00000163909",3.71531531531532,0.184188393608074
"ENSG00000225903",3.71841155234657,0.185633651431747
"ENSG00000116981",3.71531531531532,0.184188393608074
"ENSG00000116983",3.71531531531532,0.184188393608074
"ENSG00000084072",3.7009009009009,0.177460050462574
"ENSG00000225333",3.7009009009009,0.177460050462574
"ENSG00000252413",3.7009009009009,0.177460050462574
"ENSG00000116985",3.7009009009009,0.177460050462574
"ENSG00000198754",3.7009009009009,0.177460050462574
"ENSG00000285905",3.69369369369369,0.174095878889823
"ENSG00000261798",3.69369369369369,0.174095878889823
"ENSG00000229213",3.69369369369369,0.174095878889823
"ENSG00000284719",3.69369369369369,0.174095878889823
"ENSG00000284678",3.69369369369369,0.174095878889823
"ENSG00000043514",3.6954954954955,0.174936921783011
"ENSG00000202222",3.72972972972973,0.190916736753575
"ENSG00000116990",3.72972972972973,0.190916736753575
"ENSG00000236546",3.72972972972973,0.190916736753575
"ENSG00000207356",3.6954954954955,0.174936921783011
"ENSG00000168389",3.69369369369369,0.174095878889823
"ENSG00000228477",3.69369369369369,0.174095878889823
"ENSG00000131236",3.68828828828829,0.171572750210261
"ENSG00000131238",3.68468468468468,0.169890664423886
"ENSG00000226745",3.68108108108108,0.168208578637511
"ENSG00000117000",3.66846846846847,0.162321278385198
"ENSG00000207508",3.66666666666667,0.16148023549201
"ENSG00000188800",3.66846846846847,0.162321278385198
"ENSG00000259943",3.66846846846847,0.162321278385198
"ENSG00000084073",3.66666666666667,0.16148023549201
"ENSG00000231296",3.66846846846847,0.162321278385198
"ENSG00000049089",3.67027027027027,0.163162321278385
"ENSG00000227311",3.67207207207207,0.164003364171573
"ENSG00000084070",3.68828828828829,0.171572750210261
"ENSG00000213172",3.66967509025271,0.1628845038606
"ENSG00000284677",3.68468468468468,0.169890664423886
"ENSG00000187801",3.68468468468468,0.169890664423886
"ENSG00000260920",3.68468468468468,0.169890664423886
"ENSG00000279667",3.68468468468468,0.169890664423886
"ENSG00000187815",3.68468468468468,0.169890664423886
"ENSG00000238287",3.68468468468468,0.169890664423886
"ENSG00000164002",3.69009009009009,0.172413793103448
"ENSG00000227278",3.69009009009009,0.172413793103448
"ENSG00000238186",3.69009009009009,0.172413793103448
"ENSG00000117010",3.69009009009009,0.172413793103448
