"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A075B6S2","IGKV2D-29","1",0,2,3.10923443162292,"AF-A0A075B6S2-F1-model_v4","A0A075B6S2-F1",0.191,0.524,1,90.5475297941495
"2","A0A0B4J1V0","IGHV3-15","1",23,5,3.2009970608642,"AF-A0A0B4J1V0-F1-model_v4","A0A0B4J1V0-F1",0.406,0.656,1,91.1667511013216
"3","A0A0B4J1Y9","IGHV3-72","1",1185,5,2.41225509464311,"AF-A0A0B4J1Y9-F1-model_v4","A0A0B4J1Y9-F1",0.303,0.642,1,91.4700969827586
"4","A0A0C4DH29","IGHV1-3","1",26,5,3.96538407274604,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781
"5","A0A1B0GX56","TRDV1","1",618,4,3.15774068289744,"AF-A0A1B0GX56-F1-model_v4","A0A1B0GX56-F1",0.157,0.211,0,91.2033114035088
"6","A0A2R8Y7D0","TINCR","1",1235,3,3.13945689160151,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"7","A0A3B3IU46","RAMACL","33",0,1,2.12125522883606,"AF-A0A3B3IU46-F1-model_v4","A0A3B3IU46-F1",0.238,0.201,0,61.9185994123408
"8","A0AVK6","E2F8","1",0,1,4.82481910577334,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.14,0.562,1,53.6931614756577
"9","A1L190","SYCE3","1",0,1,2.33357046401608,"AF-A1L190-F1-model_v4","A1L190-F1",0.353,0.661,2,92.3110204081633
"10","A4D1S5","RAB19","13",0,1,5.69509421014115,"AF-A4D1S5-F1-model_v4","A4D1S5-F1",0.119,0.372,0,84.7372653061225
"11","A6NHQ4","EPOP","1",0,1,3.14906949296958,"AF-A6NHQ4-F1-model_v4","A6NHQ4-F1",0.18,0.182,0,58.526321299639
"12","A6NHX0","CASTOR2","10",0,1,3.003906443899,"AF-A6NHX0-F1-model_v4","A6NHX0-F1",0.332,0.396,0,89.1860590551181
"13","A6NMX2","EIF4E1B","33",0,1,4.48444096238955,"AF-A6NMX2-F1-model_v4","A6NMX2-F1",0.243,0.177,0,83.6494809866393
"14","A8MTJ3","GNAT3","1",1371,2,4.63979052444095,"AF-A8MTJ3-F1-model_v4","A8MTJ3-F1",0.285,0.784,2,93.7761568350406
"15","A9QM74","KPNA7","1",0,1,4.48145619377159,"AF-A9QM74-F1-model_v4","A9QM74-F1",0.185,0.397,0,85.3285657071339
"16","B2RU33","POTEC","1",618,2,5.49862480774365,"AF-B2RU33-F1-model_v4","B2RU33-F1",0.209,0.44,1,66.6299789078978
"17","B4DS77","SHISA9","1",0,3,3.19810619063178,"AF-B4DS77-F1-model_v4","B4DS77-F1",0.277,0.654,1,56.9548785670917
"18","C9JDP6","CLDN25","1",3133,7,4.70995056272395,"AF-C9JDP6-F1-model_v4","C9JDP6-F1",0.189,0.275,0,82.8411247901511
"19","C9JRZ8","AKR1B15","6",0,1,6.15984957432107,"AF-C9JRZ8-F1-model_v4","C9JRZ8-F1",0.393,0.992,1,97.7242989930287
"20","O00155","GPR25","25",0,1,2.15198317613814,"AF-O00155-F1-model_v4","O00155-F1",0.456,0.774,1,82.7824259055982
"21","O00194","RAB27B","13",8,2,2.55438296995045,"AF-O00194-F1-model_v4","O00194-F1",0.07,0.777,1,86.799005205321
"22","O00222","GRM8","35",0,1,3.52140130876156,"AF-O00222-F1-model_v4","O00222-F1",0.162,0.921,2,84.3809931458945
