"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A075B6S2","IGKV2D-29","1",0,3,3.41904638468851,"AF-A0A075B6S2-F1-model_v4","A0A075B6S2-F1",0.191,0.524,1,90.5475297941495
"2","A0A0B4J1V0","IGHV3-15","1",0,4,3.53075782274449,"AF-A0A0B4J1V0-F1-model_v4","A0A0B4J1V0-F1",0.406,0.656,1,91.1667511013216
"3","A0A0B4J1Y9","IGHV3-72","1",12744,8,2.72327375398672,"AF-A0A0B4J1Y9-F1-model_v4","A0A0B4J1Y9-F1",0.303,0.642,1,91.4700969827586
"4","A0A0C4DH29","IGHV1-3","1",0,4,4.30282322360704,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781
"5","A0A0G2JMH6","HLA-DRA","1",119412,10,1.58089742563141,"AF-A0A0G2JMH6-F1-model_v4","A0A0G2JMH6-F1",0.196,0.578,1,89.9354104846687
"6","A0A2R8Y7D0","TINCR","1",5431,4,3.39145194686065,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"7","A0A3B3IU46","RAMACL","1",0,1,2.27790867845582,"AF-A0A3B3IU46-F1-model_v4","A0A3B3IU46-F1",0.23,0.216,0,61.9185994123408
"8","A0AV96","RBM47","1",0,1,2.12425950919877,"AF-A0AV96-F1-model_v4","A0AV96-F1",0.043,0.442,2,64.3097206208426
"9","A0AVF1","IFT56","1",8142,3,1.06298150265702,"AF-A0AVF1-F1-model_v4","A0AVF1-F1",0.226,0.217,0,91.2754913678619
"10","A0AVK6","E2F8","1",0,1,4.96620112002869,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.187,0.562,1,53.6931614756577
"11","A0MZ66","SHTN1","1",2716,2,2.01144903793767,"AF-A0MZ66-F1-model_v4","A0MZ66-F1",0.312,0.763,1,72.9323872255489
"12","A0PJW8","DAPL1","1",0,1,2.22986893292701,"AF-A0PJW8-F1-model_v4","A0PJW8-F1",0.337,0.242,0,67.8983333333333
"13","A1KZ92","PXDNL","1",0,1,1.80617282733725,"AF-A1KZ92-F1-model_v4","A1KZ92-F1",0.227,0.709,2,81.4823542191709
"14","A1L020","MEX3A","1",0,1,4.4077738527873,"AF-A1L020-F1-model_v4","A1L020-F1",0.429,0.2,0,65.3357206733298
"15","A1L162","ERICH2","1",0,1,1.13957508325461,"AF-A1L162-F1-model_v4","A1L162-F1",0.327,0.297,0,74.389731925264
"16","A1L190","SYCE3","1",0,5,2.55789314885687,"AF-A1L190-F1-model_v4","A1L190-F1",0.353,0.661,2,92.3110204081633
"17","A2RU30","TESPA1","1",0,2,1.60569841495203,"AF-A2RU30-F1-model_v4","A2RU30-F1",0.232,0.816,1,54.3880423280423
"18","A3KN83","SBNO1","1",0,1,1.03195271778238,"AF-A3KN83-F1-model_v4","A3KN83-F1",0.134,0.498,1,68.2881398137047
"19","A4D1S5","RAB19","1",0,1,5.88867969902118,"AF-A4D1S5-F1-model_v4","A4D1S5-F1",0.119,0.372,0,84.7372653061225
"20","A4QMS7","CFAP90","1",2716,3,1.83735266038137,"AF-A4QMS7-F1-model_v4","A4QMS7-F1",0.256,0.204,0,75.3620233139051
"21","A5A3E0","POTEF","1",2596,6,1.68521787499542,"AF-A5A3E0-F1-model_v4","A5A3E0-F1",0.139,0.866,2,70.63273155786
"22","A5D8V6","VPS37C","1",0,1,1.07327258955351,"AF-A5D8V6-F1-model_v4","A5D8V6-F1",0.32,0.688,1,69.469068914956
"23","A6ND36","FAM83G","1",0,1,1.26190075961273,"AF-A6ND36-F1-model_v4","A6ND36-F1",0.106,0.807,1,57.3405046875
"24","A6NF83","NUPR2","1",0,1,1.93932580830677,"AF-A6NF83-F1-model_v4","A6NF83-F1",-0.003,0.082,0,73.1222403003755
"25","A6NHJ4","ZNF860","1",0,1,2.75559476967735,"AF-A6NHJ4-F1-model_v4","A6NHJ4-F1",0.144,0.738,2,65.190955967555
"26","A6NHL2","TUBAL3","1",0,1,1.75600317946662,"AF-A6NHL2-F1-model_v4","A6NHL2-F1",0.166,0.622,1,91.2046776953793
"27","A6NHQ4","EPOP","1",0,1,3.40226832349664,"AF-A6NHQ4-F1-model_v4","A6NHQ4-F1",0.199,0.886,1,58.526321299639
"28","A6NHX0","CASTOR2","1",2716,2,3.19973704837885,"AF-A6NHX0-F1-model_v4","A6NHX0-F1",0.332,0.396,0,89.1860590551181
"29","A6NKG5","RTL1","1",0,1,4.71463457755496,"AF-A6NKG5-F1-model_v4","A6NKG5-F1",0.099,0.922,2,59.1817070938215
"30","A6NN14","ZNF729","1",0,1,2.60208139474099,"AF-A6NN14-F1-model_v4","A6NN14-F1",0.121,0.537,1,69.4778489860209
"31","A6NNF4","ZNF726","1",0,2,1.7285787289414,"AF-A6NNF4-F1-model_v4","A6NNF4-F1",0.407,0.377,0,70.9869224353628
"32","A6NNW6","ENO4","1",0,1,1.09530413870275,"AF-A6NNW6-F1-model_v4","A6NNW6-F1",0.164,0.396,0,84.767644361059
"33","A6NNZ2","TUBB8B","1",0,1,1.63821674162902,"AF-A6NNZ2-F1-model_v4","A6NNZ2-F1",0.247,0.168,0,91.3548848589522
"34","A6PVI3","NCBP2L","1",0,1,1.40354393983365,"AF-A6PVI3-F1-model_v4","A6PVI3-F1",0.113,0.351,0,95.0071670702179
"35","A8MT69","CENPX","1",4578,12,1.54548621956716,"AF-A8MT69-F1-model_v4","A8MT69-F1",0.337,0.313,0,93.9695873015873
"36","A8MTY0","ZNF724","1",0,1,1.6305606533605,"AF-A8MTY0-F1-model_v4","A8MTY0-F1",0.151,0.255,0,75.6864801444043
"37","A8MUV8","ZNF727","1",0,1,2.34759271073451,"AF-A8MUV8-F1-model_v4","A8MUV8-F1",0.146,0.425,1,69.7221179955567
"38","A8MVS5","C19orf38","1",0,1,1.31829363702193,"AF-A8MVS5-F1-model_v4","A8MVS5-F1",0.374,0.359,0,74.6288002296211
"39","A8MXV4","NUDT19","1",0,1,1.72815626353166,"AF-A8MXV4-F1-model_v4","A8MXV4-F1",0.138,0.636,1,88.401418534627
"40","A8MYZ6","FOXO6","1",0,2,2.11901245024697,"AF-A8MYZ6-F1-model_v4","A8MYZ6-F1",0.052,0.03,0,58.1871031968592
"41","A9QM74","KPNA7","1",0,2,4.80019518944946,"AF-A9QM74-F1-model_v4","A9QM74-F1",0.185,0.397,0,85.3285657071339
"42","B0I1T2","MYO1G","1",0,1,1.1009062307257,"AF-B0I1T2-F1-model_v4","B0I1T2-F1",0.238,0.696,3,88.062904837334
"43","B4DS77","SHISA9","1",6491,4,3.46560226322779,"AF-B4DS77-F1-model_v4","B4DS77-F1",0.291,0.987,1,56.9548785670917
"44","B4DXR9","ZNF732","1",0,1,1.18677058799934,"AF-B4DXR9-F1-model_v4","B4DXR9-F1",0.091,0.444,1,68.8254324097397
"45","B8ZZ34","SHISA8","1",7785,6,2.09604680990884,"AF-B8ZZ34-F1-model_v4","B8ZZ34-F1",0.106,0.515,2,56.7723849797023
"46","C9JRZ8","AKR1B15","1",2716,2,6.60484642889307,"AF-C9JRZ8-F1-model_v4","C9JRZ8-F1",0.393,0.992,1,97.7242989930287
"47","D6RGH6","MCIDAS","1",0,1,4.90071952095072,"AF-D6RGH6-F1-model_v4","D6RGH6-F1",0.198,0.536,1,63.5375025623505
"48","H0UI37","TSTD3","1",0,1,4.29580248257922,"AF-H0UI37-F1-model_v4","H0UI37-F1",0.321,0.667,1,83.1267088607595
"49","H3BMG3","SMKR1","1",0,2,2.78078613742546,"AF-H3BMG3-F1-model_v4","H3BMG3-F1",0.229,0.43,1,70.6435470941884
"50","K7EJ46","SMIM22","44",0,1,2.0968290049478,"AF-K7EJ46-F1-model_v4","K7EJ46-F1",0.255,0.386,0,75.8180834621329
"51","O00115","DNASE2","1",2716,9,1.58424916225301,"AF-O00115-F1-model_v4","O00115-F1",0.356,0.402,1,91.58797282803
"52","O00139","KIF2A","1",26858,11,1.46029144209038,"AF-O00139-F1-model_v4","O00139-F1",0.091,0.501,1,80.0740442225392
"53","O00154","ACOT7","1",0,2,1.99612771535259,"AF-O00154-F1-model_v4","O00154-F1",0.303,0.96,1,84.9933880903491
"54","O00155","GPR25","15",0,1,2.30558787774305,"AF-O00155-F1-model_v4","O00155-F1",0.456,0.774,1,82.7824259055982
"55","O00165","HAX1","1",1337,4,1.01998400690547,"AF-O00165-F1-model_v4","O00165-F1",0.051,0.517,1,59.8730906654757
"56","O00180","KCNK1","31",1,3,3.52055247155093,"AF-O00180-F1-model_v4","O00180-F1",0.38,0.943,2,83.7794213649852
"57","O00182","LGALS9","1",2785,4,1.30368889058369,"AF-O00182-F1-model_v4","O00182-F1",0.247,0.914,3,85.1284844141885
"58","O00194","RAB27B","1",11906,3,2.88796811023494,"AF-O00194-F1-model_v4","O00194-F1",0.07,0.777,1,86.799005205321
"59","O00198","HRK","1",0,1,1.83798683306163,"AF-O00198-F1-model_v4","O00198-F1",0.244,0.27,0,73.0296676300578
"60","O00204","SULT2B1","1",0,1,1.72073187885703,"AF-O00204-F1-model_v4","O00204-F1",0.599,0.996,1,87.7219032921811
"61","O00212","RHOD","1",18690,4,1.47227109261241,"AF-O00212-F1-model_v4","O00212-F1",0.14,0.627,1,89.3291135397693
"62","O00217","NDUFS8","1",0,2,1.05464030200168,"AF-O00217-F1-model_v4","O00217-F1",0.547,0.47,1,89.1910072376357
