"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0AVK6","E2F8","2",0,1,3.03684717871188,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.187,0.562,1,53.6931614756577
"2","A0MZ66","SHTN1","2",752,2,1.03045803242587,"AF-A0MZ66-F1-model_v4","A0MZ66-F1",0.312,0.763,1,72.9323872255489
"3","A1L190","SYCE3","2",0,2,1.65322120766164,"AF-A1L190-F1-model_v4","A1L190-F1",0.353,0.661,2,92.3110204081633
"4","A4GXA9","EME2","2",2253,7,1.2614852152504,"AF-A4GXA9-F1-model_v4","A4GXA9-F1",0.37,0.937,1,80.9574421815671
"5","A4QMS7","CFAP90","2",33,2,1.76064137921518,"AF-A4QMS7-F1-model_v4","A4QMS7-F1",0.256,0.204,0,75.3620233139051
"6","A5A3E0","POTEF","2",752,7,1.20682865641954,"AF-A5A3E0-F1-model_v4","A5A3E0-F1",0.139,0.866,2,70.63273155786
"7","A6NHL2","TUBAL3","2",11192,4,1.20080663736286,"AF-A6NHL2-F1-model_v4","A6NHL2-F1",0.166,0.622,1,91.2046776953793
"8","A8MQ03","CYSRT1","18",0,1,1.56905523518073,"AF-A8MQ03-F1-model_v4","A8MQ03-F1",0.213,0.308,0,55.8977620396601
"9","A8MT69","CENPX","2",4269,14,1.30397018268206,"AF-A8MT69-F1-model_v4","A8MT69-F1",0.337,0.313,0,93.9695873015873
"10","A8MU46","SMTNL1","2",4363,2,1.0308239357213,"AF-A8MU46-F1-model_v4","A8MU46-F1",0.132,0.799,1,56.661436270547
"11","B1AK53","ESPN","2",6368,4,1.07996372269524,"AF-B1AK53-F1-model_v4","B1AK53-F1",0.114,0.144,0,68.309967416602
"12","B4DS77","SHISA9","2",5426,3,2.02466566115,"AF-B4DS77-F1-model_v4","B4DS77-F1",0.291,0.987,1,56.9548785670917
"13","D6RGH6","MCIDAS","2",0,1,2.49537166523807,"AF-D6RGH6-F1-model_v4","D6RGH6-F1",0.198,0.536,1,63.5375025623505
"14","K7EJ46","SMIM22","49",0,1,2.07091475454743,"AF-K7EJ46-F1-model_v4","K7EJ46-F1",0.255,0.386,0,75.8180834621329
"15","M0R2J8","DCDC1","2",0,1,1.69922564308822,"AF-M0R2J8-F1-model_v4","M0R2J8-F1",0.21,0.737,1,68.5659063497694
"16","O00148","DDX39A","2",5960,2,1.14884451035349,"AF-O00148-F1-model_v4","O00148-F1",0.263,0.142,0,85.2259489262914
"17","O00180","KCNK1","35",0,2,1.36033450911897,"AF-O00180-F1-model_v4","O00180-F1",0.38,0.943,2,83.7794213649852
"18","O00222","GRM8","29",0,1,2.28690972226312,"AF-O00222-F1-model_v4","O00222-F1",0.162,0.921,2,84.3809931458945
"19","O00232","PSMD12","2",9,2,1.1526959349115,"AF-O00232-F1-model_v4","O00232-F1",0.32,0.135,0,79.0830677828787
"20","O00238","BMPR1B","2",1502,2,4.18063938057317,"AF-O00238-F1-model_v4","O00238-F1",0.206,0.225,0,85.1282622868606
