"gene_id","cluster","betweenness","degree_centrality"
"BRCA1","2",79659,29
"H2AX","2",91009,24
"H2BC13","2",27686,22
"ESR1","2",22210,20
"RBBP7","2",4251,19
"PCNA","2",31097,18
"H2AC20","2",60232,17
"RARA","2",5537,17
"H2BC12","2",107,16
"H2BC15","2",6346,16
"PCGF2","2",11318,16
"H2BC5","2",6218,15
"H2BC7","2",27476,15
"H4C12","2",891,15
"H4C4","2",6093,15
"H4C5","2",20378,15
"H4C8","2",1307,15
"PLK1","2",15065,15
"CDK1","2",23093,14
"CENPS","2",13324,14
"CENPX","2",4269,14
"H1-4","2",56444,14
"H2BC11","2",54884,14
"KIF12","2",4384,14
"KIFC2","2",7065,14
"OIP5","2",6261,14
"PAGR1","2",7535,14
"RAD21","2",23204,14
"SOX2","2",12010,14
"EZR","2",17625,13
"FOXA1","2",22196,13
"H2AZ1","2",6297,13
"H2BC4","2",5636,13
"H2BC9","2",15370,13
"CBX4","2",396,12
"CCNB1","2",12214,12
"H2AJ","2",793,12
"H2BC21","2",2129,12
"KIF18B","2",291,12
"KIF21A","2",1410,12
"KIF22","2",4,12
"KNL1","2",162,12
"MIS18A","2",20,12
"NEIL3","2",293,12
"POLR2K","2",10393,12
"PPP1CA","2",17183,12
"RFC4","2",17233,12
"SMC1B","2",58441,12
"SYCP2","2",21,12
"ZNF217","2",57431,12
"CBX2","2",24489,11
"CCT3","2",24104,11
"CENPI","2",2093,11
"H2BC17","2",8315,11
"MED1","2",4449,11
"WDR76","2",10314,11
"CBX3","2",2698,10
"CENPL","2",246,10
"CENPM","2",0,10
"CENPP","2",0,10
"DNA2","2",28885,10
"H2AC6","2",7636,10
"KDM4B","2",24571,10
"PARP1","2",33111,10
"RMI2","2",8072,10
"TOP2A","2",8748,10
"UBE2S","2",56054,10
"AGR2","2",15247,9
"BRCA2","2",10161,9
"CCT2","2",2730,9
"CENPK","2",494,9
"CENPO","2",323,9
"CENPU","2",158,9
"CLTC","2",14004,9
"EZH2","2",1924,9
"FN1","2",13562,9
"H3C12","2",19486,9
"HJURP","2",1371,9
"KIF11","2",2916,9
"KIF20A","2",2690,9
"AURKA","2",757,8
"AURKB","2",44779,8
"CCNA2","2",20629,8
"CENPH","2",578,8
"FANCD2","2",1472,8
"ISG15","2",11744,8
"MAPT","2",34896,8
"MARVELD2","2",4505,8
"PRKDC","2",34068,8
"RAC3","2",4725,8
"SYT1","2",16665,8
"YWHAZ","2",19455,8
"ALB","2",8876,7
"ANAPC11","2",354,7
"BRIP1","2",6405,7
"BUB1B","2",2036,7
"CCND1","2",2674,7
"CLSPN","2",3496,7
"E2F1","2",3001,7
"ELOC","2",5207,7
"EME2","2",2253,7
"KIF14","2",506,7
"KIF2C","2",1836,7
"MCM4","2",822,7
"NSD2","2",982,7
"POTEF","2",752,7
"RECQL4","2",770,7
"RMI1","2",414,7
"SNAP25","2",3404,7
"ASH2L","2",2036,6
"BUB1","2",2253,6
"CCNE1","2",2917,6
"CDCA8","2",752,6
"CDH2","2",14061,6
"CENPN","2",5222,6
"CHEK1","2",0,6
"EYA1","2",13547,6
"FANCI","2",1408,6
"FRS2","2",5240,6
"H3C2","2",23442,6
"IGF1R","2",4021,6
"KIF15","2",649,6
"KIF18A","2",0,6
"KIF1A","2",75,6
"KIF23","2",32042,6
"KIFC1","2",303,6
"KPNA2","2",7521,6
"MAD2L1","2",3052,6
"RAB3A","2",3780,6
"RACGAP1","2",1975,6
"RAD51AP1","2",43,6
"STAT1","2",5240,6
"STX1A","2",9817,6
"TERT","2",6454,6
"TFRC","2",4081,6
"TPM3","2",5544,6
"UBE2C","2",752,6
"XRCC2","2",0,6
"ANLN","2",1503,5
"BUB3","2",1500,5
"CDYL2","2",0,5
"CENPA","2",4016,5
"E2F5","2",8529,5
"F12","2",5654,5
"FOXM1","2",1500,5
"GAD1","2",0,5
"GATA3","2",5228,5
"GJA1","2",5221,5
"H2AC11","2",198,5
"H3C10","2",0,5
"H3C8","2",0,5
"KIF20B","2",0,5
"MCM6","2",909,5
"MRPL13","2",1503,5
"MUC1","2",6980,5
"NME1","2",4345,5
"ORC1","2",4971,5
"PIERCE1","2",154,5
"POLE2","2",3801,5
"PPFIA1","2",2310,5
"PPFIA4","2",11263,5
"RAD51","2",6448,5
"RIBC2","2",962,5
"SH3GL2","2",15117,5
"SNRPE","2",3002,5
"STIP1","2",3212,5
"TEKT1","2",1011,5
"TRIM36","2",2253,5
"TUBB8","2",6452,5
"UNC13A","2",16103,5
"ACTN2","2",7700,4
"ANK1","2",5238,4
"AP1M2","2",1049,4
"BARD1","2",0,4
"BLM","2",56,4
"CACNG8","2",838,4
"CCNB2","2",1502,4
