"gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000163072",-2.79803658428676,4.10073912807814,845.647157649172,6.42519492234309e-186,1.43101941310425e-181
"ENSG00000168497",-4.72935928986233,5.42035527577755,837.754107161795,3.34096516360347e-184,3.72049880618883e-180
"ENSG00000079337",-2.81612972208446,4.34227525862844,823.8874577628,3.45614750517922e-181,2.56584390784505e-177
"ENSG00000111077",-2.30431280287644,6.70772009147432,793.721650140779,1.25052992021706e-174,6.96295059576862e-171
"ENSG00000186642",-3.44262090197356,4.61756203733708,773.094470136128,3.81885032393317e-170,1.70106868829279e-166
"ENSG00000280339",-4.30351588773773,3.13632025449816,749.757215642048,4.53097479451053e-165,1.68189784372231e-161
"ENSG00000082175",-5.25798109141255,5.28184828683656,736.44007051278,3.56331474688182e-162,1.13374494346503e-158
"ENSG00000149090",-3.95177347337944,4.90017358258687,736.105282019898,4.21357816417062e-162,1.1730601609051e-158
"ENSG00000163491",-4.42628755669936,3.04603224374075,730.475101230193,7.06141963753931e-161,1.74746597963639e-157
"ENSG00000068489",2.94569690503922,4.96705793222089,728.662711817655,1.74978765611408e-160,3.89712706769728e-157
"ENSG00000165197",-5.270700753319,3.54434423776531,723.584462492652,2.22447577397369e-159,4.50395676708565e-156
"ENSG00000105173",3.81453039005485,4.15508489016193,717.717623174998,4.19718961869276e-158,7.78998393229377e-155
"ENSG00000137225",-3.62309491590488,2.04289574664408,708.846234368371,3.56491729748865e-156,6.10752600382056e-153
"ENSG00000120262",-3.30740969330779,3.27460963174373,707.03632513083,8.82307262082018e-156,1.40362481007791e-152
"ENSG00000112742",3.35389228240717,4.67616750692816,694.289022516504,5.21916422173547e-153,7.74941503643283e-150
"ENSG00000131831",-2.89432249637086,4.41811883418954,684.349322721851,7.57009895972584e-151,9.95163077361825e-148
"ENSG00000143321",1.69650476671271,9.05051264356254,684.342505944944,7.59598254092629e-151,9.95163077361825e-148
"ENSG00000109906",-5.50265722927069,5.49944953691852,683.976995175137,9.12156352022277e-151,1.1286414595689e-147
"ENSG00000076555",-3.97015613271183,6.7997377786478,680.62198297798,4.89401823319558e-150,5.73681968893326e-147
"ENSG00000241684",-3.86082107605721,1.48840815666974,678.82495852218,1.20352992657171e-149,1.34025092623025e-146
"ENSG00000134690",3.25361096769912,5.1653705163794,673.524791449852,1.71029355910222e-148,1.81388848325355e-145
"ENSG00000175356",-4.28381894258365,6.27415024116415,672.935478932146,2.29735318551548e-148,2.32575682490003e-145
"ENSG00000170962",-2.76044284137902,5.28814115943603,669.794819902761,1.10719987200215e-147,1.07215458909704e-144
"ENSG00000164045",2.79380764856629,3.70507881956146,667.213946025758,4.03173068075556e-147,3.74144607174116e-144
"ENSG00000173210",-3.35913372693072,5.17072029421895,664.480723934643,1.58449858704649e-146,1.41159810122798e-143
"ENSG00000182481",2.29700107853799,7.42473822154781,662.028710865303,5.40928803709587e-146,4.52117529745833e-143
"ENSG00000286379",-3.9517138334026,1.63687345096518,662.002428286035,5.48095065694032e-146,4.52117529745833e-143
"ENSG00000071539",2.93766172358953,4.85656011091348,659.462890362187,1.95497698356006e-145,1.55504454920891e-142
"ENSG00000170271",-2.85378279866173,5.37773075515658,658.164491252807,3.74551982776866e-145,2.87655922772633e-142
"ENSG00000149554",2.42210486597231,4.62047394412029,650.467569554867,1.76776308882924e-143,1.31238731714683e-140
"ENSG00000183722",-2.39413185798786,6.10390333320154,645.53087857428,2.09441207999174e-142,1.50473373695406e-139
"ENSG00000146410",3.06405163364245,2.4851641417308,644.347306702964,3.78851294903927e-142,2.63680501253133e-139
"ENSG00000149575",-4.77576081816749,1.66093019900241,642.490195891036,9.60196432413991e-142,6.48045301294679e-139
"ENSG00000154263",-3.91448583679927,3.04895991798807,635.088776423494,3.90900405894845e-140,2.56062760002647e-137
"ENSG00000134057",2.46719247665592,5.77710600099697,633.451573743377,8.87439840176824e-140,5.64716003440521e-137
"ENSG00000165810",-4.44806975626229,5.11452200259167,631.776091555309,2.05370740238733e-139,1.27056031294363e-136
"ENSG00000120334",1.83767453501098,3.78075912925627,621.207907728859,4.08358905928789e-137,2.45809987914756e-134
"ENSG00000197776",-2.16949787893695,1.83026018247653,619.995127062357,7.49578291065456e-137,4.39331781542364e-134
"ENSG00000079308",-2.94344622367658,8.78244601453713,617.638476767173,2.43995279778634e-136,1.39340073621275e-133
"ENSG00000173207",1.81605150609791,5.50198159426886,617.075176071918,3.23517750028741e-136,1.80134683216003e-133
"ENSG00000131471",-4.05987171283372,7.28854056278991,615.525765379616,7.02898364083985e-136,3.81828106460452e-133
"ENSG00000134201",-5.1174732741915,4.26747689275295,612.702735498489,2.89001878977393e-135,1.5325356782344e-132
"ENSG00000168477",-4.55798432366289,6.50371329101486,611.809676394334,4.52003397731658e-135,2.34116736611151e-132
"ENSG00000119927",-4.0715907146382,7.34046785829434,611.450690609422,5.41030202185524e-135,2.73859651433545e-132
"ENSG00000169744",-2.41281160796995,4.64483481817332,607.076599004747,4.83723660681226e-134,2.39410963793161e-131
"ENSG00000154258",-4.23113414441036,4.14812122702473,606.016474115654,8.22581267867824e-134,3.9827239125983e-131
"ENSG00000196550",3.1350816368371,0.913503384942534,601.752785351049,6.95913387562913e-133,3.29774105697898e-130
"ENSG00000174804",-2.9369484380371,6.55415290864867,600.711097601853,1.17254575217987e-132,5.44061229011458e-130
"ENSG00000263586",-3.0121480248207,-1.45552733761349,597.955621296566,4.66089073499165e-132,2.11851751938233e-129
"ENSG00000147113",-2.2802695164961,5.24657571890001,597.534422306402,5.75550750883795e-132,2.56373326473678e-129
"ENSG00000184661",3.54285857276942,4.14487736912939,596.017244254271,1.2305092137826e-131,5.37370611948354e-129
"ENSG00000138092",1.76163004213036,3.59954684422357,595.481026862327,1.60959937494089e-131,6.89403793820836e-129
"ENSG00000126895",-3.53761645824157,1.42266818885499,594.550527072329,2.56514373277136e-131,1.07794115502422e-128
"ENSG00000255471",-3.61830141897623,1.41913959857147,593.229485410586,4.9711133252151e-131,2.05030807368872e-128
"ENSG00000121671",-1.64992052828048,5.86002157860179,592.71724145871,6.42499776996454e-131,2.60177364241182e-128
"ENSG00000071967",-2.48807701298578,8.21023495144675,592.258031732614,8.08643022832267e-131,3.21608882223576e-128
"ENSG00000171793",1.90023297689461,5.78786544997135,590.353438310842,2.09909036610065e-130,8.20191940943747e-128
"ENSG00000152583",-2.51765078147731,8.75206149998095,590.027395457982,2.47143958422297e-130,9.4903280034162e-128
"ENSG00000065328",3.53470534699799,4.4759377940775,589.427354389127,3.33785497127797e-130,1.2600119647509e-127
"ENSG00000189134",-2.74349929891047,-0.136453225382235,589.047801782493,4.03669249279667e-130,1.49842025332613e-127
"ENSG00000158571",-4.31310569808748,2.20048936469565,588.243449919328,6.03926622764704e-130,2.20502520364188e-127
"ENSG00000088325",3.43701428604418,6.75561821907224,586.907418351216,1.17921183103438e-129,4.23603320980607e-127
"ENSG00000144749",-1.82160792739451,6.71878463291257,586.789257485753,1.25110485151188e-129,4.42295353220202e-127
"ENSG00000174059",-2.26747763097347,7.00095167945725,586.584255473867,1.38638850640693e-129,4.82463200229612e-127
"ENSG00000248429",-3.39380069271094,2.26059514509798,584.673474228879,3.61003930922653e-129,1.2369660845399e-126
"ENSG00000188610",3.11141044366471,0.990007254965088,583.348685504403,7.00933889675257e-129,2.3653332713405e-126
"ENSG00000180914",-4.77913474627355,6.62008821086596,582.819830754847,9.13508704189355e-129,3.03666654622467e-126
"ENSG00000166851",3.32071637797185,5.11440984687943,579.4519620994,4.93503484381333e-128,1.61636905943251e-125
"ENSG00000115163",3.50568132382518,3.65517663774027,578.298604514172,8.79366274486902e-128,2.83844140077859e-125
"ENSG00000143228",3.56011654100794,4.57262377494463,578.189222227552,9.28886824051324e-128,2.95545247789587e-125
"ENSG00000127423",2.64205828590446,2.63051074784142,577.749337041823,1.15783682467781e-127,3.6320199660879e-125
"ENSG00000091651",2.78955119494511,3.49726665632152,576.66606131766,1.99197472860626e-127,6.16184182715535e-125
"ENSG00000137727",-3.33557863730477,3.05068132744322,576.234514193338,2.47260700468911e-127,7.54382235731998e-125
"ENSG00000120049",-4.81956405168686,4.78182674188332,575.067026769014,4.43721683009266e-127,1.3354823410787e-124
"ENSG00000163918",1.88059321244644,5.01453305150697,574.967696579777,4.66355721635477e-127,1.38488995096871e-124
"ENSG00000163431",-3.19242144755185,5.67182708070526,571.478444373529,2.67741703740469e-126,7.84624108645754e-124
"ENSG00000123473",2.53896394815423,4.61637174004887,571.312610079982,2.90930521341125e-126,8.41507087183056e-124
"ENSG00000280916",4.58204451213593,3.5996212609954,570.679247513845,3.99541823703177e-126,1.12791974224426e-123
"ENSG00000167771",3.43815296629545,3.57959641331237,570.676563591532,4.00079290756539e-126,1.12791974224426e-123
"ENSG00000136982",2.16317956873816,3.94329013381045,568.296981452901,1.31755863862625e-125,3.66808324993547e-123
"ENSG00000253768",-6.6449762010407,0.315499894855852,567.446064676488,2.01775497828126e-125,5.54807887361485e-123
"ENSG00000154721",-2.47312710079639,4.93532639113466,566.537240451138,3.18100203024897e-125,8.63991185581768e-123
"ENSG00000173269",-2.31113941791622,5.90166932259835,565.416066965081,5.57766372596163e-125,1.49669550005563e-122
"ENSG00000121152",2.82718335038747,4.45153023690281,563.406994556524,1.52576306757288e-124,4.04545179059325e-122
"ENSG00000237649",3.11697518813824,5.62974396336185,561.870469072007,3.29405079679721e-124,8.6311881583844e-122
