"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A075B6S2","IGKV2D-29","1",980,2,1.0221387138674,"AF-A0A075B6S2-F1-model_v4","A0A075B6S2-F1",0.191,0.524,1,90.5475297941495
"2","A0A0B4J1Y9","IGHV3-72","1",1294,4,1.20854720100396,"AF-A0A0B4J1Y9-F1-model_v4","A0A0B4J1Y9-F1",0.303,0.642,1,91.4700969827586
"3","A0A0C4DH29","IGHV1-3","1",0,2,1.25955304829464,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781
"4","A0A1B0GX56","TRDV1","1",8127,3,1.23340551009154,"AF-A0A1B0GX56-F1-model_v4","A0A1B0GX56-F1",0.157,0.211,0,91.2033114035088
"5","A0A2R8Y7D0","TINCR","1",961,2,2.01772338769446,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"6","A0AVK6","E2F8","1",0,1,2.99412065401355,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.187,0.562,1,53.6931614756577
"7","A1L020","MEX3A","1",0,1,2.7835675554899,"AF-A1L020-F1-model_v4","A1L020-F1",0.429,0.2,0,65.3357206733298
"8","A6NHQ4","EPOP","1",0,2,1.24559468390009,"AF-A6NHQ4-F1-model_v4","A6NHQ4-F1",0.199,0.886,1,58.526321299639
"9","A6NNF4","ZNF726","43",0,1,1.55775191082051,"AF-A6NNF4-F1-model_v4","A6NNF4-F1",0.407,0.377,0,70.9869224353628
"10","A6NNZ2","TUBB8B","1",0,2,1.1494309796162,"AF-A6NNZ2-F1-model_v4","A6NNZ2-F1",0.247,0.168,0,91.3548848589522
"11","A8MT69","CENPX","1",37204,12,1.00494813108601,"AF-A8MT69-F1-model_v4","A8MT69-F1",0.337,0.313,0,93.9695873015873
"12","A8MU46","SMTNL1","1",0,3,1.11364019657827,"AF-A8MU46-F1-model_v4","A8MU46-F1",0.132,0.799,1,56.661436270547
"13","A8TX70","COL6A5","1",0,4,1.69517709964287,"AF-A8TX70-F1-model_v4","A8TX70-F1",0.546,0.701,1,71.349042949598
"14","B9A064","IGLL5","1",1058,3,1.08013132761206,"AF-B9A064-F1-model_v4","B9A064-F1",0.416,0.123,0,74.6703516347933
"15","O00144","FZD9","7",7,3,2.5597986672635,"AF-O00144-F1-model_v4","O00144-F1",0.196,0.715,1,81.8912881131242
"16","O00148","DDX39A","1",0,2,1.61349808694893,"AF-O00148-F1-model_v4","O00148-F1",0.263,0.142,0,85.2259489262914
"17","O00180","KCNK1","1",0,2,1.17822783625631,"AF-O00180-F1-model_v4","O00180-F1",0.38,0.943,2,83.7794213649852
"18","O00198","HRK","1",0,1,2.04247929122341,"AF-O00198-F1-model_v4","O00198-F1",0.244,0.27,0,73.0296676300578
"19","O00221","NFKBIE","1",0,1,1.37931880876795,"AF-O00221-F1-model_v4","O00221-F1",0.087,0.385,0,62.4135319493125
"20","O00292","LEFTY2","1",0,1,1.69877424900238,"AF-O00292-F1-model_v4","O00292-F1",0.272,0.266,0,78.3898818624045
"21","O00311","CDC7","1",961,2,2.09474520251238,"AF-O00311-F1-model_v4","O00311-F1",0.307,0.427,1,72.3620397232761
"22","O00425","IGF2BP3","1",2877,4,4.2744421008109,"AF-O00425-F1-model_v4","O00425-F1",0.251,0.604,4,78.127839767909
"23","O00444","PLK4","1",3103,5,2.00995657854059,"AF-O00444-F1-model_v4","O00444-F1",0.133,0.199,0,66.9229360313316
"24","O00487","PSMD14","1",961,2,1.01287403483679,"AF-O00487-F1-model_v4","O00487-F1",0.245,0.409,1,82.5457172385283
"25","O00555","CACNA1A","1",2874,2,1.30542568098839,"AF-O00555-F1-model_v4","O00555-F1",0.187,0.776,4,57.9753587049419
"26","O00591","GABRP","1",0,3,1.29383266545223,"AF-O00591-F1-model_v4","O00591-F1",0.164,0.393,0,79.5052339590922
"27","O00716","E2F3","1",0,3,1.79662020711302,"AF-O00716-F1-model_v4","O00716-F1",0.034,0.462,1,61.4124804177546
"28","O00762","UBE2C","1",2880,7,3.27590395019425,"AF-O00762-F1-model_v4","O00762-F1",0.355,0.286,0,89.6987066473989
"29","O14490","DLGAP1","1",0,2,1.2310094405053,"AF-O14490-F1-model_v4","O14490-F1",0.158,0.324,0,50.6772069236821
"30","O14519","CDK2AP1","1",0,1,1.46579052461782,"AF-O14519-F1-model_v4","O14519-F1",0.451,0.632,1,76.3677598152425
"31","O14531","DPYSL4","12",0,1,1.05710204179384,"AF-O14531-F1-model_v4","O14531-F1",0.254,0.866,1,90.5057984353428
"32","O14578","CIT","1",190,2,2.05475609036439,"AF-O14578-F1-model_v4","O14578-F1",0.129,0.882,1,70.152782431933
"33","O14625","CXCL11","1",7560,6,2.73974600192812,"AF-O14625-F1-model_v4","O14625-F1",0.353,0.178,0,77.9241944444444
"34","O14732","IMPA2","1",0,1,1.56183751989772,"AF-O14732-F1-model_v4","O14732-F1",0.143,0.231,0,95.0652320291174
"35","O14737","PDCD5","1",0,2,1.42118366330432,"AF-O14737-F1-model_v4","O14737-F1",0.288,0.324,0,74.0045
"36","O14746","TERT","1",12724,6,3.57962561723869,"AF-O14746-F1-model_v4","O14746-F1",0.201,0.276,0,80.6513165829146
"37","O14757","CHEK1","1",961,8,2.42210486597231,"AF-O14757-F1-model_v4","O14757-F1",0.067,0.732,1,78.1344110733873
"38","O14764","GABRD","1",0,2,1.06700330961131,"AF-O14764-F1-model_v4","O14764-F1",0.442,0.676,3,80.2010523369717
"39","O14777","NDC80","1",961,3,3.2344561290356,"AF-O14777-F1-model_v4","O14777-F1",0.161,0.532,2,78.6095798805165
"40","O14818","PSMA7","1",0,1,1.0233795246995,"AF-O14818-F1-model_v4","O14818-F1",0.215,0.067,0,93.866613972463
"41","O14829","PPEF1","23",0,1,1.14006001350138,"AF-O14829-F1-model_v4","O14829-F1",0.164,0.691,3,81.2093666854038
"42","O14862","AIM2","2",3,2,2.27266474346956,"AF-O14862-F1-model_v4","O14862-F1",0.273,0.298,0,84.1440774570698
"43","O14908","GIPC1","1",0,1,1.09090235092913,"AF-O14908-F1-model_v4","O14908-F1",0.347,0.501,1,81.6576192353173
"44","O14965","AURKA","1",2876,8,2.8243277279444,"AF-O14965-F1-model_v4","O14965-F1",0.139,0.431,1,75.9057868649318
"45","O15020","SPTBN2","1",2305,2,1.08288718244786,"AF-O15020-F1-model_v4","O15020-F1",0.242,0.736,3,76.775214383059
"46","O15212","PFDN6","1",5066,5,1.17104807793338,"AF-O15212-F1-model_v4","O15212-F1",0.357,0.266,0,94.984375
"47","O15235","MRPS12","1",52,4,1.42705735780289,"AF-O15235-F1-model_v4","O15235-F1",0.312,0.667,1,87.3524056603774
"48","O15287","FANCG","1",0,1,1.14690914792318,"AF-O15287-F1-model_v4","O15287-F1",0.014,0.109,0,82.8725689977174
"49","O15318","POLR3G","1",0,2,1.21565330143877,"AF-O15318-F1-model_v4","O15318-F1",0.199,0.231,0,68.3357457347276
"50","O15354","GPR37","1",0,1,1.43670864460546,"AF-O15354-F1-model_v4","O15354-F1",0.094,0.91,7,61.8110206251329
"51","O15355","PPM1G","1",0,7,1.03737470316874,"AF-O15355-F1-model_v4","O15355-F1",0.258,0.682,1,73.6202463768116
"52","O15360","FANCA","1",0,2,2.48127703288875,"AF-O15360-F1-model_v4","O15360-F1",0.135,0.707,1,74.565869508254
"53","O15399","GRIN2D","1",970,6,1.97768544398911,"AF-O15399-F1-model_v4","O15399-F1",0.143,0.846,4,64.0020888757513
"54","O15427","SLC16A3","1",961,2,1.6928262673087,"AF-O15427-F1-model_v4","O15427-F1",0.025,0.963,1,83.5874261119082
"55","O15446","POLR1G","1",0,1,1.29964768732185,"AF-O15446-F1-model_v4","O15446-F1",0.31,0.222,0,56.2195328315598
"56","O15524","SOCS1","1",13542,5,1.03878852751366,"AF-O15524-F1-model_v4","O15524-F1",0.324,0.645,1,84.5673734939759
