"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A075B6S2","IGKV2D-29","1",1386,3,1.23588466320301,"AF-A0A075B6S2-F1-model_v4","A0A075B6S2-F1",0.191,0.524,1,90.5475297941495
"2","A0A096LP55","UQCRHL","1",6,2,1.09728999332489,"AF-A0A096LP55-F1-model_v4","A0A096LP55-F1",0.399,0.331,0,86.12464
"3","A0A0B4J1Y9","IGHV3-72","1",0,5,1.45771419050712,"AF-A0A0B4J1Y9-F1-model_v4","A0A0B4J1Y9-F1",0.303,0.642,1,91.4700969827586
"4","A0A0C4DH29","IGHV1-3","1",0,4,1.46903344636139,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781
"5","A0A1B0GX56","TRDV1","1",10031,3,1.37497501504274,"AF-A0A1B0GX56-F1-model_v4","A0A1B0GX56-F1",0.157,0.211,0,91.2033114035088
"6","A0A2R8Y7D0","TINCR","1",1302,2,2.07260603216089,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"7","A0AVK6","E2F8","1",0,1,3.1161334666238,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.187,0.562,1,53.6931614756577
"8","A1L020","MEX3A","1",0,1,2.95450970286186,"AF-A1L020-F1-model_v4","A1L020-F1",0.429,0.2,0,65.3357206733298
"9","A6NHL2","TUBAL3","1",283,2,1.04966695874371,"AF-A6NHL2-F1-model_v4","A6NHL2-F1",0.166,0.622,1,91.2046776953793
"10","A6NHQ4","EPOP","1",0,2,1.42741324828911,"AF-A6NHQ4-F1-model_v4","A6NHQ4-F1",0.199,0.886,1,58.526321299639
"11","A6NMK7","CPSF4L","1",10,2,1.35099917136173,"AF-A6NMK7-F1-model_v4","A6NMK7-F1",0.251,0.609,1,84.9497859116022
"12","A6NNF4","ZNF726","44",0,1,1.72068063760894,"AF-A6NNF4-F1-model_v4","A6NNF4-F1",0.407,0.377,0,70.9869224353628
"13","A6NNZ2","TUBB8B","1",1583,3,1.3182360545294,"AF-A6NNZ2-F1-model_v4","A6NNZ2-F1",0.247,0.168,0,91.3548848589522
"14","A8MT69","CENPX","1",15711,12,1.09197469766432,"AF-A8MT69-F1-model_v4","A8MT69-F1",0.337,0.313,0,93.9695873015873
"15","A8MU46","SMTNL1","1",0,3,1.24949548205008,"AF-A8MU46-F1-model_v4","A8MU46-F1",0.132,0.799,1,56.661436270547
"16","A8MYZ6","FOXO6","1",0,2,1.03639647382572,"AF-A8MYZ6-F1-model_v4","A8MYZ6-F1",0.052,0.03,0,58.1871031968592
"17","A8TX70","COL6A5","1",0,6,1.7660113039611,"AF-A8TX70-F1-model_v4","A8TX70-F1",0.546,0.701,1,71.349042949598
"18","B0YJ81","HACD1","21",0,1,1.18793702243339,"AF-B0YJ81-F1-model_v4","B0YJ81-F1",-0.046,0.328,0,75.8465399737877
"19","B9A064","IGLL5","1",12580,4,1.31858308107001,"AF-B9A064-F1-model_v4","B9A064-F1",0.416,0.123,0,74.6703516347933
"20","O00144","FZD9","6",7,3,2.6560582840244,"AF-O00144-F1-model_v4","O00144-F1",0.196,0.715,1,81.8912881131242
