1	ENSP00000365395
2	ENSP00000477848
3	ENSP00000363868
4	ENSP00000272895
5	ENSP00000344155
6	ENSP00000301732
7	ENSP00000263094
8	ENSP00000384881
9	ENSP00000378230
10	ENSP00000311030
11	ENSP00000303960
12	ENSP00000218104
13	ENSP00000354995
14	ENSP00000481728
15	ENSP00000365063
16	ENSP00000302657
17	ENSP00000250974
18	ENSP00000366240
19	ENSP00000258884
20	ENSP00000381937
21	ENSP00000289119
22	ENSP00000414558
23	ENSP00000390849
24	ENSP00000420315
25	ENSP00000363753
26	ENSP00000425394
27	ENSP00000285093
28	ENSP00000341044
29	ENSP00000389813
30	ENSP00000281182
31	ENSP00000233710
32	ENSP00000242592
33	ENSP00000357873
34	ENSP00000438689
35	ENSP00000356015
36	ENSP00000263776
37	ENSP00000368109
38	ENSP00000301452
39	ENSP00000342609
40	ENSP00000416996
41	ENSP00000216254
42	ENSP00000366682
43	ENSP00000311224
44	ENSP00000303246
45	ENSP00000367086
46	ENSP00000307697
47	ENSP00000256997
48	ENSP00000270593
49	ENSP00000479130
50	ENSP00000339787
51	ENSP00000301956
52	ENSP00000327453
53	ENSP00000289416
54	ENSP00000327916
55	ENSP00000416706
56	ENSP00000364555
57	ENSP00000377941
58	ENSP00000254286
59	ENSP00000336842
60	ENSP00000360165
61	ENSP00000340361
62	ENSP00000268624
63	ENSP00000398744
64	ENSP00000200557
65	ENSP00000256412
66	ENSP00000270328
67	ENSP00000282849
68	ENSP00000370443
69	ENSP00000369921
70	ENSP00000286744
71	ENSP00000329468
72	ENSP00000310015
73	ENSP00000312126
74	ENSP00000378187
75	ENSP00000294016
76	ENSP00000381036
77	ENSP00000406367
78	ENSP00000334952
79	ENSP00000362759
80	ENSP00000261654
81	ENSP00000319883
82	ENSP00000369198
83	ENSP00000332900
84	ENSP00000377699
85	ENSP00000377699
86	ENSP00000342981
87	ENSP00000356581
88	ENSP00000322270
89	ENSP00000359778
90	ENSP00000384582
91	ENSP00000384582
92	ENSP00000384582
93	ENSP00000384582
94	ENSP00000384582
95	ENSP00000384582
96	ENSP00000384582
97	ENSP00000306606
98	ENSP00000426083
99	ENSP00000304501
100	ENSP00000312250
101	ENSP00000369960
102	ENSP00000305372
103	ENSP00000343782
104	ENSP00000223357
105	ENSP00000375960
106	ENSP00000392513
107	ENSP00000316109
108	ENSP00000364986
109	ENSP00000341662
110	ENSP00000362287
111	ENSP00000360761
112	ENSP00000381140
113	ENSP00000314036
114	ENSP00000285518
115	ENSP00000391490
116	ENSP00000308606
117	ENSP00000360973
118	ENSP00000319713
119	ENSP00000302620
120	ENSP00000356774
121	ENSP00000287295
122	ENSP00000350509
123	ENSP00000291582
124	ENSP00000346921
125	ENSP00000346577
126	ENSP00000399075
127	ENSP00000392678
128	ENSP00000375711
129	ENSP00000375892
130	ENSP00000386284
131	ENSP00000378416
132	ENSP00000293350
133	ENSP00000249750
134	ENSP00000411821
135	ENSP00000345774
136	ENSP00000364490
137	ENSP00000387123
138	ENSP00000417764
139	ENSP00000382091
140	ENSP00000251535
141	ENSP00000458832
142	ENSP00000369530
143	ENSP00000314879
144	ENSP00000363973
145	ENSP00000265132
146	ENSP00000391596
147	ENSP00000290649
148	ENSP00000379802
149	ENSP00000426654
150	ENSP00000261819
151	ENSP00000314897
152	ENSP00000301455
153	ENSP00000349588
154	ENSP00000349588
155	ENSP00000349588
156	ENSP00000325895
157	ENSP00000471417
158	ENSP00000385887
159	ENSP00000296785
160	ENSP00000215941
161	ENSP00000304586
162	ENSP00000308772
163	ENSP00000297837
164	ENSP00000265748
165	ENSP00000292246
166	ENSP00000256737
167	ENSP00000274979
168	ENSP00000366109
169	ENSP00000352248
170	ENSP00000346032
171	ENSP00000346550
172	ENSP00000253799
173	ENSP00000312326
174	ENSP00000312442
175	ENSP00000351926
176	ENSP00000327694
177	ENSP00000263270
178	ENSP00000255194
179	ENSP00000440984
180	ENSP00000261558
181	ENSP00000265381
182	ENSP00000453293
183	ENSP00000477213
184	ENSP00000427211
185	ENSP00000257430
186	ENSP00000216714
187	ENSP00000385741
188	ENSP00000465356
189	ENSP00000468236
190	ENSP00000317674
191	ENSP00000249066
192	ENSP00000344577
193	ENSP00000288266
194	ENSP00000311165
195	ENSP00000219660
196	ENSP00000219919
197	ENSP00000156471
198	ENSP00000363822
199	ENSP00000302895
200	ENSP00000264028
201	ENSP00000251691
202	ENSP00000261783
203	ENSP00000310491
204	ENSP00000357131
205	ENSP00000392660
206	ENSP00000276211
207	ENSP00000368994
208	ENSP00000374424
209	ENSP00000340297
210	ENSP00000355060
211	ENSP00000352995
212	ENSP00000341071
213	ENSP00000328083
214	ENSP00000364893
215	ENSP00000369217
216	ENSP00000433427
217	ENSP00000219204
218	ENSP00000269586
219	ENSP00000273258
220	ENSP00000361917
221	ENSP00000265138
