"","uniprotswissprot","logFC"
"1","P08603",3.10866724756522
"2","Q6P499",-1.24175604922245
"3","Q9Y4W2",1.09471791560381
"4","Q9Y6X5",-1.76434840363572
"5","Q13275",-3.73247762159236
"6","Q16850",1.05887859963924
"7","O00522",2.6036009542535
"8","P43351",1.04202464395428
"9","P28838",-1.72323592735377
"10","O14792",3.65451678465908
"11","P19801",-8.22506760210562
"12","Q9P2N7",1.43256649906336
"13","Q9NR63",1.41544411485911
"14","Q05084",-2.70683734992204
"15","Q9H9R9",-2.98711893387951
"16","Q92851",-1.72639469174836
"17","O15519",1.01296774910143
"18","P10646",2.76696760311697
"19","P52756",2.39340408768868
"20","Q9Y216",1.38954378044354
"21","P52569",3.60442209166454
"22","P84085",-1.25601134965059
"23","P54819",-1.1156634013962
"24","P28907",-2.57631177465196
"25","P78332",2.78858307824325
"26","Q8N5S9",1.80083702658692
"27","O14558",3.18663704468305
"28","O14559",1.59434941312489
"29","O14561",-1.45921223549334
"30","Q16654",4.66172577203517
"31","O75800",-2.9540329804511
"32","Q96QS3",5.81710732118755
"33","P53701",-1.24037931883846
"34","Q9GZN4",-6.40503978476235
"35","P05141",-1.46980617839498
"36","Q9NWR8",-1.1715199090251
"37","P52435",-1.52192086000346
"38","P50221",-3.25728297275684
"39","Q53FZ2",4.03624011279798
"40","Q6FI81",-1.13053865315816
"41","Q8TCT7",1.31795050485326
"42","P31323",2.10296779491991
"43","O95153",2.26654420336442
"44","Q9H977",-1.28990284700538
"45","Q6NTF9",-1.27187106438712
"46","O14628",-1.04139801878103
"47","O75592",1.90861266260777
"48","P20701",-1.80515473766574
"49","P26006",-2.10726959887394
"50","Q9NZC3",-1.49123557983168
"51","Q9BZF2",1.1855788753129
"52","Q9Y2Y6",1.3391664220744
"53","Q9Y2T7",-4.08129554036789
"54","Q99558",1.17063775580491
"55","Q24JP5",-1.22876431276436
"56","O14978",1.05880426468168
"57","Q8TB22",1.15286699877778
"58","O43497",3.04511144217949
"59","Q9NP84",-3.65620044135588
"60","P80192",-1.30986792154514
"61","Q9UHR4",-4.03277799609518
"62","P50549",-2.16813575509543
"63","P43353",-2.71837718169552
"64","Q5TAA0",-4.77790466616983
"65","O00458",3.19300388563759
"66","Q9Y6U3",-1.83750171718409
"67","Q8IVW4",2.02047965485398
"68","Q9Y6M0",-8.07135699612292
"69","O43490",-5.82367787380581
"70","Q96CT7",-1.18705194812402
"71","O75865",-1.07497445159386
"72","P42679",-2.42218932745833
"73","Q9UJJ7",-1.90099830758782
"74","Q96CC6",2.03548357863056
"75","Q9NQ29",1.98636269029914
"76","O94812",-2.19950528342711
"77","Q96RY5",2.26962000528755
"78","Q14209",-5.44876902996655
"79","O76039",1.55864779582742
"80","Q96NX5",3.39395231133874
"81","Q9UQ88",5.07289057848692
"82","Q9P0K1",2.24381032936763
"83","P49447",-2.00149059664098
"84","O60271",2.10758898927577
"85","Q9UDR5",4.1356462813935
"86","Q3KR16",-5.47094642798836
"87","Q9UHA2",-1.06338473744503
"88","P10620",-3.3792607628789
"89","P24001",-2.94058618270176
"90","P98161",2.36263144100367
"91","Q13387",1.11834228542356
"92","Q9BYZ6",2.41490204940214
"93","O60673",1.24545542996615
"94","O00187",2.33779583711375
"95","Q9Y228",-1.48686962539585
"96","Q9NP79",-1.30108905674041
"97","Q9Y603",-1.97655603144417
"98","Q9H040",-1.12361641901167
"99","Q8N6R0",-1.1180143857456
"100","P31930",-1.73361345772442
"101","P21926",-3.61745489240132
"102","Q15021",-2.57523810119918
"103","Q0D2I5",3.13257099827757
"104","Q9NS98",1.2594833369646
"105","Q9Y2I1",1.78671107070058
"106","P22304",4.79704577263965
"107","P01730",-2.29429936498924
"108","Q06187",-1.65551861506989
"109","O95372",-1.51298136669363
"110","P51797",1.80942475404855
"111","Q9UBG0",1.43719681748412
"112","O75954",1.03772806539664
"113","Q8WTS1",-1.84754159802546
"114","P23352",-3.04875229857055
"115","O43581",-1.72873569442918
"116","Q03405",-1.31914720051712
"117","Q9NQW6",-3.40088854561647
"118","P07585",3.28864077890593
"119","O43914",-3.69203036419992
"120","Q96B96",1.51561001642427
"121","P38398",-1.1864142717039
"122","P20273",3.66014469676723
"123","O43900",-2.16927238579799
"124","P02788",-5.64616105576506
"125","P09917",-2.05754992094882
"126","Q9P1Z2",1.70031400020763
"127","Q9Y4K4",1.64026916121228
"128","Q9NZN3",-1.30590742702268
"129","P43686",-1.63013014253698
"130","Q9Y2E5",1.14401333041041
"131","O75508",3.99149923413668
"132","Q9BZJ4",-1.66998170684382
"133","Q14764",1.068300457676
"134","P49759",2.55726475460647
"135","Q13495",1.47530272219493
"136","P30203",-2.17369028804363
"137","Q9Y6A5",-3.75038160167537
"138","Q14181",1.75793213779818
"139","Q8IXZ2",-1.39761416763958
"140","P07384",-1.63577609165985
"141","P15309",-2.93801459988513
"142","A4FU01",2.57409226820058
"143","Q9P219",-2.72638781791649
"144","P42768",-2.0127363802697
"145","P55957",-2.04216900163683
"146","P43243",2.78061799548833
"147","Q7L099",2.4285006022812
"148","Q12860",2.65104837591664
"149","P50993",3.14251834515242
"150","Q96NG8",1.66294612595929
"151","Q96IQ7",-3.11682073979341
"152","Q86UU1",1.29754613385847
"153","Q7L8C5",-6.58069744117121
"154","O43623",1.26183259303494
"155","P04233",-3.90154634204308
"156","P14210",1.04724009495052
"157","Q9UGI0",1.26758750230619
"158","Q96PE1",2.24760687887012
"159","Q9NTW7",-1.57529443635962
"160","Q13761",-4.81153610147457
"161","Q9UF11",-4.01621669809183
"162","P30740",-1.19119325445576
"163","Q9Y4C0",-1.20174863611293
"164","Q9HDB5",-1.20174863611293
"165","Q9H0X9",1.28121519288065
"166","P31327",1.01066980150314
"167","Q13642",2.15145373522893
"168","Q9NX02",-5.5277905776681
"169","Q5BKX6",-1.87449086008581
"170","Q3KR37",1.68923475315709
"171","Q9BS26",-1.00586427155694
"172","P13196",-1.13119319817002
"173","Q13489",-1.43155450368798
"174","Q9UKA4",1.2715481587687
"175","Q9NS18",-2.37541350331978
"176","Q9Y315",-2.04760785738327
"177","Q9H4E7",-1.11365412504102
"178","P48507",-1.57094059824215
"179","Q9NZN4",1.28589633395711
"180","Q5TB30",-5.97059103666737
"181","Q9NQL2",-1.82089417195616
"182","O14756",1.53850816101747
"183","P19971",-2.62397975705272
"184","Q15785",-1.2029620634038
"185","Q9UGP8",1.17341420201734
"186","P08670",2.61141222638412
"187","P25445",1.71072306823432
"188","P16070",-1.07703221514716
"189","Q9UIX4",-3.63032935976104
"190","Q9NRZ5",1.722427041414
"191","Q9NQ25",-3.82721130344133
"192","Q9NP31",-2.62934402190517
"193","P09086",-1.98538513563309
"194","Q8WYA1",-3.84569291152008
"195","Q9NYF8",1.13860693871755
"196","Q15276",1.56825519300368
"197","O15347",-3.34864562825973
"198","Q16611",-2.26885603252083
"199","P28799",-2.14507078652571
"200","Q9NYF5",1.31442567945826
"201","Q2M1Z3",1.09668988573635
"202","Q53HC9",-1.9137434474047
"203","Q13099",1.29288749326187
"204","Q9BT22",-1.02797356141902
"205","Q9UG63",1.12230670596743
"206","Q9BYC5",-2.15721614189131
"207","Q93050",1.18315453090249
"208","Q99767",-2.09086840358268
"209","P46734",-1.32500568754495
"210","Q9HAE3",1.52803374386131
"211","Q96C01",-2.07218962433203
"212","Q8WUY9",-4.81078032975403
"213","P16035",2.8695908888255
"214","Q9Y6A2",2.37296113574952
"215","O75604",1.15161502931768
"216","Q9NRH3",1.69059619091982
"217","Q9UNX3",-1.25268128981118
"218","P31273",1.74569588899167
"219","Q8NFC6",1.02908601956192
"220","Q6P2E9",1.88146272783095
"221","O75962",1.25338139257455
"222","P13611",-2.52555700050067
"223","P21757",-2.5216637139939
"224","P12830",-4.89784243424986
"225","Q8TE73",-3.81538996647988
"226","Q7Z3T8",2.31591587533683
"227","Q6ZS17",1.18854081276666
"228","Q6ZVD8",1.91080100755748
"229","Q9BZR6",-2.6815421085001
"230","O00194",-2.83992497370664
"231","Q96MK2",3.55664718535235
"232","Q9NUW8",-1.16090039604717
"233","Q9P0W8",1.25568640337404
"234","Q9NVC6",3.47505964923198
"235","P40121",-3.3871276607639
"236","P53680",-1.3237633325705
"237","Q9UKQ2",-2.30988335032669
"238","Q9UMQ3",-7.06309551212755
"239","Q96GG9",-1.02796717613179
"240","Q13094",-1.76710689624262
"241","P46019",1.81820510107305
"242","Q9NXG0",1.44559104233146
"243","P29320",2.32441907817876
"244","Q14126",-2.56966765897321
"245","O75665",1.51484072003026
"246","Q13491",-1.20039364242136
"247","Q9H6S0",2.04481791076984
"248","Q32MH5",1.07739750675989
"249","Q8WZ64",-1.4713822069184
"250","P00450",-7.35920728926069
"251","P51811",-2.51362473911526
"252","Q9UN30",3.05933062100438
"253","Q9ULE0",1.42712823546488
"254","O43182",3.83181855525128
"255","Q9HD26",1.13484475064025
"256","Q9UKV0",-2.31981554894879
"257","Q96FV3",-1.10682876497748
"258","Q9Y3C1",-1.09247851210999
"259","Q8TAP4",-1.23898582250203
"260","P82664",-1.27345280788696
"261","Q5THJ4",1.02669023459833
"262","O95319",2.80317946371463
"263","Q15032",-1.04953446422238
"264","Q14055",-4.22215266252275
"265","O95479",1.42926163647966
"266","Q9H201",-1.0569435164504
"267","P35250",-1.36248627991167
"268","Q96KA5",-1.41740691618898
"269","Q96PU5",-1.32191399145212
"270","Q9BZS1",-2.95236839561764
"271","Q6ZSY5",1.64732066726405
"272","Q5QGS0",1.61695231628863
"273","Q9UBP4",1.49603666811938
"274","Q12774",-1.21280231821853
"275","Q9Y4A8",-1.32503451558634
"276","Q96AQ8",-2.16449695048674
"277","Q9UHB6",1.47573857445377
"278","Q2Y0W8",1.59147570166218
"279","Q86Y22",-4.82813637603775
"280","Q8N612",1.10730273700736
"281","Q15011",1.11800510255368
"282","Q06609",-3.62732684888597
"283","O75417",-3.95710962182952
"284","P13498",-3.84554511857132
"285","Q96J01",-1.78863438373893
"286","Q9HAU0",1.31386712957348
"287","Q16651",-7.72730465582092
"288","O00409",1.8565759620899
"289","Q9BQI9",1.77572400799652
"290","Q9UJX5",1.3984837975948
"291","P51787",-2.71049988193129
"292","O43617",-1.16601858907402
"293","Q9NRX4",-1.0168951671586
"294","Q9Y5L3",-3.9244741813888
"295","O60449",-2.0533704848282
"296","Q9H1Y3",-1.46710749230571
"297","Q12948",-1.13720783494049
"298","Q8WXH0",2.39145537867019
"299","Q9ULM0",-2.34343466938845
"300","Q12809",-1.19069929496786
"301","Q96F07",-1.69554092339103
"302","P19525",-1.06102025177852
"303","Q9P275",1.69898211247832
"304","Q13077",2.83122416605692
"305","Q99959",-1.06383243210122
"306","P50395",-1.01628567224005
"307","Q92995",1.21007766704437
"308","Q13753",-5.02692482597566
"309","Q13554",-2.0099921294146
"310","Q5TZA2",1.60319004230509
"311","Q9BTX1",-1.95713909385157
"312","Q4VC44",1.98076494956444
"313","Q9H9P5",1.74406876097644
"314","P24557",-1.5142074740788
"315","Q9H0J9",-1.46509662070626
"316","P54886",-1.49362492753863
"317","P11169",1.41301473601043
"318","A5PKW4",1.44448078512514
"319","Q6J9G0",-4.18824009130042
"320","P30679",-2.04219514179189
"321","P12107",-3.82564081470147
"322","P54687",-2.70131041116043
"323","Q9NQX0",3.23208095449317
"324","P82673",-1.95172432811731
"325","Q02153",-1.30110434097726
"326","Q12872",1.07000381606634
"327","Q7Z3U7",1.62508002404581
"328","Q96PD7",-2.65903064556457
"329","Q96GC9",-1.04252093248594
"330","P23588",1.16451373445221
"331","Q9GZN6",2.77111846525584
"332","O75493",2.21488840845831
"333","Q96AB3",-1.73426730647053
"334","Q9NSD4",1.46872087867978
"335","Q14790",-2.27167643813948
"336","Q9UPQ0",1.22846204567565
"337","Q9NVM9",-1.55757297921959
"338","Q9NS93",-1.47160201977388
"339","O60479",-3.38908033181406
"340","Q15506",-3.05992613707944
"341","Q96QS1",-1.09821022962398
"342","O76076",5.78466747089747
"343","Q9Y274",-1.75593779774825
"344","O75185",-3.04124632862904
"345","Q4KMG0",2.46886768129927
"346","O14593",-2.0748107713977
"347","Q9HBW0",-1.42081780894521
"348","Q8IX01",1.36597674121974
"349","O00167",-6.53454904898131
"350","Q99439",1.00028931449526
