"","uniprotswissprot","logFC"
"1","Q8IZE3",-1.29869154543451
"2","Q9NSG2",-2.28829784485415
"3","P09769",2.17969084017427
"4","P08603",3.6715386470085
"5","P48506",-1.88544063788091
"6","Q6P499",-2.17501260810828
"7","Q9Y4W2",1.69865444582425
"8","Q9Y6X5",-3.29016086222302
"9","Q13275",-2.45043499465358
"10","Q9P2G1",-1.87466584977569
"11","Q16850",-1.67371834019732
"12","O00522",-1.17307926150342
"13","P14209",1.82416798324018
"14","O14792",4.01815406666821
"15","Q14847",-1.19878474668744
"16","Q96HP8",1.14771075291066
"17","P20645",-1.15975895207252
"18","Q05084",-4.03245100807945
"19","Q9H9R9",-1.41402546463327
"20","Q96Q42",-1.37374109433898
"21","Q92851",-3.25885790494047
"22","P52569",3.09219691863992
"23","P78332",1.08827161172643
"24","Q8N5S9",1.71235720901948
"25","P46063",-1.46173463715119
"26","Q96JG6",-1.8729422173325
"27","O14559",4.01637566638355
"28","Q16654",1.56355528141098
"29","Q96QS3",6.96677125571109
"30","Q9UJS0",-2.42608474766852
"31","P30260",-1.56548315034681
"32","O14641",1.5227392223117
"33","O75563",-1.07299909485473
"34","P52435",1.36110207409511
"35","P49916",-1.26161486057277
"36","Q53FZ2",1.92656245932899
"37","Q96IC2",-1.5659797641973
"38","Q8TCT7",3.06144245521181
"39","Q9P299",3.42477264826608
"40","P31323",3.53217148895517
"41","O95153",4.10685770687197
"42","Q9H977",1.87343217968965
"43","Q9UKG9",-1.47318537435451
"44","Q9P2D0",-1.32147277697322
"45","O14628",-2.60432092318333
"46","O75592",-1.28992491671955
"47","P17010",-1.31763641514892
"48","P13473",-1.05796724302203
"49","Q9NZC3",-1.52026859107819
"50","Q96EN9",1.47044438403042
"51","Q9BZF2",1.50426533357033
"52","Q8TB22",1.3231396674032
"53","Q9NP84",-1.8284754875396
"54","P80192",-3.08264943227612
"55","Q9UHR4",-5.50992851605033
"56","Q6ZMT4",-2.70608114942493
"57","P50549",-3.52445378973206
"58","P43353",-1.93654183362783
"59","O94887",-2.03861984915519
"60","Q9UBU7",-1.31110735777919
"61","Q12887",-1.20915868498681
"62","Q8N7H5",1.70998170397667
"63","P49754",-1.51099372779103
"64","Q17R89",-1.62023678438334
"65","Q9Y6U3",-3.4808639183565
"66","P51689",-1.87031837346441
"67","Q96L34",1.91739205123571
"68","Q96CT7",1.75460170637256
"69","Q14667",-1.70036121143555
"70","Q8TDW4",-1.31425569254898
"71","Q9UJJ7",1.0174674422186
"72","Q96CC6",2.50610134191186
"73","O94812",-2.90550756285994
"74","Q9BRB3",1.8026868913424
"75","Q96RY5",2.03032874231498
"76","Q99594",1.87178379288745
"77","Q9NVH1",-1.44940356783227
"78","Q9UQ88",4.35064039031826
"79","P49447",-1.57037389195991
"80","Q9NYQ7",-3.00961986594183
"81","Q9UDR5",3.36704756909583
"82","P10620",-1.93187262111712
"83","Q14938",3.29141591198925
"84","P98161",3.58121723634344
"85","Q9BYZ6",2.4489727159943
"86","Q9P2D3",-1.68475465257342
"87","P60866",3.25316441949363
"88","Q15386",-1.89480591971758
"89","O60673",-3.3505777214597
"90","Q9NP79",-1.49355546246821
"91","Q9NP71",-1.43287225535775
"92","Q9UIG0",-1.4934328146384
"93","Q9H040",-1.89105708883419
"94","Q8N6R0",-1.02184127643307
"95","Q9NR20",1.19267632092684
"96","P21926",-2.45837212464855
"97","Q15021",-2.29942393767833
"98","Q0D2I5",4.62412845081056
"99","Q9BWX1",-1.24115433268191
"100","Q9Y2I1",2.44624589114917
"101","Q9BT04",1.84735528999456
"102","P22304",2.63124381409987
"103","P98182",-1.66073196286367
"104","Q01740",2.7243529601435
"105","Q14241",-1.135209745702
"106","P51797",1.06440046995179
"107","Q9UBG0",3.9615285776196
"108","O75954",2.9488874454388
"109","Q9P203",-1.36203948777316
"110","O96018",2.22073444586289
"111","Q8WTS1",-1.8769116391534
"112","Q9ULX6",1.1297102608374
"113","Q15031",-1.12165463184086
"114","O00443",-2.06194313163179
"115","Q03405",-2.39069895660197
"116","Q9NQW6",-5.29129099122722
"117","O95785",1.22648816698258
"118","Q9Y3P9",-1.26096674353744
"119","P07585",5.44830089658246
"120","Q9NXS2",1.37026337755188
"121","Q96B96",1.01264834321541
"122","P38398",-4.41674978871945
"123","P20273",5.3727845942794
"124","O43900",1.14217340980245
"125","Q9P1Z2",2.45861976238899
"126","Q9Y2E5",1.42534026766012
"127","O75508",4.43378486466221
"128","Q14764",1.51071108299006
"129","Q9NW08",-1.23353425522277
"130","Q9NRV9",1.24057423721842
"131","Q8NFJ5",-1.16690197019888
"132","Q13495",4.43734619142342
"133","P30203",2.5436807957308
"134","Q9Y6A5",-2.64184047920955
"135","Q8IXZ2",1.5167172820296
"136","P40925",-1.1345808150913
"137","Q6PML9",-1.39420710460303
"138","Q9P219",-3.5116674420831
