"gene_id","cluster","betweenness","degree_centrality"
"H2AX","1",74131,24
"H4C9","1",54955,17
"PCNA","1",18988,17
"DNA2","1",25696,16
"H4C8","1",12785,16
"RFC4","1",6527,16
"RUVBL1","1",7174,16
"YBX1","1",28902,15
"KIFC2","1",13561,14
"RMI2","1",23347,14
"KIF20A","1",26941,13
"KIF26B","1",22577,13
"PLK1","1",30452,13
"RFC2","1",3609,13
"RFC3","1",11812,13
"BAG2","1",20430,12
"CALML5","1",13131,12
"CDK1","1",9610,12
"HDAC2","1",9155,12
"MIS18A","1",351,12
"NUDCD1","1",16819,12
"PSMG1","1",3859,12
"YWHAZ","1",13492,12
"CCNB1","1",14373,11
"CCNE1","1",32043,11
"H2AZ1","1",6409,11
"H2BC15","1",846,11
"KIF18B","1",4604,11
"KIF1A","1",6,11
"KIF20B","1",426,11
"KIF22","1",513,11
"UBE2S","1",57739,11
"AGO2","1",33613,10
"BARD1","1",949,10
"BRIP1","1",19198,10
"CENPX","1",12179,10
"FANCD2","1",10477,10
"H2AC8","1",16916,10
"H2BC12","1",74,10
"H2BC9","1",68421,10
"HJURP","1",299,10
"KIF11","1",42,10
"KIF14","1",8807,10
"KIF18A","1",0,10
"KNL1","1",2143,10
"POLD1","1",51062,10
"RECQL4","1",39262,10
"AURKA","1",2184,9
"BLM","1",1259,9
"H2BC11","1",4,9
"H2BC4","1",6226,9
"HAUS8","1",21111,9
"KPNA2","1",4286,9
"MCM5","1",76800,9
"MRPS21","1",2942,9
"NEIL3","1",1902,9
"PARP1","1",13618,9
"PRKDC","1",25488,9
"RAD21","1",18446,9
"STAT1","1",30388,9
"BUB1B","1",2914,8
"CDC20","1",26497,8
"CDCA8","1",3073,8
"CHEK1","1",1586,8
"FN1","1",5732,8
"ISG15","1",9077,8
"KIF23","1",19077,8
"NCAPG2","1",14546,8
"RAC3","1",15075,8
"RHNO1","1",0,8
"SEM1","1",3446,8
"SKP2","1",42390,8
"WDR76","1",1380,8
"AP1S1","1",3511,7
"CCNA1","1",13889,7
"COL22A1","1",0,7
"COLGALT1","1",2192,7
"E2F1","1",18419,7
"E2F5","1",31482,7
"EZH2","1",11280,7
"KIF15","1",882,7
"KIF2C","1",1001,7
"MAGOH","1",14572,7
"MCM4","1",3533,7
"MSH2","1",0,7
"POLR2H","1",5057,7
"TNF","1",24085,7
"UBE2C","1",2909,7
"ARF1","1",2957,6
"CCT3","1",1429,6
"CCT5","1",18067,6
"CCT6A","1",0,6
"CENPI","1",3742,6
"CENPL","1",134,6
"CENPM","1",0,6
"CENPW","1",0,6
"COL10A1","1",10,6
"CXCL5","1",7233,6
"DNMT3A","1",0,6
"EME1","1",1457,6
"IFI44L","1",7284,6
"KIFC1","1",0,6
"MRPL13","1",5355,6
"MRPL14","1",699,6
"MRPL51","1",4289,6
"ORC1","1",46106,6
"PFDN2","1",3191,6
"POLE2","1",2666,6
"POLR2F","1",733,6
"PPM1G","1",2398,6
"PUF60","1",3,6
"RAD51AP1","1",0,6
"SERPINH1","1",10042,6
"SMC1B","1",0,6
"TOP2A","1",2676,6
"TPM3","1",6542,6
"XRCC2","1",0,6
"ATP5F1C","1",5068,5
"BIRC5","1",1456,5
"BRCA2","1",32797,5
"BUB1","1",2184,5
"CBX2","1",0,5
"CCNA2","1",22134,5
"CCNB2","1",21,5
"CCNE2","1",1961,5
"CDKN2A","1",5487,5
"CDT1","1",732,5
"CENPA","1",1710,5
"CENPK","1",0,5
"CENPO","1",0,5
"CENPU","1",0,5
"CHEK2","1",5509,5
"CKS2","1",8036,5
"COL9A3","1",5049,5
"CXCL1","1",16002,5
"DAP3","1",7048,5
"DKC1","1",2184,5
"FOXM1","1",1457,5
"GTPBP4","1",2204,5
"HLA-G","1",6672,5
"ILF2","1",2697,5
"MAD2L2","1",3500,5
"MCM6","1",27772,5
"MDFI","1",3008,5
"MED30","1",17977,5
"PFDN6","1",4630,5
"PHGDH","1",1396,5
"PLOD3","1",0,5
"PPP2R2C","1",5794,5
"RACGAP1","1",6384,5
"RANGAP1","1",6622,5
"RNF8","1",1457,5
"SCNM1","1",3637,5
"SDC1","1",4352,5
"SMARCA4","1",8301,5
"TFRC","1",4134,5
"TPD52","1",993,5
"TRAF2","1",16916,5
"TUBA1C","1",1456,5
"WDHD1","1",16581,5
"ACTL6A","1",728,4
"ANLN","1",3632,4
"ASPM","1",10197,4
"AURKB","1",9767,4
"BYSL","1",1457,4
"CALU","1",3684,4
"CENPE","1",2907,4
"CENPH","1",0,4
"CENPN","1",0,4
"CLSPN","1",2904,4
"COL11A1","1",1078,4
"COL11A2","1",361,4
"CYC1","1",2184,4
"DCAF13","1",27,4
"DNAJC9","1",0,4
"DNMT1","1",734,4
"DTL","1",0,4
"ELOC","1",1463,4
"ENO1","1",2908,4
"EPHB2","1",3631,4
"EXO1","1",0,4
"EXOSC4","1",729,4
"F5","1",5789,4
"FANCI","1",318,4
"FEN1","1",737,4
"H3C10","1",731,4
"HOMER3","1",1166,4
"ICAM1","1",3632,4
"IFIH1","1",2184,4
"IGF2BP2","1",1457,4
