"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A075B6S2","IGKV2D-29","1",729,3,1.01996611406083,"AF-A0A075B6S2-F1-model_v4","A0A075B6S2-F1",0.191,0.524,1,90.5475297941495
"2","A0A0B4J1Y9","IGHV3-72","1",0,2,1.20574029646558,"AF-A0A0B4J1Y9-F1-model_v4","A0A0B4J1Y9-F1",0.303,0.642,1,91.4700969827586
"3","A0A0C4DH29","IGHV1-3","1",2,3,1.25966016089956,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781
"4","A0A2R8Y7D0","TINCR","1",0,1,2.01138506621769,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"5","A0AVK6","E2F8","1",0,1,2.99349056610327,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.14,0.562,1,53.6931614756577
"6","A1L020","MEX3A","1",0,1,2.78306776489,"AF-A1L020-F1-model_v4","A1L020-F1",0.258,0.2,0,65.3357206733298
"7","A6NHQ4","EPOP","1",0,2,1.24480451897195,"AF-A6NHQ4-F1-model_v4","A6NHQ4-F1",0.18,0.182,0,58.526321299639
"8","A8MT69","CENPX","1",12179,10,1.00445167606274,"AF-A8MT69-F1-model_v4","A8MT69-F1",0.337,0.313,0,93.9695873015873
"9","O00144","FZD9","7",3,3,2.5575633018214,"AF-O00144-F1-model_v4","O00144-F1",0.196,0.715,1,81.8912881131242
"10","O00148","DDX39A","1",0,1,1.61294712581945,"AF-O00148-F1-model_v4","O00148-F1",0.263,0.142,0,85.2259489262914
"11","O00180","KCNK1","1",0,1,1.17671563166666,"AF-O00180-F1-model_v4","O00180-F1",0.38,0.943,2,83.7794213649852
"12","O00198","HRK","1",0,1,2.04206977257148,"AF-O00198-F1-model_v4","O00198-F1",0.244,0.27,0,73.0296676300578
"13","O00221","NFKBIE","1",0,1,1.37833516298586,"AF-O00221-F1-model_v4","O00221-F1",0.071,0.581,1,62.4135319493125
"14","O00311","CDC7","1",729,2,2.09048605731466,"AF-O00311-F1-model_v4","O00311-F1",0.307,0.427,1,72.3620397232761
"15","O00444","PLK4","1",2286,4,2.00933222937514,"AF-O00444-F1-model_v4","O00444-F1",0.133,0.199,0,66.9229360313316
"16","O00487","PSMD14","1",729,2,1.01268310700061,"AF-O00487-F1-model_v4","O00487-F1",0.245,0.409,1,82.5457172385283
"17","O00555","CACNA1A","1",1456,2,1.3058545913615,"AF-O00555-F1-model_v4","O00555-F1",0.201,0.851,2,57.9753587049419
"18","O00716","E2F3","1",1,3,1.79585747652322,"AF-O00716-F1-model_v4","O00716-F1",-0.002,0.462,1,61.4124804177546
"19","O00762","UBE2C","1",2909,7,3.27488667007634,"AF-O00762-F1-model_v4","O00762-F1",0.355,0.286,0,89.6987066473989
"20","O14490","DLGAP1","1",1456,2,1.22978648256466,"AF-O14490-F1-model_v4","O14490-F1",0.158,0.324,0,50.6772069236821
"21","O14519","CDK2AP1","1",0,1,1.46515603992183,"AF-O14519-F1-model_v4","O14519-F1",0.451,0.632,1,76.3677598152425
"22","O14578","CIT","1",0,1,2.05359256615731,"AF-O14578-F1-model_v4","O14578-F1",0.129,0.882,1,70.152782431933
"23","O14625","CXCL11","1",2907,3,2.73859134070375,"AF-O14625-F1-model_v4","O14625-F1",0.353,0.178,0,77.9241944444444
"24","O14732","IMPA2","1",0,1,1.55797870192987,"AF-O14732-F1-model_v4","O14732-F1",0.143,0.231,0,95.0652320291174
"25","O14737","PDCD5","1",0,2,1.42055417307602,"AF-O14737-F1-model_v4","O14737-F1",0.288,0.324,0,74.0045
"26","O14757","CHEK1","1",1586,8,2.4216321153437,"AF-O14757-F1-model_v4","O14757-F1",0.067,0.732,1,78.1344110733873
"27","O14777","NDC80","1",0,2,3.23424450539502,"AF-O14777-F1-model_v4","O14777-F1",0.161,0.532,2,78.6095798805165
"28","O14818","PSMA7","1",0,1,1.02290079656801,"AF-O14818-F1-model_v4","O14818-F1",0.215,0.067,0,93.866613972463
"29","O14862","AIM2","2",0,1,2.27245707054379,"AF-O14862-F1-model_v4","O14862-F1",0.273,0.298,0,84.1440774570698
"30","O14908","GIPC1","1",0,1,1.08981784154,"AF-O14908-F1-model_v4","O14908-F1",0.347,0.501,1,81.6576192353173
"31","O14965","AURKA","1",2184,9,2.82323528464427,"AF-O14965-F1-model_v4","O14965-F1",0.139,0.431,1,75.9057868649318
"32","O15020","SPTBN2","1",2064,2,1.08119201583497,"AF-O15020-F1-model_v4","O15020-F1",0.242,0.736,3,76.775214383059
"33","O15212","PFDN6","1",4630,5,1.17077070193451,"AF-O15212-F1-model_v4","O15212-F1",0.357,0.266,0,94.984375
"34","O15235","MRPS12","1",48,4,1.42607182069136,"AF-O15235-F1-model_v4","O15235-F1",0.312,0.667,1,87.3524056603774
"35","O15318","POLR3G","1",0,2,1.21494140028656,"AF-O15318-F1-model_v4","O15318-F1",0.199,0.158,0,68.3357457347276
"36","O15354","GPR37","1",0,1,1.43590798059059,"AF-O15354-F1-model_v4","O15354-F1",0.097,0.945,5,61.8110206251329
"37","O15355","PPM1G","1",2398,6,1.03667618293235,"AF-O15355-F1-model_v4","O15355-F1",0.258,0.682,1,73.6202463768116
"38","O15360","FANCA","1",0,2,2.47995044743758,"AF-O15360-F1-model_v4","O15360-F1",0.135,0.707,1,74.565869508254
"39","O15399","GRIN2D","1",2907,3,1.97970379041986,"AF-O15399-F1-model_v4","O15399-F1",0.143,0.846,3,64.0020888757513
"40","O15427","SLC16A3","22",0,1,1.69100429745997,"AF-O15427-F1-model_v4","O15427-F1",0.025,0.963,1,83.5874261119082
"41","O15446","POLR1G","1",0,1,1.29897078054969,"AF-O15446-F1-model_v4","O15446-F1",0.31,0.412,1,56.2195328315598
"42","O15524","SOCS1","1",9367,4,1.03827541196416,"AF-O15524-F1-model_v4","O15524-F1",0.324,0.645,1,84.5673734939759
"43","O15528","CYP27B1","13",0,1,1.09642435170957,"AF-O15528-F1-model_v4","O15528-F1",0.246,0.947,1,86.7373639327815
