"gene_id","cluster","betweenness","degree_centrality"
"BRCA1","1",37788,35
"H2AX","1",85459,22
"AGR2","1",112704,19
"EDEM3","1",175116,19
"VCP","1",132847,19
"PLK1","1",109471,18
"HSPA8","1",70077,17
"RUVBL1","1",31822,17
"ACTB","1",21224,16
"H2BC7","1",60820,16
"PCNA","1",33440,16
"PPP1CA","1",20385,16
"SQSTM1","1",44645,16
"HSPA5","1",107098,15
"WDR76","1",24656,15
"YWHAZ","1",29001,15
"P4HB","1",15231,14
"AKT1","1",23740,13
"CALML5","1",19606,13
"H2BC11","1",1269,13
"H4C8","1",29218,13
"KDELR3","1",13901,13
"KIF26B","1",5127,13
"RAB1A","1",21455,13
"RAB1B","1",64488,13
"RFC2","1",344,13
"RFC3","1",16825,13
"RFC4","1",111896,13
"ANLN","1",20996,12
"ARFGAP1","1",17397,12
"CHCHD1","1",18680,12
"H2AC8","1",75993,12
"H2BC15","1",15567,12
"H4C5","1",30473,12
"KDELR2","1",9011,12
"MRPS23","1",541,12
"NEIL3","1",6109,12
"OIP5","1",1081,12
"PAGR1","1",7,12
"POLR2H","1",13774,12
"RBX1","1",15805,12
"TFG","1",43407,12
"TMED2","1",38995,12
"BRCA2","1",16745,11
"CCNB1","1",15366,11
"CDK1","1",21973,11
"CENPX","1",5537,11
"CHML","1",11020,11
"DNA2","1",52619,11
"H2BC12","1",5916,11
"KIF18B","1",19293,11
"MIS18A","1",188,11
"MRPL14","1",1486,11
"MRPS34","1",6001,11
"RMI2","1",60234,11
"SPAG1","1",23798,11
"TFRC","1",7517,11
"ARF1","1",23872,10
"ARF4","1",22286,10
"CBX3","1",9246,10
"EZH2","1",18944,10
"FN1","1",12364,10
"H2AZ1","1",2141,10
"H2BC21","1",2137,10
"H2BC5","1",28823,10
"H3-3A","1",14190,10
"HDAC2","1",6087,10
"KNL1","1",838,10
"MRPL55","1",10,10
"PARP1","1",48742,10
"RAD21","1",2161,10
"RMI1","1",1360,10
"RPL26L1","1",9310,10
"RUVBL2","1",39588,10
"SERPINH1","1",48141,10
"SIRT6","1",0,10
"UBE2S","1",72377,10
"AURKA","1",6179,9
"BARD1","1",94917,9
"BRIP1","1",3291,9
