"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A2R8Y7D0","TINCR","1",3237,3,3.63610196850079,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"2","A0AVK6","E2F8","1",0,1,4.27531442216349,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.187,0.562,1,53.6931614756577
"3","A1L190","SYCE3","1",0,1,1.53609592759492,"AF-A1L190-F1-model_v4","A1L190-F1",0.353,0.661,2,92.3110204081633
"4","A4D1S5","RAB19","1",0,1,1.93733482510695,"AF-A4D1S5-F1-model_v4","A4D1S5-F1",0.119,0.372,0,84.7372653061225
"5","A6PVI3","NCBP2L","1",0,1,2.0141321243153,"AF-A6PVI3-F1-model_v4","A6PVI3-F1",0.113,0.351,0,95.0071670702179
"6","A8MT69","CENPX","1",5537,11,1.7371332871727,"AF-A8MT69-F1-model_v4","A8MT69-F1",0.337,0.313,0,93.9695873015873
"7","A8MYZ6","FOXO6","1",0,1,1.47456440227546,"AF-A8MYZ6-F1-model_v4","A8MYZ6-F1",0.052,0.03,0,58.1871031968592
"8","A9QM74","KPNA7","1",0,1,2.46242784395784,"AF-A9QM74-F1-model_v4","A9QM74-F1",0.185,0.397,0,85.3285657071339
"9","B1AK53","ESPN","1",2528,4,1.90354328207448,"AF-B1AK53-F1-model_v4","B1AK53-F1",0.114,0.144,0,68.309967416602
"10","K7EJ46","SMIM22","27",0,1,1.81990607043033,"AF-K7EJ46-F1-model_v4","K7EJ46-F1",0.255,0.386,0,75.8180834621329
"11","O00148","DDX39A","1",2069,3,1.86047121945999,"AF-O00148-F1-model_v4","O00148-F1",0.263,0.142,0,85.2259489262914
"12","O00212","RHOD","1",80,5,1.25251131075053,"AF-O00212-F1-model_v4","O00212-F1",0.14,0.627,1,89.3291135397693
"13","O00214","LGALS8","1",0,1,1.24193997076,"AF-O00214-F1-model_v4","O00214-F1",0.214,0.4,1,90.4368712871287
"14","O00222","GRM8","15",0,1,3.61361297028591,"AF-O00222-F1-model_v4","O00222-F1",0.162,0.921,2,84.3809931458945
"15","O00232","PSMD12","1",0,1,1.42613158940605,"AF-O00232-F1-model_v4","O00232-F1",0.32,0.135,0,79.0830677828787
"16","O00244","ATOX1","1",0,1,1.49485402042196,"AF-O00244-F1-model_v4","O00244-F1",0.357,0.209,0,97.6133463035019
"17","O00257","CBX4","1",7525,3,1.64225339144806,"AF-O00257-F1-model_v4","O00257-F1",0.098,0.621,1,54.7085965317919
"18","O00299","CLIC1","1",0,1,1.01976625688708,"AF-O00299-F1-model_v4","O00299-F1",0.399,0.447,1,94.2509973614776
"19","O00311","CDC7","1",1081,3,1.67480736135129,"AF-O00311-F1-model_v4","O00311-F1",0.307,0.427,1,72.3620397232761
"20","O00444","PLK4","1",1393,4,1.90721277161872,"AF-O00444-F1-model_v4","O00444-F1",0.133,0.199,0,66.9229360313316
"21","O00487","PSMD14","1",5,2,1.61146985271833,"AF-O00487-F1-model_v4","O00487-F1",0.245,0.409,1,82.5457172385283
"22","O00541","PES1","1",0,2,1.06858042004906,"AF-O00541-F1-model_v4","O00541-F1",0.175,0.323,0,79.7354771351013
"23","O00746","NME4","1",64,2,1.04263614841753,"AF-O00746-F1-model_v4","O00746-F1",0.082,0.839,1,85.5394368131868
"24","O00762","UBE2C","1",1081,5,4.62497428076029,"AF-O00762-F1-model_v4","O00762-F1",0.355,0.286,0,89.6987066473989
"25","O14530","TXNDC9","1",0,1,1.2347865300526,"AF-O14530-F1-model_v4","O14530-F1",0.455,0.415,1,84.5368452062132
"26","O14578","CIT","1",0,1,2.43649132542918,"AF-O14578-F1-model_v4","O14578-F1",0.129,0.882,1,70.152782431933
"27","O14579","COPE","1",0,7,1.28207820314817,"AF-O14579-F1-model_v4","O14579-F1",0.274,0.291,0,89.9161452744532
"28","O14625","CXCL11","1",2700,5,3.19733756423564,"AF-O14625-F1-model_v4","O14625-F1",0.353,0.178,0,77.9241944444444
"29","O14682","ENC1","1",1081,3,1.42567398709096,"AF-O14682-F1-model_v4","O14682-F1",0.15,0.424,1,87.7618483412322
"30","O14745","NHERF1","1",4317,4,2.18176603066964,"AF-O14745-F1-model_v4","O14745-F1",0.202,0.212,0,72.4747214076246
"31","O14756","HSD17B6","1",0,1,3.67966234186887,"AF-O14756-F1-model_v4","O14756-F1",0.374,0.79,1,95.5339114974318
"32","O14757","CHEK1","1",3472,6,1.95960479772748,"AF-O14757-F1-model_v4","O14757-F1",0.067,0.732,1,78.1344110733873
"33","O14764","GABRD","1",0,1,3.58619466314363,"AF-O14764-F1-model_v4","O14764-F1",0.442,0.676,3,80.2010523369717
"34","O14777","NDC80","1",44,3,3.17999171214939,"AF-O14777-F1-model_v4","O14777-F1",0.161,0.532,2,78.6095798805165
"35","O14908","GIPC1","1",47,2,1.36256713394344,"AF-O14908-F1-model_v4","O14908-F1",0.347,0.501,1,81.6576192353173
"36","O14917","PCDH17","1",0,1,1.65900545324413,"AF-O14917-F1-model_v4","O14917-F1",0.277,0.508,1,68.154847082722
"37","O14925","TIMM23","1",1338,4,1.1715963744323,"AF-O14925-F1-model_v4","O14925-F1",0.123,0.92,2,59.9156046814044
"38","O14949","UQCRQ","1",2197,4,1.4495018962666,"AF-O14949-F1-model_v4","O14949-F1",0.378,0.1,0,94.2725177809388
"39","O14965","AURKA","1",6179,9,3.80215295343669,"AF-O14965-F1-model_v4","O14965-F1",0.139,0.431,1,75.9057868649318
"40","O14967","CLGN","1",0,1,2.31941933423542,"AF-O14967-F1-model_v4","O14967-F1",0.206,0.402,1,76.202699473471
"41","O15020","SPTBN2","1",0,2,2.16082004302877,"AF-O15020-F1-model_v4","O15020-F1",0.242,0.736,3,76.775214383059
"42","O15031","PLXNB2","1",1081,2,1.13463202761022,"AF-O15031-F1-model_v4","O15031-F1",0.113,0.156,0,82.7065108537347
"43","O15145","ARPC3","1",196,2,1.1395291912637,"AF-O15145-F1-model_v4","O15145-F1",0.224,0.541,1,95.2343698060942
"44","O15156","ZBTB7B","1",0,1,1.04105731533779,"AF-O15156-F1-model_v4","O15156-F1",0.095,0.927,1,51.68332433096
"45","O15212","PFDN6","1",0,4,1.41332922738642,"AF-O15212-F1-model_v4","O15212-F1",0.357,0.266,0,94.984375
"46","O15232","MATN3","1",4312,2,1.77245992184091,"AF-O15232-F1-model_v4","O15232-F1",0.264,0.62,1,78.4606536479523
"47","O15235","MRPS12","1",2428,2,1.57519765258792,"AF-O15235-F1-model_v4","O15235-F1",0.312,0.667,1,87.3524056603774
"48","O15264","MAPK13","1",0,2,1.22380268885843,"AF-O15264-F1-model_v4","O15264-F1",0.122,0.483,2,89.0840013495277
"49","O15355","PPM1G","1",2792,6,1.2458192563556,"AF-O15355-F1-model_v4","O15355-F1",0.258,0.682,1,73.6202463768116
"50","O15360","FANCA","1",0,2,2.10173322568733,"AF-O15360-F1-model_v4","O15360-F1",0.135,0.707,1,74.565869508254
"51","O15381","NVL","1",0,2,1.60641279539993,"AF-O15381-F1-model_v4","O15381-F1",0.201,0.885,3,72.1711012620192
"52","O15399","GRIN2D","1",1081,2,1.93003093883456,"AF-O15399-F1-model_v4","O15399-F1",0.143,0.846,4,64.0020888757513
"53","O15439","ABCC4","1",1081,2,2.35147459377883,"AF-O15439-F1-model_v4","O15439-F1",0.139,0.684,3,83.5914731549991
"54","O15440","ABCC5","1",0,1,1.31208494967052,"AF-O15440-F1-model_v4","O15440-F1",0.124,0.966,5,78.27627612469
"55","O15446","POLR1G","1",0,1,1.09714387516735,"AF-O15446-F1-model_v4","O15446-F1",0.31,0.222,0,56.2195328315598
"56","O15460","P4HA2","1",0,2,1.21937208721397,"AF-O15460-F1-model_v4","O15460-F1",0.138,0.853,1,89.8611763335663
"57","O15498","YKT6","1",4032,9,1.32564728821218,"AF-O15498-F1-model_v4","O15498-F1",0.281,0.537,1,91.4794666666667
"58","O15551","CLDN3","1",8,3,1.31977672544071,"AF-O15551-F1-model_v4","O15551-F1",0.271,0.631,1,81.4275857843137
"59","O43184","ADAM12","1",55,2,2.33508379909269,"AF-O43184-F1-model_v4","O43184-F1",0.156,0.978,1,71.6607918942225
"60","O43242","PSMD3","1",0,1,1.83350862898037,"AF-O43242-F1-model_v4","O43242-F1",0.208,0.219,0,73.4898509548207
"61","O43278","SPINT1","28",0,1,1.69918744199195,"AF-O43278-F1-model_v4","O43278-F1",0.107,0.2,0,77.018365901319
"62","O43293","DAPK3","1",1101,3,1.10479867484074,"AF-O43293-F1-model_v4","O43293-F1",0.158,0.393,0,86.8722879524581
"63","O43299","AP5Z1","1",0,3,1.03717295718183,"AF-O43299-F1-model_v4","O43299-F1",0.27,0.426,2,85.1664595375723
"64","O43379","WDR62","1",0,1,3.3838894576485,"AF-O43379-F1-model_v4","O43379-F1",0.113,0.807,2,61.3650231402125
"65","O43427","FIBP","1",0,2,1.07591882621953,"AF-O43427-F1-model_v4","O43427-F1",0.255,0.132,0,92.4821566632757
"66","O43482","OIP5","1",1081,12,3.04241451322915,"AF-O43482-F1-model_v4","O43482-F1",0.193,0.324,0,76.3264083285136
"67","O43543","XRCC2","1",0,6,2.11325800498876,"AF-O43543-F1-model_v4","O43543-F1",0.516,0.659,1,87.09828125
"68","O43663","PRC1","1",626,3,1.33545059753329,"AF-O43663-F1-model_v4","O43663-F1",0.226,0.975,2,80.1142706257473
"69","O43676","NDUFB3","1",3274,5,1.00514157152096,"AF-O43676-F1-model_v4","O43676-F1",0.294,0.157,0,86.4614074074074
"70","O43681","GET3","1",1607,5,1.04562080010863,"AF-O43681-F1-model_v4","O43681-F1",-0.019,0.513,1,79.4859248341931
"71","O43683","BUB1","1",2161,4,4.0677134882529,"AF-O43683-F1-model_v4","O43683-F1",0.115,0.403,1,64.124272589836
"72","O43684","BUB3","1",1447,4,1.14225329588152,"AF-O43684-F1-model_v4","O43684-F1",0.521,0.372,0,96.402378585086
"73","O43688","PLPP2","23",0,1,1.39526271318099,"AF-O43688-F1-model_v4","O43688-F1",0.205,0.694,1,85.8527098738582
"74","O43709","BUD23","1",0,1,1.00377327810541,"AF-O43709-F1-model_v4","O43709-F1",0.531,0.967,1,87.6408392857143
"75","O43731","KDELR3","1",13901,13,1.77487852901056,"AF-O43731-F1-model_v4","O43731-F1",0.328,0.55,1,91.5484011299435
"76","O43752","STX6","1",0,1,1.0162885342201,"AF-O43752-F1-model_v4","O43752-F1",0.095,0.101,0,81.6036443575965
"77","O43761","SYNGR3","1",0,1,2.46230214485254,"AF-O43761-F1-model_v4","O43761-F1",0.202,0.389,0,80.7308688147296
"78","O43852","CALU","1",8605,8,1.07112088575617,"AF-O43852-F1-model_v4","O43852-F1",0.143,0.435,1,76.222103250478
"79","O60216","RAD21","1",2161,10,1.19942164277676,"AF-O60216-F1-model_v4","O60216-F1",0.086,0.131,0,61.2961923688394
"80","O60512","B4GALT3","1",4316,4,1.32163524126781,"AF-O60512-F1-model_v4","O60512-F1",0.071,0.75,3,88.7241032258064
"81","O60513","B4GALT4","1",0,2,1.14436455613989,"AF-O60513-F1-model_v4","O60513-F1",0.089,0.785,1,90.7358006362672
"82","O60565","GREM1","1",0,1,2.36696004060237,"AF-O60565-F1-model_v4","O60565-F1",0.032,0.346,0,73.2447404844291
"83","O60566","BUB1B","1",8472,9,3.63964459217229,"AF-O60566-F1-model_v4","O60566-F1",0.211,0.846,2,64.7205771748185
"84","O60664","PLIN3","1",0,1,1.3292925945156,"AF-O60664-F1-model_v4","O60664-F1",0.262,0.444,1,69.9246181818182
"85","O60814","H2BC12","1",5916,11,2.60031924309144,"AF-O60814-F1-model_v4","O60814-F1",0.241,0.937,1,88.0577868852459
"86","O60830","TIMM17B","1",1052,3,1.33019949185698,"AF-O60830-F1-model_v4","O60830-F1",0.351,0.728,1,81.5055754276827
"87","O75031","HSF2BP","1",0,1,1.4282138415774,"AF-O75031-F1-model_v4","O75031-F1",0.369,0.775,1,91.0368373151308
"88","O75054","IGSF3","5",0,1,1.5819136436843,"AF-O75054-F1-model_v4","O75054-F1",0.244,0.617,1,81.7244540018882
"89","O75145","PPFIA3","1",5373,3,1.69893109175827,"AF-O75145-F1-model_v4","O75145-F1",0.306,0.764,3,69.9298802779262
"90","O75173","ADAMTS4","1",0,1,2.50121077764222,"AF-O75173-F1-model_v4","O75173-F1",0.099,0.83,1,80.0895213270142
"91","O75330","HMMR","1",0,1,3.95178557664564,"AF-O75330-F1-model_v4","O75330-F1",0.192,0.886,2,76.1048990670059
"92","O75348","ATP6V1G1","1",1081,3,1.22669104234907,"AF-O75348-F1-model_v4","O75348-F1",0.406,0.619,2,93.163143153527
"93","O75362","ZNF217","1",9279,8,1.05801055540389,"AF-O75362-F1-model_v4","O75362-F1",0.09,0.045,0,50.347349591483
"94","O75367","MACROH2A1","1",14043,5,1.45579496597996,"AF-O75367-F1-model_v4","O75367-F1",0.125,0.58,1,82.9274192390524
"95","O75380","NDUFS6","1",0,3,1.42998886642697,"AF-O75380-F1-model_v4","O75380-F1",0.348,0.315,0,81.9870625
"96","O75382","TRIM3","18",0,1,1.82527551028828,"AF-O75382-F1-model_v4","O75382-F1",0.217,0.939,2,84.1281000176087
"97","O75417","POLQ","1",0,1,3.05647099843289,"AF-O75417-F1-model_v4","O75417-F1",0.145,0.686,2,59.4862674012494
"98","O75419","CDC45","1",2161,3,3.83478498321446,"AF-O75419-F1-model_v4","O75419-F1",0.323,0.926,1,92.8874267100977
"99","O75446","SAP30","1",4312,2,1.26199281455477,"AF-O75446-F1-model_v4","O75446-F1",0.261,0.564,1,69.7301650366748
"100","O75600","GCAT","14",0,1,1.88606065683721,"AF-O75600-F1-model_v4","O75600-F1",0.212,0.767,2,93.3859628697294
"101","O75689","ADAP1","1",0,1,1.50250442247131,"AF-O75689-F1-model_v4","O75689-F1",0.477,0.343,0,96.0165982404692
"102","O75717","WDHD1","1",0,3,1.38010851012323,"AF-O75717-F1-model_v4","O75717-F1",0.21,0.575,1,74.3476551724138
"103","O75817","POP7","1",0,1,1.15669697395121,"AF-O75817-F1-model_v4","O75817-F1",0.172,0.389,0,82.5957688808007
"104","O75818","RPP40","1",0,1,1.26097917491826,"AF-O75818-F1-model_v4","O75818-F1",0.398,0.557,1,91.8280461329715
"105","O75864","PPP1R37","1",0,1,1.38443986611237,"AF-O75864-F1-model_v4","O75864-F1",0.384,0.963,1,74.7317876882028
"106","O94761","RECQL4","1",2842,7,2.12959613764149,"AF-O94761-F1-model_v4","O94761-F1",0.125,0.793,1,69.0309568099209
"107","O94855","SEC24D","1",5385,5,1.19763817358892,"AF-O94855-F1-model_v4","O94855-F1",0.184,0.669,1,83.3263732660782
"108","O94972","TRIM37","1",7275,6,1.49105493307049,"AF-O94972-F1-model_v4","O94972-F1",0.095,0.948,2,64.6140289009678
"109","O95049","TJP3","1",329,2,2.47063084898418,"AF-O95049-F1-model_v4","O95049-F1",0.077,0.88,2,66.5840854341737
"110","O95067","CCNB2","1",955,4,3.39965820951785,"AF-O95067-F1-model_v4","O95067-F1",0.089,0.073,0,80.3833301857098
