"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A075B6S2","IGKV2D-29","1",0,2,1.35402953778549,"AF-A0A075B6S2-F1-model_v4","A0A075B6S2-F1",0.191,0.524,1,90.5475297941495
"2","A0A0B4J1V0","IGHV3-15","1",0,4,1.48131582099426,"AF-A0A0B4J1V0-F1-model_v4","A0A0B4J1V0-F1",0.406,0.656,1,91.1667511013216
"3","A0A0B4J1Y9","IGHV3-72","1",9732,6,1.1478515785768,"AF-A0A0B4J1Y9-F1-model_v4","A0A0B4J1Y9-F1",0.303,0.642,1,91.4700969827586
"4","A0A0C4DH29","IGHV1-3","1",0,4,2.35776792832583,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781
"5","A0A0G2JMH6","HLA-DRA","1",22481,9,1.0231836484111,"AF-A0A0G2JMH6-F1-model_v4","A0A0G2JMH6-F1",0.196,0.578,1,89.9354104846687
"6","A0A2R8Y7D0","TINCR","1",2541,3,2.42027853001786,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"7","A0AVF1","IFT56","2",6,2,1.2594005702789,"AF-A0AVF1-F1-model_v4","A0AVF1-F1",0.226,0.217,0,91.2754913678619
"8","A0AVK6","E2F8","1",0,1,3.47034628237156,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.187,0.562,1,53.6931614756577
"9","A0MZ66","SHTN1","34",0,1,1.78367077319328,"AF-A0MZ66-F1-model_v4","A0MZ66-F1",0.312,0.763,1,72.9323872255489
"10","A1L190","SYCE3","1",0,3,2.93298210062987,"AF-A1L190-F1-model_v4","A1L190-F1",0.353,0.661,2,92.3110204081633
"11","A2RU30","TESPA1","1",0,2,1.42728170673587,"AF-A2RU30-F1-model_v4","A2RU30-F1",0.232,0.816,1,54.3880423280423
"12","A4D1S5","RAB19","1",0,1,5.91997432390709,"AF-A4D1S5-F1-model_v4","A4D1S5-F1",0.119,0.372,0,84.7372653061225
"13","A4QMS7","CFAP90","1",1749,2,2.27192764820696,"AF-A4QMS7-F1-model_v4","A4QMS7-F1",0.256,0.204,0,75.3620233139051
"14","A6NHL2","TUBAL3","1",0,1,2.43286737040093,"AF-A6NHL2-F1-model_v4","A6NHL2-F1",0.166,0.622,1,91.2046776953793
"15","A6NHQ2","FBLL1","1",0,1,1.23123976788609,"AF-A6NHQ2-F1-model_v4","A6NHQ2-F1",0.447,0.783,1,78.3875010191602
"16","A6NHX0","CASTOR2","1",0,1,3.5475343190052,"AF-A6NHX0-F1-model_v4","A6NHX0-F1",0.332,0.396,0,89.1860590551181
"17","A6NNW6","ENO4","1",0,1,1.45618767585231,"AF-A6NNW6-F1-model_v4","A6NNW6-F1",0.164,0.396,0,84.767644361059
"18","A8K979","ERI2","1",0,1,1.19803296871822,"AF-A8K979-F1-model_v4","A8K979-F1",0.198,0.543,1,59.5233548268239
"19","A8MU46","SMTNL1","1",2485,3,1.35317805547594,"AF-A8MU46-F1-model_v4","A8MU46-F1",0.132,0.799,1,56.661436270547
"20","A8MVW5","HEPACAM2","1",1749,2,1.52755099502391,"AF-A8MVW5-F1-model_v4","A8MVW5-F1",0.161,0.376,0,78.4666970450152
"21","A8MXV4","NUDT19","1",0,1,1.18861466156394,"AF-A8MXV4-F1-model_v4","A8MXV4-F1",0.138,0.636,1,88.401418534627
"22","A9QM74","KPNA7","1",0,1,2.68294641753903,"AF-A9QM74-F1-model_v4","A9QM74-F1",0.185,0.397,0,85.3285657071339
"23","B1AK53","ESPN","1",6671,7,1.3785691267674,"AF-B1AK53-F1-model_v4","B1AK53-F1",0.114,0.144,0,68.309967416602
"24","B4DS77","SHISA9","1",0,1,3.33479191223352,"AF-B4DS77-F1-model_v4","B4DS77-F1",0.291,0.987,1,56.9548785670917
"25","C9JRZ8","AKR1B15","1",1749,2,2.3466303093888,"AF-C9JRZ8-F1-model_v4","C9JRZ8-F1",0.393,0.992,1,97.7242989930287
"26","H0UI37","TSTD3","1",0,1,4.63023874285072,"AF-H0UI37-F1-model_v4","H0UI37-F1",0.321,0.667,1,83.1267088607595
