"","uniprotswissprot","logFC"
"1","Q9H2S6",9.57208728107713
"2","P08603",5.0824561310232
"3","Q13275",-4.29288395390341
"4","P14209",3.80901771709582
"5","O14792",7.71884383367534
"6","Q9Y6D9",6.6196128503052
"7","Q9P2N7",4.50550540212244
"8","Q05084",-3.01979490814474
"9","Q9H9R9",-3.52730262694488
"10","P10646",3.47450274226305
"11","P52569",4.1487416719888
"12","Q16654",6.3827760407262
"13","O75800",-3.7299657544266
"14","Q96QS3",12.2240047213191
"15","P31323",6.21316054407806
"16","O95153",3.93738821873174
"17","Q09428",5.06074096440304
"18","Q8TB22",3.12433934239153
"19","O43497",7.02330815455494
"20","Q9NP84",-3.86084233108587
"21","Q9UHR4",-4.75510418513341
"22","Q9Y258",7.71583029793861
"23","P35228",4.14873304386651
"24","O94812",-3.91772498174423
"25","Q96NX5",5.33302724420749
"26","Q9UQ88",4.91488376537548
"27","Q9UDR5",5.76078234255313
"28","P24001",-3.55916781308942
"29","Q13387",4.93616268580343
"30","O00187",3.35923339758725
"31","Q15021",-3.21168171179098
"32","Q0D2I5",4.39935330428542
"33","Q9NY15",3.57005902117921
"34","P22304",5.0856893293938
"35","Q9NQW6",-5.79590853969773
"36","P07585",4.72843494259226
"37","Q96B96",4.98220612005177
"38","P20273",7.59644994928823
"39","Q96RI1",9.11167221349768
"40","Q8TBB6",4.5534425812406
"41","O75508",5.95086232683689
"42","Q9Y6A5",-4.3924533406256
"43","P15309",3.66818654080521
"44","A4FU01",4.01390533761354
"45","Q9P219",-3.71089701137576
"46","Q9UHF4",4.35192828212753
"47","P05019",4.4780998365029
"48","Q12860",8.68526985867074
"49","P50993",6.70366167767101
"50","O43623",4.00203503811116
"51","Q96PE1",4.16906328512436
"52","Q9H0X9",3.53288582212997
"53","P31327",3.04507565347916
"54","Q13642",5.8889938924095
"55","Q3KR37",4.68371063521369
"56","Q9NS18",-3.51896368378502
"57","Q9NZN4",3.45049807053696
"58","O14756",3.74914817297089
"59","P08670",4.39214835295813
"60","P25445",4.82715135769853
"61","O15347",-4.52562492004566
"62","Q2M1Z3",3.00482477463199
"63","P16035",5.0935692100878
"64","P54296",5.03643262468301
"65","P31273",3.70010580573599
"66","P12830",-4.87288497415493
"67","P13671",10.1422438671964
"68","Q9P0K7",-3.00706609934448
"69","Q96MK2",4.2095400955853
"70","Q9NVC6",3.34778687373166
"71","P40121",-3.11690734297611
"72","Q9NQC1",3.25632032499654
"73","P29320",4.35428149398426
"74","Q14126",-3.06212927421365
"75","Q70Z35",-3.39423777085086
"76","Q8WZ64",-3.16529845984995
"77","P51811",-5.6454972533914
"78","Q9NQ90",4.54139906337693
"79","Q9ULE0",3.45196736183443
"80","O43182",6.71615489866561
"81","Q8TAP4",5.84876594251664
"82","O95319",5.13450042618489
"83","P15502",4.00143061102812
"84","Q9UBP4",4.85522572216127
"85","P43115",4.07971653645231
"86","P13498",-3.8396785311748
"87","Q9BQI9",3.73211820296148
"88","Q5VTY9",3.56572579724415
"89","Q9NTU7",6.82634113657963
"90","Q8TDD5",6.02073892994961
"91","Q14624",8.80673944871448
"92","Q96EK2",12.4333921391548
"93","O15457",3.28658297656823
"94","Q9ULS5",3.20084572776744
"95","Q13753",-6.10801127527711
"96","O15034",6.2690714530864
"97","Q9NQX0",4.62498540490913
"98","Q96PD7",-3.16917388209704
"99","Q96EL2",7.15892779666413
"100","O75493",3.74529252792344
"101","O76076",6.02698831233819
"102","P08138",5.02561848929897
"103","Q9Y6H5",7.40865749084377
"104","Q16602",3.51009457386831
"105","P04181",3.04441990808501
"106","P21860",-3.62333460655886
"107","O60641",6.26477406856294
"108","P48163",3.99299424959604
"109","P56856",6.14560057746776
"110","Q9ULI4",4.47117856635956
"111","O14494",3.63221322711509
"112","P14618",-3.10075946579948
"113","Q12816",5.45679818240599
"114","Q8IVL0",5.17710342119034
"115","Q76G19",4.35610660272309
"116","P22607",-5.43867663031633
"117","P98196",-3.48998580872152
"118","Q7LDG7",3.18168479988571
"119","O15021",4.15174707466137
"120","Q58EX2",-5.00078110442249
"121","O60706",5.29598703774284
"122","P27338",6.36824323941356
"123","P35398",3.85264292781529
"124","Q03167",4.01273500862743
"125","P26045",-3.909847609048
"126","O15520",9.40296744620377
"127","Q9HCT0",3.26391035176248
"128","Q9NSC7",-3.62662397659027
"129","P08243",4.62700959235088
"130","Q9UQM7",3.35173098345947
"131","A1A4S6",3.33997447921522
"132","Q7L8A9",3.08509950563915
"133","Q9NZU5",3.67057412859773
"134","Q15645",-5.70440062263573
"135","Q92519",5.65737930064881
"136","Q53TN4",5.14315200373286
"137","Q9H159",11.3652299035668
"138","Q9UK32",7.20756584117202
"139","Q15772",5.41478572718603
"140","Q8TBB1",-3.36801980337467
"141","Q9Y6F6",4.66755805859504
"142","P49736",-3.17145385870871
"143","Q9BXT6",4.57785047615467
"144","Q6P1M3",-3.42568661591487
"145","P51793",3.75751694461136
"146","Q969G3",4.02406925248123
"147","Q9Y6M1",-4.65292137761945
"148","P15907",-4.4954265063505
"149","Q5TBA9",4.90472561507064
"150","P10070",5.06084336825857
"151","Q9HB63",4.95615530712979
"152","Q9NYQ6",-7.20238372062414
"153","Q96EN8",3.19343322343484
"154","Q13393",3.63640144614626
"155","O43379",-4.17718197711723
"156","Q9UHQ4",5.73873257246681
"157","Q9NQW1",5.74690838689421
"158","P55327",-4.92649482126896
"159","O75487",5.85167421789893
"160","Q9NUK0",-3.33213036546853
"161","Q9P1Y5",-5.31611138017795
"162","P47736",-4.30261509924424
"163","P10826",3.31629647789751
"164","O60237",3.03428351177441
"165","O75914",3.41918240558139
"166","Q9Y6Q1",-3.3261919358601
"167","P35609",5.81777103222183
"168","Q9Y3Q0",3.54212662164521
"169","P53708",5.08119175046878
"170","O76041",3.0631541339594
"171","P41586",5.0166436552033
"172","O43736",6.26926663730533
"173","Q06455",3.78681099882575
"174","Q9HBL0",3.64144347914959
"175","P40126",3.37246649827158
"176","Q9Y6R1",3.72571681187948
"177","P51531",5.07759664663918
"178","Q6ZRS2",4.77209076466714
"179","Q9UPX0",3.9794669547094
"180","Q06413",3.83546061843638
"181","Q9Y5E5",3.04902670921645
"182","Q9Y5H1",5.41656264447308
"183","Q6STE5",5.06168371701363
"184","P06401",5.51291916823867
"185","Q49AR2",-3.718171988594
"186","Q9Y2J2",3.07013419225974
"187","Q9NUC0",4.38930022522726
"188","O00463",3.5873523376701
"189","Q9HCF6",7.61504778524997
"190","P55809",4.05740776556036
"191","Q14517",3.52573166219007
"192","Q07092",5.4543180641202
"193","P04114",5.32830735969472
"194","Q9UPY8",3.90595973201995
"195","Q03112",-5.40069734747704
"196","Q9P2J2",-3.66591198848408
"197","P08183",5.40104876370766
"198","Q13415",-3.47878160238799
"199","Q9Y5X0",-4.6219635043738
"200","Q9NYQ8",3.10910090128371
"201","Q86YB8",4.01242817339612
"202","Q9NPH5",-3.21081245126254
"203","P22303",4.44739980984551
"204","Q14112",3.6486672088943
"205","Q96KR7",6.69103563385424
"206","Q8TDY4",3.06789714984986
"207","Q9UBC3",-4.2049203102426
"208","Q9HAQ2",-3.2666970308256
"209","Q9BQW3",5.27889325126898
"210","Q99572",4.0102211979079
"211","P05060",9.19698915947461
"212","Q9BQS7",3.38695820146506
"213","P18627",3.65004269362207
"214","P61626",-3.39272376495422
"215","P40225",3.78800945649643
"216","Q9H2X0",5.90826132224037
"217","P49771",6.50406028284395
"218","Q92823",-4.85364393785994
"219","O43511",3.68358285584056
"220","Q9NX76",-3.2908232662624
"221","Q8WZA2",4.60611330993924
"222","Q9NYL2",5.51279608215462
"223","P02787",3.52882907801342
"224","Q9Y5N6",-4.23270184107114
"225","Q9H6D7",3.64665881601046
"226","Q96JJ6",8.30854041718297
"227","P12883",6.66479414493257
"228","Q9UHI5",6.22355409845988
"229","Q8WUG5",5.84348494702284
"230","Q96EP0",6.79638267377212
"231","Q06418",3.24340621074302
"232","P20807",6.128729347704
"233","Q99741",-4.62754055200424
"234","P49366",5.32086417863951
"235","P23219",-6.75174298000787
"236","Q13145",7.96399706581558
"237","Q13451",4.43225667384208
"238","P15924",-6.45122933341095
"239","Q92824",4.19771478129394
"240","Q9NP74",4.6540503417007
"241","P61266",4.04753339339932
"242","Q1ZYL8",4.22011000552359
"243","Q02833",-3.42237706405108
"244","P05546",4.57551553461852
"245","Q8N653",3.50970419920241
"246","Q9BXF3",7.61042579184476
"247","O15547",3.33528822454001
"248","P30046",12.4392156010879
"249","P19440",4.52167021475492
"250","P61218",-5.24320329089932
"251","Q9H6E4",-4.25380186143533
"252","P12036",5.71308930097236
"253","Q9Y259",8.01517399186223
"254","P09601",3.34001546667022
"255","Q96D21",3.30105358439176
