ARF5	ARFIP2
ARF5	GORAB
ARF5	ARF3
ARF5	SERPINH1
ARF5	ARFGAP2
ARF5	TMED10
ARF5	KDELR3
ARF5	SEC22B
ARF5	RAB1B
ARF5	TMED9
ARF5	TMED3
ARF5	RAB1A
ARF5	SURF4
ARF5	ARFGAP3
ARF5	USO1
ARF5	TMED7
ARF5	KDELR1
ARF5	TMED2
ARF5	ARFGAP1
ARF5	KDELR2
ARF5	COPZ2
ARF5	ERP44
ARF5	ARCN1
ARF5	IKBKG
ARF5	COPB1
ARF5	COPE
ARF5	COPB2
ARF5	COPG2
ARF5	COPG1
ARF5	COPA
ARF5	COPZ1
ARF5	NUDCD1
ARF5	ARF1
ARF5	GBF1
ARF5	RAB11FIP3
ARF5	ARF4
M6PR	VAMP4
M6PR	SLC18A3
M6PR	TFRC
M6PR	SCARB2
M6PR	CD4
M6PR	TF
M6PR	CFTR
M6PR	IL7R
M6PR	CD3G
M6PR	SLC2A8
M6PR	KIAA0319
M6PR	TGOLN2
M6PR	CD3D
M6PR	CREG1
M6PR	ZFYVE26
M6PR	GGA2
M6PR	VAMP7
M6PR	VAMP8
M6PR	AP2S1
M6PR	VPS51
M6PR	VPS54
M6PR	STX16
M6PR	AP1B1
M6PR	VAMP2
M6PR	AP1S2
M6PR	STX10
M6PR	DNM2
M6PR	GNS
M6PR	VPS53
M6PR	RAB9B
M6PR	DNASE2
M6PR	CLTA
M6PR	AP1S1
M6PR	VPS52
M6PR	AP1S3
M6PR	VAMP3
M6PR	CTSZ
M6PR	AP2B1
M6PR	CLTC
M6PR	SH3GL2
M6PR	AP2A2
M6PR	RABEPK
M6PR	VTI1A
M6PR	ARRB1
M6PR	AP1G1
M6PR	ARF1
M6PR	AP2A1
M6PR	AP2M1
M6PR	RHOBTB3
M6PR	AP1M1
M6PR	RAB9A
M6PR	AP1M2
M6PR	TXNDC5
M6PR	GCC2
M6PR	PLIN3
M6PR	GGA1
M6PR	IGF2R
M6PR	GGA3
FKBP4	TRPC5
FKBP4	PPP5C
FKBP4	NFKB1
FKBP4	YWHAE
FKBP4	OBI1
FKBP4	IKBKE
FKBP4	NPB
FKBP4	USP19
FKBP4	MAPT
FKBP4	AGO2
FKBP4	FKBP8
FKBP4	MAP3K7
FKBP4	TRPC4
FKBP4	AKT2
FKBP4	ESR2
FKBP4	HSPA2
FKBP4	HSPA1B
FKBP4	HSPA1A
FKBP4	HSPA1L
FKBP4	ATOX1
FKBP4	IRF4
FKBP4	RELB
FKBP4	HSF1
FKBP4	STIP1
FKBP4	CHUK
FKBP4	AHSA1
FKBP4	GLMN
FKBP4	ESR1
FKBP4	HSPA8
FKBP4	AKT1
FKBP4	AR
FKBP4	PPID
FKBP4	DNAJB1
FKBP4	NR3C2
FKBP4	PGR
FKBP4	MTOR
FKBP4	PTGES3
FKBP4	FKBP5
FKBP4	NR3C1
FKBP4	PHLPP1
FKBP4	HSPA4
FKBP4	HSP90AB1
FKBP4	HSP90AA1
CYP26B1	CYP26A1
NDUFAF7	USP48
NDUFAF7	NDUFB9
NDUFAF7	NDUFA5
NDUFAF7	NDUFS8
NDUFAF7	NDUFB5
NDUFAF7	NDUFA11
NDUFAF7	NDUFB10
NDUFAF7	NDUFC2
NDUFAF7	NDUFB7
NDUFAF7	NDUFB3
NDUFAF7	NDUFAF4
NDUFAF7	MT-ND1
NDUFAF7	NDUFC1
NDUFAF7	NDUFA8
NDUFAF7	NDUFAF3
NDUFAF7	NDUFB4
NDUFAF7	NDUFAF5
NDUFAF7	NDUFB11
NDUFAF7	NDUFA13
NDUFAF7	NDUFA3
NDUFAF7	NDUFB2
NDUFAF7	NDUFB1
NDUFAF7	NDUFB8
NDUFAF7	NDUFA6
NDUFAF7	NDUFAB1
NDUFAF7	NDUFA2
NDUFAF7	NDUFA1
NDUFAF7	NDUFAF6
NDUFAF7	NDUFS3
NDUFAF7	NDUFA7
NDUFAF7	TIMMDC1
NDUFAF7	NDUFA9
NDUFAF7	NDUFS7
NDUFAF7	NDUFA10
NDUFAF7	NDUFS2
FUCA2	MEOX2
FUCA2	FAM20C
FUCA2	FUCA1
HS3ST1	B4GALT4
HS3ST1	BMP4
CYP26B1	CYP26C1
SEMA3F	NRCAM
SEMA3F	ABL2
SEMA3F	MECP2
SEMA3F	SEMA3C
SEMA3F	FMR1
SEMA3F	PLXNA4
SEMA3F	PLXNA1
SEMA3F	NRP1
SEMA3F	PLXNA3
CFTR	CD4
CFTR	VAMP4
SEMA3F	NRP2
CFTR	UBA52
CYP51A1	FDFT1
CFTR	CD3G
CFTR	IGF2R
CFTR	SLC18A3
CFTR	IL7R
CFTR	KIAA0319
CFTR	UBC
CFTR	UBB
CFTR	TFRC
CFTR	TGOLN2
CFTR	SLC2A8
CFTR	CD3D
CFTR	SCARB2
CFTR	FLNC
CFTR	PRKAB2
CFTR	STX3
CFTR	TF
CFTR	ADGRG2
CFTR	SLC6A3
CFTR	CA6
CFTR	SLC26A2
CFTR	CAPN1
CYP51A1	SIGMAR1
CFTR	CALU
CFTR	KCNK3
CFTR	AHSA1
CFTR	CA2
CFTR	COMMD1
CFTR	DNAJA1
CFTR	SQSTM1
CFTR	AMFR
CFTR	MARCHF2
CFTR	PRKAA1
CFTR	UBE2I
CFTR	CBL
CFTR	NEDD4
CYP51A1	LSS
CFTR	ACTB
CFTR	DNAJC5
CYP51A1	SC5D
CFTR	RAB11A
CFTR	STX1A
CFTR	RAB5A
CFTR	SLC26A8
CFTR	GORASP2
CYP51A1	CYB5R3
CFTR	SHANK2
CFTR	DYNLL2
CFTR	AP2M1
CFTR	DYNC1I1
CFTR	HSF1
CFTR	LAMP2
CFTR	OS9
CFTR	RHOQ
CFTR	PRKN
CFTR	UBE2N
CFTR	AP2A1
CFTR	ERLEC1
CFTR	UBE2V1
CFTR	AP2B1
CFTR	AP2A2
CFTR	SEL1L
CFTR	DYNC1LI1
CFTR	DYNC1I2
CFTR	DYNLL1
CFTR	AP2S1
CFTR	DYNC1H1
CFTR	DYNC1LI2
CFTR	HSPB1
CYP51A1	PGRMC1
