"","uniprotswissprot","logFC"
"1","Q9NSG2",-1.05060838596517
"2","P08603",3.02351853999531
"3","Q6P499",-1.36483395187797
"4","Q9Y6X5",-1.86356875125037
"5","Q13275",-4.00424473405468
"6","O00522",2.47396625441966
"7","P28838",-2.22429855327075
"8","P14209",1.31622435899353
"9","O14792",3.65499764938101
"10","Q9Y6D9",4.87031648272387
"11","Q9P2N7",2.0448262266554
"12","Q9NR63",1.89240248948498
"13","Q05084",-3.03372888398074
"14","Q9H9R9",-3.33389375497327
"15","Q92851",-2.21267292932617
"16","P10646",2.26814857444689
"17","P52756",1.84240008052438
"18","Q9Y216",1.0943610472958
"19","P52569",3.71851977488489
"20","P84085",-1.27823711746202
"21","P54819",-1.05613618062423
"22","P78332",2.23692517736362
"23","O14558",3.28478221764273
"24","O14559",1.29409210474384
"25","O14561",-1.24830287555077
"26","Q16654",5.09977955435618
"27","O75800",-2.48624327472037
"28","Q96QS3",5.61534498009784
"29","Q9UJS0",-1.03221622303276
"30","P53701",-1.22010900088277
"31","P05141",-1.45745272410762
"32","Q9NWR8",-1.31168394953584
"33","P52435",-1.208058070506
"34","Q9UPZ6",1.32472202274986
"35","Q53FZ2",4.00590006800922
"36","Q6FI81",-1.24488476320841
"37","Q8TCT7",1.0037961169042
"38","P31323",2.30010230758322
"39","O95153",1.72605871938388
"40","Q9H977",-1.09241295908547
"41","Q6NTF9",-1.19510251304955
"42","O14628",-1.310159343643
"43","O75592",1.55891443108639
"44","P20701",-2.35638939819886
"45","P26006",-2.09061060492936
"46","Q9NZC3",-1.78709193187408
"47","Q9Y2Y6",1.32632458163152
"48","Q09428",4.63146140824225
"49","Q24JP5",-1.35930295625419
"50","P78423",-1.5526621672317
"51","Q8TB22",1.12461864952679
"52","O43497",2.28494936795046
"53","Q9NP84",-3.50439189251756
"54","P80192",-1.74142079937771
"55","P11233",-1.1468578372733
"56","Q9UHR4",-4.27663294225492
"57","P50549",-1.35994879397599
"58","P43353",-2.88141856677149
"59","Q9Y258",5.65312073277622
"60","O00458",3.03145405200522
"61","Q12887",-1.00631154000693
"62","Q9UHL9",-1.21735286189833
"63","Q9Y6U3",-1.35460488640708
"64","Q8IVW4",1.89900368985063
"65","Q96CT7",-1.02162756870619
"66","P35228",1.68952010750914
"67","O75865",-1.21712015763052
"68","P35499",1.64799571251071
"69","Q9UJJ7",-1.94353157394854
"70","Q96CC6",1.64557527390003
"71","Q9NQ29",1.5633385316387
"72","O94812",-2.18442412851284
"73","Q96RY5",1.79722535720632
"74","P16581",4.04231416116325
"75","O76039",1.46714134717232
"76","Q96NX5",2.88398180246693
"77","Q9UQ88",4.50206313416946
"78","Q9P0K1",2.33049185513157
"79","P49447",-2.20863354898683
"80","O60271",1.87661843624501
"81","Q9NYQ7",-1.29761735020332
"82","Q9UDR5",4.05572390201854
"83","Q9UHA2",-1.08496367940359
"84","P10620",-3.01932766488724
"85","Q11201",-1.14022619387083
"86","P24001",-3.28546707678223
"87","P98161",1.90012266095
"88","Q13387",1.23112497433456
"89","Q9BYZ6",2.35172538870423
"90","O00187",1.51219719271018
"91","Q9NP79",-1.59927713606541
"92","Q9NP71",-1.15589151776974
"93","Q9Y603",-2.74593463417765
"94","Q9H040",-1.29041834714677
"95","Q8N6R0",-1.15479501868477
"96","P31930",-1.80259430846289
"97","P21926",-3.46433903683931
"98","Q15021",-3.0024058221142
"99","Q0D2I5",3.06092138720574
"100","Q9Y2I1",1.37871046096102
"101","P22304",4.61322511616771
"102","P01730",-2.4544996247565
"103","Q06187",-1.85323214699632
"104","Q01740",1.14998962765695
"105","O95372",-1.63291026791471
"106","P51797",1.35363033768211
"107","Q9UBG0",1.47868777621327
"108","Q8WTS1",-1.97868007897469
"109","P23352",-3.27014443233734
"110","O43581",-2.01393631442409
"111","Q03405",-1.63698054254102
"112","Q9NQW6",-3.69739238331702
"113","P07585",4.43753397187586
"114","O43914",-3.77375553486717
"115","Q96B96",1.54200817630689
"116","P38398",-1.75962970323935
"117","P20273",3.91489114683559
"118","O43900",-2.47791968883734
"119","Q96RI1",5.35866877004835
"120","P09917",-2.35645960339689
"121","Q9P1Z2",1.79720579574913
"122","Q9Y4K4",1.40525631938283
"123","Q9NZN3",-1.41501674753991
"124","P43686",-1.59818929499687
"125","Q8TBB6",4.86493087873375
"126","O75508",4.4515671123469
"127","Q9BZJ4",-1.44204286505174
"128","Q14764",1.03797273578376
"129","P49759",2.15984451211926
"130","Q13495",1.06838100819231
"131","P30203",-2.42976148742504
"132","Q9Y6A5",-3.99779733348985
"133","Q14181",1.61958578679834
"134","Q8IXZ2",-1.57864744866996
"135","P07384",-1.66461406659106
"136","P15309",-4.79067291184034
"137","A4FU01",2.26249888458444
"138","Q9P219",-3.29499018010959
"139","P42768",-2.19143698686243
"140","P55957",-2.08880547783379
"141","P43243",2.01448684390012
"142","Q8NE62",-1.51365050090436
"143","Q15311",-1.00861221713958
"144","Q7L099",1.9490796772813
"145","Q12860",3.13606552299897
"146","P50993",3.60685790633415
"147","Q96NG8",1.49114223895082
"148","Q86UU1",1.21130531188135
"149","Q9UEW3",-1.11328137460216
"150","O43623",2.1610286829925
"151","P04233",-3.66960914719558
"152","P14210",1.66409896942327
"153","Q9UGI0",1.20939034264022
"154","Q96PE1",2.51136266768736
"155","Q9NTW7",-1.8325846289946
"156","Q9UF11",-3.99817572552902
"157","P30740",-1.26075690011231
"158","Q9Y4C0",-1.17486601171646
"159","Q9HDB5",-1.17486601171646
"160","Q9H0X9",1.16556539116765
"161","Q13642",2.14251963395252
"162","Q5BKX6",-2.33523403611906
"163","Q3KR37",1.47863157197211
"164","Q9BS26",-1.09525407462637
"165","P13196",-1.37242148350743
"166","Q13489",-1.81216313460082
"167","Q9UKA4",1.16117201021806
"168","Q9NS18",-2.29729002192756
"169","Q9Y315",-2.21321394379917
"170","Q9H4E7",-1.55620847446884
"171","P48507",-1.704344002327
"172","Q9NZN4",1.78035974428851
"173","Q9NQL2",-2.43475242015819
"174","O14756",2.29253310371588
"175","P19971",-3.20363970594621
"176","Q15785",-1.40899125742511
"177","Q9UGP8",1.12506759442749
"178","P08670",2.57219860239842
"179","P25445",1.85849462876375
"180","O00584",-1.01191961824095
"181","P16070",-1.57324441164689
"182","Q9NRZ5",1.48812832171548
"183","Q9NP31",-2.83517896660523
"184","Q86Y07",-1.02878345992658
"185","P09086",-2.10684837986166
"186","Q15276",1.13429611265173
"187","O15347",-3.33689034832179
"188","Q16611",-2.39901498428707
"189","Q9UKS7",-1.40091131260128
"190","P28799",-2.18184999466066
"191","Q9NYF5",1.19476925324196
"192","Q53HC9",-1.74108636123486
"193","Q13099",1.02543991286278
"194","Q9BT22",-1.03996741131477
"195","Q9UG63",1.03362485434619
"196","Q9P2E5",-1.28175752059339
"197","Q9BYC5",-2.43208919264622
"198","Q9UQC2",-1.33967182393995
"199","Q99767",-1.9357007694437
"200","P46734",-1.44025044749031
"201","Q9HAE3",1.91029778288519
"202","Q96C01",-2.13583477936151
"203","Q9UIK4",-1.21119089919284
"204","P16035",3.16710667021071
"205","P54296",2.57432024609964
"206","Q9Y6A2",1.72703736739847
"207","O75604",1.76057338787899
"208","Q9NRH3",1.46004602316975
"209","P35916",1.19237272828185
"210","P31273",2.0654384602467
"211","Q6P2E9",1.28831203087641
"212","P13611",-1.47068183547669
"213","P21757",-2.6506791936258
"214","P12830",-5.29470055799436
"215","Q7Z3T8",2.03004545697794
"216","P13671",4.80700908484077
"217","Q6ZVD8",1.3622060959222
"218","Q96EA4",-1.11162674591987
"219","Q9BZR6",-3.26379524253807
"220","P25789",-1.10908825203965
"221","Q9Y6F1",-1.16850876154324
"222","Q96MK2",3.07563357685517
"223","Q9NUW8",-1.5103825810224
"224","Q9P0W8",1.10264736139636
"225","Q9NVC6",3.35345590337325
"226","P40121",-3.45439643246873
"227","P53680",-1.13630277858305
"228","P01266",1.17480456784442
"229","Q9UKQ2",-2.84633784765274
"230","Q96GG9",-1.12906611992022
"231","Q13094",-2.20466283178064
"232","P46019",1.56806661878098
"233","Q9NXG0",1.32638667422283
"234","Q14126",-2.56119342072049
"235","Q9NWZ8",1.04037139935008
"236","O75665",1.28909007136847
"237","Q13491",-1.29846416741925
"238","Q9H6S0",1.65026247864342
"239","Q32MH5",1.00601079241583
"240","Q8WZ64",-1.84257432716296
"241","P51811",-2.82995818117692
"242","Q9UN30",2.26694115225404
"243","Q9ULE0",1.35954792156797
"244","O43182",3.96460253041883
"245","Q9HD26",1.06887071424857
"246","Q9UKV0",-2.91044457742183
"247","Q96FV3",-1.40663222480139
"248","Q8TAP4",-1.3905313617367
"249","P82664",-1.23971722967022
