"gene_id","cluster","betweenness","degree_centrality"
"ABHD11","1",0,1
"COL10A1","1",5,4
"COL13A1","1",0,2
"COL22A1","1",0,3
"COL23A1","1",0,2
"COL26A1","1",8,5
"COL9A2","1",0,3
"ACKR2","2",3092,3
"ACTR3C","2",0,1
"ADD2","2",761,2
"ADGRE2","2",0,1
"ADGRG1","2",0,1
"AGR2","2",5272,5
"AGRN","2",5008,6
"AIFM1","2",39,2
"ALK","2",761,2
"ALPL","2",0,1
"AMN","2",0,1
"ANLN","2",10469,5
"ANPEP","2",761,2
"ANXA3","2",0,1
"AP1M2","2",7501,13
"AP1S3","2",11076,13
"APBB1IP","2",5286,3
"APLP1","2",0,1
"APOA1","2",9356,8
"APOBEC3B","2",0,1
"APOBR","2",0,5
"AQP5","2",761,2
"AQP9","2",0,1
"ARFGEF3","2",0,1
"ARL11","2",0,1
"ARL4C","2",0,1
"ASF1B","2",750,3
"ASPM","2",8922,4
"ASS1","2",0,1
"ATP2B2","2",0,1
"ATP5MC1","2",3791,3
"ATP5MF","2",0,1
"ATP6V0E2","2",1521,3
"AURKB","2",7020,6
"B3GNT2","2",0,1
"B3GNT3","2",3789,3
"BAIAP2L1","2",3579,4
"BAK1","2",2279,3
"BANK1","2",0,1
"BARX2","2",0,1
"BCAM","2",0,1
"BCL11A","2",0,1
"BCL2A1","2",0,1
"BCL2L1","2",2177,5
"BEND3","2",0,1
"BID","2",0,1
"BIK","2",761,2
"BIRC5","2",761,3
"BLM","2",1899,5
"BLNK","2",80581,4
"BNIPL","2",0,1
"BORA","2",0,1
"BRCA2","2",32217,9
"BTC","2",2783,3
"BUB1","2",1521,3
"BUB1B","2",3360,6
"C15orf48","2",0,2
"C1QA","2",1659,2
"C1QB","2",310,2
"C1QC","2",940,2
"CA12","2",0,1
"CA9","2",761,2
"CABLES1","2",0,1
"CABP4","2",0,1
"CACNA1A","2",4536,3
"CACNA1B","2",6,2
"CACNA1F","2",1139,3
"CACNG4","2",5285,2
"CADM1","2",1434,3
"CADM3","2",0,1
"CAPG","2",0,1
"CARD11","2",761,2
"CARD9","2",0,1
"CASP8","2",5020,5
"CBLC","2",102,2
"CCDC6","2",0,1
"CCL2","2",6612,3
"CCL20","2",2052,2
"CCL28","2",7221,4
"CCL4","2",2410,3
"CCL4L2","2",0,1
"CCL5","2",9296,3
"CCL8","2",0,2
"CCNA1","2",11799,6
"CCNB1","2",76783,14
"CCNB2","2",21505,5
"CCND1","2",30015,9
"CCNE1","2",4140,5
"CCNF","2",0,1
"CCNO","2",761,3
"CCR1","2",719,3
"CCR5","2",119,2
"CD109","2",761,2
"CD2","2",97,4
"CD200R1","2",0,1
"CD24","2",0,1
"CD300A","2",0,1
"CD38","2",2701,2
"CD3E","2",14667,11
"CD4","2",3035,4
"CD48","2",761,2
"CD52","2",0,1
"CD6","2",0,1
"CD7","2",1521,3
"CD74","2",3917,5
"CD86","2",4201,4
"CD8A","2",558,3
"CD9","2",1521,3
"CD96","2",0,1
"CDC20","2",13778,4
"CDC25C","2",0,1
"CDC45","2",884,2
"CDC6","2",761,3
"CDCA2","2",217,2
"CDCA4","2",2277,2
"CDCA5","2",0,1
"CDCA7","2",0,1
"CDCA8","2",6045,6
"CDCP1","2",0,1
"CDH1","2",23050,9
"CDH2","2",2326,5
"CDH6","2",3554,3
"CDK1","2",17675,13
"CDK5","2",4541,5
"CDKN2A","2",761,3
"CDKN2B","2",0,1
"CDKN3","2",0,1
"CDR2L","2",0,1
"CDT1","2",761,3
"CEBPA","2",18094,5
"CENPA","2",17610,6
"CENPE","2",1501,4
"CENPF","2",10672,3
"CENPK","2",0,3
"CENPL","2",4202,4
"CENPM","2",439,4
"CENPN","2",0,2
"CENPU","2",0,3
"CENPW","2",0,4
"CEP55","2",640,2
"CFAP45","2",1552,5
"CFAP90","2",0,1
"CGN","2",0,1
"CHI3L1","2",761,3
"CHMP4C","2",0,1
"CIITA","2",761,2
"CIT","2",4278,2
"CITED4","2",761,2
"CKS1B","2",9359,3
"CKS2","2",0,1
"CLDN1","2",15884,6
"CLDN10","2",8628,9
"CLDN16","2",23,6
"CLDN3","2",669,5
"CLDN4","2",2764,6
"CLDN6","2",4049,7
"CLDN7","2",1242,6
"CLDN9","2",0,6
"CLEC5A","2",348,2
"CLIC5","2",760,2
"CLSPN","2",7028,7
"CLU","2",1521,5
"CNIH2","2",19080,5
"CNKSR1","2",0,1
"COBL","2",0,1
"COX5A","2",14138,6
"COX5B","2",41,3
"COX6B1","2",13,2
"COX7B","2",0,2
"CP","2",0,1
"CRB3","2",0,1
"CSF2RA","2",0,1
"CSPG5","2",0,1
"CTNNA2","2",0,1
"CTSC","2",0,3
"CTSS","2",0,1
"CX3CR1","2",1960,6
"CXADR","2",0,1
"CXCL1","2",1755,4
"CXCL10","2",0,2
"CXCL11","2",1773,3
"CXCL14","2",2123,5
"CXCL16","2",40,2
"CXCL17","2",11398,7
"CXCL9","2",4000,3
"CXCR3","2",1658,3
"CXCR4","2",10567,8
"CXXC5","2",0,1
"CYBA","2",0,2
"CYBB","2",1700,2
"CYC1","2",0,1
"CYRIB","2",0,1
"DAPP1","2",0,1
"DDAH1","2",0,1
"DEPDC1","2",0,1
"DEPDC1B","2",444,3
"DIAPH3","2",322,2
"DLGAP3","2",0,1
"DLGAP5","2",4794,4
"DMTN","2",0,1
"DNMT3B","2",56,2
"DOK5","2",0,1
"DOK7","2",0,1
"DSC2","2",3552,2
"DSC3","2",0,1
"DSCC1","2",0,1
"DSG2","2",17165,3
"DSP","2",2832,2
"DTL","2",0,1
"DUSP23","2",0,1
"E2F1","2",10918,7
"E2F2","2",0,1
"E2F3","2",761,2
"E2F7","2",1521,3
"E2F8","2",0,1
"ECT2","2",463,3
"EGLN3","2",0,1
"EIF4EBP1","2",0,1
"ELMO3","2",0,1
"EMB","2",2277,2
"EME1","2",1520,2
"ENKUR","2",0,5
"EPCAM","2",77,2
"EPHA1","2",4697,4
"EPPK1","2",0,1
"EPS8L1","2",0,1
"ERBB3","2",19657,7
"ERBB4","2",3810,3
"ERCC6L","2",761,2
"ESCO2","2",0,1
"ESM1","2",0,1
"ESPL1","2",0,1
"ESPN","2",3036,5
"ESRP1","2",0,1
"ESRP2","2",0,1
"ESRRG","2",0,1
"EVPL","2",0,1
"EXO1","2",0,2
"EXOSC4","2",0,1
"FAAP24","2",761,2
"FAM166B","2",0,6
"FAM181A","2",0,1
"FAM83D","2",0,1
"FANCA","2",2277,2
"FCER1G","2",1521,4
"FCGR1A","2",26802,5
"FCGR2B","2",0,1
"FCGR3A","2",622,3
"FEN1","2",0,3
"FGF18","2",620,2
"FGFR3","2",2641,4
"FKBP1C","2",0,1
"FOLH1","2",2288,4
"FOLR1","2",608,4
"FOXM1","2",1527,4
"FOXP3","2",761,2
"FOXP4","2",0,1
"FOXQ1","2",0,1
"FSBP","2",0,1
"FTH1","2",0,1
"FYB1","2",0,1
"FZD2","2",1521,3
"GALNT5","2",0,1
"GAPDH","2",8828,5
"GATA3","2",29626,9
"GDF15","2",0,1
"GINS1","2",0,2
"GINS2","2",0,2
"GINS3","2",2215,4
"GINS4","2",0,2
"GIPC1","2",0,1
"GJB1","2",0,1
"GJB2","2",1520,2
"GJB3","2",761,2
"GMIP","2",0,1
"GMNC","2",0,1
"GNA15","2",1521,3
"GNGT1","2",9443,6
"GNLY","2",761,2
"GPR37","2",0,1
"GPRIN2","2",0,1
"GPSM3","2",0,1
"GRB7","2",0,1
"GRIK3","2",17866,8
"GRIN2A","2",4542,3
"GRIN2D","2",0,2
"GRN","2",761,2
"GTSE1","2",0,1
"GZMA","2",0,1
"GZMB","2",2279,3
"H2AC11","2",0,1
