"ensembl_gene_id","external_gene_name","description","gene_biotype","degree","betweenness","closeness","eigen_centrality","page_rank","cluster","source"
"ENSG00000000005","TNMD","tenomodulin ","protein_coding",1,0,0.00398406374501992,6.06627489801598e-17,0.000928366625660985,"royalblue","subnet"
"ENSG00000001631","KRIT1","KRIT1 ankyrin repeat containing ","protein_coding",1,0,0.000153468385512584,5.64804942316551e-05,0.000920922336997447,"tomato","subnet"
"ENSG00000002726","AOC1","amine oxidase copper containing 1 ","protein_coding",1,0,7.72320049428483e-05,1.46793451936617e-17,0.000813187462913596,"maroon1","subnet"
"ENSG00000002822","MAD1L1","mitotic arrest deficient 1 like 1 ","protein_coding",3,45639,0.000167308014053873,2.0734841088254e-10,0.00148480346446479,"springgreen","subnet"
"ENSG00000002834","LASP1","LIM and SH3 protein 1 ","protein_coding",2,31098,0.000143041052782148,6.5068352026492e-13,0.00112941425473646,"springgreen","subnet"
"ENSG00000005073","HOXA11","homeobox A11 ","protein_coding",1,0,0.000127258844489692,1.09727617840128e-13,0.000785390804594744,"yellowgreen","subnet"
"ENSG00000005102","MEOX1","mesenchyme homeobox 1 ","protein_coding",5,2474,0.000120307988450433,5.1908244631737e-06,0.00294763862582507,"tomato","subnet"
"ENSG00000006128","TAC1","tachykinin precursor 1 ","protein_coding",5,22959.2333452495,0.000162999185004075,0.139628516247485,0.00244290783557912,"tomato","subnet"
"ENSG00000007372","PAX6","paired box 6 ","protein_coding",3,512,0.000127697612054655,1.45381430207818e-13,0.00194623489549015,"yellowgreen","subnet"
"ENSG00000008517","IL32","interleukin 32 ","protein_coding",1,0,0.000172324659658797,0.000124060006469717,0.000676807145741609,"tomato","subnet"
"ENSG00000009950","MLXIPL","MLX interacting protein like ","protein_coding",1,0,0.000139567341242149,3.09561962216468e-09,0.000732173962178297,"tomato","subnet"
"ENSG00000010438","PRSS3","serine protease 3 ","protein_coding",1,0,0.000139082058414465,1.32722026408974e-06,0.000672491705162573,"gold","subnet"
"ENSG00000011638","LDAF1","lipid droplet assembly factor 1 ","protein_coding",2,38,0.00478468899521531,6.94504569684394e-17,0.00168471165352491,"royalblue","subnet"
"ENSG00000013297","CLDN11","claudin 11 ","protein_coding",7,0,0.000121787845573012,3.26567836077381e-13,0.00186532333194122,"springgreen","subnet"
"ENSG00000013725","CD6","CD6 molecule ","protein_coding",4,1983,9.7799511002445e-05,2.94451585568859e-17,0.00285120975199524,"tomato","subnet"
"ENSG00000018625","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2 ","protein_coding",10,744,0.000151929504709815,1,0.00305778607982907,"tomato","subnet"
"ENSG00000022267","FHL1","four and a half LIM domains 1 ","protein_coding",3,5386,0.000161838485191779,9.02567298508994e-10,0.00204671879845195,"tomato","subnet"
"ENSG00000024526","DEPDC1","DEP domain containing 1 ","protein_coding",1,0,9.86582478295185e-05,1.62884915883665e-11,0.00103287606316444,"tomato","subnet"
"ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4 ","protein_coding",7,4,0.0416666666666667,0,0.00207530305608937,"mediumseagreen","subnet"
"ENSG00000034971","MYOC","myocilin ","protein_coding",3,995,0.000160694198939418,8.83769556267553e-10,0.00224068630707502,"tomato","subnet"
"ENSG00000035664","DAPK2","death associated protein kinase 2 ","protein_coding",1,0,0.0151515151515152,3.18457564872096e-17,0.000878408819653677,"orchid","subnet"
"ENSG00000042286","AIFM2","AIF family member 2 ","protein_coding",1,0,0.0217391304347826,2.96538105670582e-19,0.000693259618763756,"cyan","subnet"
"ENSG00000046653","GPM6B","glycoprotein M6B ","protein_coding",1,0,7.44158356898348e-05,8.08339892631485e-17,0.0010277056628181,"maroon1","subnet"
"ENSG00000046889","PREX2","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 ","protein_coding",1,0,0.0178571428571429,7.73200257302095e-17,0.000747526527883535,"cyan","subnet"
"ENSG00000047457","CP","ceruloplasmin ","protein_coding",2,1488,0.000160642570281124,1.92699832280441e-05,0.00138588155368178,"gold","subnet"
"ENSG00000048392","RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B ","protein_coding",2,0,0.000126582278481013,4.8350575753323e-13,0.00141532701804292,"tomato","subnet"
"ENSG00000048540","LMO3","LIM domain only 3 ","protein_coding",3,12298,0.000155690487311225,2.99339419138704e-11,0.00155379295837585,"springgreen","subnet"
"ENSG00000051009","FHIP1B","FHF complex subunit HOOK interacting protein 1B ","protein_coding",3,308,0.00645161290322581,0,0.00204530046907027,"royalblue","subnet"
"ENSG00000052802","MSMO1","methylsterol monooxygenase 1 ","protein_coding",2,0,0.00420168067226891,2.98340909728146e-17,0.00149700564980281,"royalblue","subnet"
"ENSG00000054356","PTPRN","protein tyrosine phosphatase receptor type N ","protein_coding",2,38,0.00564971751412429,8.12966224653179e-17,0.00168182679589463,"royalblue","subnet"
"ENSG00000054938","CHRDL2","chordin like 2 ","protein_coding",2,22050,0.000107538444994085,2.3211303345951e-16,0.00131057874654799,"springgreen","subnet"
"ENSG00000056998","GYG2","glycogenin 2 ","protein_coding",5,2964,0.000139664804469274,1.66321048010564e-06,0.00292245320451348,"gold","subnet"
"ENSG00000059573","ALDH18A1","aldehyde dehydrogenase 18 family member A1 ","protein_coding",1,0,0.000131319763624425,0.000459028584825179,0.00085033121654197,"tomato","subnet"
"ENSG00000060982","BCAT1","branched chain amino acid transaminase 1 ","protein_coding",1,0,7.44047619047619e-05,6.49875181768024e-17,0.000915941901231998,"maroon1","subnet"
"ENSG00000064195","DLX3","distal-less homeobox 3 ","protein_coding",2,0,0.000127567291746396,3.79912894094008e-13,0.00103600048090569,"springgreen","subnet"
"ENSG00000066279","ASPM","assembly factor for spindle microtubules ","protein_coding",2,2470,0.000126214817619589,4.05917592309178e-13,0.001583490720441,"tomato","subnet"
"ENSG00000066382","MPPED2","metallophosphoesterase domain containing 2 ","protein_coding",2,1488,0.000140232786425466,6.33860046343948e-13,0.00154607221646036,"springgreen","subnet"
"ENSG00000066405","CLDN18","claudin 18 ","protein_coding",7,0,0.000121787845573012,3.26567836077381e-13,0.00186532333193943,"springgreen","subnet"
"ENSG00000068615","REEP1","receptor accessory protein 1 ","protein_coding",2,0,0.000125738714950333,7.6363512103427e-10,0.00122332180380241,"tomato","subnet"
"ENSG00000068976","PYGM","glycogen phosphorylase, muscle associated ","protein_coding",1,0,0.000122669283611384,3.79927312640291e-08,0.000811489359449327,"gold","subnet"
"ENSG00000069431","ABCC9","ATP binding cassette subfamily C member 9 ","protein_coding",8,4144.8346986347,0.000159337157425112,0.916181599479078,0.00255197846221411,"tomato","subnet"
"ENSG00000069702","TGFBR3","transforming growth factor beta receptor 3 ","protein_coding",3,2867,9.8173964264677e-05,5.1301054311858e-17,0.00203881174644911,"saddlebrown","subnet"
"ENSG00000069764","PLA2G10","phospholipase A2 group X ","protein_coding",6,1,0.000127372309259967,1.49800236797729e-05,0.00198273412058824,"tomato","subnet"
"ENSG00000070190","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1 ","protein_coding",1,0,0.000152788388082506,1.71571960427189e-05,0.000851158286691783,"tomato","subnet"
"ENSG00000071539","TRIP13","thyroid hormone receptor interactor 13 ","protein_coding",7,35223,0.000150625094140684,4.52302624177209e-12,0.00470879704850705,"springgreen","subnet"
"ENSG00000072571","HMMR","hyaluronan mediated motility receptor ","protein_coding",4,2478,0.000134426670251378,2.95522683219317e-12,0.00302570282567668,"tomato","subnet"
"ENSG00000075702","WDR62","WD repeat domain 62 ","protein_coding",2,1980,0.000118863663378105,5.69597960830787e-14,0.00166098878269244,"tomato","subnet"
"ENSG00000075891","PAX2","paired box 2 ","protein_coding",3,1455,0.000135869565217391,7.98242445602083e-13,0.0018828722988257,"yellowgreen","subnet"
"ENSG00000078114","NEBL","nebulette ","protein_coding",1,0,0.000153256704980843,2.81377380297558e-11,0.0008480391762016,"tomato","subnet"
"ENSG00000078399","HOXA9","homeobox A9 ","protein_coding",1,0,0.000127356087620988,1.89615441029259e-13,0.000647427996936579,"springgreen","subnet"
"ENSG00000078549","ADCYAP1R1","ADCYAP receptor type I ","protein_coding",2,0,0.000132766861391397,1.89642166262678e-05,0.00126823361764166,"tomato","subnet"
"ENSG00000079337","RAPGEF3","Rap guanine nucleotide exchange factor 3 ","protein_coding",1,0,0.000101040719409922,2.58206501931202e-16,0.00102606778283412,"tomato","subnet"
"ENSG00000079435","LIPE","lipase E, hormone sensitive type ","protein_coding",5,7158.55428645428,0.000149992500374981,2.25214469494097e-08,0.00282508024854031,"tomato","subnet"
"ENSG00000079462","PAFAH1B3","platelet activating factor acetylhydrolase 1b catalytic subunit 3 ","protein_coding",3,0,0.0277777777777778,0,0.00116973278315585,"mediumseagreen","subnet"
"ENSG00000080986","NDC80","NDC80 kinetochore complex component ","protein_coding",13,1298.91666666666,0.000162786911932281,1.72025341629483e-09,0.00351558683326851,"tomato","subnet"
"ENSG00000084710","EFR3B","EFR3 homolog B ","protein_coding",2,7112.86810411808,0.000168152009416513,2.62926261781777e-08,0.00135910508828075,"tomato","subnet"
"ENSG00000086967","MYBPC2","myosin binding protein C2 ","protein_coding",1,0,0.000149409831166891,1.24008501775662e-10,0.000876586624390434,"tomato","subnet"
"ENSG00000088325","TPX2","TPX2 microtubule nucleation factor ","protein_coding",4,17902,0.000143864192202561,2.0265199172073e-11,0.00252886384210393,"tomato","subnet"
"ENSG00000089169","RPH3A","rabphilin 3A ","protein_coding",3,38.5,0.00342465753424658,1.23249090084731e-16,0.00233550726091327,"royalblue","subnet"
"ENSG00000089199","CHGB","chromogranin B ","protein_coding",2,0,0.000129332643559234,0.000202873150622301,0.00104357298940255,"tomato","subnet"
"ENSG00000089356","FXYD3","FXYD domain containing ion transport regulator 3 ","protein_coding",2,0,0.000141262890238734,0.274904154728512,0.00077173395349704,"tomato","subnet"
"ENSG00000090054","SPTLC1","serine palmitoyltransferase long chain base subunit 1 ","protein_coding",7,3928,0.0001776514478593,4.33686865098516e-08,0.00228490635415543,"tomato","subnet"
"ENSG00000090382","LYZ","lysozyme ","protein_coding",5,746,0.000175162024873008,0.000387470945470719,0.00254309017548822,"tomato","subnet"
"ENSG00000090924","PLEKHG2","pleckstrin homology and RhoGEF domain containing G2 ","protein_coding",2,3928,0.000150127608467197,1.26669741287461e-10,0.00145145305696676,"tomato","subnet"
"ENSG00000092054","MYH7","myosin heavy chain 7 ","protein_coding",8,3382.5,0.0001806684733514,1.02519125418107e-08,0.00394131418866712,"tomato","subnet"
"ENSG00000092445","TYRO3","TYRO3 protein tyrosine kinase ","protein_coding",2,0,0.000168350168350168,2.22183783076238e-07,0.00112647670492885,"tomato","subnet"
"ENSG00000092529","CAPN3","calpain 3 ","protein_coding",4,57405,0.000180603214737222,1.43248555726832e-09,0.00209401926404255,"tomato","subnet"
"ENSG00000094841","UPRT","uracil phosphoribosyltransferase homolog ","protein_coding",2,498,0.00012313754463736,1.25368721566609e-14,0.00186052992508875,"springgreen","subnet"
"ENSG00000095066","HOOK2","hook microtubule tethering protein 2 ","protein_coding",2,0,0.00546448087431694,0,0.00142064164351297,"royalblue","subnet"
"ENSG00000099282","TSPAN15","tetraspanin 15 ","protein_coding",1,0,0.0166666666666667,0,0.000857384101221504,"orchid","subnet"
"ENSG00000099769","IGFALS","insulin like growth factor binding protein acid labile subunit ","protein_coding",2,0,0.000135062128579146,0.000738791835484367,0.00111475598585754,"tomato","subnet"
"ENSG00000099822","HCN2","hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 ","protein_coding",2,0,0.000106837606837607,2.4804606739592e-13,0.00146944651986149,"tomato","subnet"
"ENSG00000100078","PLA2G3","phospholipase A2 group III ","protein_coding",5,0,0.000127356087620988,1.38084667889407e-05,0.00166804376191329,"tomato","subnet"
"ENSG00000100448","CTSG","cathepsin G ","protein_coding",8,32691.614833859,0.000189286390308537,0.000883807430706375,0.00377056099347282,"tomato","subnet"
"ENSG00000100526","CDKN3","cyclin dependent kinase inhibitor 3 ","protein_coding",1,0,0.000122925629993854,4.33776385767798e-13,0.000899538137683278,"tomato","subnet"
"ENSG00000100596","SPTLC2","serine palmitoyltransferase long chain base subunit 2 ","protein_coding",6,0,0.000163398692810458,1.94025422840697e-08,0.00186899556569982,"tomato","subnet"
"ENSG00000100600","LGMN","legumain ","protein_coding",2,498,0.0001431229426077,2.45389524895817e-06,0.00174661338614293,"tomato","subnet"
"ENSG00000100678","SLC8A3","solute carrier family 8 member A3 ","protein_coding",1,0,8.23113013416742e-05,8.71377336983121e-17,0.000960003803689534,"saddlebrown","subnet"
"ENSG00000101000","PROCR","protein C receptor ","protein_coding",3,498,0.000172413793103448,0.000146653793912812,0.00184512556496128,"tomato","subnet"
"ENSG00000101057","MYBL2","MYB proto-oncogene like 2 ","protein_coding",1,0,0.000130907186804556,3.06147243397527e-09,0.000812049688363948,"tomato","subnet"
"ENSG00000101079","NDRG3","NDRG family member 3 ","protein_coding",2,498,0.00014609203798393,0.130713569097565,0.00116806096129137,"tomato","subnet"
"ENSG00000101210","EEF1A2","eukaryotic translation elongation factor 1 alpha 2 ","protein_coding",5,6446.96803196804,0.000171673819742489,0.0195366019377879,0.00337701778009316,"tomato","subnet"
"ENSG00000101294","HM13","histocompatibility minor 13 ","protein_coding",1,0,0.0147058823529412,3.19613483578235e-17,0.000930516611699877,"orchid","subnet"
"ENSG00000101405","OXT","oxytocin/neurophysin I prepropeptide ","protein_coding",2,0,0.000120033609410635,5.45275454902287e-06,0.00139095160403515,"tomato","subnet"
