"ensembl_gene_id","external_gene_name","description","gene_biotype","logFC","logCPM","F","PValue","FDR"
"ENSG00000000003","TSPAN6","tetraspanin 6 ","protein_coding",-1.30170002599323,6.86968196021267,120.410577228446,9.85691516681674e-23,2.05734531814438e-22
"ENSG00000000457","SCYL3","SCY1 like pseudokinase 3 ","protein_coding",1.40974642173827,4.50811606115634,512.144038413271,5.43726485771603e-60,3.28948918464131e-59
"ENSG00000000460","FIRRM","FIGNL1 interacting regulator of recombination and mitosis ","protein_coding",1.55581022548772,3.11751433135023,580.633964062459,2.39413061102254e-64,1.65915400067604e-63
"ENSG00000000938","FGR","FGR proto-oncogene, Src family tyrosine kinase ","protein_coding",-1.03073172387676,2.6161992105504,17.7280758579685,3.68186176006968e-05,4.69668671263214e-05
"ENSG00000000971","CFH","complement factor H ","protein_coding",-1.34315490061569,8.67405207540036,38.5438419105584,2.53868687832093e-09,3.68836157574236e-09
"ENSG00000001084","GCLC","glutamate-cysteine ligase catalytic subunit ","protein_coding",1.11348286434614,5.2243227320724,53.5659911173627,4.34331302619026e-12,6.81068249329171e-12
"ENSG00000001461","NIPAL3","NIPA like domain containing 3 ","protein_coding",1.85005986789803,4.66348629320747,700.650720751406,3.64280457166242e-71,3.14189217347792e-70
"ENSG00000001497","LAS1L","LAS1 like ribosome biogenesis factor ","protein_coding",-1.91728536558482,6.52748699047769,609.752599363391,4.29302429309648e-66,3.14914797020093e-65
"ENSG00000001561","ENPP4","ectonucleotide pyrophosphatase/phosphodiesterase 4 ","protein_coding",3.00973963599213,3.86511406594861,528.424881818077,4.63465861132272e-61,2.90825819019314e-60
"ENSG00000001617","SEMA3F","semaphorin 3F ","protein_coding",1.68047368289135,3.73630429358613,70.595336007528,4.91225540415285e-15,8.31518391996382e-15
"ENSG00000001626","CFTR","CF transmembrane conductance regulator ","protein_coding",8.73918112811849,4.09553957807812,2024.22759492087,1.71318252884036e-114,6.02736232149088e-113
"ENSG00000001629","ANKIB1","ankyrin repeat and IBR domain containing 1 ","protein_coding",1.09982603008571,6.06622094327716,838.70647823615,5.50297739120294e-78,5.93633686076017e-77
"ENSG00000001630","CYP51A1","cytochrome P450 family 51 subfamily A member 1 ","protein_coding",-3.19698046324963,6.14802341415312,240.06358502497,2.26342878188536e-37,6.90656482093179e-37
"ENSG00000002016","RAD52","RAD52 homolog, DNA repair protein ","protein_coding",-1.12498296779103,5.10994074700113,65.8518983764502,3.11476635488674e-14,5.16697616378825e-14
"ENSG00000002586","CD99","CD99 molecule (Xg blood group) ","protein_coding",-2.42020383001815,8.03104621840391,877.514439356902,9.608380809391e-80,1.08685084698979e-78
"ENSG00000002587","HS3ST1","heparan sulfate-glucosamine 3-sulfotransferase 1 ","protein_coding",-1.85548375861333,6.81207911173007,123.257760019368,3.88091947264949e-23,8.18295050060947e-23
"ENSG00000002726","AOC1","amine oxidase copper containing 1 ","protein_coding",10.0613791289393,4.29752807464229,3828.97294919317,8.94008985602287e-164,8.40769604344305e-162
"ENSG00000002834","LASP1","LIM and SH3 protein 1 ","protein_coding",1.63560689596276,7.49504830964103,293.909142952089,9.35422800568948e-43,3.3132756897989e-42
"ENSG00000002933","TMEM176A","transmembrane protein 176A ","protein_coding",-1.42260918045697,6.67880233800202,76.9487469613458,4.34060896741766e-16,7.5639712746151e-16
"ENSG00000003147","ICA1","islet cell autoantigen 1 ","protein_coding",4.54440434426954,3.73324857555692,967.266254453603,1.49572277343914e-83,1.92658022907161e-82
"ENSG00000003400","CASP10","caspase 10 ","protein_coding",3.0043413325599,3.80097200527895,557.888646083764,6.07959094092517e-63,4.04690012224652e-62
"ENSG00000003436","TFPI","tissue factor pathway inhibitor ","protein_coding",1.58875922902305,5.6789523416339,142.660273439734,8.2572238933625e-26,1.86200018044146e-25
"ENSG00000003989","SLC7A2","solute carrier family 7 member 2 ","protein_coding",-2.49875902565552,9.01280877185003,91.8338069813699,1.80718355193332e-18,3.35143343324658e-18
"ENSG00000004468","CD38","CD38 molecule ","protein_coding",1.36427516445251,0.465521928882799,32.1193040048843,4.43294067980961e-08,6.19859633182298e-08
"ENSG00000004534","RBM6","RNA binding motif protein 6 ","protein_coding",-1.7058821738897,8.49003788948367,171.401224031206,1.62464638987842e-29,4.0460341514015e-29
"ENSG00000004660","CAMKK1","calcium/calmodulin dependent protein kinase kinase 1 ","protein_coding",-2.21089756887896,4.56581319364094,197.113244758329,1.31751833207947e-32,3.54926761842415e-32
"ENSG00000004700","RECQL","RecQ like helicase ","protein_coding",1.55664902459775,4.27147292049861,305.935498352424,7.0150339557765e-44,2.56972692047933e-43
"ENSG00000004766","VPS50","VPS50 subunit of EARP/GARPII complex ","protein_coding",1.16232094735371,4.93450519181034,388.658725081453,5.43073481290799e-51,2.47435746708612e-50
"ENSG00000004777","ARHGAP33","Rho GTPase activating protein 33 ","protein_coding",-4.59984545927992,6.34324876002797,581.955472534937,2.00975671171401e-64,1.39806262292823e-63
"ENSG00000004799","PDK4","pyruvate dehydrogenase kinase 4 ","protein_coding",-2.68238478159967,8.99076563544108,107.279142001178,8.05402056680626e-21,1.5933189824112e-20
"ENSG00000004848","ARX","aristaless related homeobox ","protein_coding",-5.10527166129326,7.13357380795118,485.09079767658,3.75764789558328e-58,2.13841940558969e-57
"ENSG00000004864","SLC25A13","solute carrier family 25 member 13 ","protein_coding",1.38223196199596,4.95541884500953,588.263845933092,8.17342879281376e-65,5.77334491186185e-64
"ENSG00000004975","DVL2","dishevelled segment polarity protein 2 ","protein_coding",-2.3863563396994,6.32566804108182,785.921092853637,1.7302941929358e-75,1.72570673722373e-74
"ENSG00000005001","PRSS22","serine protease 22 ","protein_coding",6.64521036921364,1.67294286901033,936.701687467915,7.90603903502157e-84,1.03083380719761e-82
"ENSG00000005075","POLR2J","RNA polymerase II subunit J ","protein_coding",-1.42382361611878,4.7290597046232,408.799926641049,1.41240962847821e-52,6.75186108159135e-52
"ENSG00000005108","THSD7A","thrombospondin type 1 domain containing 7A ","protein_coding",2.03325064906759,4.04490183366385,78.3705855672437,2.54139747911186e-16,4.46044292571482e-16
"ENSG00000005187","ACSM3","acyl-CoA synthetase medium chain family member 3 ","protein_coding",-2.64152905995056,8.46444094419977,216.982733170516,7.18875682678432e-35,2.05787807620981e-34
"ENSG00000005206","SPPL2B","signal peptide peptidase like 2B ","protein_coding",-2.09986492867368,6.55923800945959,340.850573825728,5.21900641644118e-47,2.10236252431654e-46
"ENSG00000005243","COPZ2","COPI coat complex subunit zeta 2 ","protein_coding",-1.94012858132308,3.18539210968363,94.2954415750382,7.52733550162853e-19,1.41418285496724e-18
"ENSG00000005249","PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta ","protein_coding",-2.48682384094637,6.3089091942914,152.835334548292,3.73533041653731e-27,8.72211245281216e-27
