"gene_id","logFC","logCPM","F","PValue","FDR","logFC_abs"
"ENSG00000000005",-4.09283346994882,2.90876421716502,1174.52356559107,9.96006261689136e-172,5.50474438164632e-171,4.09283346994882
"ENSG00000000938",-1.9350397661086,4.41444907943003,1089.82617479178,2.34438490105373e-163,1.19672166291752e-162,1.9350397661086
"ENSG00000000971",-1.36145576014121,6.54017166475875,643.834224110849,1.33961414816042e-110,4.22439170531009e-110,1.36145576014121
"ENSG00000001461",1.18824621900263,5.27955132316292,842.699276303068,1.10190733415192e-135,4.31679881554774e-135,1.18824621900263
"ENSG00000001631",-2.47909861893259,4.36624813199449,15522.5579904494,0,0,2.47909861893259
"ENSG00000002079",1.08677959966029,-2.45619079631088,233.334814510495,1.61047424847308e-48,2.93869905894318e-48,1.08677959966029
"ENSG00000002330",-1.11040347132027,4.01051354712266,627.747083573215,1.9418849249858e-108,5.9832955659895e-108,1.11040347132027
"ENSG00000002726",2.8800658633034,1.18830648499495,265.691481251818,3.12982218133089e-53,5.96532746263689e-53,2.8800658633034
"ENSG00000002822",-5.79775573779416,3.27041321397434,10697.1410322342,0,0,5.79775573779416
"ENSG00000002834",1.27551995306215,8.13858749110395,1064.8413984097,1.0245966140389e-160,5.08081954863634e-160,1.27551995306215
"ENSG00000003137",-3.3760885707631,4.62949793569492,1652.10342854739,7.97067443067972e-216,6.80748693049377e-215,3.3760885707631
"ENSG00000003249",2.54652918209116,4.6315950274183,1117.61156802038,2.91297147784101e-166,1.53273316700906e-165,2.54652918209116
"ENSG00000003400",-1.4264156328028,4.1441868398752,974.242531472203,7.69772071481379e-151,3.48777762899268e-150,1.4264156328028
"ENSG00000003402",-1.81776263140292,7.41070970524245,3444.57901577327,0,0,1.81776263140292
"ENSG00000003436",-2.11120350822008,5.66907920556615,1204.46939203476,4.05675254859712e-175,2.30744150636223e-174,2.11120350822008
"ENSG00000003756",-1.18702756308473,6.90233982554795,2407.79929836303,3.34846568798497e-271,5.16005348367886e-270,1.18702756308473
"ENSG00000003989",1.68535957906089,7.97986112115454,294.290738693856,3.52084182244204e-58,6.98027545342909e-58,1.68535957906089
"ENSG00000004468",-1.41418725257833,2.70574936365415,191.427801811542,4.89189126195967e-40,8.26889361557065e-40,1.41418725257833
"ENSG00000004478",2.11312527069684,7.77149486516485,1997.31079929831,7.42786937691079e-243,8.40427786042261e-242,2.11312527069684
"ENSG00000004534",-1.4687487347225,7.12301934012494,2921.29981166364,3.16584004503533e-302,6.75828699642972e-301,1.4687487347225
"ENSG00000004776",-5.59379071064358,6.12005806311079,3104.25969423175,3.57411817779832e-312,8.24439895991725e-311,5.59379071064358
"ENSG00000004777",-1.3716564205389,4.59282070694922,632.76252846826,4.08873465381277e-109,1.26956880577132e-108,1.3716564205389
"ENSG00000004799",-4.16483389170302,9.16849555394143,1801.38504505913,6.16593740501008e-228,5.99256287594898e-227,4.16483389170302
"ENSG00000004838",3.72209805155578,3.41515634324253,2329.25643344991,1.03249674211821e-265,1.51186043540443e-264,3.72209805155578
"ENSG00000004846",-3.27443316926897,1.64090454203297,869.704774209279,1.58581510998185e-138,6.38029461874104e-138,3.27443316926897
"ENSG00000004848",2.53232547257558,-0.188267980387524,262.910100755205,7.45374541126341e-53,1.41698270525156e-52,2.53232547257558
"ENSG00000004948",1.18018114700029,-1.09173754406363,124.602510367171,2.22767287817977e-27,3.3413577955122e-27,1.18018114700029
"ENSG00000005001",1.13898665711152,3.55622644295039,110.205099331956,1.48050245584354e-24,2.16240827634532e-24,1.13898665711152
"ENSG00000005102",-2.87085247587663,4.69948678315373,943.748422715147,2.05756513367534e-147,9.05295816596339e-147,2.87085247587663
"ENSG00000005108",-1.72088221770466,3.72827729917612,869.027018348062,8.54750839315542e-139,3.44714072944154e-138,1.72088221770466
"ENSG00000005156",1.15898780151702,5.29892158832948,1231.34173349917,8.70725505779791e-178,5.06495353559904e-177,1.15898780151702
"ENSG00000005187",-1.04946728217715,2.1614299499714,180.114501635336,6.04052062645423e-38,1.00019192712546e-37,1.04946728217715
"ENSG00000005206",-1.17284499711901,6.05852836750847,1060.86921418396,2.7181898258779e-160,1.34367904147634e-159,1.17284499711901
"ENSG00000005249",-1.33898339096207,6.77248206017174,285.103685126542,1.27967369668497e-56,2.50504787920968e-56,1.33898339096207
"ENSG00000005381",-2.41959185888863,-0.691409620515426,907.348694968702,8.33669307821958e-145,3.57249816869215e-144,2.41959185888863
"ENSG00000005469",1.28839122391481,4.93232659169248,745.072116604335,1.00778937097842e-123,3.54050839713496e-123,1.28839122391481
"ENSG00000005513",-2.46010989486449,1.63174394856599,1039.77035355423,9.81490476233391e-158,4.74437263960954e-157,2.46010989486449
"ENSG00000005810",-1.06493458755488,6.71164144007699,626.600791878448,2.75686437837327e-108,8.48372498909954e-108,1.06493458755488
"ENSG00000005844",1.66241711231517,4.30641815350683,648.506732241771,3.20787104329711e-111,1.01637891159178e-110,1.66241711231517
"ENSG00000005893",1.19244713383217,7.65705844050765,2108.86899057926,6.35184329244863e-251,7.8164535873369e-250,1.19244713383217
"ENSG00000005961",-1.16518819516384,0.408254201144908,364.130501799517,1.33814746578083e-69,2.92398215570738e-69,1.16518819516384
"ENSG00000005981",-1.04113536376486,-1.43627328506877,137.428379164268,6.6734605430786e-30,1.02581313185536e-29,1.04113536376486
"ENSG00000006007",1.35422547617491,6.26312470125309,1914.90056917182,1.05840939013732e-236,1.12373827016409e-235,1.35422547617491
"ENSG00000006016",-2.6277645061326,3.68369836170509,919.27424295725,1.30321312183649e-144,5.57595183599889e-144,2.6277645061326
"ENSG00000006071",1.06565375043088,3.84321395818176,88.6457895974242,3.01964787522689e-20,4.22628046106267e-20,1.06565375043088
"ENSG00000006118",2.34552460173421,5.75073319008435,1210.76452352794,9.56155850233356e-176,5.46247378480466e-175,2.34552460173421
"ENSG00000006125",1.16801596560609,8.45281857990586,1541.65055026328,1.77648911138637e-206,1.39562300977173e-205,1.16801596560609
"ENSG00000006128",-1.0014650826809,0.596905826413437,76.4532707868288,9.19674598353861e-18,1.25274348279074e-17,1.0014650826809
"ENSG00000006210",-2.46195919793495,7.31389928974529,935.393781728018,1.78735522285867e-146,7.78486221103682e-146,2.46195919793495
"ENSG00000006283",-1.95598391021631,1.99103830530127,438.810668214361,2.45113260535707e-81,5.96341308620192e-81,1.95598391021631
"ENSG00000006327",1.25490626471882,5.21703515359227,290.88928356024,1.32774876929294e-57,2.61891912884149e-57,1.25490626471882
"ENSG00000006432",1.56273924720894,3.68511671949484,425.781687506857,2.22313346685413e-79,5.30798389032777e-79,1.56273924720894
"ENSG00000006606",-1.20544761485132,-1.13139636933937,265.5201801045,2.80418460755347e-53,5.34698477870896e-53,1.20544761485132
"ENSG00000006652",-3.66607333553869,5.3737147426601,8356.14206086995,0,0,3.66607333553869
"ENSG00000006704",1.05705708770416,4.98001294099738,1187.65348655185,1.96733345823073e-173,1.10082815074611e-172,1.05705708770416
"ENSG00000006747",2.82764876631209,3.75766874416883,530.404945337193,6.7387188496638e-95,1.83959183056185e-94,2.82764876631209
"ENSG00000006756",1.53433425257347,6.48643944739967,1393.15135652426,3.30041292568063e-193,2.25466870623015e-192,1.53433425257347
"ENSG00000006757",1.63185275039675,4.79777823318476,2085.01835110821,3.22231177194651e-249,3.88934970963133e-248,1.63185275039675
"ENSG00000006788",1.72961099058962,-1.35301583871473,536.377197268874,1.29351959192075e-96,3.57317976212406e-96,1.72961099058962
"ENSG00000006837",-1.86524289040312,0.473227728396031,3167.38903867645,5.03746110549439e-314,1.17675945231385e-312,1.86524289040312
"ENSG00000007038",1.93929997137393,1.27865587698743,175.982227837045,3.65632818874394e-37,6.01307697950491e-37,1.93929997137393
"ENSG00000007174",-1.11033601227898,0.961671980307946,120.088864324855,1.70625646939072e-26,2.5383773637593e-26,1.11033601227898
"ENSG00000007255",1.16976491522203,4.65501201046333,633.559536642382,3.19113134286269e-109,9.91836904479324e-109,1.16976491522203
"ENSG00000007306",-2.58823537414427,1.41235635519327,190.61622555422,7.30073386733244e-40,1.23236208850593e-39,2.58823537414427
"ENSG00000007312",-1.27681038174785,2.33920336033953,225.86418478466,2.81549596429997e-46,5.03057178777693e-46,1.27681038174785
"ENSG00000007314",-5.51040479133094,5.70458097631918,2651.12036406887,2.96006308539067e-286,5.35043534090452e-285,5.51040479133094
"ENSG00000007350",-1.62393970547214,-1.22117532672558,188.004147361231,1.69176508278402e-39,2.84632666556444e-39,1.62393970547214
"ENSG00000007402",1.95624037494313,4.05195920748462,764.196157765144,4.10904377490255e-126,1.47866568740455e-125,1.95624037494313
"ENSG00000007545",-1.1688229684669,5.36189619092494,1386.32367790718,1.40708056339482e-192,9.55618742962196e-192,1.1688229684669
"ENSG00000007908",-1.97692352684251,4.53986383554319,243.25878730263,2.28541539572388e-49,4.2029839301562e-49,1.97692352684251
"ENSG00000007933",-2.04691645865772,2.84315594980313,779.52616818981,5.5150486743709e-128,2.01821860881558e-127,2.04691645865772
"ENSG00000007952",1.71674525104835,-0.0894164469175401,376.443799263634,1.53552811826368e-71,3.40727169087851e-71,1.71674525104835
"ENSG00000007968",2.73507555824467,1.87768521062247,1398.56030905985,2.57686886701517e-193,1.76256551660727e-192,2.73507555824467
"ENSG00000008056",1.01997641393636,1.06142780026457,108.157516691907,3.80871367347396e-24,5.54534226379557e-24,1.01997641393636
"ENSG00000008128",-4.9726996352898,3.88526286743347,9980.7071701864,0,0,4.9726996352898
"ENSG00000008196",1.61944149380993,5.95212560765655,102.092478771325,6.0420043419743e-23,8.68114931907853e-23,1.61944149380993
"ENSG00000008226",-1.26871079205941,1.3349463607684,332.336817360491,1.70700599751086e-64,3.57211010221195e-64,1.26871079205941
"ENSG00000008256",-1.2229576301972,6.13948378947842,986.973655746462,2.93506661762376e-152,1.34785691486546e-151,1.2229576301972
"ENSG00000008283",2.10851298747842,7.14067459343004,2006.52721558424,1.56003206145579e-243,1.77879146945311e-242,2.10851298747842
"ENSG00000008300",1.57047297074741,3.36712567149703,414.304300899525,1.3177982034907e-77,3.08919804224267e-77,1.57047297074741
"ENSG00000008311",-1.99605895537765,4.97692182404873,1494.94334407567,2.19986142466486e-202,1.65964229000033e-201,1.99605895537765
"ENSG00000008394",-1.18528109762035,7.95545556252058,213.330932196055,4.96631320920433e-44,8.69459660919133e-44,1.18528109762035
"ENSG00000008710",-1.89018892011303,6.81003999317955,2885.71926170601,3.28167656788142e-300,6.86598972247829e-299,1.89018892011303
"ENSG00000008735",2.96042002989494,4.52891682463004,1214.16876868872,4.52519649376575e-176,2.59059275909975e-175,2.96042002989494
"ENSG00000009413",-1.55769834655008,5.66372899829044,1445.8085451341,5.27838793801135e-198,3.77673623650313e-197,1.55769834655008
"ENSG00000009694",-3.97654044325161,2.71645314990741,2230.42751150351,1.45547813866032e-258,1.95947520840887e-257,3.97654044325161
"ENSG00000009724",-1.84932348177091,1.60219188762689,864.504383715536,4.05194473678854e-138,1.62490426142318e-137,1.84932348177091
"ENSG00000009765",2.92679683105549,0.907050357642587,396.374096040182,1.0186414862669e-74,2.32537081316332e-74,2.92679683105549
"ENSG00000009790",1.8056390209141,2.14729476433193,663.444940180252,3.73873489846385e-113,1.20219571275772e-112,1.8056390209141
"ENSG00000009950",-5.45381887445698,6.17301810601074,2000.61351626092,4.97552816550257e-243,5.63825010820466e-242,5.45381887445698
"ENSG00000010030",1.93689277001115,1.79319697746702,636.788832355551,1.41122743329806e-109,4.40299764559831e-109,1.93689277001115
"ENSG00000010165",1.14338085428778,5.49628280027182,1898.4160931163,1.88947128359339e-235,1.97191768792246e-234,1.14338085428778
"ENSG00000010278",1.51124116647677,8.3158549137938,1235.18141837365,3.64071015134495e-178,2.12450225608517e-177,1.51124116647677
"ENSG00000010282",-3.47072972064998,-0.424001717529711,808.180119864043,1.00389290322991e-135,3.93491757945714e-135,3.47072972064998
"ENSG00000010292",1.07608153098146,5.81602003101328,1630.27464119026,4.92350930418049e-214,4.1471820922761e-213,1.07608153098146
"ENSG00000010295",-1.93035536784694,4.64317637661477,1919.18858372033,5.12054973322873e-237,5.46026899019149e-236,1.93035536784694
"ENSG00000010310",-2.09864113905038,3.52843770393881,715.924723989106,5.1788148386636e-120,1.76867314267012e-119,2.09864113905038
"ENSG00000010319",-2.81353923999661,6.97833220067242,1711.89454896465,8.96225327850093e-221,8.05689397869965e-220,2.81353923999661
"ENSG00000010322",-1.09500124406382,7.40105071991275,2063.41137832316,1.13545520407929e-247,1.34836069791903e-246,1.09500124406382
"ENSG00000010327",-2.37739639104143,7.30227299489053,1836.56970402271,1.08644490516726e-230,1.08163806089158e-229,2.37739639104143
"ENSG00000010404",-4.52524743906295,6.28311917976434,13743.5207481074,0,0,4.52524743906295
"ENSG00000010610",1.07873275987791,5.58884741465781,394.602017533729,1.55276926633571e-74,3.53919047661345e-74,1.07873275987791
"ENSG00000010810",-1.68626910719095,5.95247054503977,1388.27010742096,9.3010693367505e-193,6.3304685498155e-192,1.68626910719095
"ENSG00000011021",-1.60905669962608,5.14391780011354,4894.1045302839,0,0,1.60905669962608
"ENSG00000011083",-1.44881874086134,-1.81784784982637,264.526635311334,1.15209930056998e-53,2.20271317636286e-53,1.44881874086134
