ensembl_gene_id,external_gene_name,description,gene_biotype,degree,betweenness,closeness,eigen_centrality,cluster,source
ENSG00000141510,TP53,tumor protein p53 ,protein_coding,109,79065.6072654173,0.000238549618320611,1,white,STRING
ENSG00000146648,EGFR,epidermal growth factor receptor ,protein_coding,106,96108.4391805047,0.000240789790512882,0.947508533955638,white,STRING
ENSG00000150991,UBC,ubiquitin C ,protein_coding,98,83570.2078727908,0.000235737859500236,0.748664875816184,white,STRING
ENSG00000096384,HSP90AB1,heat shock protein 90 alpha family class B member 1 ,protein_coding,86,48502.159569533,0.000235404896421846,0.933825781341992,white,STRING
ENSG00000080824,HSP90AA1,heat shock protein 90 alpha family class A member 1 ,protein_coding,83,38809.3521231439,0.00023551577955723,0.986796373378541,white,STRING
ENSG00000168036,CTNNB1,catenin beta 1 ,protein_coding,73,53194.6481676022,0.000232883092687471,0.737179964424703,white,STRING
ENSG00000109971,HSPA8,heat shock protein family A (Hsp70) member 8 ,protein_coding,66,35348.0836441981,0.000228154232261008,0.709982258404737,white,STRING
ENSG00000170606,HSPA4,heat shock protein family A (Hsp70) member 4 ,protein_coding,64,23410.862962068,0.000227894257064722,0.750164096824193,white,STRING
ENSG00000116478,HDAC1,histone deacetylase 1 ,protein_coding,63,32617.0191123232,0.000221238938053097,0.521628956621031,white,STRING
ENSG00000177885,GRB2,growth factor receptor bound protein 2 ,protein_coding,62,33117.9698928847,0.000226244343891403,0.567615292797057,white,STRING
ENSG00000197122,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase ",protein_coding,62,26910.0975184699,0.000224315836698071,0.713411351118096,white,STRING
ENSG00000141867,BRD4,bromodomain containing 4 ,protein_coding,58,35565.9556882466,0.000217627856365615,0.39732763757526,white,STRING
ENSG00000142208,AKT1,AKT serine/threonine kinase 1 ,protein_coding,57,29605.4077549545,0.000223413762287757,0.598483423557053,white,STRING
ENSG00000168610,STAT3,signal transducer and activator of transcription 3 ,protein_coding,55,24648.242316071,0.000224416517055655,0.604665897053736,white,STRING
ENSG00000100387,RBX1,ring-box 1 ,protein_coding,49,18834.5275875896,0.00021308331557639,0.385166609841401,white,STRING
ENSG00000135679,MDM2,MDM2 proto-oncogene ,protein_coding,49,12709.7563109985,0.000221287895552113,0.570781521435456,white,STRING
ENSG00000105974,CAV1,caveolin 1 ,protein_coding,48,23302.7425513774,0.000218245307725884,0.506359873786101,white,STRING
ENSG00000181163,NPM1,nucleophosmin 1 ,protein_coding,48,21388.6122390728,0.00021997360316762,0.4800606462476,white,STRING
ENSG00000005339,CREBBP,CREB binding protein ,protein_coding,46,15563.6758056268,0.000212811236433284,0.417572702167463,white,STRING
ENSG00000188906,LRRK2,leucine rich repeat kinase 2 ,protein_coding,46,33990.9250469676,0.000219394471259324,0.447424276573249,white,STRING
ENSG00000160014,CALM3,calmodulin 3 ,protein_coding,45,19141.1401518751,0.000211595429538722,0.400439208146157,white,STRING
ENSG00000142192,APP,amyloid beta precursor protein ,protein_coding,44,33105.8578581492,0.000214454214025306,0.279800577477143,white,STRING
ENSG00000067560,RHOA,ras homolog family member A ,protein_coding,43,29357.7512141919,0.000213720880530028,0.279192543737407,white,STRING
ENSG00000026508,CD44,CD44 molecule (IN blood group) ,protein_coding,42,15330.7719170038,0.00021505376344086,0.364852490333127,white,STRING
ENSG00000179295,PTPN11,protein tyrosine phosphatase non-receptor type 11 ,protein_coding,41,13749.6781196948,0.000212224108658744,0.364437495857128,white,STRING
ENSG00000010810,FYN,"FYN proto-oncogene, Src family tyrosine kinase ",protein_coding,40,30614.6684553413,0.000215610176800345,0.355968950385266,white,STRING
ENSG00000055130,CUL1,cullin 1 ,protein_coding,40,9723.5329016186,0.000210659363808721,0.394015497685992,white,STRING
ENSG00000130726,TRIM28,tripartite motif containing 28 ,protein_coding,40,18569.3068491627,0.000210084033613445,0.342417930732832,white,STRING
ENSG00000173039,RELA,"RELA proto-oncogene, NF-kB subunit ",protein_coding,40,13425.8059879427,0.000213766566908935,0.456920986868727,white,STRING
ENSG00000178363,CALML3,calmodulin like 3 ,protein_coding,39,9357.78491652317,0.000210526315789474,0.404566930354719,white,STRING
ENSG00000178372,CALML5,calmodulin like 5 ,protein_coding,39,9357.78491652317,0.000210526315789474,0.404566930354719,white,STRING
ENSG00000072401,UBE2D1,ubiquitin conjugating enzyme E2 D1 ,protein_coding,37,14094.6363248592,0.000202429149797571,0.293628951970773,white,STRING
ENSG00000113013,HSPA9,heat shock protein family A (Hsp70) member 9 ,protein_coding,37,19630.1166422976,0.000211059518784297,0.353628455878214,white,STRING
ENSG00000129007,CALML4,calmodulin like 4 ,protein_coding,37,8752.45720129661,0.000210084033613445,0.395343190006165,white,STRING
ENSG00000169885,CALML6,calmodulin like 6 ,protein_coding,37,8752.45720129661,0.000210084033613445,0.395343190006165,white,STRING
ENSG00000204628,RACK1,receptor for activated C kinase 1 ,protein_coding,37,23594.2051642874,0.000215007525263384,0.326450869009685,white,STRING
ENSG00000044574,HSPA5,heat shock protein family A (Hsp70) member 5 ,protein_coding,36,13488.5880177299,0.000212992545260916,0.393437135264268,white,STRING
ENSG00000120526,NUDCD1,NudC domain containing 1 ,protein_coding,36,36194.6595696056,0.000208376745155241,0.164195049561811,white,STRING
ENSG00000186868,MAPT,microtubule associated protein tau ,protein_coding,36,14686.9003922879,0.000217108119843682,0.432166151024144,white,STRING
ENSG00000078369,GNB1,G protein subunit beta 1 ,protein_coding,35,11230.3595655822,0.000190985485103132,0.0928246704746658,white,STRING
ENSG00000164924,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta ,protein_coding,35,8743.28043823547,0.000214316330904415,0.476270376636639,white,STRING
ENSG00000067369,TP53BP1,tumor protein p53 binding protein 1 ,protein_coding,34,10248.3012504237,0.00020571898786258,0.245466257295128,white,STRING
ENSG00000196591,HDAC2,histone deacetylase 2 ,protein_coding,34,5204.78166405036,0.000201328769881216,0.333426484322682,white,STRING
ENSG00000113558,SKP1,S-phase kinase associated protein 1 ,protein_coding,33,7359.33582510171,0.00020755500207555,0.37569796897298,white,STRING
ENSG00000113580,NR3C1,nuclear receptor subfamily 3 group C member 1 ,protein_coding,33,14111.2163616863,0.000212134068731438,0.436204587852001,white,STRING
ENSG00000127616,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 ",protein_coding,33,8015.79914896549,0.000207425845260319,0.322780305926949,white,STRING
ENSG00000165119,HNRNPK,heterogeneous nuclear ribonucleoprotein K ,protein_coding,33,13178.6583786853,0.000208594075928244,0.306033005481078,white,STRING
ENSG00000175104,TRAF6,TNF receptor associated factor 6 ,protein_coding,33,14194.8443238296,0.000212947189097104,0.32745554652157,white,STRING
ENSG00000184678,H2BC21,H2B clustered histone 21 ,protein_coding,33,10513.7069795962,0.00020096463022508,0.263620539011543,white,STRING
ENSG00000186469,GNG2,G protein subunit gamma 2 ,protein_coding,33,7305.52609797128,0.00018470631695604,0.0640236222022608,white,STRING
ENSG00000109670,FBXW7,F-box and WD repeat domain containing 7 ,protein_coding,32,11694.425794704,0.000208855472013367,0.30898790429789,white,STRING
ENSG00000065978,YBX1,Y-box binding protein 1 ,protein_coding,31,13269.091139923,0.000206228088265622,0.235867380691153,white,STRING
ENSG00000106462,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit ,protein_coding,31,7063.04433760833,0.000206825232678387,0.363169972779909,white,STRING
ENSG00000114503,NCBP2,nuclear cap binding protein subunit 2 ,protein_coding,31,9112.11325383483,0.000195236235845373,0.135289725797168,white,STRING
ENSG00000141027,NCOR1,nuclear receptor corepressor 1 ,protein_coding,31,6135.0595448942,0.000205380981721093,0.367009789367165,white,STRING
ENSG00000167085,PHB1,prohibitin 1 ,protein_coding,31,16147.8930463146,0.000209424083769634,0.285235222307934,white,STRING
ENSG00000169375,SIN3A,SIN3 transcription regulator family member A ,protein_coding,31,5056.92957102931,0.00020259319286872,0.34115287148316,white,STRING
ENSG00000141480,ARRB2,arrestin beta 2 ,protein_coding,30,16124.1841899514,0.00021137180300148,0.288396301171123,white,STRING
ENSG00000182718,ANXA2,annexin A2 ,protein_coding,30,14566.3082034089,0.000213265088505012,0.26544065150059,white,STRING
ENSG00000220205,VAMP2,vesicle associated membrane protein 2 ,protein_coding,30,10114.9514977938,0.000189358076121947,0.135532739375963,white,STRING
ENSG00000092820,EZR,ezrin ,protein_coding,29,5597.20983313611,0.000205761316872428,0.326594918174465,white,STRING
ENSG00000094631,HDAC6,histone deacetylase 6 ,protein_coding,29,6610.15426855879,0.000213447171824973,0.370386050816167,white,STRING
ENSG00000105568,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha ,protein_coding,29,13186.4255470814,0.000214546234713581,0.350103869691482,white,STRING
ENSG00000130816,DNMT1,DNA methyltransferase 1 ,protein_coding,29,13261.9443475972,0.00020631318341242,0.303895459560349,white,STRING
ENSG00000136869,TLR4,toll like receptor 4 ,protein_coding,29,14188.4326883967,0.000202183582693085,0.230206533048892,white,STRING
ENSG00000166167,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase ,protein_coding,29,9275.20173258453,0.0002040399918384,0.281046373554811,white,STRING
ENSG00000036257,CUL3,cullin 3 ,protein_coding,28,8567.6023330028,0.000197160883280757,0.169519223890613,white,STRING
ENSG00000132646,PCNA,proliferating cell nuclear antigen ,protein_coding,28,9003.73797193792,0.000206058108386565,0.24896418703105,white,STRING
ENSG00000140443,IGF1R,insulin like growth factor 1 receptor ,protein_coding,28,6424.76397139552,0.000210260723296888,0.338177418820939,white,STRING
ENSG00000171791,BCL2,BCL2 apoptosis regulator ,protein_coding,28,4042.69709737549,0.000205973223480947,0.329487011080738,white,STRING
ENSG00000103275,UBE2I,ubiquitin conjugating enzyme E2 I ,protein_coding,27,7635.250819196,0.000202061022428773,0.212281884233244,white,STRING
ENSG00000139618,BRCA2,BRCA2 DNA repair associated ,protein_coding,27,7554.16218156214,0.000198059021588433,0.213143133633991,white,STRING
ENSG00000163631,ALB,albumin ,protein_coding,27,12037.7087492973,0.000186880956830499,0.106975438637856,white,STRING
ENSG00000213585,VDAC1,voltage dependent anion channel 1 ,protein_coding,26,10245.2777301457,0.000203500203500204,0.272314700702708,white,STRING
ENSG00000149806,FAU,FAU ubiquitin like and ribosomal protein S30 fusion ,protein_coding,25,16879.6440048554,0.00018618506795755,0.0412399194412365,white,STRING
ENSG00000097007,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase ",protein_coding,24,3960.23420267824,0.00020772746157042,0.375677173312222,white,STRING
ENSG00000103126,AXIN1,axin 1 ,protein_coding,24,10747.7308797336,0.000209555741827326,0.314926879089126,white,STRING
ENSG00000105401,CDC37,"cell division cycle 37, HSP90 cochaperone ",protein_coding,24,3208.55605085505,0.000207125103562552,0.343454656913885,white,STRING
ENSG00000113712,CSNK1A1,casein kinase 1 alpha 1 ,protein_coding,24,11682.5760542205,0.000207125103562552,0.2813852723309,white,STRING
ENSG00000134057,CCNB1,cyclin B1 ,protein_coding,24,7520.27317745345,0.0001998001998002,0.196744401428592,white,STRING
ENSG00000166710,B2M,beta-2-microglobulin ,protein_coding,24,6038.89325255865,0.000193948797517455,0.0861958155773736,white,STRING
ENSG00000010278,CD9,CD9 molecule ,protein_coding,23,7076.85708875528,0.000201207243460765,0.250939452950843,white,STRING
ENSG00000140464,PML,PML nuclear body scaffold ,protein_coding,23,2282.28885230773,0.000199163513244374,0.262243233321926,white,STRING
ENSG00000144381,HSPD1,heat shock protein family D (Hsp60) member 1 ,protein_coding,23,11269.5523820012,0.000204123290467442,0.235396745949482,white,STRING
ENSG00000178999,AURKB,aurora kinase B ,protein_coding,23,3639.88992167905,0.000200360649168503,0.250979554343924,white,STRING
ENSG00000110651,CD81,CD81 molecule ,protein_coding,22,6386.33718640467,0.000198925800676348,0.220060104443624,white,STRING
ENSG00000117399,CDC20,cell division cycle 20 ,protein_coding,22,2031.84805494614,0.000190367409099562,0.172888320382032,white,STRING
ENSG00000121966,CXCR4,C-X-C motif chemokine receptor 4 ,protein_coding,22,7040.86877952243,0.000191497510532363,0.113350605625671,white,STRING
ENSG00000127022,CANX,calnexin ,protein_coding,22,7089.53896837938,0.000197706603400554,0.160191066355128,white,STRING
ENSG00000147065,MSN,moesin ,protein_coding,22,4201.69936396399,0.000203790503362543,0.198081298026896,white,STRING
ENSG00000149084,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12 ,protein_coding,22,9986.91377849883,0.000171762281003092,0.0165188423703093,white,STRING
ENSG00000181449,SOX2,SRY-box transcription factor 2 ,protein_coding,22,5509.26496767743,0.000195274360476469,0.171282438264367,white,STRING
ENSG00000077549,CAPZB,capping actin protein of muscle Z-line subunit beta ,protein_coding,21,5498.0015199814,0.000190585096245474,0.097996499087002,white,STRING
ENSG00000084674,APOB,apolipoprotein B ,protein_coding,21,8864.61077191577,0.000193199381761978,0.0747112197336494,white,STRING
ENSG00000087460,GNAS,GNAS complex locus ,protein_coding,21,2460.29851498374,0.000179307871615564,0.0638733909205727,white,STRING
ENSG00000101966,XIAP,X-linked inhibitor of apoptosis ,protein_coding,21,6450.76293421017,0.000202061022428773,0.178755926570221,white,STRING
ENSG00000109072,VTN,vitronectin ,protein_coding,21,8064.35227212501,0.000182982616651418,0.0589861583617685,white,STRING
ENSG00000118260,CREB1,cAMP responsive element binding protein 1 ,protein_coding,21,3131.2539245398,0.000196078431372549,0.221463895586447,white,STRING
ENSG00000121552,CSTA,cystatin A ,protein_coding,21,17940.6624650692,0.000167168171180207,0.0124821803193731,white,STRING
ENSG00000131981,LGALS3,galectin 3 ,protein_coding,21,5242.78671219137,0.000200601805416249,0.161298192700387,white,STRING
ENSG00000138685,FGF2,fibroblast growth factor 2 ,protein_coding,21,5339.68750833414,0.000198728139904611,0.179995627143649,white,STRING
ENSG00000143761,ARF1,ADP ribosylation factor 1 ,protein_coding,21,3935.25500829908,0.000174550532379124,0.0282449663491196,white,STRING
ENSG00000177889,UBE2N,ubiquitin conjugating enzyme E2 N ,protein_coding,21,2875.83309313173,0.000196155355041193,0.173200113385079,white,STRING
ENSG00000185499,MUC1,"mucin 1, cell surface associated ",protein_coding,21,8102.36092100048,0.000204498977505112,0.311884670546515,white,STRING
ENSG00000196419,XRCC6,X-ray repair cross complementing 6 ,protein_coding,21,7510.1558974402,0.000202183582693085,0.236087816834038,white,STRING
ENSG00000065361,ERBB3,erb-b2 receptor tyrosine kinase 3 ,protein_coding,20,2898.84907758617,0.0002050020500205,0.294910743550694,white,STRING
ENSG00000106541,AGR2,"anterior gradient 2, protein disulphide isomerase family member ",protein_coding,20,10918.2205074258,0.000195541650371529,0.100017060075493,white,STRING
ENSG00000126803,HSPA2,heat shock protein family A (Hsp70) member 2 ,protein_coding,20,10377.9602865339,0.000196270853778214,0.211714940169328,white,STRING
ENSG00000162434,JAK1,Janus kinase 1 ,protein_coding,20,6242.74665191532,0.000197941409342835,0.180309622606578,white,STRING
ENSG00000171720,HDAC3,histone deacetylase 3 ,protein_coding,20,1642.02219466314,0.00019485580670304,0.214011606725185,white,STRING
ENSG00000004897,CDC27,cell division cycle 27 ,protein_coding,19,2751.70720708266,0.000196540880503145,0.196058569202414,white,STRING
ENSG00000019991,HGF,hepatocyte growth factor ,protein_coding,19,2540.23514329471,0.000195160031225605,0.189922776972883,white,STRING
ENSG00000083093,PALB2,partner and localizer of BRCA2 ,protein_coding,19,10276.2968527091,0.000176273576590869,0.037200003358234,white,STRING
ENSG00000102882,MAPK3,mitogen-activated protein kinase 3 ,protein_coding,19,3410.14438670978,0.000201207243460765,0.214949228475723,white,STRING
ENSG00000115884,SDC1,syndecan 1 ,protein_coding,19,3626.82229593439,0.000184672206832872,0.0905551035548079,white,STRING
ENSG00000118640,VAMP8,vesicle associated membrane protein 8 ,protein_coding,19,2009.53354845035,0.000176709666018731,0.0365323354396764,white,STRING
ENSG00000124333,VAMP7,vesicle associated membrane protein 7 ,protein_coding,19,1755.42438319225,0.000174733531364669,0.0359198980706329,white,STRING
ENSG00000124813,RUNX2,RUNX family transcription factor 2 ,protein_coding,19,2797.88180735983,0.000194174757281553,0.205946324663032,white,STRING
ENSG00000127955,GNAI1,G protein subunit alpha i1 ,protein_coding,19,2312.92932396197,0.000178635226866738,0.0577936467419083,white,STRING
ENSG00000137710,RDX,radixin ,protein_coding,19,2288.71427024496,0.000193461017604953,0.175788182739423,white,STRING
ENSG00000139197,PEX5,peroxisomal biogenesis factor 5 ,protein_coding,19,21895.4510294546,0.000182781941144215,0.0428902849011102,white,STRING
ENSG00000150995,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1 ",protein_coding,19,2809.04121090615,0.00019790223629527,0.186272169292436,white,STRING
ENSG00000204843,DCTN1,dynactin subunit 1 ,protein_coding,19,4856.882666208,0.000190585096245474,0.0970876640307952,white,STRING
ENSG00000062822,POLD1,"DNA polymerase delta 1, catalytic subunit ",protein_coding,18,5864.41251636105,0.000189465706707086,0.0995316367549266,white,STRING
ENSG00000070756,PABPC1,poly(A) binding protein cytoplasmic 1 ,protein_coding,18,6186.07606218879,0.000189717321191425,0.10443094788411,white,STRING
ENSG00000107404,DVL1,dishevelled segment polarity protein 1 ,protein_coding,18,3879.03984825243,0.000198255352894528,0.179133669616796,white,STRING
ENSG00000119772,DNMT3A,DNA methyltransferase 3 alpha ,protein_coding,18,5020.77820597955,0.000182715147085693,0.117804434120376,white,STRING
ENSG00000130725,UBE2M,ubiquitin conjugating enzyme E2 M ,protein_coding,18,2370.6709742104,0.000194817845314631,0.173172969665429,white,STRING
ENSG00000138668,HNRNPD,heterogeneous nuclear ribonucleoprotein D ,protein_coding,18,1994.37717048325,0.000193498452012384,0.16008255906857,white,STRING
ENSG00000146834,MEPCE,methylphosphate capping enzyme ,protein_coding,18,5138.36471949948,0.000196078431372549,0.148313087432682,white,STRING
ENSG00000169057,MECP2,methyl-CpG binding protein 2 ,protein_coding,18,2709.8708899922,0.00018470631695604,0.134237102541878,white,STRING
ENSG00000169429,CXCL8,C-X-C motif chemokine ligand 8 ,protein_coding,18,4187.23767048225,0.000189358076121947,0.0899696674445403,white,STRING
ENSG00000170345,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit ",protein_coding,18,2460.30162175321,0.000202101859337106,0.218790003581124,white,STRING
ENSG00000170759,KIF5B,kinesin family member 5B ,protein_coding,18,3659.3471459945,0.000191424196018377,0.104226167059655,white,STRING
ENSG00000182533,CAV3,caveolin 3 ,protein_coding,18,8824.26316590595,0.000198255352894528,0.257478369822954,white,STRING
ENSG00000188404,SELL,selectin L ,protein_coding,18,2134.19354260065,0.000181653042688465,0.127575957125395,white,STRING
