"interaction","name","selected","shared interaction","shared name","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::score","stringdb::textmining"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000363976","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000363976","0.9","0.405",,"0.937",
"ppp","9606.ENSP00000005178 (ppp) 9606.ENSP00000306253","false","ppp","9606.ENSP00000005178 (ppp) 9606.ENSP00000306253",,,,"0.786","0.786"
"ppp","9606.ENSP00000005178 (ppp) 9606.ENSP00000498864","false","ppp","9606.ENSP00000005178 (ppp) 9606.ENSP00000498864",,"0.664",,"0.664",
"ppp","9606.ENSP00000004982 (ppp) 9606.ENSP00000340989","false","ppp","9606.ENSP00000004982 (ppp) 9606.ENSP00000340989",,"0.9",,"0.9",
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000304283","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000304283","0.5","0.138",,"0.55",
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000267205","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000267205","0.5","0.147",,"0.555",
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000496593","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000496593",,"0.425",,"0.424",
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000261623","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000261623",,,,"0.422","0.422"
"ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000494689","false","ppp","9606.ENSP00000005260 (ppp) 9606.ENSP00000494689",,"0.564",,"0.564",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000398890","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000398890","0.9","0.073",,"0.903",
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000229829","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000229829","0.9",,,"0.9","0.045"
"ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000292586","false","ppp","9606.ENSP00000009530 (ppp) 9606.ENSP00000292586",,"0.376",,"0.403","0.083"
