"gene_id","cluster","betweenness","degree_centrality"
"ABHD11","1",0,1
"COL10A1","1",1,2
"COL9A2","1",0,1
"ADGRG1","2",0,1
"ADRA2C","2",0,1
"AGR2","2",2205,2
"AGRN","2",321,2
"ANLN","2",324,3
"ANPEP","2",321,2
"ANXA3","2",0,1
"AP1M2","2",6563,12
"APOBEC3B","2",0,1
"APOC4-APOC2","2",1800,5
"AQP5","2",0,1
"ASF1B","2",0,1
"ASPM","2",470,3
"ASS1","2",0,1
"ATP5J2","2",0,1
"ATP6V0E2","2",321,2
"ATP6V1B1","2",640,2
"AURKA","2",0,5
"AURKB","2",0,2
"B3GNT3","2",0,1
"BAIAP2L1","2",2837,4
"BCL11A","2",0,1
"BIRC5","2",321,2
"BMP7","2",0,1
"BUB1","2",641,3
"BUB1B","2",1036,5
"C15orf48","2",0,2
"C1QB","2",0,1
"C1QC","2",0,1
"CAPG","2",321,2
"CCL2","2",1585,3
"CCL20","2",321,2
"CCL28","2",10856,4
"CCL3","2",0,1
"CCL4","2",1276,3
"CCL5","2",6784,5
"CCNA1","2",18662,9
"CCNB1","2",15642,14
"CCNB2","2",8445,7
"CCND1","2",1570,4
"CCNE1","2",300,3
"CD24","2",0,1
"CD47","2",6884,5
"CD48","2",640,2
"CD68","2",321,2
"CD74","2",641,3
"CD9","2",8090,5
"CDC20","2",3055,5
"CDC25C","2",0,1
"CDC45","2",4,2
"CDCA5","2",0,1
"CDCA7","2",0,1
"CDCA8","2",641,5
"CDH1","2",18603,8
"CDH6","2",4752,2
"CDK1","2",8984,11
"CDK5","2",0,2
"CDKN2A","2",0,2
"CDKN3","2",0,1
"CDR2L","2",0,1
"CDT1","2",1678,4
"CEBPA","2",960,4
"CENPA","2",7667,4
"CENPF","2",768,3
"CENPM","2",0,1
"CENPN","2",0,1
"CENPU","2",1272,2
"CENPW","2",0,1
"CEP55","2",321,3
"CHD7","2",0,1
"CHI3L1","2",4029,3
"CHMP4C","2",0,1
"CKS1B","2",1862,3
"CKS2","2",12361,6
"CLDN1","2",5435,6
"CLDN10","2",2044,7
"CLDN16","2",0,5
"CLDN3","2",316,4
"CLDN4","2",0,4
"CLDN6","2",248,6
"CLDN7","2",646,6
"CLDN9","2",191,6
"CLIC5","2",0,1
"COMP","2",0,1
"COX5A","2",3461,7
"COX7B","2",323,4
"CP","2",0,1
"CRB2","2",0,2
"CRIP1","2",0,1
