"gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000124557",-7.44346602408371,1.87742139590613,1504.43999880376,0,0
"ENSG00000140459",-4.75439515571349,2.6033078187483,1259.61063245379,6.76868477192813e-276,8.26997905434178e-272
"ENSG00000152463",-5.70816526288126,-0.479064857002823,1208.27764842984,9.69036952855019e-265,7.89312899332175e-261
"ENSG00000231367",-3.49499171481496,1.99838889641734,1096.62167737174,1.79120341497793e-240,1.09424616621002e-236
"ENSG00000137869",-5.78908011052112,2.65164494113883,1069.58335094231,1.34850954068251e-234,6.59043582722355e-231
"ENSG00000147465",-4.81417108035367,1.89198870006384,1055.12178108301,1.87540254863233e-231,7.63788944639659e-228
"ENSG00000154928",-2.94254964346237,2.61036707417028,1046.44806268732,1.43998371209562e-229,5.02677742696695e-226
"ENSG00000286288",-3.15022432532756,0.125923332845869,971.753181872919,2.47852881103063e-213,7.57066625329305e-210
"ENSG00000231290",-3.63821766574169,1.32392527426476,942.83094838304,4.79871114097933e-207,1.30290339378856e-203
"ENSG00000167614",-3.2366813545421,2.30265439035134,912.041196118781,2.36716527859394e-200,5.78440507477214e-197
"ENSG00000203688",-3.50507001299616,-1.1631753500339,897.904726058576,2.80097153684203e-197,6.22223095220652e-194
"ENSG00000165795",-2.24006434358796,7.08822592959652,878.537008414619,4.54652559677449e-193,9.25824162356513e-190
"ENSG00000138131",-2.68826279907679,3.27852214833568,873.662253784612,5.21704593030426e-192,9.80644110407038e-189
"ENSG00000114547",-3.71441264129667,1.16166345609822,849.989047610156,7.31050572999459e-187,1.27599655727248e-183
"ENSG00000006210",-2.78529631804828,6.91789092097645,845.592319370992,6.60401935057704e-186,1.07583877900467e-182
"ENSG00000232528",-3.40750409877287,-1.75110744555297,835.446965177592,1.06037353610341e-183,1.61945548301393e-180
"ENSG00000198768",-3.09990079672815,2.77919178204766,822.683081419261,6.315913380271e-181,9.07856819766483e-178
"ENSG00000146090",-3.35033444151131,-1.13852825489273,820.550942972842,1.83648037333751e-180,2.49312413349307e-177
"ENSG00000187699",-2.63121859107878,2.47216441615984,793.502783387398,1.39534029105153e-174,1.79455449221764e-171
"ENSG00000198885",-2.42179158400039,2.01965465256173,793.266536284693,1.57052567120505e-174,1.91886826507833e-171
"ENSG00000154493",-3.78574323136261,0.139209912322766,791.028221751924,4.81615996496885e-174,5.60417547161804e-171
"ENSG00000149090",-2.83439514632046,4.31440092329034,788.11573556136,2.06984687195891e-173,2.29903537105399e-170
"ENSG00000198838",-2.33564591695952,1.81677228208108,787.185406300947,3.29771017775756e-173,3.50360199581233e-170
"ENSG00000158125",-3.8084918487728,4.26080929188174,780.615038741732,8.84637036974267e-172,9.00707943145966e-169
"ENSG00000130176",-2.82838451015789,5.90671384228638,747.131769433261,1.68678507583494e-164,1.64873120452411e-161
"ENSG00000154678",-2.91106301551242,3.14565166755935,746.369488774185,2.47063144890019e-164,2.32201346482019e-161
"ENSG00000184384",-2.08975259756843,5.04516425492808,745.399699395458,4.01491756978533e-164,3.63364910130646e-161
"ENSG00000046653",-2.25149467720266,4.38741046400258,735.544184438387,5.58029275236907e-162,4.87000120346038e-159
"ENSG00000225194",-2.93916614347615,-1.10311144034589,722.428623037628,3.96790457636536e-159,3.3434384906229e-156
"ENSG00000077264",-2.83313863870099,2.37821479121096,713.59254425717,3.3109778484429e-157,2.69690182348502e-154
"ENSG00000140545",-1.81312536311494,7.39510085585393,708.47551295072,4.29204107857098e-156,3.38323599341808e-153
"ENSG00000189292",-3.6733942269423,-0.0085519966367164,706.529842397587,1.13698923554491e-155,8.68233404992979e-153
"ENSG00000136158",-2.11476949628687,4.53181020205077,706.074642344162,1.42804319153567e-155,1.05744434631411e-152
"ENSG00000157404",-3.14436326288349,6.41861214560233,697.998915597152,8.14430429745198e-154,5.85335940625108e-151
"ENSG00000203727",-2.94600193221304,3.69398855106633,693.403749712926,8.13039737708772e-153,5.67641115161473e-150
"ENSG00000103044",-3.03797155181722,3.83249101326374,693.22746214579,8.88069973945608e-153,6.02802163425969e-150
"ENSG00000276649",-2.35767250880021,-1.32877314521013,688.10914174167,1.15207547015666e-151,7.60868005101304e-149
"ENSG00000182253",-3.21304306895437,6.86602419868842,683.953784057375,9.22819716178289e-151,5.93421646961386e-148
"ENSG00000267365",-2.16152386631204,-0.860091273849999,683.07435728616,1.43337734947036e-150,8.98102792606607e-148
"ENSG00000277639",-3.07671658484381,2.13856621660256,682.573450842384,1.8420008295765e-150,1.12527830678829e-147
"ENSG00000145936",-2.51233495706793,3.76464969195755,679.640762347453,7.9992136784062e-150,4.76753135233009e-147
"ENSG00000198643",-3.68296819909132,0.45856175293388,672.166888528287,3.37576709477966e-148,1.96405344590561e-145
"ENSG00000169991",-1.84255309723562,5.39655270447642,671.852788926101,3.95074985721471e-148,2.24512845374183e-145
"ENSG00000226833",-1.94373583119545,0.710009013206385,658.487709055307,3.18581061709814e-145,1.7692833690775e-142
"ENSG00000198947",-2.70135762819952,5.09847169232296,655.303799423024,1.56908496343731e-144,8.520480037012e-142
"ENSG00000187908",-4.92435663653636,2.27631460896247,654.491036171575,2.35724342439441e-144,1.25220870257613e-141
"ENSG00000196549",-2.92449471781609,6.05475099757566,654.366140050952,2.50938095317076e-144,1.30466453131236e-141
"ENSG00000130234",-3.71035866373864,-0.924422449759124,652.624210885544,6.00342058837173e-144,3.05624136453024e-141
"ENSG00000249669",-2.73149747172645,4.61111385463131,650.740159181846,1.54220204060999e-143,7.69086715598894e-141
"ENSG00000090530",-1.89416374041143,3.58835850507507,647.59851143907,7.43685105500053e-143,3.63453784759986e-140
"ENSG00000065534",-2.15529416683764,7.60175208382908,644.363393259874,3.75811633706332e-142,1.80065354534273e-139
"ENSG00000124134",-2.88867064730041,-0.160513968098716,644.264317344065,3.94927676069807e-142,1.85585628700804e-139
"ENSG00000187824",-1.8955266442123,2.33573094455156,642.918167289176,7.74966857398525e-142,3.57303587309252e-139
"ENSG00000286289",-2.66784146949077,1.21309606256732,641.7805756315,1.36990798175528e-141,6.19908730410592e-139
"ENSG00000135046",-2.08323991769135,7.88491549388189,640.913567542836,2.11471795966882e-141,9.39549964772131e-139
"ENSG00000131686",-5.3431829481473,-0.241127459441262,637.490890261377,1.1739146246185e-140,5.12246031556745e-138
"ENSG00000165186",-3.78908114403276,2.20354036124012,635.296885379719,3.52212620676588e-140,1.50994168400932e-137
"ENSG00000171867",-1.58353334730996,6.75461035985301,633.629976646173,8.11592952679051e-140,3.4193250675285e-137
"ENSG00000136014",-2.26569416465819,-0.210114308659694,624.69118189466,7.13589291756559e-138,2.95546914124801e-135
"ENSG00000151914",-2.08292272148438,8.59859354068041,622.608599582331,2.02487468454519e-137,8.24663963192437e-135
"ENSG00000204767",-3.59302637245873,2.71838310481869,616.692520221179,3.91854681776471e-136,1.56973131211309e-133
"ENSG00000174607",-2.94962254164669,1.69154927829149,614.969054145644,9.2891653759689e-136,3.66112976011574e-133
"ENSG00000180914",-3.55983878835492,5.86170245672074,613.578210846674,1.86416589601709e-135,7.23059648175772e-133
"ENSG00000005513",-2.63813389192364,1.14977719323407,609.764841506429,1.25862563571433e-134,4.80559000536179e-132
"ENSG00000257743",-3.73734188809635,1.69737666489864,608.692229146839,2.15373593350169e-134,8.09672173400728e-132
"ENSG00000119771",-2.27521229894088,3.21230637421928,607.342348450564,4.23443866289413e-134,1.56776883585577e-131
"ENSG00000154736",-2.48163245858631,5.04984076689688,600.705567734161,1.17579764378928e-132,4.28832704830371e-130
"ENSG00000167779",-2.42176986496762,4.70637937143693,600.074292697866,1.613020107994e-132,5.79643519984431e-130
"ENSG00000116711",-2.04779264370331,2.64525788946963,599.537476880672,2.11057872125202e-132,7.47450748297311e-130
"ENSG00000109654",-1.90324617370446,5.07127046731164,598.473189871803,3.59660781227927e-132,1.25552440715509e-129
"ENSG00000170919",-1.59976799070912,3.74307496442055,595.201204345607,1.85174937102666e-131,6.37314755357853e-129
"ENSG00000261175",-3.83305568506438,1.90977366446277,593.933670501734,3.4936956247444e-131,1.18572147619797e-128
"ENSG00000137463",-2.5556858821662,-0.985260503696792,593.493441525074,4.35552034755889e-131,1.45796568784862e-128
"ENSG00000146648",-2.45803971917287,5.99534032227969,590.830688972621,1.65280868410928e-130,5.4578422979587e-128
"ENSG00000198053",-1.38646515247555,6.04528566629465,582.300431074829,1.18492767427696e-128,3.86065235315091e-126
"ENSG00000077157",-1.64121802055532,6.39460514728537,577.53377888507,1.28984038798049e-127,4.14717627903831e-125
"ENSG00000163431",-2.05227222877909,5.34292293529509,574.817802619821,5.02716097013783e-127,1.59537279826348e-124
"ENSG00000178934",-4.60618695246864,1.09154770828292,574.127205260742,7.10467544824558e-127,2.2257672981196e-124
"ENSG00000105971",-2.16590209602082,5.89515809156541,573.603064994363,9.23756490008538e-127,2.85733083415805e-124
"ENSG00000168824",-2.73898995685901,2.23572507174301,569.484617317445,7.26819143067118e-126,2.22006907249851e-123
"ENSG00000154856",-1.96990345543674,5.09552682839656,568.797692036085,1.02530118642513e-125,3.09311849277587e-123
"ENSG00000158186",-1.96080157465711,5.64192663406613,567.887093231132,1.61782736829827e-125,4.82112555752885e-123
"ENSG00000231638",-2.99309644416737,-1.6607174125592,565.408192132953,5.59970745983058e-125,1.64860784925807e-122
"ENSG00000184254",-2.19356394196609,3.82977419751566,564.130864590566,1.06175150297019e-124,3.08868568173567e-122
"ENSG00000261616",-2.80004566369355,0.742307877234743,562.356298018981,2.58253883132268e-124,7.424343397906e-122
"ENSG00000104332",-3.39018096681973,8.14106714673022,559.769140938548,9.4371020092092e-124,2.68145377554693e-121
"ENSG00000054598",-1.91404432247116,3.76879993231861,559.334977968924,1.1729616975283e-123,3.29453931503465e-121
"ENSG00000169247",-1.91214429738277,1.3260884452314,556.823517470013,4.12680817664304e-123,1.14593959777783e-120
"ENSG00000241684",-2.64923375577492,0.972239926643345,556.578762816911,4.66505973570843e-123,1.28084718766035e-120
"ENSG00000285294",-3.82827071070562,-1.96883238874333,554.784965007089,1.14570795356373e-122,3.11072439480926e-120
"ENSG00000163378",-1.28148334629904,4.786386759558,552.616848579998,3.39407679746371e-122,9.11402863987068e-120
"ENSG00000163017",-2.98045979198771,6.16878069284296,552.060512541643,4.48483463645326e-122,1.19121107800404e-119
"ENSG00000116741",-2.32285377987026,5.60276663115869,551.677088324225,5.43445844034217e-122,1.42791856395915e-119
